magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],timestamp,DTMode
0.27454326,-0.031683728,0.474067,17903000,2_6
0.2745581,-0.032442644,0.4724175,17923000,2_6
0.27379903,-0.034814175,0.4738059,17947000,2_6
0.2739023,-0.0337569,0.47171932,17968000,2_6
0.2743752,-0.03387764,0.47344708,17988000,2_6
0.27571917,-0.03290695,0.4746317,18008000,2_6
0.27585536,-0.035711527,0.47366834,18028000,2_6
0.2762568,-0.034040555,0.47365066,18048000,2_6
0.27430806,-0.035238367,0.47212678,18072000,2_6
0.27552083,-0.03482786,0.47435245,18097000,2_6
0.2757623,-0.03234395,0.47264752,18119000,2_6
0.2756387,-0.03474691,0.47288996,18141000,2_6
0.27654302,-0.035499968,0.47248647,18163000,2_6
0.2755878,-0.034645982,0.47326294,18183000,2_6
0.2751214,-0.034210652,0.474089,18203000,2_6
0.27426353,-0.033263113,0.47330973,18223000,2_6
0.27657664,-0.033684198,0.4726556,18243000,2_6
0.27497298,-0.033835404,0.4745009,18263000,2_6
0.27553803,-0.032303054,0.47337878,18283000,2_6
0.27470747,-0.035798404,0.47314167,18303000,2_6
0.27682504,-0.034005083,0.47364244,18323000,2_6
0.27463803,-0.03498686,0.4718268,18343000,2_6
0.27730548,-0.033972114,0.47207075,18363000,2_6
0.27379915,-0.031866714,0.4737638,18383000,2_6
0.27671352,-0.032202512,0.47428423,18403000,2_6
0.27778903,-0.034838818,0.47385678,18423000,2_6
0.27695838,-0.033569157,0.47217932,18443000,2_6
0.2768095,-0.032908645,0.47281963,18463000,2_6
0.27693635,-0.036225792,0.47281465,18484000,2_6
0.27714488,-0.033950448,0.4747245,18508000,2_6
0.275762,-0.035547223,0.473291,18532000,2_6
0.27539277,-0.033928186,0.47604284,18552000,2_6
0.2739917,-0.03395478,0.47274375,18572000,2_6
0.27473557,-0.033766877,0.47286955,18595000,2_6
0.27678868,-0.03517627,0.47463146,18615000,2_6
0.27632487,-0.03356587,0.4733758,18635000,2_6
0.27394572,-0.035105586,0.47263905,18655000,2_6
0.27544117,-0.035598744,0.4729993,18676000,2_6
0.2754535,-0.033289425,0.47202858,18700000,2_6
0.27362746,-0.035035513,0.47459048,18723000,2_6
0.27387238,-0.03625338,0.4725352,18743000,2_6
0.276133,-0.0335226,0.47325608,18763000,2_6
0.27571368,-0.03414611,0.4741261,18783000,2_6
0.277078,-0.03417074,0.4744916,18803000,2_6
0.27608952,-0.036236513,0.4752495,18823000,2_6
0.275535,-0.03456952,0.47403532,18843000,2_6
0.27466986,-0.034139033,0.4737373,18863000,2_6
0.2763631,-0.036182035,0.47114712,18883000,2_6
0.2762661,-0.0341087,0.47124287,18903000,2_6
0.27348214,-0.034324892,0.47215495,18923000,2_6
0.27563742,-0.03443883,0.47302157,18943000,2_6
0.27361292,-0.03608684,0.47128093,18963000,2_6
0.27585718,-0.034705978,0.47160313,18984000,2_6
0.27758023,-0.03489798,0.4729015,19008000,2_6
0.2743908,-0.036880482,0.47254083,19031000,2_6
0.27279183,-0.033832084,0.47501856,19052000,2_6
0.27636403,-0.035408568,0.47291055,19072000,2_6
0.275233,-0.03568233,0.4720505,19092000,2_6
0.27352324,-0.03365894,0.47379172,19115000,2_6
0.27369007,-0.03500424,0.4723892,19135000,2_6
0.2760682,-0.03408279,0.4740169,19157000,2_6
0.2747378,-0.034332562,0.47385415,19181000,2_6
0.274263,-0.035470463,0.4722118,19203000,2_6
0.27383566,-0.03420886,0.4724189,19223000,2_6
0.27665183,-0.034926094,0.47341242,19243000,2_6
0.27517253,-0.03476692,0.47368637,19268000,2_6
0.2741041,-0.034507003,0.47347036,19292000,2_6
0.27401954,-0.03514036,0.4737017,19312000,2_6
0.27351356,-0.035692584,0.47353563,19336000,2_6
0.27544954,-0.035152745,0.47281465,19360000,2_6
0.27526644,-0.034603044,0.473862,19380000,2_6
0.27496183,-0.036352593,0.4736007,19403000,2_6
0.27309322,-0.035912544,0.47382808,19423000,2_6
0.27307755,-0.034921955,0.4733157,19448000,2_6
0.27570105,-0.034651823,0.4729339,19472000,2_6
0.27248347,-0.03526197,0.47271138,19495000,2_6
0.273218,-0.035730246,0.47465116,19516000,2_6
0.27479705,-0.031397533,0.4749274,19536000,2_6
0.27500084,-0.035580896,0.4740649,19559000,2_6
0.2745385,-0.035588946,0.47417924,19580000,2_6
0.27353126,-0.03629112,0.47367287,19600000,2_6
0.27249756,-0.034315765,0.4724736,19623000,2_6
