magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],timestamp,DTMode
0.274627,-0.03413932,0.47311884,37921000,2_7
0.27394053,-0.032576043,0.47309142,37943000,2_7
0.27648503,-0.032354064,0.47348952,37968000,2_7
0.27611923,-0.033969373,0.472246,37992000,2_7
0.27522153,-0.032581575,0.47250947,38012000,2_7
0.2738012,-0.03502811,0.47313857,38035000,2_7
0.27441853,-0.034351747,0.47313243,38057000,2_7
0.27297395,-0.030318255,0.47158515,38080000,2_7
0.27512154,-0.031194769,0.4760929,38103000,2_7
0.27405545,-0.02906378,0.47366452,38123000,2_7
0.275263,-0.02845243,0.4744679,38143000,2_7
0.27456617,-0.02858527,0.4735558,38163000,2_7
0.2725282,-0.03186422,0.4748056,38183000,2_7
0.2720631,-0.034784336,0.47515702,38203000,2_7
0.27229604,-0.039475817,0.47490346,38223000,2_7
0.27123156,-0.04311943,0.47484016,38243000,2_7
0.27310625,-0.0487658,0.47395018,38263000,2_7
0.27166376,-0.051413517,0.4727142,38283000,2_7
0.2714344,-0.057174962,0.47410893,38303000,2_7
0.27299285,-0.05852952,0.47509867,38323000,2_7
0.27071753,-0.06256947,0.47320172,38343000,2_7
0.27163833,-0.06318175,0.47240716,38364000,2_7
0.2732505,-0.066295,0.47403264,38388000,2_7
0.27078387,-0.065968916,0.47259456,38411000,2_7
0.26829788,-0.065881975,0.4725295,38432000,2_7
0.26913893,-0.06186173,0.47420198,38453000,2_7
0.2686861,-0.06375863,0.475349,38473000,2_7
0.26888236,-0.061778072,0.47354573,38493000,2_7
0.26830524,-0.06120118,0.47380853,38515000,2_7
0.27044743,-0.057424523,0.47562838,38535000,2_7
0.27080083,-0.055758707,0.47485584,38555000,2_7
0.26895615,-0.055696886,0.47549778,38576000,2_7
0.2699621,-0.05341358,0.47548684,38601000,2_7
0.27047762,-0.052280676,0.47319022,38623000,2_7
0.27217948,-0.050724823,0.47679693,38643000,2_7
0.26942575,-0.050597243,0.47348255,38664000,2_7
0.2702618,-0.04783417,0.47510633,38688000,2_7
0.2716567,-0.04849795,0.47448075,38711000,2_7
0.26976278,-0.046275146,0.47580367,38731000,2_7
0.27002248,-0.044455897,0.4756043,38753000,2_7
0.27134296,-0.042942315,0.47534248,38776000,2_7
0.27182728,-0.04266761,0.47396955,38800000,2_7
0.2731608,-0.038183708,0.47282195,38820000,2_7
0.27487466,-0.037490066,0.47382012,38843000,2_7
0.27312335,-0.03643637,0.47144958,38863000,2_7
0.27301356,-0.03416509,0.47312227,38883000,2_7
0.27467448,-0.03593514,0.4727221,38903000,2_7
0.27498856,-0.03513509,0.47466126,38923000,2_7
0.27396083,-0.03348237,0.473085,38943000,2_7
0.2749587,-0.03188804,0.4759864,38964000,2_7
0.27472615,-0.029975139,0.47317877,38987000,2_7
0.27599293,-0.03176962,0.47442934,39007000,2_7
0.2754913,-0.030503694,0.47220203,39028000,2_7
0.27573782,-0.029837247,0.47236493,39048000,2_7
0.27680895,-0.029089982,0.47178918,39071000,2_7
0.27802476,-0.028030813,0.4727667,39093000,2_7
0.2767709,-0.030262237,0.4737052,39117000,2_7
0.27670884,-0.028601099,0.4731163,39139000,2_7
0.2734284,-0.027735319,0.47229916,39159000,2_7
0.2775079,-0.029343734,0.47301823,39179000,2_7
0.2736987,-0.02825436,0.47439343,39201000,2_7
0.27739397,-0.03063562,0.4748554,39223000,2_7
0.27569968,-0.028847931,0.4728728,39243000,2_7
0.277052,-0.029589957,0.47364226,39264000,2_7
0.27385435,-0.030706985,0.47334152,39288000,2_7
0.27531087,-0.02880226,0.47220844,39308000,2_7
0.2746961,-0.029117841,0.47350162,39328000,2_7
0.27300355,-0.02962724,0.47312126,39352000,2_7
0.27545014,-0.030486409,0.47399876,39379000,2_7
0.27780408,-0.029468521,0.47375375,39401000,2_7
0.27636138,-0.030986175,0.4718426,39423000,2_7
0.27730224,-0.030579392,0.4729984,39443000,2_7
0.27583537,-0.029498417,0.4722681,39463000,2_7
0.27653646,-0.03246207,0.4719541,39483000,2_7
0.2736892,-0.02850235,0.4730257,39504000,2_7
0.27588916,-0.032614905,0.47229245,39527000,2_7
0.27660456,-0.030112524,0.47107768,39548000,2_7
0.27603528,-0.032425575,0.47259402,39568000,2_7
0.27624753,-0.02990351,0.4737265,39592000,2_7
0.27742538,-0.030666858,0.47448286,39612000,2_7
0.27534997,-0.030583242,0.47345337,39635000,2_7
0.27611384,-0.02966238,0.47206736,39656000,2_7
0.27583548,-0.027555913,0.4718519,39676000,2_7
0.27640504,-0.030034041,0.47387767,39699000,2_7
0.27643067,-0.029628262,0.47263786,39723000,2_7
0.27524033,-0.029557591,0.4713037,39743000,2_7
0.2771945,-0.029457366,0.47329614,39763000,2_7
0.27512026,-0.029423812,0.47350135,39783000,2_7
0.27762434,-0.030600054,0.4731699,39803000,2_7
0.2772493,-0.030772349,0.4740592,39823000,2_7
0.2755823,-0.031473197,0.47294506,39843000,2_7
0.27823544,-0.02818301,0.47310036,39863000,2_7
0.275986,-0.028584918,0.47382745,39883000,2_7
