timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
504000,495600,197644,0.27597246,-0.03455858,0.47289371,0
987000,979500,197644,0.27243745,-0.032327622,0.4718124,0
1496000,1487800,197644,0.2749382,-0.034380745,0.47047853,0
1987000,1979600,197644,0.27484027,-0.03588366,0.47268268,0
2496000,2487800,197644,0.2753851,-0.032740112,0.47181368,0
2984000,2975800,197644,0.27589533,-0.034827407,0.47224948,0
3484000,3475400,197644,0.27409053,-0.033537317,0.47547427,0
3987000,3979600,197644,0.2756729,-0.03428589,0.4717601,0
4503000,4492400,197644,0.2764659,-0.03333944,0.4735479,0
4996000,4987600,197644,0.27423212,-0.03292076,0.4719475,0
5504000,5493333,197644,0.27415654,-0.03477856,0.4733935,0
6000000,5991000,197644,0.27678534,-0.032210544,0.4735361,0
6500000,6492250,197644,0.27532947,-0.03423334,0.47318515,0
6997000,6987600,197644,0.27648252,-0.035883483,0.4728932,0
7488000,7479600,197644,0.27351013,-0.0326298,0.4733245,0
7988000,7977600,197644,0.27411938,-0.034865063,0.47520018,0
8496000,8485500,197644,0.27496246,-0.032355584,0.47304785,0
8992000,8983000,197644,0.27510104,-0.032974962,0.47172123,0
9504000,9494750,197644,0.27381095,-0.034066953,0.4727152,0
9999000,9991400,197644,0.27532992,-0.035243195,0.47364077,0
10500000,10493500,197644,0.27296224,-0.031786498,0.47362646,0
11000000,10991800,197644,0.27393675,-0.033858072,0.47475195,0
11496000,11487800,197644,0.27654624,-0.03491211,0.47503233,0
12003000,11995200,197644,0.2763674,-0.033531446,0.47408843,0
12491000,12483600,197644,0.27620187,-0.033810418,0.4721799,0
12992000,12983800,197644,0.27501792,-0.03221484,0.47338748,0
13503000,13492400,197644,0.2748664,-0.033676434,0.47235242,0
13996000,13987800,197644,0.2760523,-0.033698,0.4724965,0
14492000,14483800,197644,0.27612725,-0.033038434,0.47237134,0
15004000,14992600,197644,0.27699277,-0.03127603,0.47431064,0
15489000,15479800,197644,0.27311248,-0.035099767,0.47346544,0
16004000,15995000,197644,0.27572727,-0.03384359,0.4739431,0
16499000,16489500,197644,0.27446014,-0.03449507,0.47307283,0
17000000,16992750,197644,0.27511427,-0.033692487,0.47362512,0
17505000,17494500,197644,0.2750153,-0.03267958,0.47519597,0
18001000,17992000,197644,0.27486727,-0.033492006,0.472663,0
18487000,18479250,197644,0.27314863,-0.033800215,0.47250342,0
18995000,18985000,197644,0.27632332,-0.03359466,0.47365397,0
19485000,19476200,197644,0.2767056,-0.032760415,0.47409788,0
19996000,19987400,197644,0.27456474,-0.03360714,0.47245717,0
20488000,20479600,197644,0.2758437,-0.03509791,0.4715441,0
20989000,20977666,197644,0.27512944,-0.03313096,0.4721702,0
21488000,21479600,197644,0.27806965,-0.036713943,0.4709539,0
21996000,21989000,197644,0.27583915,-0.033218507,0.47149056,0
22497000,22488200,197644,0.276937,-0.034279943,0.47283092,0
22996000,22988750,197644,0.2723804,-0.034101255,0.47382766,0
23500000,23492000,197644,0.2743543,-0.034424882,0.47513172,0
23984000,23973666,197644,0.27480185,-0.034332242,0.47375822,0
24497000,24487800,197644,0.2775976,-0.03273579,0.47334155,0
24991000,24981333,197644,0.2752105,-0.035894208,0.47183675,0
25496000,25487800,197644,0.2743806,-0.034518607,0.47270355,0
25996000,25987600,197644,0.2742579,-0.035384186,0.47331715,0
26489000,26479600,197644,0.27385274,-0.03457717,0.47096893,0
26996000,26987800,197644,0.27652675,-0.034949847,0.47361308,0
27496000,27485500,197644,0.27590343,-0.033921253,0.4742697,0
27992000,27983600,197644,0.27583835,-0.036325555,0.47254702,0
28492000,28484750,197644,0.2734268,-0.03528001,0.4742236,0
28983000,28975400,197644,0.27407476,-0.035547554,0.47534093,0
29496000,29487250,197644,0.27532762,-0.037196234,0.4719749,0
29996000,29988750,197644,0.27335033,-0.03491033,0.47325072,0
30484000,30473800,197644,0.27507353,-0.034942284,0.47278085,0
31003000,30993500,197644,0.27654517,-0.037173502,0.47373614,0
31497000,31489000,197644,0.276358,-0.035636235,0.47519732,0
31996000,31987600,197644,0.2756884,-0.034497485,0.47340065,0
32492000,32484250,197644,0.27519685,-0.03437559,0.47471076,0
32988000,32979800,197644,0.27348113,-0.034005154,0.47293326,0
33500000,33493000,197644,0.27508307,-0.034922242,0.47318625,0
33992000,33983800,197644,0.27378154,-0.035429787,0.47488746,0
34492000,34483800,197644,0.2747398,-0.035297733,0.47404203,0
34984000,34975250,197644,0.27479783,-0.03379271,0.4737058,0
35492000,35483250,197644,0.2753876,-0.03650758,0.4728883,0
35992000,35981200,197644,0.27589032,-0.036248814,0.47197434,0
36504000,36495600,197644,0.27354294,-0.036054347,0.47417036,0
36996000,36987000,197644,0.27687082,-0.03426367,0.47489482,0
37501000,37491800,197644,0.27483436,-0.032938227,0.47397637,0
37996000,37987600,197644,0.27494654,-0.033870827,0.47418204,0
