timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
967000,967000,1310988,0.0,0.007182605,-9.785102,14.674995,0,0,0,0,1
1976000,1976000,1310988,0.0,-0.021547815,-9.787497,14.675344,0,0,0,0,1
2972000,2972000,1310988,-0.0047884034,0.01436521,-9.813833,14.675167,0,0,0,0,1
3971000,3971000,1310988,0.0,0.023942016,-9.809045,14.675202,0,0,0,0,1
4976000,4976000,1310988,-0.02633622,0.0,-9.751583,14.675256,0,0,0,0,1
5967000,5967000,1310988,-0.009576807,0.009576807,-9.78989,14.674923,0,0,0,0,1
6969000,6969000,1310988,0.011971008,0.0023942017,-9.742006,14.67549,0,0,0,0,1
7968000,7968000,1310988,-0.01436521,-0.0047884034,-9.828198,14.676138,0,0,0,0,1
8967000,8967000,1310988,-0.011971008,0.035913024,-9.813833,14.676149,0,0,0,0,1
9971000,9971000,1310988,0.0,-0.021547815,-9.832987,14.674706,0,0,0,0,1
10972000,10972000,1310988,0.009576807,0.007182605,-9.782708,14.674937,0,0,0,0,1
11976000,11976000,1310988,0.021547815,0.02873042,-9.811439,14.674943,0,0,0,0,1
12972000,12972000,1310988,0.016759412,0.0047884034,-9.856929,14.675817,0,0,0,0,1
13976000,13976000,1310988,0.009576807,-0.007182605,-9.818622,14.6752,0,0,0,0,1
14972000,14972000,1310988,0.019153614,-0.0047884034,-9.7803135,14.675889,0,0,0,0,1
15968000,15968000,1310988,-0.033518825,0.0023942017,-9.734824,14.676041,0,0,0,0,1
16964000,16964000,1310988,0.0023942017,0.009576807,-9.821015,14.6756315,0,0,0,0,1
17972000,17972000,1310988,0.02633622,0.007182605,-9.847352,14.675548,0,0,0,0,1
18972000,18972000,1310988,0.0047884034,-0.0047884034,-9.825804,14.675262,0,0,0,0,1
19967000,19967000,1310988,0.0023942017,0.02873042,-9.909601,14.676217,0,0,0,0,1
20972000,20972000,1310988,-0.009576807,0.033518825,-9.739613,14.676044,0,0,0,0,1
21972000,21972000,1310988,0.0023942017,-0.009576807,-9.622296,14.67496,0,0,0,0,1
22967000,22967000,1310988,0.0,-0.016759412,-9.727641,14.67263,0,0,0,0,1
23972000,23972000,1310988,-0.007182605,0.0023942017,-9.7563715,14.671308,0,0,0,0,1
24976000,24976000,1310988,-0.01436521,0.0,-10.412383,14.671027,0,0,0,0,1
25972000,25972000,1310988,-0.0023942017,0.0023942017,-9.799467,14.671288,0,0,0,0,1
26976000,26976000,1310988,-0.055066638,-0.038307227,-9.85214,14.670763,0,0,0,0,1
27976000,27976000,1310988,-0.021547815,-0.01436521,-9.797073,14.670413,0,0,0,0,1
28971000,28971000,1310988,-0.007182605,0.0047884034,-9.785102,14.670627,0,0,0,0,1
29965000,29965000,1310988,-0.01436521,0.011971008,-9.813833,14.670803,0,0,0,0,1
30975000,30975000,1310988,-0.021547815,0.011971008,-9.794679,14.67088,0,0,0,0,1
31976000,31976000,1310988,-0.0023942017,-0.011971008,-9.787497,14.670865,0,0,0,0,1
32971000,32971000,1310988,0.011971008,0.0023942017,-9.8042555,14.670093,0,0,0,0,1
33972000,33972000,1310988,-0.0023942017,0.0023942017,-9.7803135,14.67025,0,0,0,0,1
34968000,34968000,1310988,0.009576807,-0.009576807,-9.830592,14.670424,0,0,0,0,1
35971000,35971000,1310988,-0.007182605,-0.009576807,-9.770737,14.670227,0,0,0,0,1
36967000,36967000,1310988,-0.0047884034,0.0047884034,-9.811439,14.671313,0,0,0,0,1
37971000,37971000,1310988,0.016759412,-0.01436521,-9.799467,14.670161,0,0,0,0,1
38967000,38967000,1310988,0.007182605,0.0023942017,-9.830592,14.670724,0,0,0,0,1
39968000,39968000,1310988,-0.019153614,0.016759412,-9.80665,14.670088,0,0,0,0,1
40975000,40975000,1310988,0.007182605,-0.009576807,-9.785102,14.670527,0,0,0,0,1
41971000,41971000,1310988,-0.0023942017,-0.031124622,-9.775525,14.670933,0,0,0,0,1
42971000,42971000,1310988,0.02633622,0.016759412,-9.749189,14.670014,0,0,0,0,1
43967000,43967000,1310988,-0.009576807,-0.007182605,-9.799467,14.670788,0,0,0,0,1
44971000,44971000,1310988,0.007182605,0.0023942017,-7.800309,14.670227,0,0,0,0,1
45972000,45972000,1310988,-0.0023942017,0.0023942017,-9.55047,14.673966,0,0,0,0,1
46976000,46976000,1310988,0.033518825,-0.038307227,-9.821015,14.675834,0,0,0,0,1
47972000,47972000,1310988,-0.016759412,0.035913024,-9.792285,14.675872,0,0,0,0,1
48972000,48972000,1310988,-0.021547815,0.0023942017,-9.701305,14.675505,0,0,0,0,1
49968000,49968000,1310988,-0.009576807,-0.035913024,-9.818622,14.6756525,0,0,0,0,1
50968000,50968000,1310988,-0.007182605,0.01436521,-9.825804,14.6757965,0,0,0,0,1
