timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
433000,433000,2.6118942e-06,-3.768097e-05,6.9271926e-05,0.0,0.0,0.0,0.0,-1.0
440000,440000,-0.00020230988,7.136427e-05,5.115034e-05,0.0,0.0,0.0,0.0,-1.0
484000,484000,-6.9955524e-05,-0.00015497842,-0.0002371848,0.0,0.0,0.0,0.0,-1.0
536000,536000,-9.919019e-05,-7.568662e-05,-1.6268357e-05,0.0,0.0,0.0,0.0,-1.0
584000,584000,-0.00017337114,0.0004417659,-0.00011116988,0.0,0.0,0.0,0.0,-1.0
636000,636000,-0.00012224365,0.00021133394,1.6577727e-05,0.0,0.0,0.0,0.0,-1.0
685000,685000,6.660055e-05,-0.00023021724,-1.7995982e-05,0.0,0.0,0.0,0.0,-1.0
731000,731000,-6.667364e-05,-3.9324614e-06,-0.00012583833,0.0,0.0,0.0,0.0,-1.0
784000,784000,0.00018298259,-4.3205186e-05,-1.1076879e-05,0.0,0.0,0.0,0.0,-1.0
835000,835000,5.814003e-06,5.1232415e-05,-4.749543e-05,0.0,0.0,0.0,0.0,-1.0
884000,884000,-0.000129432,0.00015258613,4.2639087e-05,0.0,0.0,0.0,0.0,-1.0
936000,936000,0.00014056083,-0.0003002524,-5.476632e-05,0.0,0.0,0.0,0.0,-1.0
983000,983000,-6.443853e-05,2.2623368e-05,0.00010345471,0.0,0.0,0.0,0.0,-1.0
1036000,1036000,-0.00018651164,4.5778692e-05,3.069906e-05,0.0,0.0,0.0,0.0,-1.0
1084000,1084000,-0.00020724323,0.00027380738,-0.00016471001,0.0,0.0,0.0,0.0,-1.0
1137000,1137000,-0.00016898528,-0.00014571188,4.4265536e-05,0.0,0.0,0.0,0.0,-1.0
1184000,1184000,2.3659664e-05,0.00012542313,-0.00018351221,0.0,0.0,0.0,0.0,-1.0
1233000,1233000,0.00017949971,-0.00014262919,9.4438314e-05,0.0,0.0,0.0,0.0,-1.0
1285000,1285000,0.00015475138,0.00011897822,8.2912564e-05,0.0,0.0,0.0,0.0,-1.0
1335000,1335000,0.00010819208,0.00030144412,6.604716e-05,0.0,0.0,0.0,0.0,-1.0
1384000,1384000,4.119942e-05,4.772035e-05,-0.00011691245,0.0,0.0,0.0,0.0,-1.0
1431000,1431000,-0.00045535646,-0.00019495933,-0.00016543995,0.0,0.0,0.0,0.0,-1.0
1484000,1484000,-0.00021398538,-3.055454e-05,0.0001999609,0.0,0.0,0.0,0.0,-1.0
1537000,1537000,2.752043e-05,0.00018175205,0.00015290237,0.0,0.0,0.0,0.0,-1.0
1584000,1584000,0.00020427429,4.8783654e-06,0.00011783311,0.0,0.0,0.0,0.0,-1.0
1637000,1637000,-0.00014848528,-8.678787e-05,0.00012576567,0.0,0.0,0.0,0.0,-1.0
1684000,1684000,-0.00014892555,0.00034523077,0.00011886149,0.0,0.0,0.0,0.0,-1.0
1736000,1736000,-0.00029378163,-3.4856672e-05,-5.4270473e-05,0.0,0.0,0.0,0.0,-1.0
1784000,1784000,-0.00019829012,5.681898e-05,-3.477532e-05,0.0,0.0,0.0,0.0,-1.0
1836000,1836000,5.5572837e-06,-0.00015068319,-0.00011314533,0.0,0.0,0.0,0.0,-1.0
1883000,1883000,0.0001242428,-0.0002367193,-1.9319966e-06,0.0,0.0,0.0,0.0,-1.0
1933000,1933000,-0.00011821766,0.00021588827,-2.7505612e-05,0.0,0.0,0.0,0.0,-1.0
1984000,1984000,-0.00015999378,0.00012166068,-4.3029748e-05,0.0,0.0,0.0,0.0,-1.0
2036000,2036000,-9.1466034e-05,0.0005013824,-0.00017325672,0.0,0.0,0.0,0.0,-1.0
2084000,2084000,9.029818e-05,-0.00011886157,7.4602656e-05,0.0,0.0,0.0,0.0,-1.0
2135000,2135000,0.00012603098,5.053906e-05,2.609472e-06,0.0,0.0,0.0,0.0,-1.0
2183000,2183000,-0.0002375918,0.0002945447,0.0001412907,0.0,0.0,0.0,0.0,-1.0
2235000,2235000,0.00018590297,-7.75077e-06,0.000117498,0.0,0.0,0.0,0.0,-1.0
2283000,2283000,-0.00015413984,9.488737e-05,9.354424e-05,0.0,0.0,0.0,0.0,-1.0
2331000,2331000,0.00023806603,0.000116472256,-6.983295e-05,0.0,0.0,0.0,0.0,-1.0
2384000,2384000,-0.00013704588,2.3891285e-05,9.478049e-05,0.0,0.0,0.0,0.0,-1.0
2436000,2436000,0.00015752412,-2.0843925e-05,3.4097833e-05,0.0,0.0,0.0,0.0,-1.0
2480000,2480000,-0.00011985079,3.9593953e-05,-2.3004579e-05,0.0,0.0,0.0,0.0,-1.0
2535000,2535000,-7.627555e-05,0.00037080044,6.811681e-06,0.0,0.0,0.0,0.0,-1.0
2583000,2583000,-0.00010303417,0.000117592805,2.0335045e-05,0.0,0.0,0.0,0.0,-1.0
2637000,2637000,-0.00017863877,5.337703e-05,6.5354e-05,0.0,0.0,0.0,0.0,-1.0
2684000,2684000,-8.871145e-05,0.0001880716,-5.8912028e-05,0.0,0.0,0.0,0.0,-1.0
2736000,2736000,1.687518e-05,-8.3248735e-05,-8.87125e-05,0.0,0.0,0.0,0.0,-1.0
2784000,2784000,-0.0002241518,0.00013880854,0.000106400694,0.0,0.0,0.0,0.0,-1.0
2836000,2836000,0.00026308582,-0.00019829463,-3.1828557e-05,0.0,0.0,0.0,0.0,-1.0
2883000,2883000,2.3677125e-05,4.360668e-05,1.890097e-05,0.0,0.0,0.0,0.0,-1.0
2935000,2935000,-1.4336774e-05,-4.6964207e-05,-4.6077635e-05,0.0,0.0,0.0,0.0,-1.0
2984000,2984000,0.00013995537,-0.00021825895,-7.803819e-05,0.0,0.0,0.0,0.0,-1.0
