timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
967000,967000,1311004,0.0019523089,0.00800857,-9.829371,14.674995,0,0,0,0,1
1976000,1976000,1311004,-0.0037542128,-0.010052725,-9.819874,14.675344,0,0,0,0,1
2972000,2972000,1311004,-0.010975059,0.007181824,-9.829066,14.675167,0,0,0,0,1
3971000,3971000,1311004,8.721685e-05,0.01368515,-9.816949,14.675202,0,0,0,0,1
4976000,4976000,1311004,-0.046627976,0.008100818,-9.737279,14.675256,0,0,0,0,1
5967000,5967000,1311004,0.0030882205,-0.0059712445,-9.7781315,14.674923,0,0,0,0,1
6969000,6969000,1311004,0.015156251,0.018830761,-9.7486,14.67549,0,0,0,0,1
7968000,7968000,1311004,-0.020245407,-0.0023699864,-9.8240795,14.676138,0,0,0,0,1
8967000,8967000,1311004,-0.0033233406,0.020103581,-9.753936,14.676149,0,0,0,0,1
9971000,9971000,1311004,-0.019469302,-0.018379701,-9.836793,14.674706,0,0,0,0,1
10972000,10972000,1311004,0.015324577,-0.018090418,-9.759699,14.674937,0,0,0,0,1
11976000,11976000,1311004,0.03248665,0.025059864,-9.805515,14.674943,0,0,0,0,1
12972000,12972000,1311004,0.02046391,0.009436587,-9.855072,14.675817,0,0,0,0,1
13976000,13976000,1311004,-0.0037781703,-0.0026776008,-9.793188,14.6752,0,0,0,0,1
14972000,14972000,1311004,0.027658632,-0.014134082,-9.772847,14.675889,0,0,0,0,1
15968000,15968000,1311004,-0.038932566,0.026002057,-9.735543,14.676041,0,0,0,0,1
16964000,16964000,1311004,-0.008452709,-0.003148946,-9.787334,14.6756315,0,0,0,0,1
17972000,17972000,1311004,0.030391369,-0.008952161,-9.873512,14.675548,0,0,0,0,1
18972000,18972000,1311004,-0.0075772777,-0.012614739,-9.817851,14.675262,0,0,0,0,1
19967000,19967000,1311004,-0.0022713593,0.029146371,-9.904986,14.676217,0,0,0,0,1
20972000,20972000,1311004,-0.00078895834,0.040347293,-9.824035,14.676044,0,0,0,0,1
21972000,21972000,1311004,0.006916367,0.008471921,-9.622988,14.67496,0,0,0,0,1
22967000,22967000,1311004,0.009509612,-0.03597652,-9.770114,14.67263,0,0,0,0,1
23972000,23972000,1311004,-0.00873326,-0.0043393783,-9.762601,14.671308,0,0,0,0,1
24976000,24976000,1311004,-0.02038792,0.027252266,-10.395497,14.671027,0,0,0,0,1
25972000,25972000,1311004,-0.009261773,-0.0066095516,-9.844239,14.671288,0,0,0,0,1
26976000,26976000,1311004,-0.05893939,-0.0261046,-9.828384,14.670763,0,0,0,0,1
27976000,27976000,1311004,-0.00890915,-0.015727106,-9.86648,14.670413,0,0,0,0,1
28971000,28971000,1311004,-0.031908,-0.014417293,-9.7796955,14.670627,0,0,0,0,1
29965000,29965000,1311004,-0.03241144,0.021094313,-9.821656,14.670803,0,0,0,0,1
30975000,30975000,1311004,-0.036646757,0.027994877,-9.792478,14.67088,0,0,0,0,1
31976000,31976000,1311004,-0.006066026,-0.023913424,-9.781454,14.670865,0,0,0,0,1
32971000,32971000,1311004,-0.0036474974,0.017589737,-9.763957,14.670093,0,0,0,0,1
33972000,33972000,1311004,-0.015800918,-0.026094109,-9.728737,14.67025,0,0,0,0,1
34968000,34968000,1311004,0.0028934563,-0.015533775,-9.843616,14.670424,0,0,0,0,1
35971000,35971000,1311004,-0.026701912,0.0060027977,-9.817191,14.670227,0,0,0,0,1
36967000,36967000,1311004,0.006723511,-0.0026149298,-9.832211,14.671313,0,0,0,0,1
37971000,37971000,1311004,0.024089228,-0.015142242,-9.781412,14.670161,0,0,0,0,1
38967000,38967000,1311004,0.012823482,-0.014385563,-9.866391,14.670724,0,0,0,0,1
39968000,39968000,1311004,-0.022161812,-0.002002234,-9.830863,14.670088,0,0,0,0,1
40975000,40975000,1311004,0.024864666,-0.013848822,-9.7970495,14.670527,0,0,0,0,1
41971000,41971000,1311004,-0.008612935,-0.02742834,-9.7567835,14.670933,0,0,0,0,1
42971000,42971000,1311004,0.033470135,0.048211183,-9.766167,14.670014,0,0,0,0,1
43967000,43967000,1311004,-0.017141372,0.0045089214,-9.817815,14.670788,0,0,0,0,1
44971000,44971000,1311004,0.013857935,0.005609817,-7.8222613,14.670227,0,0,0,0,1
45972000,45972000,1311004,-0.019534582,0.008053607,-9.572232,14.673966,0,0,0,0,1
46976000,46976000,1311004,0.008798902,-0.021616392,-9.808455,14.675834,0,0,0,0,1
47972000,47972000,1311004,-0.029752776,0.029811235,-9.824756,14.675872,0,0,0,0,1
48972000,48972000,1311004,-0.03898199,-0.0006390295,-9.711976,14.675505,0,0,0,0,1
49968000,49968000,1311004,-0.0033282647,-0.021378431,-9.827546,14.6756525,0,0,0,0,1
50968000,50968000,1311004,0.0050288043,0.009935796,-9.815256,14.6757965,0,0,0,0,1
