timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
6928000,6920000,0.99805945,6.4153646e-05,2.2746995e-05,0.062268715,0.998062,2.4426466e-12,1.0869776e-11,0.062227763,1
6932000,6924000,0.9980594,6.4745145e-05,2.1875723e-05,0.06226987,0.998062,2.4426466e-12,1.0869776e-11,0.062227763,1
7432000,7432000,0.99999964,6.407179e-05,2.7763408e-05,-0.0008458897,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
7932000,7932000,0.9999994,5.3697382e-05,3.6475114e-05,-0.001177851,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
8432000,8432000,0.9999994,8.2908656e-07,2.6626585e-05,-0.0011365854,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
8928000,8928000,0.9999993,1.6089896e-05,1.9187897e-05,-0.0012580456,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
9431000,9431000,0.99999917,1.2277702e-05,6.38848e-06,-0.0012906645,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
9932000,9932000,0.99999917,1.0032139e-05,-4.4627714e-06,-0.0012860156,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
10432000,10432000,0.9999993,1.865472e-05,-1.9496867e-05,-0.0012131378,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
10932000,10932000,0.9999994,3.8324837e-05,-8.11933e-05,-0.0011010544,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
11432000,11432000,0.9999994,1.7211174e-05,-2.3441171e-05,-0.0011126221,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
11931000,11931000,0.99999964,-2.048611e-05,-3.00558e-05,-0.0009399675,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
12432000,12432000,0.9999995,7.1861214e-06,4.956461e-05,-0.0009808355,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
12931000,12931000,0.99999976,6.217105e-05,-2.2432861e-05,-0.00082119583,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
13431000,13431000,0.99999976,0.0002021793,3.6685913e-05,-0.0007167582,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
13932000,13932000,0.99999976,0.00014941228,-4.0862274e-06,-0.00076217245,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
14431000,14431000,0.99999976,0.00021333512,-7.3675845e-05,-0.0007744643,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
14931000,14931000,0.99999976,0.00014550706,2.3712279e-05,-0.0007330849,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
15428000,15428000,0.99999964,0.00011989902,-5.6386998e-05,-0.0008355169,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
15931000,15931000,0.99999964,5.10685e-05,-0.0001146644,-0.0008271713,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
16432000,16432000,0.99999964,2.4611123e-05,-8.462437e-05,-0.0008629648,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
16933000,16933000,0.99999976,-9.8092074e-05,-3.7992435e-05,-0.0007811758,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
17428000,17428000,0.99999976,-6.953226e-05,-0.0001299569,-0.0007016458,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
17932000,17932000,0.99999964,-1.828334e-05,-5.7209294e-05,-0.0008176182,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
18428000,18428000,0.99999964,1.7628141e-05,7.708374e-05,-0.00089413853,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
18929000,18929000,0.99999964,-2.8596098e-05,9.284045e-05,-0.0009376263,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
19431000,19431000,0.9999995,-9.540998e-05,3.578386e-05,-0.0010439496,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
19932000,19932000,0.9999994,-1.1936753e-05,5.2861382e-05,-0.0010904267,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
20428000,20428000,0.9999994,-2.2371234e-05,7.566544e-05,-0.0011733895,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
20928000,20928000,0.9999993,-0.00030406113,3.5454614e-05,-0.0012097451,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
21429000,21429000,0.999998,-0.0009761997,-0.0014634045,-0.0009758722,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
21932000,21932000,0.99999887,3.3209868e-05,-0.0014512815,0.00039855237,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
22431000,22431000,0.9999996,0.00032203898,0.0007892502,0.00043462845,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
22928000,22928000,0.9999967,6.0805938e-05,0.002558951,0.0002935634,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
23432000,23432000,0.9999985,0.00022977866,0.0017110527,0.0003477768,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
23928000,23928000,0.9999996,0.0002892201,0.0007938318,0.00032801757,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
24429000,24429000,0.9999992,0.0006269432,-0.0010993278,0.00031254758,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
24928000,24928000,0.9999997,-0.00065792404,-0.00042477684,0.00028276705,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
25429000,25429000,0.99999994,-0.0002972853,-0.00014072786,0.0002886853,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
25928000,25928000,0.99999994,-0.0004042491,-7.9565376e-05,0.0003093039,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
26428000,26428000,0.99999994,-1.0781943e-06,-0.00010433544,0.0003732627,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
26932000,26932000,0.9999996,0.00036138843,-0.00076571864,0.00031468162,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
27428000,27428000,0.9999996,0.0003359539,-0.00082422444,0.00026456174,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
27932000,27932000,0.99999994,-0.00037817445,-2.8919478e-05,0.00030098416,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
28429000,28429000,0.9999997,-0.0005929877,0.0004929251,0.00029601075,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
28928000,28928000,0.9999996,-0.00033201455,0.0008440869,0.00028388688,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
29431000,29431000,0.9999997,5.644097e-05,0.0008070433,0.0002824877,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
29929000,29929000,0.9999998,1.4727773e-05,0.00053639425,0.0003247584,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
30432000,30432000,0.99999994,-0.0004054094,-7.183004e-05,0.00033338947,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
30931000,30931000,1.0,0.00011704183,8.9278146e-05,0.00029515906,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
31429000,31429000,0.9999999,0.00013302412,0.00031657354,0.0002964075,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
31931000,31931000,0.99999976,0.0003836748,0.00054621906,0.0003709849,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
32428000,32428000,0.9999999,0.0004501122,0.00015123947,0.00032375212,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
32928000,32928000,0.9999994,0.0007795373,0.0007565198,0.0003292327,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
33428000,33428000,0.9999999,0.00017413292,0.0001934758,0.0003424671,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
33931000,33931000,0.99999905,-0.00093109143,0.00092105113,0.00035609043,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
34432000,34432000,0.9999997,-0.00066770357,0.00049315963,0.00038120509,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
34931000,34931000,0.99999994,-0.00028072132,-0.00017210456,0.00043307344,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
35431000,35431000,0.9999996,-0.00027982032,-0.000768872,0.00039521846,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
35933000,35933000,0.9999997,-0.0006469215,0.0002066132,0.0004270944,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
36428000,36428000,0.9999997,-0.00019277347,0.00057928445,0.00045573583,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
36928000,36928000,0.9999991,0.0009989135,0.00076749024,0.00049837906,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
37432000,37432000,0.9999996,0.0008493688,0.00017711708,0.0004477409,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
37932000,37932000,0.99999994,6.7626235e-05,0.00021598428,0.00045973933,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
38428000,38428000,0.99999934,0.0009919251,0.00018258354,0.00045347193,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
38929000,38929000,0.9999997,0.00059135916,-0.00022762593,0.00046586557,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
39431000,39431000,0.9999989,0.0004340188,-0.0013202649,0.0004605496,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
39928000,39928000,0.99999917,-4.218145e-05,-0.0012759034,0.0004362081,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
40428000,40428000,0.99999976,-9.810037e-05,-0.00070608826,0.0003824378,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
40931000,40931000,0.99999917,-0.0005554126,0.0010997017,0.0005176812,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
41428000,41428000,0.9999995,-0.00070914876,0.00058913097,0.00052189495,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
41928000,41928000,0.99999964,-0.00052293245,0.00052763376,0.00047061947,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
42432000,42432000,0.9999995,0.00034767302,0.0008034997,0.00047534762,0.99799883,-2.9558582e-12,-4.547474e-13,-0.063233905,2
