timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
433000,0.26815206,0.26881757,14.675065,1.0
440000,-0.19495511,-0.19543923,14.675948,1.0
444000,0.07938193,0.07957908,14.676108,1.0
447000,-0.26190096,-0.262551,14.675263,1.0
451000,-0.3058637,-0.30662268,14.674862,1.0
455000,-0.19047473,-0.19094764,14.675645,1.0
460000,0.22059256,0.2211404,14.67604,1.0
464000,0.24999946,0.25061995,14.675148,1.0
467000,-0.22714254,-0.22770633,14.6752615,1.0
471000,-0.16645491,-0.166868,14.675016,1.0
475000,-0.30151382,-0.30226254,14.674713,1.0
480000,0.19158198,0.19205786,14.67511,1.0
484000,-0.09596949,-0.09620785,14.675021,1.0
487000,-0.17575847,-0.1761951,14.675319,1.0
492000,0.13455297,0.13488711,14.674764,1.0
496000,-0.20533596,-0.20584637,14.676188,1.0
499000,0.23203433,0.2326111,14.676154,1.0
504000,-0.05238304,-0.05251322,14.675829,1.0
507000,0.30484948,0.30560657,14.674809,1.0
512000,-0.23532772,-0.23591252,14.675731,1.0
516000,-0.164198,-0.1646059,14.675259,1.0
520000,0.20924903,0.20976898,14.675602,1.0
524000,0.11647454,0.116763815,14.67493,1.0
527000,-0.17599659,-0.17643371,14.675445,1.0
531000,-0.23143934,-0.23201431,14.675733,1.0
536000,0.12145949,0.121761195,14.675537,1.0
540000,-0.28597587,-0.2866863,14.675691,1.0
544000,0.11312862,0.113409504,14.674911,1.0
547000,-0.29717413,-0.29791227,14.675506,1.0
553000,0.2876979,0.28841257,14.675619,1.0
560000,-0.16108772,-0.16148792,14.675756,1.0
564000,-0.079883225,-0.0800816,14.675099,1.0
567000,0.091750436,0.09197822,14.674813,1.0
572000,0.14272444,0.14307891,14.675343,1.0
576000,-0.20661584,-0.20712899,14.675315,1.0
579000,-0.28923085,-0.28994942,14.676135,1.0
584000,-0.07734875,-0.07754081,14.675335,1.0
588000,0.16754812,0.16796416,14.67538,1.0
592000,-0.10904521,-0.10931594,14.675209,1.0
596000,0.16033232,0.16073033,14.674996,1.0
599000,0.2689187,0.26958644,14.67537,1.0
603000,-0.15722765,-0.15761806,14.675395,1.0
607000,0.30614534,0.30690515,14.674693,1.0
611000,0.30687323,0.30763513,14.675187,1.0
616000,-0.31174797,-0.31252176,14.674738,1.0
620000,0.19140728,0.19188264,14.675592,1.0
624000,0.1989062,0.19940029,14.675907,1.0
628000,-0.18462719,-0.18508562,14.675363,1.0
