timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
1087000,-30,32767,32767,32767,32767,32767
1092000,-50,32767,32767,32767,0,32767
1096000,-40,32767,32767,32767,32767,32767
1099000,-30,32767,32767,32767,32767,32767
1103000,-40,32767,32767,-40,32767,32767
1108000,-50,32767,32767,32767,32767,32767
1112000,-40,32767,32767,32767,0,32767
1116000,-40,32767,32767,32767,32767,32767
1120000,-40,32767,32767,32767,32767,32767
1124000,-40,32767,32767,32767,32767,32767
1129000,-50,32767,32767,32767,32767,32767
1137000,-80,32767,32767,32767,0,32767
1144000,-70,32767,32767,32767,32767,32767
1147000,-30,32767,32767,32767,32767,32767
1152000,-50,32767,32767,0,32767,32767
1156000,-40,32767,32767,32767,32767,32767
1159000,-30,32767,32767,32767,32767,32767
1164000,-50,32767,32767,32767,-50,32767
1167000,-30,32767,32767,32767,32767,32767
1171000,-40,32767,32767,32767,32767,32767
1175000,32767,32767,32767,32767,32767,32767
1180000,-50,32767,32767,32767,0,32767
1184000,-40,32767,32767,32767,32767,32767
1187000,-30,32767,32767,32767,32767,32767
1192000,-50,32767,32767,32767,32767,32767
1196000,-40,32767,32767,32767,32767,32767
1199000,-30,32767,32767,32767,32767,32767
1203000,-40,32767,32767,32767,32767,32767
1207000,-40,32767,32767,-40,-40,32767
1212000,-50,32767,32767,32767,32767,32767
1216000,-40,32767,32767,32767,32767,32767
1223000,-70,32767,32767,32767,32767,32767
1227000,-40,32767,32767,32767,-40,32767
1233000,-60,32767,32767,32767,32767,32767
1240000,-70,32767,32767,32767,32767,32767
1245000,-50,32767,32767,32767,0,32767
1252000,-70,32767,32767,32767,32767,32767
1255000,-30,32767,32767,0,32767,32767
1259000,-40,32767,32767,32767,32767,32767
1265000,-60,32767,32767,32767,0,32767
1271000,-60,32767,32767,32767,32767,32767
1276000,-50,32767,32767,32767,32767,32767
1280000,-40,32767,32767,32767,32767,32767
1285000,-50,32767,32767,32767,0,32767
1292000,-70,32767,32767,32767,32767,32767
1295000,-30,32767,32767,32767,32767,32767
1300000,0,32767,32767,32767,32767,32767
1304000,32767,32767,32767,32767,32767,32767
1308000,-40,32767,32767,32767,32767,32767
1311000,-30,32767,32767,-30,-30,32767
1316000,-50,32767,32767,32767,32767,32767
1321000,-50,32767,32767,32767,32767,32767
1327000,-60,32767,32767,32767,32767,32767
1331000,-40,32767,32767,32767,32767,32767
1335000,-40,32767,32767,32767,-40,32767
1339000,-40,32767,32767,32767,32767,32767
1344000,-50,32767,32767,32767,32767,32767
1348000,-40,32767,32767,32767,32767,32767
1352000,-40,32767,32767,32767,0,32767
1356000,-40,32767,32767,32767,32767,32767
1359000,-30,32767,32767,32767,32767,32767
1363000,-40,32767,32767,-40,32767,32767
1367000,-40,32767,32767,32767,32767,32767
1372000,-50,32767,32767,32767,0,32767
1376000,-40,32767,32767,32767,32767,32767
1380000,-40,32767,32767,32767,32767,32767
1384000,-40,32767,32767,32767,32767,32767
1388000,-40,32767,32767,32767,32767,32767
1392000,-40,32767,32767,32767,32767,32767
1396000,-40,32767,32767,32767,-40,32767
1400000,-40,32767,32767,32767,32767,32767
1403000,-30,32767,32767,32767,32767,32767
1407000,-40,32767,32767,32767,32767,32767
1412000,-50,32767,32767,32767,32767,32767
1416000,-40,32767,32767,-40,-40,32767
1420000,-40,32767,32767,32767,32767,32767
1423000,-30,32767,32767,32767,32767,32767
1428000,-50,32767,32767,32767,32767,32767
1431000,-30,32767,32767,32767,32767,32767
1435000,-40,32767,32767,32767,32767,32767
1439000,-40,32767,32767,32767,-40,32767
1445000,0,32767,32767,32767,32767,32767
1452000,32767,32767,32767,32767,32767,32767
1455000,-30,32767,32767,32767,32767,32767
1460000,-50,32767,32767,32767,-50,32767
1464000,-40,32767,32767,32767,32767,32767
1469000,-50,32767,32767,-50,32767,32767
1476000,-70,32767,32767,32767,32767,32767
1480000,-40,32767,32767,32767,-40,32767
1484000,-40,32767,32767,32767,32767,32767
1487000,-30,32767,32767,32767,32767,32767
1492000,-50,32767,32767,32767,32767,32767
1496000,-40,32767,32767,32767,0,32767
1500000,-40,32767,32767,32767,32767,32767
1504000,-40,32767,32767,32767,32767,32767
1507000,-30,32767,32767,32767,32767,32767
1511000,-40,32767,32767,32767,32767,32767
1516000,-50,32767,32767,32767,32767,32767
1520000,-40,32767,32767,-40,-40,32767
1523000,32767,32767,32767,32767,32767,32767
1528000,-50,32767,32767,32767,32767,32767
1532000,-40,32767,32767,32767,32767,32767
1537000,-50,32767,32767,32767,32767,32767
1543000,-60,32767,32767,32767,-60,32767
1548000,-50,32767,32767,32767,32767,32767
1551000,-30,32767,32767,32767,32767,32767
1557000,-60,32767,32767,32767,0,32767
1563000,-60,32767,32767,32767,32767,32767
1568000,-50,32767,32767,32767,32767,32767
1572000,-40,32767,32767,-40,32767,32767
1576000,-40,32767,32767,32767,32767,32767
1579000,32767,32767,32767,32767,0,32767
1584000,-50,32767,32767,32767,32767,32767
1587000,-30,32767,32767,32767,32767,32767
1592000,-50,32767,32767,32767,32767,32767
1595000,-30,32767,32767,32767,32767,32767
1599000,-40,32767,32767,32767,32767,32767
1604000,-50,32767,32767,32767,-50,32767
1608000,-40,32767,32767,32767,32767,32767
1612000,-40,32767,32767,32767,32767,32767
1617000,-50,32767,32767,32767,32767,32767
1623000,-60,32767,32767,0,0,32767
1628000,-50,32767,32767,32767,32767,32767
1632000,-40,32767,32767,32767,32767,32767
1637000,-50,32767,32767,32767,32767,32767
1641000,-40,32767,32767,32767,32767,32767
1645000,-40,32767,32767,32767,32767,32767
1653000,-80,32767,32767,32767,-80,32767
1659000,-60,32767,32767,32767,32767,32767
1663000,-40,32767,32767,32767,32767,32767
1667000,-40,32767,32767,32767,32767,32767
1671000,-40,32767,32767,32767,-40,32767
1676000,-50,32767,32767,0,32767,32767
1679000,-30,32767,32767,32767,32767,32767
1684000,-50,32767,32767,32767,32767,32767
1688000,-40,32767,32767,32767,0,32767
1692000,-40,32767,32767,32767,32767,32767
1696000,-40,32767,32767,32767,32767,32767
1700000,-40,32767,32767,32767,32767,32767
1704000,-40,32767,32767,32767,32767,32767
1707000,-30,32767,32767,32767,32767,32767
1711000,-40,32767,32767,32767,0,32767
1716000,-50,32767,32767,32767,32767,32767
1719000,-30,32767,32767,32767,32767,32767
1723000,-40,32767,32767,32767,32767,32767
1732000,0,32767,32767,0,0,32767
1736000,32767,32767,32767,32767,32767,32767
1740000,32767,32767,32767,32767,32767,32767
1744000,-40,32767,32767,32767,32767,32767
1748000,-40,32767,32767,32767,32767,32767
1752000,-40,32767,32767,32767,0,32767
1756000,-40,32767,32767,32767,32767,32767
1760000,-40,32767,32767,32767,32767,32767
1764000,-40,32767,32767,32767,32767,32767
1768000,-40,32767,32767,32767,32767,32767
1771000,-30,32767,32767,32767,32767,32767
1777000,-60,32767,32767,32767,0,32767
1784000,-70,32767,32767,32767,32767,32767
1787000,-30,32767,32767,-30,32767,32767
1792000,-50,32767,32767,32767,32767,32767
1797000,-50,32767,32767,32767,0,32767
1803000,-60,32767,32767,32767,32767,32767
1809000,-60,32767,32767,32767,32767,32767
1816000,-70,32767,32767,32767,32767,32767
1820000,-40,32767,32767,32767,32767,32767
1825000,-50,32767,32767,32767,-50,32767
1827000,-20,32767,32767,32767,32767,32767
1836000,-90,32767,32767,0,32767,32767
1840000,-40,32767,32767,32767,32767,32767
1845000,0,32767,32767,32767,-50,32767
1851000,32767,32767,32767,32767,32767,32767
1856000,-50,32767,32767,32767,32767,32767
1859000,-30,32767,32767,32767,32767,32767
1863000,-40,32767,32767,32767,0,32767
1867000,-40,32767,32767,32767,32767,32767
1873000,-60,32767,32767,32767,32767,32767
1879000,-60,32767,32767,32767,32767,32767
1883000,-40,32767,32767,32767,0,32767
1887000,-40,32767,32767,0,32767,32767
1892000,-50,32767,32767,32767,32767,32767
1896000,-40,32767,32767,32767,32767,32767
1900000,-40,32767,32767,32767,32767,32767
1904000,-40,32767,32767,32767,0,32767
1907000,-30,32767,32767,32767,32767,32767
1911000,-40,32767,32767,32767,32767,32767
1916000,-50,32767,32767,32767,32767,32767
1919000,-30,32767,32767,32767,32767,32767
1924000,-50,32767,32767,32767,32767,32767
1927000,-30,32767,32767,32767,-30,32767
1933000,-60,32767,32767,32767,32767,32767
1940000,-70,32767,32767,32767,32767,32767
1944000,-40,32767,32767,-40,0,32767
1948000,-40,32767,32767,32767,32767,32767
1952000,-40,32767,32767,32767,32767,32767
1957000,-50,32767,32767,32767,32767,32767
1961000,-40,32767,32767,32767,32767,32767
1967000,-60,32767,32767,32767,0,32767
1971000,-40,32767,32767,32767,32767,32767
1976000,-50,32767,32767,32767,32767,32767
1980000,-40,32767,32767,32767,32767,32767
1984000,-40,32767,32767,32767,32767,32767
1987000,-30,32767,32767,32767,32767,32767
1991000,-40,32767,32767,0,-40,32767
1996000,-50,32767,32767,32767,32767,32767
1999000,-30,32767,32767,32767,32767,32767
2003000,-40,32767,32767,32767,32767,32767
2007000,-40,32767,32767,32767,32767,32767
2013000,-60,32767,32767,32767,-60,32767
2020000,-70,32767,32767,32767,32767,32767
2024000,-40,32767,32767,32767,32767,32767
2027000,-30,32767,32767,32767,0,32767
2031000,-40,32767,32767,32767,32767,32767
2036000,-50,32767,32767,32767,32767,32767
2039000,-30,32767,32767,32767,32767,32767
2043000,-40,32767,32767,32767,32767,32767
2048000,-50,32767,32767,-50,0,32767
2052000,-40,32767,32767,32767,32767,32767
2056000,-40,32767,32767,32767,32767,32767
2059000,-30,32767,32767,32767,32767,32767
2063000,-40,32767,32767,32767,32767,32767
2068000,-50,32767,32767,32767,0,32767
2072000,-40,32767,32767,32767,32767,32767
2076000,-40,32767,32767,32767,32767,32767
2079000,-30,32767,32767,32767,32767,32767
2084000,-50,32767,32767,32767,32767,32767
2088000,-40,32767,32767,32767,32767,32767
2092000,-40,32767,32767,32767,-40,32767
2096000,-40,32767,32767,0,32767,32767
2100000,-40,32767,32767,32767,32767,32767
2104000,-40,32767,32767,32767,32767,32767
2107000,-30,32767,32767,32767,32767,32767
2111000,-40,32767,32767,32767,0,32767
2116000,-50,32767,32767,32767,32767,32767
2120000,-40,32767,32767,32767,32767,32767
2124000,-40,32767,32767,32767,32767,32767
2128000,-40,32767,32767,32767,32767,32767
2131000,-30,32767,32767,32767,32767,32767
2135000,-40,32767,32767,32767,-40,32767
2139000,-40,32767,32767,32767,32767,32767
2143000,-40,32767,32767,32767,32767,32767
2151000,-80,32767,32767,0,0,32767
2157000,-60,32767,32767,32767,32767,32767
2164000,-70,32767,32767,32767,32767,32767
2168000,-40,32767,32767,32767,32767,32767
2171000,-30,32767,32767,32767,32767,32767
2176000,32767,32767,32767,32767,-50,32767
2179000,-30,32767,32767,32767,32767,32767
2183000,-40,32767,32767,32767,32767,32767
2187000,-40,32767,32767,32767,32767,32767
2192000,-50,32767,32767,32767,0,32767
2197000,-50,32767,32767,32767,32767,32767
2204000,0,32767,32767,0,32767,32767
2207000,32767,32767,32767,32767,32767,32767
2211000,-40,32767,32767,32767,32767,32767
2215000,-40,32767,32767,32767,32767,32767
2220000,-50,32767,32767,32767,-50,32767
2224000,-40,32767,32767,32767,32767,32767
2227000,-30,32767,32767,32767,32767,32767
2231000,-40,32767,32767,32767,32767,32767
2235000,-40,32767,32767,32767,0,32767
2241000,-60,32767,32767,32767,32767,32767
2248000,-70,32767,32767,32767,32767,32767
2252000,-40,32767,32767,32767,32767,32767
2256000,-40,32767,32767,32767,32767,32767
2260000,-40,32767,32767,-40,-40,32767
2264000,-40,32767,32767,32767,32767,32767
2269000,-50,32767,32767,32767,32767,32767
2275000,-60,32767,32767,32767,32767,32767
2280000,-50,32767,32767,32767,0,32767
2283000,-30,32767,32767,32767,32767,32767
2288000,-50,32767,32767,32767,32767,32767
2292000,-40,32767,32767,32767,32767,32767
2297000,-50,32767,32767,32767,32767,32767
2304000,-70,32767,32767,32767,0,32767
2307000,-30,32767,32767,32767,32767,32767
2313000,-60,32767,32767,-60,32767,32767
2321000,-80,32767,32767,32767,32767,32767
2327000,-60,32767,32767,32767,0,32767
2331000,-40,32767,32767,32767,32767,32767
2335000,-40,32767,32767,32767,32767,32767
2339000,-40,32767,32767,32767,32767,32767
2344000,-50,32767,32767,32767,32767,32767
2348000,32767,32767,32767,32767,0,32767
2352000,-40,32767,32767,32767,32767,32767
2356000,-40,32767,32767,32767,32767,32767
2359000,-30,32767,32767,32767,32767,32767
2365000,-60,32767,32767,-60,32767,32767
2371000,-60,32767,32767,32767,0,32767
2376000,-50,32767,32767,32767,32767,32767
2380000,-40,32767,32767,32767,32767,32767
2384000,-40,32767,32767,32767,32767,32767
2388000,-40,32767,32767,32767,32767,32767
2392000,-40,32767,32767,32767,0,32767
2396000,-40,32767,32767,32767,32767,32767
2399000,-30,32767,32767,32767,32767,32767
2403000,-40,32767,32767,32767,32767,32767
2407000,-40,32767,32767,32767,32767,32767
2411000,0,32767,32767,0,32767,32767
2416000,32767,32767,32767,32767,32767,32767
2420000,-40,32767,32767,32767,-40,32767
2424000,-40,32767,32767,32767,32767,32767
2428000,-40,32767,32767,32767,32767,32767
2432000,-40,32767,32767,32767,32767,32767
2436000,-40,32767,32767,32767,0,32767
2440000,-40,32767,32767,32767,32767,32767
2445000,-50,32767,32767,32767,32767,32767
2452000,-70,32767,32767,32767,32767,32767
2456000,-40,32767,32767,32767,32767,32767
2460000,-40,32767,32767,32767,-40,32767
2469000,-90,32767,32767,0,32767,32767
2476000,-70,32767,32767,32767,0,32767
2480000,-40,32767,32767,32767,32767,32767
2484000,-40,32767,32767,32767,32767,32767
2487000,-30,32767,32767,32767,32767,32767
2492000,32767,32767,32767,32767,32767,32767
2496000,-40,32767,32767,32767,32767,32767
2500000,-40,32767,32767,32767,-40,32767
2503000,-30,32767,32767,32767,32767,32767
2507000,-40,32767,32767,32767,32767,32767
2511000,32767,32767,32767,32767,32767,32767
2515000,-40,32767,32767,32767,32767,32767
2520000,-50,32767,32767,32767,32767,32767
2524000,-40,32767,32767,-40,-40,32767
2527000,-30,32767,32767,32767,32767,32767
2532000,-50,32767,32767,32767,32767,32767
2535000,-30,32767,32767,32767,32767,32767
2540000,-50,32767,32767,32767,32767,32767
2543000,-30,32767,32767,32767,-30,32767
2549000,-60,32767,32767,32767,32767,32767
2556000,-70,32767,32767,32767,32767,32767
2561000,-50,32767,32767,32767,32767,32767
2568000,-70,32767,32767,32767,-70,32767
2572000,-40,32767,32767,0,32767,32767
2576000,-40,32767,32767,32767,32767,32767
2580000,-40,32767,32767,32767,32767,32767
2583000,-30,32767,32767,32767,0,32767
2587000,-40,32767,32767,32767,32767,32767
2592000,-50,32767,32767,32767,32767,32767
2596000,-40,32767,32767,32767,32767,32767
2600000,-40,32767,32767,32767,32767,32767
2603000,-30,32767,32767,32767,0,32767
2608000,-50,32767,32767,32767,32767,32767
2613000,-50,32767,32767,32767,32767,32767
2616000,-30,32767,32767,32767,32767,32767
2624000,-80,32767,32767,0,0,32767
2627000,-30,32767,32767,32767,32767,32767
2632000,-50,32767,32767,32767,32767,32767
2637000,-50,32767,32767,32767,32767,32767
2644000,-70,32767,32767,32767,0,32767
2647000,-30,32767,32767,32767,32767,32767
2651000,-40,32767,32767,32767,32767,32767
2656000,-50,32767,32767,32767,32767,32767
2659000,-30,32767,32767,32767,32767,32767
2665000,-60,32767,32767,32767,0,32767
2672000,-70,32767,32767,32767,32767,32767
2676000,-40,32767,32767,0,32767,32767
2679000,-30,32767,32767,32767,32767,32767
2684000,-50,32767,32767,32767,32767,32767
2687000,-30,32767,32767,32767,0,32767
2691000,-40,32767,32767,32767,32767,32767
2696000,-50,32767,32767,32767,32767,32767
2699000,-30,32767,32767,32767,32767,32767
2703000,-40,32767,32767,32767,32767,32767
2709000,-60,32767,32767,32767,0,32767
2713000,-40,32767,32767,32767,32767,32767
2720000,-70,32767,32767,32767,32767,32767
2724000,-40,32767,32767,32767,32767,32767
2728000,-40,32767,32767,0,32767,32767
2732000,-40,32767,32767,32767,0,32767
2736000,-40,32767,32767,32767,32767,32767
2739000,-30,32767,32767,32767,32767,32767
2743000,-40,32767,32767,32767,32767,32767
2747000,-40,32767,32767,32767,32767,32767
2752000,-50,32767,32767,32767,0,32767
2755000,-30,32767,32767,32767,32767,32767
2760000,-50,32767,32767,32767,32767,32767
2764000,-40,32767,32767,32767,32767,32767
2768000,-40,32767,32767,32767,32767,32767
2772000,-40,32767,32767,32767,0,32767
2776000,-40,32767,32767,32767,32767,32767
2780000,-40,32767,32767,0,32767,32767
2784000,-40,32767,32767,32767,32767,32767
2788000,-40,32767,32767,32767,32767,32767
2791000,-30,32767,32767,32767,32767,32767
2795000,-40,32767,32767,32767,0,32767
2800000,-50,32767,32767,32767,32767,32767
2804000,-40,32767,32767,32767,32767,32767
2808000,-40,32767,32767,32767,32767,32767
2811000,-30,32767,32767,32767,32767,32767
2815000,-40,32767,32767,32767,32767,32767
2819000,-40,32767,32767,32767,-40,32767
2823000,-40,32767,32767,32767,32767,32767
2828000,-50,32767,32767,32767,32767,32767
2832000,-40,32767,32767,0,32767,32767
2836000,-40,32767,32767,32767,32767,32767
2840000,-40,32767,32767,32767,-40,32767
2844000,-40,32767,32767,32767,32767,32767
2847000,-30,32767,32767,32767,32767,32767
2851000,-40,32767,32767,32767,32767,32767
2855000,-40,32767,32767,32767,32767,32767
2859000,-40,32767,32767,32767,32767,32767
2864000,0,32767,32767,32767,-50,32767
2867000,32767,32767,32767,32767,32767,32767
2871000,-40,32767,32767,32767,32767,32767
2875000,-40,32767,32767,32767,32767,32767
2880000,-50,32767,32767,32767,32767,32767
2883000,-30,32767,32767,32767,-30,32767
2889000,-60,32767,32767,-60,32767,32767
2896000,-70,32767,32767,32767,32767,32767
2900000,-40,32767,32767,32767,32767,32767
2905000,-50,32767,32767,32767,-50,32767
2912000,-70,32767,32767,32767,32767,32767
2916000,-40,32767,32767,32767,32767,32767
2919000,-30,32767,32767,32767,32767,32767
2923000,-40,32767,32767,32767,0,32767
2927000,-40,32767,32767,32767,32767,32767
2932000,-50,32767,32767,32767,32767,32767
2935000,-30,32767,32767,32767,32767,32767
2940000,0,32767,32767,-50,32767,32767
2944000,32767,32767,32767,32767,0,32767
2947000,-30,32767,32767,32767,32767,32767
2951000,-40,32767,32767,32767,32767,32767
2956000,-50,32767,32767,32767,32767,32767
2959000,-30,32767,32767,32767,32767,32767
2964000,-50,32767,32767,32767,0,32767
2968000,-40,32767,32767,32767,32767,32767
2972000,-40,32767,32767,32767,32767,32767
2976000,0,32767,32767,32767,32767,32767
2979000,32767,32767,32767,32767,32767,32767
2984000,-50,32767,32767,32767,32767,32767
2987000,-30,32767,32767,32767,-30,32767
2991000,-40,32767,32767,-40,32767,32767
2997000,-60,32767,32767,32767,32767,32767
3001000,-40,32767,32767,32767,32767,32767
3002000,-10,32767,32767,32767,32767,32767
3012000,-100,32767,32767,32767,0,32767
3016000,-40,32767,32767,32767,32767,32767
3019000,-30,32767,32767,32767,32767,32767
3023000,-40,32767,32767,32767,32767,32767
3031000,-80,32767,32767,32767,32767,32767
3035000,-40,32767,32767,32767,0,32767
3039000,-40,32767,32767,32767,32767,32767
3043000,-40,32767,32767,-40,32767,32767
3047000,-40,32767,32767,32767,32767,32767
3052000,-50,32767,32767,32767,32767,32767
3056000,-40,32767,32767,32767,32767,32767
3060000,-40,32767,32767,32767,-40,32767
3065000,-50,32767,32767,32767,32767,32767
3071000,-60,32767,32767,32767,32767,32767
3075000,-40,32767,32767,32767,32767,32767
3080000,-50,32767,32767,32767,0,32767
3084000,-40,32767,32767,32767,32767,32767
3088000,-40,32767,32767,32767,32767,32767
3092000,-40,32767,32767,0,32767,32767
3096000,-40,32767,32767,32767,32767,32767
3100000,-40,32767,32767,32767,32767,32767
3104000,-40,32767,32767,32767,-40,32767
3108000,-40,32767,32767,32767,32767,32767
3112000,-40,32767,32767,32767,32767,32767
3116000,-40,32767,32767,32767,32767,32767
3120000,-40,32767,32767,32767,0,32767
3124000,-40,32767,32767,32767,32767,32767
3128000,-40,32767,32767,32767,32767,32767
3132000,-40,32767,32767,32767,32767,32767
3136000,-40,32767,32767,32767,32767,32767
3140000,0,32767,32767,32767,0,32767
3144000,32767,32767,32767,0,32767,32767
3148000,-40,32767,32767,32767,32767,32767
3151000,-30,32767,32767,32767,32767,32767
3155000,-40,32767,32767,32767,32767,32767
3160000,-50,32767,32767,32767,32767,32767
3164000,-40,32767,32767,32767,-40,32767
3168000,-40,32767,32767,32767,32767,32767
3171000,-30,32767,32767,32767,32767,32767
3175000,0,32767,32767,32767,32767,32767
3181000,32767,32767,32767,32767,32767,32767
3185000,-40,32767,32767,32767,-40,32767
3192000,-70,32767,32767,32767,32767,32767
3196000,-40,32767,32767,32767,32767,32767
3200000,-40,32767,32767,-40,32767,32767
3203000,-30,32767,32767,32767,32767,32767
3207000,-40,32767,32767,32767,-40,32767
3212000,-50,32767,32767,32767,32767,32767
3216000,-40,32767,32767,32767,32767,32767
