timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
4036000,1310988,1310988,1310996,1311004,0,0.0012285706,0.0004991072,0.0007499126,0.0,1310988,1310988,1310996,1311004,0,9.055079e-05,3.1021944e-05,6.1127015e-05,0.0,1,1,1,0,1,1,1,0
4259000,1310988,1310988,1310996,1311004,0,0.0019822402,0.0005855646,0.002373505,0.0,1310988,1310988,1310996,1311004,0,0.000119205666,6.03961e-05,5.9199396e-05,0.0,1,1,1,0,1,1,1,0
4436000,1310988,1310988,1310996,1311004,0,0.0010370335,0.0010432091,0.0011909198,0.0,1310988,1310988,1310996,1311004,0,9.0541e-05,5.5958513e-05,5.2325726e-05,0.0,1,1,1,0,1,1,1,0
4629000,1310988,1310988,1310996,1311004,0,0.0018113368,0.0012870873,0.0014395352,0.0,1310988,1310988,1310996,1311004,0,0.00015473313,8.88316e-05,8.564988e-05,0.0,1,1,1,0,1,1,1,0
4836000,1310988,1310988,1310996,1311004,0,0.0014321902,0.0009903664,0.0007868424,0.0,1310988,1310988,1310996,1311004,0,0.00011994747,2.805862e-05,0.000100928795,0.0,1,1,1,0,1,1,1,0
5032000,1310988,1310988,1310996,1311004,0,0.002553914,0.0010708974,0.0017312611,0.0,1310988,1310988,1310996,1311004,0,8.0254846e-05,9.0405316e-05,4.6103945e-05,0.0,1,1,1,0,1,1,1,0
5235000,1310988,1310988,1310996,1311004,0,0.0018320818,0.0008706927,0.0010276397,0.0,1310988,1310988,1310996,1311004,0,0.00019675345,7.6248005e-05,0.00013314903,0.0,1,1,1,0,1,1,1,0
5437000,1310988,1310988,1310996,1311004,0,0.0006128845,0.00081316574,0.0013508282,0.0,1310988,1310988,1310996,1311004,0,0.00015251832,5.9805174e-05,9.623293e-05,0.0,1,1,1,0,1,1,1,0
5607000,1310988,1310988,1310996,1311004,0,0.0035136803,0.0027325563,0.0015133938,0.0,1310988,1310988,1310996,1311004,0,9.367825e-05,0.00013639385,5.364739e-05,0.0,1,1,1,0,1,1,1,0
5835000,1311004,1310988,1310996,1311004,0,0.0021641986,0.0012660807,0.0011660715,0.0,1311004,1310988,1310996,1311004,0,5.1842053e-05,5.5123186e-05,3.9087838e-05,0.0,1,1,1,0,1,1,1,0
6031000,1311004,1310988,1310996,1311004,0,0.0029641176,0.0006966703,0.0022839562,0.0,1311004,1310988,1310996,1311004,0,8.164072e-05,2.9265555e-05,7.56168e-05,0.0,1,1,1,0,1,1,1,0
6212000,1311004,1310988,1310996,1311004,0,0.004304994,0.0029017634,0.0014029883,0.0,1311004,1310988,1310996,1311004,0,6.457589e-05,7.20406e-05,4.0231436e-05,0.0,1,1,1,0,1,1,1,0
6431000,1311004,1310988,1310996,1311004,0,0.0027292888,0.0031870995,0.0007882939,0.0,1311004,1310988,1310996,1311004,0,0.00012734674,0.00010557988,4.4888235e-05,0.0,1,1,1,0,1,1,1,0
6635000,1311004,1310988,1310996,1311004,0,0.0024493663,0.0017248737,0.0007864706,0.0,1311004,1310988,1310996,1311004,0,7.1257884e-05,7.128162e-05,3.5634945e-05,0.0,1,1,1,0,1,1,1,0
6831000,1311004,1310988,1310996,1311004,0,0.0020443038,0.001349886,0.0007710981,0.0,1311004,1310988,1310996,1311004,0,0.00012266787,0.00011774893,5.7499536e-05,0.0,1,1,1,0,1,1,1,0
7036000,1311004,1310988,1310996,1311004,0,0.0033921858,0.0018114625,0.0018675408,0.0,1311004,1310988,1310996,1311004,0,0.000105512736,5.3208878e-05,5.5978053e-05,0.0,1,1,1,0,1,1,1,0
7232000,1311004,1310988,1310996,1311004,0,0.004171048,0.0024568487,0.0018252706,0.0,1311004,1310988,1310996,1311004,0,8.700585e-05,5.5065742e-05,6.896889e-05,0.0,1,1,1,0,1,1,1,0
7437000,1311004,1310988,1310996,1311004,0,0.0039640637,0.0011205587,0.0032431483,0.0,1311004,1310988,1310996,1311004,0,1.1536724e-05,3.8351765e-05,2.7059621e-05,0.0,1,1,1,0,1,1,1,0
7632000,1311004,1310988,1310996,1311004,0,0.0033367919,0.0024683413,0.00097538414,0.0,1311004,1310988,1310996,1311004,0,9.8440534e-05,9.269007e-05,5.532159e-05,0.0,1,1,1,0,1,1,1,0
7831000,1311004,1310988,1310996,1311004,0,0.0015059146,0.0009696681,0.0012360243,0.0,1311004,1310988,1310996,1311004,0,0.00015091382,0.000101695754,7.29161e-05,0.0,1,1,1,0,1,1,1,0
8036000,1311004,1310988,1310996,1311004,0,0.0014373797,0.0011575843,0.001578856,0.0,1311004,1310988,1310996,1311004,0,6.04708e-05,4.7941856e-05,3.0940835e-05,0.0,1,1,1,0,1,1,1,0
8236000,1311004,1310988,1310996,1311004,0,0.002343363,0.0006628834,0.002629562,0.0,1311004,1310988,1310996,1311004,0,0.00013711522,0.00010138658,5.509429e-05,0.0,1,1,1,0,1,1,1,0
8432000,1311004,1310988,1310996,1311004,0,0.0017236064,0.0007630846,0.0016585583,0.0,1311004,1310988,1310996,1311004,0,6.51508e-05,8.986584e-05,3.7876795e-05,0.0,1,1,1,0,1,1,1,0
8635000,1311004,1310988,1310996,1311004,0,0.0008502456,0.00093029486,0.0011026586,0.0,1311004,1310988,1310996,1311004,0,0.00014767608,7.849565e-05,0.00012344788,0.0,1,1,1,0,1,1,1,0
8832000,1311004,1310988,1310996,1311004,0,0.0007248364,0.001136977,0.001509991,0.0,1311004,1310988,1310996,1311004,0,6.674593e-05,4.7604924e-05,5.8889535e-05,0.0,1,1,1,0,1,1,1,0
9035000,1311004,1310988,1310996,1311004,0,0.0023999645,0.0011369,0.0013982515,0.0,1311004,1310988,1310996,1311004,0,0.00013656467,0.000100995676,6.501533e-05,0.0,1,1,1,0,1,1,1,0
9232000,1311004,1310988,1310996,1311004,0,0.0019163686,0.001683736,0.00068168645,0.0,1311004,1310988,1310996,1311004,0,6.5902794e-05,3.458611e-05,3.9281742e-05,0.0,1,1,1,0,1,1,1,0
9436000,1311004,1310988,1310996,1311004,0,0.0018833993,0.00065342523,0.0014479508,0.0,1311004,1310988,1310996,1311004,0,0.0001296235,7.805675e-05,5.890241e-05,0.0,1,1,1,0,1,1,1,0
9639000,1311004,1310988,1310996,1311004,0,0.0012658945,0.00089194655,0.0006633094,0.0,1311004,1310988,1310996,1311004,0,0.00011213574,0.00011117935,2.1171945e-05,0.0,1,1,1,0,1,1,1,0
9835000,1311004,1310988,1310996,1311004,0,0.0027914792,0.0032933347,0.0013692431,0.0,1311004,1310988,1310996,1311004,0,0.00012289206,2.837092e-05,9.571052e-05,0.0,1,1,1,0,1,1,1,0
10031000,1311004,1310988,1310996,1311004,0,0.0022033039,0.0005858885,0.0018840749,0.0,1311004,1310988,1310996,1311004,0,7.4557436e-05,5.495154e-05,7.0647555e-05,0.0,1,1,1,0,1,1,1,0
10236000,1311004,1310988,1310996,1311004,0,0.0026163813,0.0014931461,0.0011283249,0.0,1311004,1310988,1310996,1311004,0,6.613089e-05,6.5818305e-05,7.088434e-05,0.0,1,1,1,0,1,1,1,0
10437000,1311004,1310988,1310996,1311004,0,0.001764948,0.002375205,0.0015110341,0.0,1311004,1310988,1310996,1311004,0,6.0520717e-05,0.000100480356,4.9402002e-05,0.0,1,1,1,0,1,1,1,0
10629000,1311004,1310988,1310996,1311004,0,0.0014882598,0.0007624453,0.0011849367,0.0,1311004,1310988,1310996,1311004,0,0.00015677756,8.299779e-05,8.219853e-05,0.0,1,1,1,0,1,1,1,0
10836000,1311004,1310988,1310996,1311004,0,0.0007590389,0.00096889574,0.0009193846,0.0,1311004,1310988,1310996,1311004,0,8.128781e-05,2.0132677e-05,9.728604e-05,0.0,1,1,1,0,1,1,1,0
11032000,1311004,1310988,1310996,1311004,0,0.001661606,0.0016403,0.00043924415,0.0,1311004,1310988,1310996,1311004,0,0.00018286753,6.4106054e-05,0.00013250143,0.0,1,1,1,0,1,1,1,0
11235000,1311004,1310988,1310996,1311004,0,0.002270465,0.0011742632,0.0022019062,0.0,1311004,1310988,1310996,1311004,0,0.00010678224,5.665727e-05,6.602689e-05,0.0,1,1,1,0,1,1,1,0
11436000,1311004,1310988,1310996,1311004,0,0.0016185342,0.000884324,0.0017264874,0.0,1311004,1310988,1310996,1311004,0,9.7130265e-05,6.0619834e-05,6.874728e-05,0.0,1,1,1,0,1,1,1,0
11636000,1311004,1310988,1310996,1311004,0,0.0007363691,0.0015123156,0.0014434448,0.0,1311004,1310988,1310996,1311004,0,9.7939344e-05,9.585732e-05,4.2322867e-05,0.0,1,1,1,0,1,1,1,0
11836000,1311004,1310988,1310996,1311004,0,0.00078839256,0.0012456019,0.0015079638,0.0,1311004,1310988,1310996,1311004,0,7.375387e-05,5.7014342e-05,4.8444927e-05,0.0,1,1,1,0,1,1,1,0
12033000,1311004,1310988,1310996,1311004,0,0.001982782,0.00081970275,0.0019905828,0.0,1311004,1310988,1310996,1311004,0,2.6004998e-05,4.0485626e-05,3.3266755e-05,0.0,1,1,1,0,1,1,1,0
12232000,1311004,1310988,1310996,1311004,0,0.004585463,0.0017635433,0.0051160175,0.0,1311004,1310988,1310996,1311004,0,0.00012335765,7.071267e-05,8.783304e-05,0.0,1,1,1,0,1,1,1,0
12432000,1311004,1310988,1310996,1311004,0,0.0020562345,0.00056843023,0.0023463836,0.0,1311004,1310988,1310996,1311004,0,0.00011179891,3.0173793e-05,9.220513e-05,0.0,1,1,1,0,1,1,1,0
12635000,1311004,1310988,1310996,1311004,0,0.0016471979,0.0028041769,0.0043230113,0.0,1311004,1310988,1310996,1311004,0,3.993251e-05,3.9009814e-05,6.1238876e-05,0.0,1,1,1,0,1,1,1,0
12832000,1311004,1310988,1310996,1311004,0,0.0025405136,0.00043691788,0.0021554634,0.0,1311004,1310988,1310996,1311004,0,0.0001508682,5.2089694e-05,0.000100466226,0.0,1,1,1,0,1,1,1,0
13035000,1311004,1310988,1310996,1311004,0,0.00048532465,0.0003065277,0.00023822574,0.0,1311004,1310988,1310996,1311004,0,4.1293428e-05,2.4173636e-05,1.806737e-05,0.0,1,1,1,0,1,1,1,0
13232000,1311004,1310988,1310996,1311004,0,0.002339443,0.0012514851,0.0011293379,0.0,1311004,1310988,1310996,1311004,0,0.00010752027,8.044214e-05,4.7264264e-05,0.0,1,1,1,0,1,1,1,0
13436000,1311004,1310988,1310996,1311004,0,0.0022375062,0.0013627278,0.0010095388,0.0,1311004,1310988,1310996,1311004,0,0.0001710354,0.00010274926,6.8921305e-05,0.0,1,1,1,0,1,1,1,0
13627000,1311004,1310988,1310996,1311004,0,0.0021692598,0.00089282566,0.0015919809,0.0,1311004,1310988,1310996,1311004,0,0.00017495957,0.000100818805,7.47826e-05,0.0,1,1,1,0,1,1,1,0
13831000,1311004,1310988,1310996,1311004,0,0.0018325769,0.00070565566,0.0011515276,0.0,1311004,1310988,1310996,1311004,0,7.615521e-05,5.600717e-05,6.434386e-05,0.0,1,1,1,0,1,1,1,0
14036000,1311004,1310988,1310996,1311004,0,0.0018666225,0.0023628683,0.000542073,0.0,1311004,1310988,1310996,1311004,0,4.9989427e-05,7.6868215e-05,2.7508633e-05,0.0,1,1,1,0,1,1,1,0
14232000,1311004,1310988,1310996,1311004,0,0.0007472984,0.0011916741,0.0015845387,0.0,1311004,1310988,1310996,1311004,0,7.288915e-05,5.0576855e-05,2.6453263e-05,0.0,1,1,1,0,1,1,1,0
14435000,1311004,1310988,1310996,1311004,0,0.0017032287,0.0014068509,0.0019075926,0.0,1311004,1310988,1310996,1311004,0,0.00014558142,0.00010898749,5.9648195e-05,0.0,1,1,1,0,1,1,1,0
14631000,1311004,1310988,1310996,1311004,0,0.0023707903,0.0017736818,0.0016117925,0.0,1311004,1310988,1310996,1311004,0,0.00012196229,8.69516e-05,3.5267407e-05,0.0,1,1,1,0,1,1,1,0
14832000,1311004,1310988,1310996,1311004,0,0.0022274025,0.0011892654,0.0011692463,0.0,1311004,1310988,1310996,1311004,0,0.00015341504,9.5920295e-05,6.145577e-05,0.0,1,1,1,0,1,1,1,0
15033000,1311004,1310988,1310996,1311004,0,0.0014381506,0.0020000124,0.00059743976,0.0,1311004,1310988,1310996,1311004,0,6.4797554e-05,2.1676326e-05,5.339306e-05,0.0,1,1,1,0,1,1,1,0
15229000,1311004,1310988,1310996,1311004,0,0.001484907,0.00074775214,0.0012978626,0.0,1311004,1310988,1310996,1311004,0,0.00019187093,0.00010909515,8.728126e-05,0.0,1,1,1,0,1,1,1,0
15436000,1311004,1310988,1310996,1311004,0,0.002084625,0.0007385628,0.0025594616,0.0,1311004,1310988,1310996,1311004,0,4.9726925e-05,0.00010159092,5.3987085e-05,0.0,1,1,1,0,1,1,1,0
15636000,1311004,1310988,1310996,1311004,0,0.00041010365,0.0018983894,0.0018456734,0.0,1311004,1310988,1310996,1311004,0,0.00013230393,8.219152e-05,7.14901e-05,0.0,1,1,1,0,1,1,1,0
15835000,1311004,1310988,1310996,1311004,0,0.0020622525,0.0013698007,0.00211028,0.0,1311004,1310988,1310996,1311004,0,5.7892295e-05,0.000108340064,7.409847e-05,0.0,1,1,1,0,1,1,1,0
16035000,1311004,1310988,1310996,1311004,0,0.0003184036,0.00088989496,0.000991408,0.0,1311004,1310988,1310996,1311004,0,0.00016519782,8.4268606e-05,9.190316e-05,0.0,1,1,1,0,1,1,1,0
16236000,1311004,1310988,1310996,1311004,0,0.0022335555,0.0008433759,0.0019309795,0.0,1311004,1310988,1310996,1311004,0,0.00019162722,0.00010102744,9.2124086e-05,0.0,1,1,1,0,1,1,1,0
16432000,1311004,1310988,1310996,1311004,0,0.00043633938,0.00050982693,0.00076465,0.0,1311004,1310988,1310996,1311004,0,8.990158e-05,2.2579556e-05,6.898745e-05,0.0,1,1,1,0,1,1,1,0
16636000,1311004,1310988,1310996,1311004,0,0.0013095868,0.0015607862,0.0024611955,0.0,1311004,1310988,1310996,1311004,0,0.00017246483,0.00010377629,7.26755e-05,0.0,1,1,1,0,1,1,1,0
16828000,1311004,1310988,1310996,1311004,0,0.0016923115,0.0015369895,0.00062672293,0.0,1311004,1310988,1310996,1311004,0,0.00012482284,0.000110894805,5.311619e-05,0.0,1,1,1,0,1,1,1,0
17032000,1311004,1310988,1310996,1311004,0,0.001490365,0.0008437166,0.00078431075,0.0,1311004,1310988,1310996,1311004,0,0.00023167902,0.00016869653,7.1215385e-05,0.0,1,1,1,0,1,1,1,0
17236000,1311004,1310988,1310996,1311004,0,0.0036227,0.0019919379,0.001860975,0.0,1311004,1310988,1310996,1311004,0,0.000111376765,5.5030632e-05,9.356632e-05,0.0,1,1,1,0,1,1,1,0
17428000,1311004,1310988,1310996,1311004,0,0.0015889809,0.0010416918,0.001143237,0.0,1311004,1310988,1310996,1311004,0,0.00013080462,0.00010359728,5.1431252e-05,0.0,1,1,1,0,1,1,1,0
17636000,1311004,1310988,1310996,1311004,0,0.0019172435,0.0013265929,0.0006483573,0.0,1311004,1310988,1310996,1311004,0,7.917973e-05,4.9441693e-05,4.7816942e-05,0.0,1,1,1,0,1,1,1,0
17829000,1311004,1310988,1310996,1311004,0,0.0013120142,0.001734081,0.0004748044,0.0,1311004,1310988,1310996,1311004,0,7.842876e-05,1.9846206e-05,6.375681e-05,0.0,1,1,1,0,1,1,1,0
18033000,1311004,1310988,1310996,1311004,0,0.0032492399,0.001488605,0.0038325326,0.0,1311004,1310988,1310996,1311004,0,0.000111413814,0.00010930094,5.0359416e-05,0.0,1,1,1,0,1,1,1,0
18231000,1311004,1310988,1310996,1311004,0,0.00067229185,0.00034385858,0.0008686164,0.0,1311004,1310988,1310996,1311004,0,0.00011345289,6.6277666e-05,5.05445e-05,0.0,1,1,1,0,1,1,1,0
18432000,1311004,1310988,1310996,1311004,0,0.0032434664,0.0036005725,0.00084164704,0.0,1311004,1310988,1310996,1311004,0,3.2172455e-05,4.3523894e-05,1.5822166e-05,0.0,1,1,1,0,1,1,1,0
18631000,1311004,1310988,1310996,1311004,0,0.0015017681,0.0008953696,0.0010259254,0.0,1311004,1310988,1310996,1311004,0,0.0001134586,4.611679e-05,9.391738e-05,0.0,1,1,1,0,1,1,1,0
18832000,1311004,1310988,1310996,1311004,0,0.0006751426,0.0010532257,0.00093227444,0.0,1311004,1310988,1310996,1311004,0,8.793377e-05,9.692696e-05,2.2428534e-05,0.0,1,1,1,0,1,1,1,0
19036000,1311004,1310988,1310996,1311004,0,0.0035649107,0.0023527425,0.0013057268,0.0,1311004,1310988,1310996,1311004,0,7.4992175e-05,2.6773134e-05,7.3497125e-05,0.0,1,1,1,0,1,1,1,0
19231000,1311004,1310988,1310996,1311004,0,0.0011550757,0.0019993912,0.0014747242,0.0,1311004,1310988,1310996,1311004,0,6.5181564e-05,9.180789e-05,6.8026915e-05,0.0,1,1,1,0,1,1,1,0
19437000,1311004,1310988,1310996,1311004,0,0.0029053423,0.0007763205,0.002130298,0.0,1311004,1310988,1310996,1311004,0,0.00011159104,7.151404e-05,4.2672465e-05,0.0,1,1,1,0,1,1,1,0
19636000,1311004,1310988,1310996,1311004,0,0.0016032722,0.0019456302,0.0011614625,0.0,1311004,1310988,1310996,1311004,0,7.708457e-05,6.634145e-05,4.197752e-05,0.0,1,1,1,0,1,1,1,0
19836000,1311004,1310988,1310996,1311004,0,0.0029473815,0.00047574693,0.0027446442,0.0,1311004,1310988,1310996,1311004,0,0.00018753279,9.8949444e-05,9.6337484e-05,0.0,1,1,1,0,1,1,1,0
20033000,1311004,1310988,1310996,1311004,0,0.001904009,0.00088249875,0.0010478684,0.0,1311004,1310988,1310996,1311004,0,9.805637e-05,6.8386384e-05,4.2399577e-05,0.0,1,1,1,0,1,1,1,0
20229000,1311004,1310988,1310996,1311004,0,0.0019174538,0.0015063336,0.0025203587,0.0,1311004,1310988,1310996,1311004,0,0.0001237369,4.251647e-05,0.00010413897,0.0,1,1,1,0,1,1,1,0
20436000,1311004,1310988,1310996,1311004,0,0.00083981565,0.0022307504,0.0018331823,0.0,1311004,1310988,1310996,1311004,0,0.00014030734,0.00012641672,6.730385e-05,0.0,1,1,1,0,1,1,1,0
20636000,1311004,1310988,1310996,1311004,0,0.0029158636,0.0014046902,0.0016332137,0.0,1311004,1310988,1310996,1311004,0,8.728131e-05,2.7743077e-05,6.013928e-05,0.0,1,1,1,0,1,1,1,0
20832000,1311004,1310988,1310996,1311004,0,0.0033644931,0.0015466645,0.002273719,0.0,1311004,1310988,1310996,1311004,0,0.00027491077,0.00012592375,0.00017790805,0.0,1,1,1,0,1,1,1,0
21028000,1311004,1310988,1310996,1311004,0,0.0054226895,0.001661592,0.0040347655,0.0,1311004,1310988,1310996,1311004,0,0.000469759,0.00028419416,0.00019873035,0.0,1,1,1,0,1,1,1,0
21232000,1311004,1310988,1310996,1311004,0,0.0013527267,0.002814411,0.002045162,0.0,1311004,1310988,1310996,1311004,0,0.0005078891,0.00024179214,0.0002701729,0.0,1,1,1,0,1,1,1,0
21429000,1311004,1310988,1310996,1311004,0,0.00092424545,0.012653655,0.011927103,0.0,1311004,1310988,1310996,1311004,0,0.00059816724,0.00027636593,0.0003396756,0.0,1,1,1,0,1,1,1,0
21636000,1311004,1310988,1310996,1311004,0,0.0035574352,0.002130668,0.0016400088,0.0,1311004,1310988,1310996,1311004,0,0.0004587448,0.00020053633,0.00026038082,0.0,1,1,1,0,1,1,1,0
21832000,1311004,1310988,1310996,1311004,0,0.0068416544,0.0026587183,0.0043894486,0.0,1311004,1310988,1310996,1311004,0,0.0004851196,0.00025532485,0.00023756424,0.0,1,1,1,0,1,1,1,0
22036000,1311004,1310988,1310996,1311004,0,0.0035128908,0.0014147087,0.0025610086,0.0,1311004,1310988,1310996,1311004,0,0.00058860873,0.00027228866,0.00032970702,0.0,1,1,1,0,1,1,1,0
22236000,1311004,1310988,1310996,1311004,0,0.002938769,0.0027629149,0.00059086696,0.0,1311004,1310988,1310996,1311004,0,0.00028294607,0.0001882183,0.0001010051,0.0,1,1,1,0,1,1,1,0
22431000,1311004,1310988,1310996,1311004,0,0.00048647978,0.0009350665,0.0013073719,0.0,1311004,1310988,1310996,1311004,0,0.00038601022,0.00021232931,0.00018240337,0.0,1,1,1,0,1,1,1,0
22636000,1311004,1310988,1310996,1311004,0,0.0009830833,0.00041911495,0.0013539029,0.0,1311004,1310988,1310996,1311004,0,0.00048502168,0.00023641723,0.00025006596,0.0,1,1,1,0,1,1,1,0
22831000,1311004,1310988,1310996,1311004,0,0.00049114565,0.0013659154,0.0015474319,0.0,1311004,1310988,1310996,1311004,0,0.00052151346,0.00025796422,0.00026776295,0.0,1,1,1,0,1,1,1,0
23027000,1311004,1310988,1310996,1311004,0,0.0019701296,0.0012965894,0.0017608027,0.0,1311004,1310988,1310996,1311004,0,0.00025771285,0.00016625716,0.00013078775,0.0,1,1,1,0,1,1,1,0
23236000,1311004,1310988,1310996,1311004,0,0.0004927106,0.0020133369,0.0022322796,0.0,1311004,1310988,1310996,1311004,0,0.00044406077,0.00021609639,0.00023692416,0.0,1,1,1,0,1,1,1,0
23432000,1311004,1310988,1310996,1311004,0,0.002961425,0.0024875673,0.0010183483,0.0,1311004,1310988,1310996,1311004,0,0.00038379963,0.00020885316,0.00018011949,0.0,1,1,1,0,1,1,1,0
23632000,1311004,1310988,1310996,1311004,0,0.0029965516,0.002319676,0.0007186525,0.0,1311004,1310988,1310996,1311004,0,0.0002694101,0.00013119385,0.00016523068,0.0,1,1,1,0,1,1,1,0
23837000,1311004,1310988,1310996,1311004,0,0.0027076423,0.0027086136,0.0010029946,0.0,1311004,1310988,1310996,1311004,0,0.00038433934,0.00013249904,0.00026070155,0.0,1,1,1,0,1,1,1,0
24032000,1311004,1310988,1310996,1311004,0,0.0027020401,0.001571987,0.0016273604,0.0,1311004,1310988,1310996,1311004,0,0.0004717973,0.00020504558,0.00027338343,0.0,1,1,1,0,1,1,1,0
24232000,1311004,1310988,1310996,1311004,0,0.00088639517,0.00044183878,0.0011064246,0.0,1311004,1310988,1310996,1311004,0,0.00048058608,0.00024106506,0.00024085531,0.0,1,1,1,0,1,1,1,0
24436000,1311004,1310988,1310996,1311004,0,0.0027467802,0.0008041097,0.0020367582,0.0,1311004,1310988,1310996,1311004,0,0.00037552672,0.000250688,0.00013020146,0.0,1,1,1,0,1,1,1,0
24636000,1311004,1310988,1310996,1311004,0,0.0059769726,0.0030476963,0.0030563457,0.0,1311004,1310988,1310996,1311004,0,0.00047155187,0.00023101992,0.00024224848,0.0,1,1,1,0,1,1,1,0
