timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
996000,996000,0.9980201,0.00022764583,6.816399e-05,0.062895015,-0.000631492,0.0013591091,0.004298508,-3.2997075e-05,0.0001464822,0.0013320815,1.0727581e-10,-4.692463e-11,-3.5578353e-15,0.0,0.0,-2.6715195e-08,0.2777054,2.9540388e-09,0.4734419,0.0,0.0,0.0,0.0,0.0,6.419969e-06,0.0026922221,0.0026922242,0.0016164769,9.597808,9.597808,0.20578617,0.4345944,0.4345944,1.754157,9.999993e-07,9.999993e-07,9.856341e-07,4.0000004e-06,4.0000004e-06,3.9999895e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1999000,1999000,0.9980219,0.00015563836,4.9298415e-05,0.062868014,-0.0020387962,0.0022647695,0.011292741,-0.0007409343,0.00047855143,0.016924126,2.710851e-07,3.9289168e-07,-2.0005175e-10,0.0,0.0,6.7724784e-07,0.2777054,2.9540388e-09,0.4734419,0.0,0.0,0.0,0.0,0.0,4.2772713e-06,0.005312305,0.005312305,0.0010778719,0.94435,0.94434994,0.24839662,0.16248293,0.16248293,0.5542398,9.650818e-07,9.650818e-07,5.7418873e-07,4.0000004e-06,4.0000004e-06,3.985836e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2997000,2997000,0.99802095,-0.00012732879,-0.000167354,0.062883586,0.0025629133,0.0011750034,0.013111226,0.00014403451,0.0003365679,0.02287069,1.9147742e-06,1.43413e-06,-4.696734e-10,0.0,0.0,6.3824455e-06,0.2777054,2.9540388e-09,0.4734419,0.0,0.0,0.0,0.0,0.0,3.6332362e-06,0.0038323568,0.0038323624,0.00091517466,0.87566674,0.8756662,0.30044565,0.15789321,0.15789318,0.5481736,5.488454e-07,5.4884504e-07,1.9512488e-07,4.0000004e-06,4.0000004e-06,3.7799277e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3997000,3997000,0.9980199,-0.00015744047,-1.9979743e-05,0.062900014,0.0012002814,-0.0027746076,0.014236348,0.00043929397,-0.0006372668,0.026619298,1.1573284e-06,1.6662683e-07,-3.7547668e-10,0.0,0.0,1.6582506e-05,0.2777054,2.9540388e-09,0.4734419,0.0,0.0,0.0,0.0,0.0,2.8037914e-06,0.0019767042,0.0019767014,0.0007058608,0.5444021,0.5444021,0.2972381,0.12833503,0.12833501,0.6432598,2.311366e-07,2.3113631e-07,7.6046334e-08,4.0000004e-06,4.0000004e-06,3.1718644e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
4999000,4988000,0.99802196,-4.0801257e-05,7.6137476e-05,0.062867396,-0.0019957996,-0.0027490917,0.009096786,4.2673008e-05,-0.00061802124,0.01949531,1.7698041e-07,-4.238526e-07,-3.9861148e-10,0.0,0.0,3.6753714e-05,0.2777054,2.9540388e-09,0.4734419,0.0,0.0,0.0,0.0,0.0,2.2261472e-06,0.0014011258,0.0014011234,0.00056103634,0.573817,0.57381785,0.2551663,0.19378978,0.19378982,0.66615343,1.0357607e-07,1.0357627e-07,3.621183e-08,4.0000004e-06,4.0000004e-06,2.3876507e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6000000,5992000,0.9980196,-2.0097747e-05,5.6093293e-05,0.06290377,-0.0017071689,-0.0032618437,0.011061028,-0.00093464024,-0.00088039145,0.01829523,-5.2358973e-07,4.1524862e-07,-3.5041478e-10,0.0,0.0,4.813766e-05,0.2777054,2.9540388e-09,0.4734419,0.0,0.0,0.0,0.0,0.0,1.854955e-06,0.00065616856,0.00065617013,0.00046723834,0.34135693,0.3413571,0.20788915,0.1369508,0.13695088,0.61533964,3.5611922e-08,3.561239e-08,2.0480266e-08,4.0000004e-06,4.0000004e-06,1.716524e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6997000,6997000,0.99999905,4.2170694e-05,3.4703382e-05,-0.0014344268,0.0006073374,0.0035442393,0.008408344,0.00032579934,0.0003071716,0.022558317,-9.1393616e-07,6.519313e-07,4.297032e-09,0.0,0.0,5.3498417e-05,0.27541977,-0.034658544,0.4731814,0.0,0.0,0.0,0.0,0.0,1.5521647e-06,0.0003008491,0.00030085276,0.0020924446,0.20786032,0.2078595,0.17613882,0.11835369,0.1183536,0.59679943,1.22824355e-08,1.2282791e-08,1.2714137e-08,4.0000004e-06,4.0000004e-06,1.213683e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
8000000,8000000,0.9999992,2.7017153e-05,6.0757215e-05,-0.0012518573,0.00021714096,-0.00019869344,0.009099461,0.00029435815,0.00062033214,0.029293824,-6.056134e-07,4.774901e-07,1.8565274e-07,0.0,0.0,5.1836098e-05,0.27541977,-0.034658544,0.4731814,0.0,0.0,0.0,0.0,0.0,1.4484688e-06,0.00028001497,0.00028001814,0.0004080175,0.13778344,0.13778223,0.113908954,0.089917935,0.08991779,0.56039685,5.837432e-09,5.8376792e-09,1.2605451e-08,4.0000004e-06,4.0000004e-06,1.0593948e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
8995000,8995000,0.99999917,2.1316366e-05,4.780371e-05,-0.0013110783,-0.0004959715,-4.8325666e-05,-0.0011259764,-0.00014088482,-0.00024026677,0.01804012,-5.974895e-07,4.5593038e-07,4.1875646e-07,0.0,0.0,5.3091735e-05,0.27541977,-0.034658544,0.4731814,0.0,0.0,0.0,0.0,0.0,1.4398049e-06,0.0001262304,0.00012623135,0.00025686636,0.14314862,0.1431478,0.08361147,0.09021499,0.09021479,0.5007034,4.821871e-09,4.822091e-09,1.2003454e-08,4.0000004e-06,4.0000004e-06,1.055726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
10003000,10003000,0.9999993,2.2377077e-05,4.1050764e-05,-0.0012035015,-0.0013772998,0.00040996456,-0.0014424112,-0.00049585826,0.0007016968,0.017024461,-5.9758094e-07,4.5998527e-07,-1.9483525e-07,0.0,0.0,5.2928353e-05,0.27541977,-0.034658544,0.4731814,0.0,0.0,0.0,0.0,0.0,1.4386975e-06,5.9406037e-05,5.9408205e-05,0.00022158847,0.10944813,0.10944773,0.08590948,0.1151151,0.11511493,0.44037715,4.806273e-09,4.8064916e-09,1.0740918e-08,4.0000004e-06,4.0000004e-06,1.0264339e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
11000000,11000000,0.9999994,9.065086e-05,-4.7257286e-05,-0.0011327022,0.0004274233,0.00045756606,0.0012160213,0.06209469,0.052237343,0.016871965,-7.5471263e-07,5.461105e-07,-3.4177884e-07,0.0,0.0,5.2693795e-05,0.27541977,-0.034658544,0.4731814,0.0,0.0,0.0,0.0,0.0,1.4395722e-06,6.622642e-05,6.6229295e-05,0.00022004342,0.014284586,0.01428434,0.01923325,0.022642076,0.022642061,0.27702633,4.4209374e-09,4.4211066e-09,9.031461e-09,4.0000004e-06,4.0000004e-06,9.321181e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
11996000,11996000,0.9999997,5.2305463e-06,-0.00014388561,-0.00085915404,0.0027683522,-0.00032096438,-0.003075339,0.06316302,0.04312534,0.014678996,-3.681858e-07,6.4757e-07,-1.1547507e-06,0.0,0.0,5.6987352e-05,0.27541977,-0.034658544,0.4731814,0.0,0.0,0.0,0.0,0.0,1.44028e-06,4.4163226e-05,4.4164077e-05,0.00021614395,0.01553899,0.015538804,0.017655335,0.016696686,0.016696667,0.20824322,2.996503e-09,2.9965572e-09,7.1149326e-09,4.0000004e-06,4.0000004e-06,6.8316444e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
13000000,13000000,0.99999976,0.00017269197,-8.129075e-06,-0.0007345148,0.0009192712,0.0010557743,-0.0018846318,0.061095156,0.04108795,0.015339463,-1.0348778e-06,-2.445496e-07,-1.1468745e-06,0.0,0.0,4.241722e-05,0.27541977,-0.034658544,0.4731814,0.0,0.0,0.0,0.0,0.0,1.4402826e-06,2.8321741e-05,2.832187e-05,0.00021124542,0.013637891,0.013637827,0.017128292,0.015259366,0.015259363,0.1724895,1.9194244e-09,1.9194415e-09,5.479348e-09,4.0000004e-06,4.0000004e-06,4.2448104e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
