timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
504000,504000,1310988,1310988,1.3315805e-06,1.07589285e-13,3.9947417e-06,4.7884034e-05,-5.985419e-05,-0.048991345,5000,5000,0,0
1000000,1000000,1310988,1310988,1.0652647e-06,-6.4681274e-13,3.1957939e-06,-4.3095635e-05,6.224993e-05,-0.03932237,4000,4000,0,0
1500000,1500000,1310988,1310988,3.7826285e-13,1.0652647e-06,2.1305293e-06,5.267244e-05,-7.182537e-05,-0.039159562,4000,4000,0,0
2003000,2003000,1310988,1310988,-1.0652648e-06,-4.2610586e-06,1.0652652e-06,-2.8730421e-05,6.845498e-10,-0.039221816,4000,4000,0,0
2500000,2500000,1310988,1310988,-3.1957939e-06,3.1957939e-06,2.130529e-06,3.8307233e-05,-2.3941331e-05,-0.039293647,4000,4000,0,0
3001000,3001000,1310988,1310988,1.0652651e-06,-3.1957939e-06,-1.0652642e-06,-9.576807e-05,-8.619059e-05,-0.03930322,4000,4000,0,0
3500000,3500000,1310988,1310988,3.195794e-06,-2.1305289e-06,1.0652649e-06,7.6614466e-05,8.6191954e-05,-0.039384622,4000,4000,0,0
4001000,4001000,1310988,1310988,-1.0652636e-06,2.1305289e-06,3.1957945e-06,-4.788404e-06,5.746153e-05,-0.039322373,4000,4000,0,0
4503000,4487000,1310988,1310988,-7.989487e-07,-7.98948e-07,7.989485e-07,-7.1826057e-06,-1.7955997e-05,-0.029592333,3000,3000,0,0
5003000,4992000,1310988,1310988,2.1305295e-06,5.7244335e-13,1.0652644e-06,-9.576808e-06,-1.4364525e-05,-0.03930322,4000,4000,0,0
5504000,5491000,1310988,1310988,-1.0652649e-06,-1.0652649e-06,-2.130529e-06,3.351883e-05,-2.3941333e-05,-0.039154775,4000,4000,0,0
6000000,5992000,1310988,1310988,-2.1305295e-06,6.2477524e-13,2.130529e-06,-9.576807e-06,-1.4364527e-05,-0.03922182,4000,4000,0,0
6500000,6491000,1310988,1310988,-2.1305298e-06,2.13053e-06,-4.261058e-06,0.00029688107,0.00010534625,-0.07822337,8000,8000,0,0
7004000,7004000,1310988,1310988,3.728425e-06,5.592638e-06,-5.592638e-06,-2.5139117e-05,0.00013407649,-0.0687471,7000,7000,0,0
7500000,7500000,1310988,1310988,1.0652643e-06,3.1957939e-06,-1.0652653e-06,4.788404e-06,-5.746016e-05,-0.039126046,4000,4000,0,0
8000000,8000000,1310988,1310988,-3.7826285e-13,4.2610586e-06,-3.0389336e-13,6.2249244e-05,1.4365899e-05,-0.039461236,4000,4000,0,0
8500000,8500000,1310988,1310988,-1.0652641e-06,-1.0652642e-06,-4.261059e-06,-5.267244e-05,4.788472e-05,-0.03933674,4000,4000,0,0
9000000,9000000,1310988,1310988,3.994741e-06,-1.3315803e-06,-3.9947427e-06,5.9855043e-05,7.78124e-05,-0.04909909,5000,5000,0,0
9504000,9504000,1310988,1310988,4.9646994e-13,-3.7284256e-06,-1.8642131e-06,-0.0001340753,0.00010055767,-0.068856046,7000,7000,0,0
10003000,10003000,1310988,1310988,1.0652655e-06,3.1957934e-06,-1.065265e-06,-0.00016759415,-4.788335e-05,-0.03922182,4000,4000,0,0
10500000,10500000,1310988,1310988,-2.364143e-13,-2.1305293e-06,1.9922954e-13,4.788404e-06,-5.746016e-05,-0.039092522,4000,4000,0,0
11000000,11000000,1310988,1310988,1.0652645e-06,-2.1305295e-06,1.0652642e-06,4.3095635e-05,-2.872974e-05,-0.03910211,4000,4000,0,0
11504000,11504000,1310988,1310988,8.865534e-14,-1.3315805e-06,-1.3315805e-06,-0.0001316811,-6.58397e-05,-0.04873996,5000,5000,0,0
12003000,12003000,1310988,1310988,-1.0652648e-06,-1.0652648e-06,-2.130529e-06,0.0,-3.8306545e-05,-0.03938941,4000,4000,0,0
12504000,12504000,1310988,1310988,-1.3315807e-06,-1.3315805e-06,1.33158e-06,2.3942017e-05,-5.386868e-05,-0.04896142,5000,5000,0,0
13000000,13000000,1310988,1310988,3.1957943e-06,2.1305289e-06,-3.1957939e-06,-4.3095635e-05,8.1403545e-05,-0.03937026,4000,4000,0,0
13503000,13503000,1310988,1310988,-1.5978964e-06,1.5978973e-06,-3.976571e-13,-9.337386e-05,7.900969e-05,-0.058789626,6000,6000,0,0
14003000,14003000,1310988,1310988,-3.1957939e-06,-2.1305293e-06,2.1305293e-06,1.43652105e-05,1.4365895e-05,-0.039217032,4000,4000,0,0
14504000,14504000,1310988,1310988,-1.3315804e-06,1.3315805e-06,2.5965474e-13,3.591302e-05,5.9863587e-06,-0.04894945,5000,5000,0,0
15004000,15004000,1310988,1310988,-1.8642128e-06,-1.5870197e-12,5.592638e-06,3.3518823e-05,3.352002e-05,-0.06856275,7000,7000,0,0
15500000,15500000,1310988,1310988,3.195793e-06,-2.1305298e-06,-2.1305298e-06,8.140285e-05,8.1403545e-05,-0.039217032,4000,4000,0,0
16004000,16004000,1310988,1310988,1.8642128e-06,2.0686245e-13,4.137249e-13,0.00022625204,5.865914e-05,-0.06873034,7000,7000,0,0
16504000,16504000,1310988,1310988,-3.9947413e-06,1.3315795e-06,-2.663162e-06,0.00011971008,2.9928375e-05,-0.04895544,5000,5000,0,0
17000000,17000000,1310988,1310988,1.0652644e-06,1.0652648e-06,-2.1305293e-06,-1.9153616e-05,-2.394133e-05,-0.03942293,4000,4000,0,0
17505000,17505000,1310988,1310988,5.326322e-06,5.193094e-13,-2.6631606e-06,-0.00027533318,-9.576635e-05,-0.09812635,10000,10000,0,0
18001000,18001000,1310988,1310988,-1.5978967e-06,-5.5465284e-13,-4.7936906e-06,0.0,6.464448e-05,-0.059227765,6000,6000,0,0
18500000,18500000,1310988,1310988,-1.8913143e-13,-1.0652647e-06,2.1305293e-06,7.1826056e-05,-2.8729737e-05,-0.039298434,4000,4000,0,0
19001000,19001000,1310988,1310988,2.8369714e-13,3.1957934e-06,6.231714e-13,-2.1547818e-05,3.591405e-05,-0.058531053,6000,6000,0,0
19500000,19500000,1310988,1310988,1.0652645e-06,6.0962807e-13,-1.0652648e-06,-5.7460842e-05,-5.7460154e-05,-0.03938941,4000,4000,0,0
20000000,20000000,1310988,1310988,-2.364143e-13,1.0652648e-06,1.0652645e-06,5.267244e-05,6.7038345e-05,-0.039240967,4000,4000,0,0
20500000,20500000,1310988,1310988,-3.7284258e-06,-1.5898264e-12,-3.728425e-06,0.0002681506,-7.541616e-05,-0.06792589,7000,7000,0,0
21003000,21003000,1310988,1310988,-8.522118e-06,-3.195792e-06,1.0652642e-06,-2.3942017e-05,-4.787725e-06,-0.038900986,4000,4000,0,0
21500000,21500000,1310988,1310988,9.321018e-06,-5.4062162e-05,4.10127e-05,-8.379706e-05,-5.0276853e-05,-0.0791128,7000,7000,0,0
22004000,22004000,1310988,1310988,2.7963186e-05,3.46211e-05,-1.7007894e-12,1.19710085e-05,5.9855887e-05,-0.048596304,5000,5000,0,0
