timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
22504000,22504000,1310988,1310988,2.0506335e-05,2.4234765e-05,-5.5926594e-06,-0.0001340753,5.027943e-05,-0.06849571,7000,7000,0,0
23000000,23000000,1310988,1310988,-2.130529e-06,-3.195794e-06,-1.0652644e-06,1.43652105e-05,-4.7877206e-06,-0.039154775,4000,4000,0,0
23500000,23500000,1310988,1310988,-4.2610586e-06,-1.4913704e-05,2.3875472e-12,3.351883e-05,3.3519507e-05,-0.038905777,4000,4000,0,0
24003000,24003000,1310988,1310988,-3.1957811e-06,-5.5926383e-05,-3.1957823e-06,-8.619127e-05,-8.619026e-05,-0.057999544,6000,6000,0,0
24503000,24503000,1310988,1310988,-1.2783174e-05,3.1957954e-06,1.5978974e-06,4.309563e-05,-0.00012928588,-0.058617238,6000,6000,0,0
25003000,25003000,1310988,1310988,1.3848437e-05,-1.2783177e-05,1.0652668e-06,3.8307233e-05,-1.9152885e-05,-0.041912902,4000,4000,0,0
25500000,25500000,1310988,1310988,1.0652632e-06,1.4913704e-05,2.6029325e-13,6.2249244e-05,5.2673127e-05,-0.039341528,4000,4000,0,0
26001000,26001000,1310988,1310988,3.9947427e-06,2.6631587e-06,2.6631621e-06,-5.3869535e-05,2.3942872e-05,-0.04896741,5000,5000,0,0
26504000,26504000,1310988,1310988,9.321064e-06,-2.888345e-20,1.6548998e-12,-2.5139117e-05,0.00010893736,-0.06864655,7000,7000,0,0
27004000,27004000,1310988,1310988,1.0652643e-05,5.326323e-06,1.3315827e-06,-6.584055e-05,3.5913883e-05,-0.049158946,5000,5000,0,0
27501000,27501000,1310988,1310988,-9.321063e-06,2.396845e-05,-2.6631628e-06,-1.1971006e-05,1.795737e-05,-0.04923077,5000,5000,0,0
28003000,28003000,1310988,1310988,-2.1305293e-06,-4.9514494e-21,2.8369717e-13,-5.267244e-05,-8.619059e-05,-0.039082948,4000,4000,0,0
28505000,28505000,1310988,1310988,1.5978967e-05,1.0411433e-12,-4.7936906e-06,-2.8730423e-05,2.8731452e-05,-0.058926098,6000,6000,0,0
29000000,29000000,1310988,1310988,8.522115e-06,7.4568543e-06,1.065262e-06,5.267244e-05,8.1403545e-05,-0.039169136,4000,4000,0,0
29500000,29500000,1310988,1310988,-2.0240024e-05,-8.522117e-06,2.1681248e-12,-4.7884034e-05,4.7890853e-06,-0.03904464,4000,4000,0,0
30000000,30000000,1310988,1310988,2.1305343e-06,-2.130529e-05,-1.0652616e-06,-4.7884037e-05,-4.309495e-05,-0.03936547,4000,4000,0,0
30500000,30500000,1310988,1310988,-1.1820713e-13,1.3315799e-06,-2.663161e-06,-3.591302e-05,-1.1970153e-05,-0.04902726,5000,5000,0,0
31003000,31003000,1310988,1310988,1.0652644e-06,-2.1305295e-06,1.0652644e-06,5.7460842e-05,3.8307917e-05,-0.039207447,4000,4000,0,0
31504000,31504000,1310988,1310988,-2.423476e-05,3.3555832e-05,-1.8642244e-06,1.6759412e-05,-4.1897332e-05,-0.068344876,7000,7000,0,0
32004000,32004000,1310988,1310988,-7.9894835e-06,-9.321065e-06,2.6631594e-06,2.3942017e-05,-5.3868687e-05,-0.048757914,5000,5000,0,0
32501000,32501000,1310988,1310988,2.6631635e-06,-7.9894835e-06,-5.326321e-06,0.000107739084,3.5913887e-05,-0.049302597,5000,5000,0,0
33000000,33000000,1310988,1310988,-2.13053e-06,5.326322e-06,1.156826e-12,-0.00011013329,3.8307917e-05,-0.039346315,4000,4000,0,0
33500000,33500000,1310988,1310988,-2.3968447e-05,1.4647389e-05,-2.9359466e-12,-2.992752e-05,8.978342e-05,-0.048997335,5000,5000,0,0
34000000,34000000,1310988,1310988,-2.1305275e-06,1.1717911e-05,-1.065266e-06,-3.8307233e-05,-3.8306545e-05,-0.039461236,4000,4000,0,0
34500000,34500000,1310988,1310988,3.8615835e-05,-2.6631613e-05,1.3315738e-06,7.781155e-05,1.1971859e-05,-0.04873996,5000,5000,0,0
35000000,35000000,1310988,1310988,-8.522116e-06,-2.9827406e-05,2.1305439e-06,2.873042e-05,3.3519507e-05,-0.03904464,4000,4000,0,0
35504000,35504000,1310988,1310988,-1.6777914e-05,4.4741104e-05,-1.8642052e-06,-9.2176764e-05,4.1899722e-05,-0.06857951,7000,7000,0,0
36003000,36003000,1310988,1310988,-3.195794e-06,5.3263225e-06,2.1305293e-06,-0.000114921684,4.789087e-06,-0.039149992,4000,4000,0,0
36504000,36504000,1310988,1310988,3.4621095e-05,2.663163e-06,-1.3082989e-13,-0.00011971008,0.00013766745,-0.04894945,5000,5000,0,0
37000000,37000000,1310988,1310988,-3.195802e-06,-1.9174759e-05,-1.065259e-06,-4.788405e-06,-5.267176e-05,-0.03909732,4000,4000,0,0
37501000,37501000,1310988,1310988,-5.2730593e-05,-3.195794e-05,1.2846917e-11,-9.337386e-05,0.00013647054,-0.059012283,6000,6000,0,0
38000000,38000000,1310988,1310988,1.917476e-05,7.456852e-06,1.4304261e-12,-5.746084e-05,4.7884725e-05,-0.039475597,4000,4000,0,0
38503000,38503000,1310988,1310988,1.1185279e-05,1.438107e-05,1.5978912e-06,7.1826056e-05,7.18363e-06,-0.05865315,6000,6000,0,0
39003000,39003000,1310988,1310988,-3.914847e-05,-2.7963193e-05,5.5926275e-06,-1.6759412e-05,-5.865674e-05,-0.068621404,7000,7000,0,0
39503000,39503000,1310988,1310988,-1.5978969e-05,1.27831745e-05,-3.1957986e-06,-1.4365211e-05,7.661515e-05,-0.03919787,4000,4000,0,0
40000000,40000000,1310988,1310988,-1.0652646e-05,1.4913703e-05,-2.1305298e-06,0.00011013329,-4.7883346e-05,-0.03947081,4000,4000,0,0
40504000,40504000,1310988,1310988,-5.326322e-05,4.7936905e-05,-1.3315797e-06,9.576807e-05,-9.576722e-05,-0.048686083,5000,5000,0,0
41003000,41003000,1310988,1310988,0.0,1.8592375e-14,-1.0652647e-06,8.140285e-05,-3.3518147e-05,-0.039149992,4000,4000,0,0
41503000,41503000,1310988,1310988,-1.0652642e-06,-2.1305293e-06,-1.0652651e-06,6.2249244e-05,2.8731103e-05,-0.0391452,4000,4000,0,0
42005000,42005000,1310988,1310988,-3.1957934e-06,-2.6854997e-13,3.1957934e-06,-7.9008656e-05,1.0191776e-09,-0.058394577,6000,6000,0,0
42503000,42503000,1310988,1310988,2.1277339e-13,1.7044234e-05,3.1957964e-06,0.0,3.351951e-05,-0.03919787,4000,4000,0,0
43004000,43004000,1310988,1310988,-3.462109e-05,-5.3263116e-06,3.9947563e-06,-5.985504e-05,-3.5912166e-05,-0.04923676,5000,5000,0,0
43500000,43500000,1310988,1310988,-3.1957939e-06,-4.2610586e-06,-8.3089525e-13,-4.7884034e-05,6.841319e-10,-0.03919787,4000,4000,0,0
44004000,44004000,1310988,1310988,7.030747e-05,-2.130533e-06,4.2610545e-06,7.6614466e-05,1.9154988e-05,-0.07852983,8000,8000,0,0
44501000,44501000,1310988,1310988,-6.6579037e-06,-5.3263198e-06,-1.331583e-06,-6.584055e-05,4.1899388e-05,-0.04919486,5000,5000,0,0
45004000,45004000,1310988,1310988,-0.001683118,-0.00015712662,0.0011491535,4.189853e-05,6.584123e-05,-0.03915118,5000,5000,0,0
45500000,45500000,1310988,1310988,0.00018429165,-1.278265e-05,-0.0007126617,-4.788404e-06,-5.26717e-05,-0.042377375,4000,4000,0,0
46000000,46000000,1310988,1310988,-7.776433e-05,7.4568666e-06,-5.0067407e-05,-2.873042e-05,7.6615135e-05,-0.03834554,4000,4000,0,0
46504000,46504000,1310988,1310988,1.8642121e-06,1.8642133e-06,5.592638e-06,0.00028490997,-3.3517634e-05,-0.06819404,7000,7000,0,0
47004000,47004000,1310988,1310988,1.33158e-06,-5.3263216e-06,2.663162e-06,0.00016160861,-1.19701535e-05,-0.04894945,5000,5000,0,0
47503000,47503000,1310988,1310988,-2.1305277e-06,-1.1717911e-05,-1.0652657e-06,0.00020111297,-7.661379e-05,-0.038872264,4000,4000,0,0
48003000,48003000,1310988,1310988,-2.1305293e-06,-7.456852e-06,-4.84768e-13,7.1826056e-05,-9.0978996e-05,-0.03891057,4000,4000,0,0
48500000,48500000,1310988,1310988,0.0,-1.3315805e-06,-2.3240465e-14,-2.3942017e-05,-3.5912162e-05,-0.049039233,5000,5000,0,0
49000000,49000000,1310988,1310988,-2.1305293e-06,-1.0652644e-06,-2.1305293e-06,9.576808e-06,1.4365893e-05,-0.039068587,4000,4000,0,0
49500000,49500000,1310988,1310988,-2.1305286e-06,2.13053e-06,-9.55755e-13,-4.788404e-06,4.788472e-05,-0.0392697,4000,4000,0,0
50000000,50000000,1310988,1310988,-4.2610586e-06,-1.0652643e-06,-3.9685524e-13,-4.3095635e-05,0.00013407599,-0.03919787,4000,4000,0,0
50500000,50500000,1310988,1310988,-4.2610586e-06,-7.7511814e-13,1.0652655e-06,-9.576807e-06,-2.8729739e-05,-0.03908774,4000,4000,0,0
51000000,51000000,1310988,1310988,1.0652647e-06,1.0652644e-06,1.0652649e-06,1.9153616e-05,-1.9152934e-05,-0.03908774,4000,4000,0,0
