timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
5607000,0.0,0.0,50.061275,0.0,0.0,0.0,0.0,1,0,0,0
11052000,40.15403019191835,116.25948578018988,50.042137,0.06581832,0.04930906,0.015368488,-0.002130521,1,1,1,0
17847000,40.154030337303496,116.25948554703781,50.05265,0.08198441,0.029493978,0.0048569804,-0.0017218989,1,1,1,0
20327000,40.15403022776967,116.25948569875557,50.06265,0.0698048,0.042388137,-0.0051419334,-0.0023472551,1,1,1,0
