timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
20396000,20396000,2.6779451,3.5801747,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
20408000,20408000,-3.0172377,3.8070374,-2.5132744,-1.2566372,-1.2547895e-07,1.256637,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
21396000,21396000,-2.3392851,3.5833302,-2.51305,-1.2564154,0.00022218042,1.2568624,2.513501,-0.0018493833,-0.0003598854,-0.00016850093,-0.0015397274,-0.0025785626,-0.0011664279,-0.000883695,0.0006202792,0.0012670427,0.00016279331,0.2000013,0.20000067,0.19999908,0.19999881,0.20000012
22394000,22394000,0.2977868,3.6168842,-2.5085027,-1.2497776,0.0046516163,1.2578359,2.5145447,-0.015809055,-0.0012128521,0.0078070834,-0.0011324957,-0.01574467,-0.009597073,-0.014364476,-0.0019912825,0.0104248375,0.005772132,0.19851029,0.20002995,0.2015124,0.20090134,0.19904613
23392000,23392000,0.1922433,3.549627,-2.5079026,-1.2481914,0.0040796297,1.2549431,2.512366,0.025893861,0.005060822,-0.008408966,0.0038988572,0.025145475,0.009257826,0.016710319,-0.0007102544,-0.018943498,-0.012898368,0.1975067,0.20033847,0.20271498,0.20132756,0.19811234
24384000,24384000,0.12135007,3.4889774,-2.5052261,-1.2433014,0.00405146,1.2496569,2.5087152,0.0063144653,-0.004188886,-0.011055417,-0.005010654,0.0057840506,0.004081033,0.007943139,-0.00075087073,-0.010018686,-0.0071533276,0.19521815,0.20104687,0.20547621,0.20228785,0.19597086
25385000,25385000,0.0759071,3.4764938,-2.504528,-1.2428893,0.0035887426,1.2489322,2.5087008,-0.0154300425,-0.00895049,-0.0020642078,-0.0041223913,-0.012401136,0.0031296434,-0.0020688847,0.0024229412,0.010376005,0.010914765,0.1951028,0.20135723,0.20578621,0.20216285,0.19559094
26391000,26391000,0.06447297,3.4700649,-2.5039816,-1.2421935,0.0035642819,1.2483063,2.5084195,-0.005554102,-0.004720397,0.00019204424,0.002466543,-0.0010503534,0.0007792349,-0.0041748425,-0.00491885,-0.00050545804,0.0030740262,0.19484071,0.20150754,0.20614679,0.20222816,0.19527684
27391000,27391000,0.062049687,3.4679172,-2.5039277,-1.2420627,0.0034438798,1.2479521,2.5081701,-0.014326951,-0.0044248514,-0.0034933784,-0.012662305,-0.019478993,-0.0069705993,-0.0047138594,0.005285949,0.009364242,0.0018536701,0.19473867,0.20155324,0.20627926,0.20226157,0.19516723
28396000,28396000,0.06750334,3.4669268,-2.503971,-1.241952,0.003436645,1.2477189,2.5079117,-0.0019314254,0.0026840712,0.007890604,0.0066282894,0.0005458718,0.00087898644,-0.003149615,-5.6020894e-05,0.005862231,0.0065244995,0.19463983,0.20154223,0.20637348,0.20232879,0.19511566
29384000,29384000,0.061339043,3.4646075,-2.503996,-1.2419636,0.0031667324,1.2472732,2.5076146,0.005475275,-0.0036216632,-0.007956964,-0.0017342174,0.006650743,0.0058148745,0.0074447747,-0.000595452,-0.0072737765,-0.003412701,0.19456314,0.20160724,0.20649232,0.20233454,0.19500278
30392000,30392000,0.067532316,3.4644327,-2.5038664,-1.2417115,0.003393376,1.2473629,2.507642,0.0020624853,-0.00012395228,-0.002843445,-0.0024066782,0.0006288212,4.6147943e-06,0.002183054,0.00080146315,-0.002215005,-0.0027513243,0.19450329,0.2015802,0.2065368,0.20238814,0.19499165
31396000,31396000,0.060615387,3.4635644,-2.5040367,-1.2419652,0.0030574235,1.2470579,2.5074413,-0.012422844,-0.0087255705,-0.0069417655,-0.0094569335,-0.012878207,-0.0060999407,-0.006785611,-0.0035250825,-0.00079240504,-0.002342483,0.19451676,0.2016253,0.20655097,0.20235151,0.19495554
32392000,32392000,0.06149817,3.4632468,-2.5040743,-1.2419633,0.0030109412,1.246942,2.507329,0.0036299864,0.0043937657,0.0006260119,-0.002503955,-0.00069517223,-0.0040127733,0.0002508028,0.0022824183,-0.0006331436,-0.004563324,0.19448651,0.20162718,0.20658295,0.20236883,0.19493458
33400000,33400000,0.052577548,3.4602904,-2.5040033,-1.2419064,0.0027425676,1.2464824,2.5070758,0.00861405,0.0078115636,-0.0011180838,-0.0059658033,-2.7974427e-05,-0.014347723,-0.005099762,-0.003001526,-0.010781565,-0.017903758,0.19440277,0.20171764,0.20672454,0.20236266,0.19479229
34392000,34392000,0.055323586,3.4574966,-2.5038054,-1.2414939,0.00279618,1.2460985,2.5067747,0.010888021,0.00068675075,0.00294575,0.014408795,0.019488998,0.011845123,0.006087398,-0.0052603153,-0.0067629577,0.0037751284,0.19421135,0.20175387,0.20694299,0.20245643,0.19463533
35396000,35396000,0.04777416,3.4528713,-2.5035038,-1.2410982,0.0026540617,1.2455244,2.5064692,-0.010605774,-0.006313938,0.0015992451,0.0023828766,-0.0051413234,0.010194927,0.0031688246,0.00502783,0.013112989,0.016432885,0.19402201,0.20187108,0.20720962,0.20249756,0.19439973
36397000,36397000,0.021833433,3.4452653,-2.5027802,-1.2404785,0.002272203,1.2446103,2.5062284,-0.0053558866,-0.0036299776,0.0035155208,0.006349403,0.0009164858,0.0044778595,-0.0025790613,-0.003140282,0.0034407838,0.008258415,0.19378895,0.2021667,0.20763147,0.20245205,0.19396089
37397000,37397000,0.01336276,3.439243,-2.5022764,-1.2398126,0.0020788522,1.2437141,2.5057511,0.0030367447,0.0015793085,-0.0072104177,-0.01136108,-0.005103782,-0.0055929907,0.0033144932,0.004700323,-0.0031682076,-0.009668227,0.19348066,0.20235036,0.2080616,0.20252281,0.19358447
38392000,38392000,-0.004000603,3.4327044,-2.5014243,-1.2389561,0.001894909,1.2428653,2.5055313,0.0017273363,0.0011620345,-0.005003597,-0.00837325,-0.0042761075,-0.005582614,0.0008218598,0.0022724008,-0.0030912198,-0.008046706,0.19318897,0.20262621,0.20853217,0.20252462,0.193128
39392000,39392000,0.03919838,3.4258432,-2.501275,-1.2375684,0.0027332562,1.2421391,2.50435,-0.008376076,-0.0027052318,-0.0056688436,-0.013108658,-0.0149305025,-0.01106632,-0.0060238536,0.0008301344,0.0002539931,-0.00710371,0.19250162,0.20242614,0.20911673,0.20306881,0.1928867
40391000,40391000,0.055804417,3.4081695,-2.5002623,-1.2351475,0.0029731386,1.2396138,2.5022447,-0.029340992,-0.013375802,-0.0029271804,-0.011844703,-0.028351616,-0.006126956,-0.012060037,0.0009988276,0.015126495,0.011051601,0.19128464,0.20261067,0.21048945,0.20368795,0.19192722
41395000,41395000,0.059441045,3.393326,-2.4991205,-1.2330614,0.0032143465,1.2377574,2.5008955,0.0038173618,-0.0043859323,0.00010380335,0.010965336,0.013536256,0.018048005,0.010506522,0.00055488537,0.0015198251,0.01233949,0.19035861,0.20283383,0.21158953,0.20410429,0.19111364
42396000,42396000,0.05967205,3.3804717,-2.4983144,-1.2315209,0.0031648783,1.235976,2.4995956,-0.0032682563,-0.009791153,-0.0039124577,0.0061996356,0.006881032,0.006171597,-0.0023232677,-0.010992286,-0.008315274,0.0023500654,0.18959297,0.2030468,0.21251959,0.20442897,0.19041172
43396000,43396000,0.055432636,3.3766863,-2.498076,-1.2312123,0.002997116,1.235435,2.4992938,0.0106540825,0.0043283715,-0.0011035046,0.0015432065,0.008874847,0.012281665,0.016036356,0.011322482,0.004643739,0.0050458447,0.18942781,0.20315295,0.21275787,0.20446007,0.19020131
44395000,44395000,0.061041523,3.3763115,-2.4982798,-1.231207,0.0029878123,1.2352126,2.498947,0.0063216337,0.0011024193,-0.0007733812,0.0030844114,0.0075721894,-0.0022300119,-0.0019385145,-0.0066913734,-0.010030644,-0.007374237,0.1893333,0.20309716,0.21282193,0.20455304,0.19019444
45393000,45393000,0.12912686,3.3606334,-2.4270036,-1.1591396,0.07313612,1.3033593,2.5677252,-0.011330265,-0.01701923,0.00025559132,0.016894924,0.010245118,0.04672255,0.02619809,0.014613133,0.027041744,0.047220543,0.1884345,0.20338011,0.21393853,0.20491064,0.18933623
46396000,46396000,0.041585375,3.3288646,-2.5071158,-1.2376752,-0.009370469,1.2167602,2.4824767,0.00644284,0.0045531024,-0.0035556543,-0.007003733,-0.0009614643,-0.008391555,-0.0002269281,0.00054064346,-0.0068240836,-0.012599178,0.1866372,0.2039757,0.21620037,0.20559992,0.1875869
