timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,accel_bias_valid,mag_bias_valid
3383000,3383000,1310996,0.00020679402,8.601331e-05,-3.516285e-08,0.34906584,3.8760936e-05,3.876093e-05,1.2989524e-05,1310996,0.0,0.0,0.0010422614,0.4,0.00039451296,0.00039451296,0.00035172142,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
4064000,4064000,1310996,0.000116122996,1.7547358e-05,-3.6570377e-08,0.34906584,2.3006316e-05,2.3006354e-05,7.1321138e-06,1310996,0.0,0.0,0.0021327017,0.4,0.00039759514,0.00039759514,0.00030699887,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
4707000,4695000,1310996,3.5123106e-05,-3.290735e-05,-3.9079897e-08,0.34906584,1.27611875e-05,1.2761264e-05,4.410597e-06,1310996,0.0,0.0,0.0031383883,0.4,0.0003985829,0.0003985829,0.0002580329,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
5336000,5323000,1310996,-1.1331448e-05,-2.3842724e-05,-3.6588617e-08,0.34906584,6.6961416e-06,6.696235e-06,2.8952418e-06,1310996,0.0,0.0,0.0043516094,0.4,0.000398693,0.000398693,0.00021111379,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
8956000,8956000,1310996,-5.9950573e-05,4.5728277e-05,3.945117e-05,0.34906584,4.9178334e-07,4.918141e-07,1.2170399e-06,1310996,0.0,0.0,0.005365703,0.4,0.00040421172,0.00040421172,0.00010667134,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
11444000,11444000,1310996,-2.7068798e-05,2.7172206e-05,-6.0728762e-05,0.34906584,3.7777005e-07,3.7778432e-07,8.240254e-07,1310996,0.0,0.0,0.0065841703,0.4,0.00040416233,0.00040416233,8.3058985e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
12145000,12145000,1310996,-1.4805649e-05,9.946478e-06,-7.777574e-05,0.34906584,2.7563016e-07,2.7563638e-07,6.889925e-07,1310996,0.0,0.0,0.0054604365,0.4,0.00040274978,0.00040274978,6.299505e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
12448000,12448000,1310996,-3.2716693e-05,1.4881506e-05,-9.84758e-05,0.34906584,2.4065284e-07,2.4065736e-07,6.363778e-07,1310996,0.0,0.0,0.004420196,0.4,0.00040245225,0.00040245225,5.4709137e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
15172000,15172000,1310996,-5.830908e-05,3.902772e-05,-4.3333494e-05,0.34906584,6.772946e-08,6.77297e-08,3.0085832e-07,1310996,0.0,0.0,0.0034156966,0.4,0.00040129258,0.00040129258,1.4691042e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
17967000,17967000,1310996,-2.4629384e-05,6.103639e-06,-4.4155433e-05,0.34906584,1.8559652e-08,1.8559625e-08,1.4936431e-07,1310996,0.0,0.0,0.0044301883,0.4,0.0004019251,0.0004019251,5.5750206e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
