timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
11071000,0.06565652,0.04948007,0.028654385,-0.0021538327,-0.00064485514,-0.00072167016,-0.00044719307,0.6997879,-0.07598264,-0.029123098,-0.012130588,-4.0,0.0,0.0,nan,nan,nan
11096000,0.06536734,0.049831353,0.03283884,-0.0021864614,-0.0013051461,0.0011875217,0.0006336281,0.6987508,0.07775569,0.029792786,-0.09996774,0.0,0.0,-4.0,nan,nan,nan
11277000,0.0618281,0.050175723,0.029997524,-0.002249274,0.0012965784,-0.0008797435,-0.0006099641,0.6991181,-0.07984269,-0.037353158,-0.083995186,0.0,0.0,-4.0,nan,nan,nan
11479000,0.063415036,0.05016811,0.029930742,-0.0020595298,0.0013461316,-0.0008177231,-0.0007656972,0.69903237,-0.05335498,-0.047791958,-0.08798184,0.0,0.0,-4.0,nan,nan,nan
11676000,0.061163355,0.046995886,0.026639983,-0.0019306372,0.0018501397,-0.0007140913,-0.0006939327,0.6992785,-0.0682683,-0.061120033,-0.075974435,0.0,0.0,-4.0,nan,nan,nan
11876000,0.059437264,0.04537079,0.026356177,-0.0018027548,0.00046056812,-0.00079939916,-0.0007992272,0.69920033,-0.07858729,-0.07815957,-0.07998212,0.0,0.0,-4.0,nan,nan,nan
12075000,0.062495343,0.04373628,0.028111055,-0.001728857,0.0001296816,-0.0008236844,-0.0008236844,0.69894207,-0.04870808,-0.04870808,-0.091996565,0.0,0.0,-4.0,nan,nan,nan
12271000,0.062306825,0.04165017,0.025052255,-0.0018444319,-0.000554045,-0.0006983836,-0.0006983836,0.6992782,-0.06230116,-0.06230116,-0.07598978,0.0,0.0,-4.0,nan,nan,nan
12476000,0.060232237,0.04027806,0.026675062,-0.0018028037,0.0004142581,-0.00079752255,-0.00079752255,0.69920015,-0.07570362,-0.07570362,-0.07999101,0.0,0.0,-4.0,nan,nan,nan
12669000,0.061875165,0.037603516,0.021847337,-0.0018164227,0.0003852765,-0.00028790988,-0.00028790988,0.6997121,-0.04799249,-0.04799249,-0.04799249,-4.0,-4.0,-4.0,nan,nan,nan
12876000,0.064862415,0.03503608,0.02875991,-0.001574729,0.0017198701,-0.0008169756,-0.0008169756,0.69911826,-0.06122935,-0.06122935,-0.08398618,0.0,0.0,-4.0,nan,nan,nan
13072000,0.06535659,0.036976762,0.027893977,-0.0014135762,0.00016671838,-0.00066336757,-0.00066336757,0.69920033,-0.04696262,-0.04696262,-0.07998306,0.0,0.0,-4.0,nan,nan,nan
13276000,0.06533858,0.041391023,0.027381212,-0.0014360975,0.0007319788,-0.00075165625,-0.00075165625,0.69920015,-0.060358763,-0.060358763,-0.07999195,0.0,0.0,-4.0,nan,nan,nan
13480000,0.06695934,0.042171568,0.02842423,-0.0012702044,0.00051542884,-0.0011076966,-0.0011076966,0.6988486,-0.07727766,-0.07727766,-0.09597476,0.0,0.0,-4.0,nan,nan,nan
13676000,0.06967841,0.042051096,0.026688801,-0.0013250965,0.00030453742,-0.0008811964,-0.0008811964,0.69894224,-0.05440688,-0.05440688,-0.0919891,0.0,0.0,-4.0,nan,nan,nan
13871000,0.07071264,0.040513497,0.023549216,-0.0014390888,-0.00022117686,-0.0007165175,-0.0007165175,0.6992783,-0.06953585,-0.06953585,-0.07598508,0.0,0.0,-4.0,nan,nan,nan
14076000,0.0745988,0.039928287,0.028255217,-0.0015326292,-0.0010874657,-0.00083280966,-0.00083280966,0.6985427,-0.0372926,-0.0372926,-0.10797337,0.0,0.0,-4.0,nan,nan,nan
14272000,0.0752468,0.042518258,0.021485215,-0.0015749347,0.00043002074,-0.00067044224,-0.00067044224,0.69920033,-0.047831297,-0.047831297,-0.07998289,0.0,0.0,-4.0,nan,nan,nan
14476000,0.076634176,0.044651467,0.020996785,-0.0014723334,0.0005281763,-0.0007569906,-0.0007569906,0.69920015,-0.061481833,-0.061481833,-0.079990625,0.0,0.0,-4.0,nan,nan,nan
14689000,0.0758723,0.045030877,0.016594507,-0.0014313721,-0.0008473423,0.00033791334,0.00033791334,0.6996621,0.051993333,0.051993333,-0.051993333,4.0,4.0,-4.0,nan,nan,nan
14876000,0.071851864,0.044820823,0.020214714,-0.0014378291,0.0009937274,-0.00070641574,-0.00070641574,0.6992785,-0.0649817,-0.0649817,-0.07597483,0.0,0.0,-4.0,nan,nan,nan
15080000,0.06753859,0.044635445,0.027081886,-0.0015851291,-0.0017903312,-0.0011037225,-0.0011037225,0.69831854,-0.047997832,-0.047997832,-0.11597994,0.0,0.0,-4.0,nan,nan,nan
15276000,0.06596765,0.045638803,0.021505969,-0.001703822,-0.0005769194,-0.00071933254,-0.00071933254,0.69920015,-0.054615617,-0.054615617,-0.079991095,0.0,0.0,-4.0,nan,nan,nan
15476000,0.06533651,0.0434316,0.023129944,-0.001685754,0.00071092066,-0.000856423,-0.000856423,0.69911844,-0.06980264,-0.06980264,-0.08397815,0.0,0.0,-4.0,nan,nan,nan
15676000,0.06644042,0.04005706,0.023088258,-0.0016224922,0.0004321977,-0.0005753627,-0.0005753627,0.6992003,-0.037620783,-0.037620783,-0.07998537,0.0,0.0,-4.0,nan,nan,nan
15876000,0.06919839,0.04079263,0.022998221,-0.0016961984,-0.00010536169,-0.0006724396,-0.0006724396,0.6992002,-0.048072577,-0.048072577,-0.079988316,0.0,0.0,-4.0,nan,nan,nan
16075000,0.067858554,0.038755193,0.022676647,-0.0017644523,-0.00031812632,-0.0006955011,-0.0006955011,0.6992782,-0.061483264,-0.061483264,-0.07598979,0.0,0.0,-4.0,nan,nan,nan
16275000,0.06906269,0.037834,0.022784796,-0.0018232168,-0.00014437441,-0.00064775423,-0.00064775423,0.69935215,-0.07125974,-0.07125974,-0.07199005,0.0,0.0,-4.0,nan,nan,nan
16471000,0.067597225,0.03634742,0.023609582,-0.0018079106,-8.7225715e-05,-0.00059176155,-0.00059176155,0.69927824,-0.04374087,-0.04374087,-0.07598564,0.0,0.0,-4.0,nan,nan,nan
16676000,0.06571895,0.03376181,0.024956336,-0.001727918,-2.4522888e-05,-0.0007289385,-0.0007289385,0.6992004,-0.0562042,-0.0562042,-0.07997996,0.0,0.0,-4.0,nan,nan,nan
16876000,0.06506129,0.030250119,0.026019601,-0.0016755267,-9.424098e-06,-0.00086170045,-0.00086170045,0.6991183,-0.07134855,-0.07134855,-0.08398362,0.0,0.0,-4.0,nan,nan,nan
