timestamp,last_instance_change,instance_changed_count,accel_device_id,baro_device_id,gyro_device_id,mag_device_id,combined_test_ratio[0],combined_test_ratio[1],combined_test_ratio[2],combined_test_ratio[3],combined_test_ratio[4],combined_test_ratio[5],combined_test_ratio[6],combined_test_ratio[7],combined_test_ratio[8],relative_test_ratio[0],relative_test_ratio[1],relative_test_ratio[2],relative_test_ratio[3],relative_test_ratio[4],relative_test_ratio[5],relative_test_ratio[6],relative_test_ratio[7],relative_test_ratio[8],accumulated_gyro_error[0],accumulated_gyro_error[1],accumulated_gyro_error[2],accumulated_gyro_error[3],accumulated_accel_error[0],accumulated_accel_error[1],accumulated_accel_error[2],accumulated_accel_error[3],primary_instance,instances_available,healthy[0],healthy[1],healthy[2],healthy[3],healthy[4],healthy[5],healthy[6],healthy[7],healthy[8],gyro_fault_detected,accel_fault_detected
17768000,5676000,2,1311004,6620172,1311004,197388,0.004771886,0.008251899,0.0047809603,0.004773738,0.008257702,0.0047728335,nan,nan,nan,0.08249149,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
18771000,5676000,2,1311004,6620172,1311004,197388,0.010036012,0.009967502,0.0099579515,0.010019292,0.009971486,0.0099497335,nan,nan,nan,0.084931456,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
19776000,5676000,2,1311004,6620172,1311004,197388,0.0048111617,0.0048305276,0.004858031,0.004822513,0.0048418213,0.0048611704,nan,nan,nan,0.099488,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
20777000,5676000,2,1311004,6620172,1311004,197388,0.014961087,0.014914035,0.014921884,0.014951464,0.014904558,0.0149115985,nan,nan,nan,0.1020574,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
21781000,5676000,2,1311004,6620172,1311004,197388,0.033060938,0.032017905,0.03517963,0.033069313,0.03202027,0.035200346,nan,nan,nan,0.14134833,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
22788000,5676000,2,1311004,6620172,1311004,197388,0.015131282,0.015451169,0.015560968,0.01512598,0.015296482,0.015549465,nan,nan,nan,0.16927375,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
23796000,5676000,2,1311004,6620172,1311004,197388,0.010900132,0.010988357,0.0111142695,0.010894971,0.0109778335,0.011142034,nan,nan,nan,0.19198853,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
24804000,5676000,2,1311004,6620172,1311004,197388,0.042449314,0.042426288,0.04250344,0.04244451,0.042420708,0.042475205,nan,nan,nan,0.21434253,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
25807000,5676000,2,1311004,6620172,1311004,197388,0.018323075,0.018171106,0.012914889,0.0183298,0.018173188,0.018147618,nan,nan,nan,0.32442752,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
26816000,5676000,2,1311004,6620172,1311004,197388,0.0058373096,0.005711701,0.0056852847,0.0058422764,0.0057259984,0.0057218606,nan,nan,nan,0.34682897,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
27824000,5676000,2,1311004,6620172,1311004,197388,0.01892271,0.019138446,0.019079171,0.018923108,0.019112341,0.019044464,nan,nan,nan,0.35864738,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
28825000,5676000,2,1311004,6620172,1311004,197388,0.012728626,0.01237658,0.012399101,0.012728775,0.012366638,0.012398719,nan,nan,nan,0.38915327,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
29828000,5676000,2,1311004,6620172,1311004,197388,0.008813763,0.009630576,0.00964306,0.008816006,0.009641652,0.009631034,nan,nan,nan,0.42190716,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
30840000,5676000,2,1311004,6620172,1311004,197388,0.009136061,0.008809811,0.008815919,0.009133532,0.008823921,0.008814733,nan,nan,nan,0.43292725,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
31852000,5676000,2,1311004,6620172,1311004,197388,0.01740765,0.01736191,0.01736447,0.017405687,0.01736716,0.017363686,nan,nan,nan,0.4426317,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
32856000,5676000,2,1311004,6620172,1311004,197388,0.007198058,0.007543351,0.007520669,0.0071968837,0.0075327763,0.00753178,nan,nan,nan,0.45775834,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
33864000,5676000,2,1311004,6620172,1311004,197388,0.017923176,0.0179178,0.01792587,0.01792217,0.01791743,0.017916648,nan,nan,nan,0.4903863,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
34867000,5676000,2,1311004,6620172,1311004,197388,0.013134815,0.012452197,0.012458917,0.013132709,0.012448447,0.012454353,nan,nan,nan,0.5150851,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
35868000,5676000,2,1311004,6620172,1311004,197388,0.009923672,0.009984616,0.009986702,0.009923443,0.009992384,0.009991861,nan,nan,nan,0.55098116,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
36875000,5676000,2,1311004,6620172,1311004,197388,0.014428448,0.014911308,0.014897426,0.014426647,0.014879238,0.014899664,nan,nan,nan,0.62626785,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
37876000,5676000,2,1311004,6620172,1311004,197388,0.014935652,0.014454687,0.014459176,0.014935027,0.014454694,0.014458253,nan,nan,nan,0.6542416,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
38877000,5676000,2,1311004,6620172,1311004,197388,0.0048171384,0.0049245832,0.004923925,0.004818745,0.0049317125,0.004926862,nan,nan,nan,0.6803293,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
39884000,5676000,2,1311004,6620172,1311004,197388,0.0174085,0.017748833,0.017769556,0.017409084,0.017740935,0.017763123,nan,nan,nan,0.6969542,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
40888000,5676000,2,1311004,6620172,1311004,197388,0.014935416,0.014586511,0.014598328,0.014933439,0.014580132,0.014595684,nan,nan,nan,0.70571876,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
41896000,5676000,2,1311004,6620172,1311004,197388,0.0075506596,0.0076107155,0.0076088915,0.007550221,0.0076512587,0.007614851,nan,nan,nan,0.7284255,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
42899000,5676000,2,1311004,6620172,1311004,197388,0.017891817,0.018444644,0.018405981,0.017893638,0.018400138,0.018422756,nan,nan,nan,0.73918706,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
43904000,5676000,2,1311004,6620172,1311004,197388,0.009568236,0.00915585,0.009140319,0.009570194,0.009134107,0.009137081,nan,nan,nan,0.7629331,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
44917000,5676000,2,1311004,6620172,1311004,197388,0.020398192,0.01995874,0.019952647,0.02039928,0.01995579,0.019963667,nan,nan,nan,0.78155565,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
45924000,5676000,2,1311004,6620172,1311004,197388,0.022791661,0.022161178,0.022389296,0.022791827,0.022179577,0.022230953,nan,nan,nan,0.9174047,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
46936000,5676000,2,1311004,6620172,1311004,197388,0.015369127,0.010812685,0.010949608,0.015369797,0.010809737,0.0108628515,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
47944000,5676000,2,1311004,6620172,1311004,197388,0.014844742,0.011507601,0.011620335,0.014845129,0.0115117505,0.011550246,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
48951000,5676000,2,1311004,6620172,1311004,197388,0.015217265,0.013075903,0.013166772,0.015217513,0.013081372,0.013106995,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
49956000,5676000,2,1311004,6620172,1311004,197388,0.019267462,0.017400587,0.017446037,0.01926758,0.017395154,0.017424967,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
50968000,5676000,2,1311004,6620172,1311004,197388,0.012084637,0.009239276,0.01271068,0.012084794,0.009238717,0.009259655,nan,nan,nan,1.0,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
