timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
433000,0.0007989483,-1.3720046e-10,-0.0002663162,5000,0,-0.0047884034,0.01077408,-9.8593235,5000,0
440000,0.0007989484,0.0005326322,-0.00026631594,7000,0,-0.01795651,-0.0035911305,-9.844957,7000,0
444000,0.0,0.0010652649,-0.0005326318,4000,0,-0.029927524,-0.011970838,-9.807848,4000,0
447000,-0.0007989482,0.0007989485,2.9764147e-10,3000,0,-0.035913024,-0.0119708385,-9.781512,3000,0
451000,-0.0007989482,0.0005326325,0.0007989485,4000,0,-0.03351883,-0.007182434,-9.78989,4000,0
455000,-0.00026631617,0.00053263246,0.00079894834,4000,0,-0.02873042,1.7088674e-07,-9.791088,4000,0
460000,-9.4565696e-11,0.0005326322,0.00026631606,5000,0,-0.016759412,0.0011972715,-9.781511,5000,0
464000,-8.8655354e-11,0.00026631617,-0.00026631617,4000,0,-0.0011971011,0.0071827765,-9.788693,4000,0
467000,-7.092429e-11,-0.0002663161,-0.0005326322,3000,0,-0.001197101,0.01197118,-9.825805,3000,0
471000,0.00026631614,-0.0002663162,1.3082977e-11,4000,0,-0.009576809,0.004788576,-9.853339,4000,0
475000,0.0005326323,0.0002663161,0.0007989485,4000,0,-0.0071826046,1.7178517e-07,-9.842566,4000,0
480000,0.00026631606,0.000532632,0.0010652645,5000,0,0.0011971008,-0.0035911312,-9.822212,5000,0
484000,1.1820715e-10,0.00026631603,0.0010652647,4000,0,0.005985504,-0.004788232,-9.835382,4000,0
487000,7.092429e-11,-1.3944281e-11,0.00079894846,3000,0,0.009576808,0.0011972729,-9.854534,3000,0
492000,0.0,0.0,0.0,5000,0,0.019153614,0.0023943733,-9.837774,5000,0
496000,0.0,4.6480935e-12,-0.00026631617,4000,0,0.025139121,-0.0023940308,-9.804258,4000,0
499000,0.0,-9.296186e-12,0.0005326322,3000,0,0.01675941,-0.010773739,-9.788693,3000,0
504000,0.0002663161,2.1517857e-11,0.00079894834,5000,0,0.009576807,-0.011970838,-9.798269,5000,0
507000,0.0002663161,8.865535e-11,1.5473277e-18,3000,0,0.005985505,-0.0071824337,-9.834185,3000,0
512000,0.0,0.00026631614,-0.0005326322,5000,0,-0.0023942017,-0.010773734,-9.8677025,5000,0
516000,1.477589e-10,0.00079894846,-0.00026631617,4000,0,-0.008379708,-0.010773737,-9.847351,4000,0
520000,-0.00026631617,0.00079894846,-0.0002663161,4000,0,-0.007182605,-0.013167939,-9.811439,4000,0
524000,-0.00026631638,0.0002663161,-0.0007989484,4000,0,-0.005985504,-0.016759245,-9.804258,4000,0
527000,-4.517509e-18,0.00026631606,-0.00079894846,3000,0,-0.005985505,-0.0071824347,-9.812636,3000,0
531000,1.4184857e-10,0.00079894846,-0.00026631617,4000,0,-0.0011971011,1.7117925e-07,-9.807848,4000,0
536000,0.0002663162,0.00079894834,0.000266316,5000,0,-0.0023942017,0.003591473,-9.781511,5000,0
540000,0.00079894863,0.0002663162,0.0005326321,4000,0,0.0,0.005985675,-9.767147,4000,0
544000,0.00079894846,0.00026631623,0.00026631617,4000,0,0.017956512,-0.0011969303,-9.785105,4000,0
547000,0.0002663161,0.0005326322,0.00026631623,3000,0,0.02753332,-0.0023940308,-9.803059,3000,0
553000,5.3193214e-11,0.00026631608,0.0005326322,6000,0,0.015562311,-0.0023940313,-9.782707,6000,0
560000,-3.546214e-11,0.0002663161,0.0002663161,7000,0,-0.0011971008,-0.005985334,-9.749189,7000,0
564000,-1.6549001e-10,0.00079894846,-0.00026631617,4000,0,-0.0023942022,-0.001196931,-9.745598,4000,0
567000,-0.00026631623,0.00053263234,-0.00053263217,3000,0,-0.001197101,1.7019723e-07,-9.751583,3000,0
572000,-0.00079894834,-0.000266316,1.1946939e-10,5000,0,-0.009576807,0.0011972709,-9.745598,5000,0
576000,-0.0007989486,-0.00053263205,0.0007989486,4000,0,-0.0047884043,0.0047885743,-9.7396145,4000,0
579000,7.092427e-11,-0.0007989482,0.0007989486,3000,0,0.014365211,0.004788574,-9.736022,3000,0
584000,0.00079894846,-0.00079894817,0.00026631626,5000,0,0.03112462,0.001197271,-9.751583,5000,0
588000,0.0007989484,-0.00026631617,0.00026631635,4000,0,0.033518832,0.0011972717,-9.787498,4000,0
592000,0.00026631614,-5.1930953e-11,0.0002663162,4000,0,0.015562311,1.7115835e-07,-9.806652,4000,0
596000,0.00026631617,8.0220476e-11,-0.00053263234,4000,0,0.009576809,-0.009576637,-9.800665,4000,0
599000,0.0005326322,-0.00026631608,-0.0010652645,3000,0,0.020350713,-0.008379537,-9.794679,3000,0
603000,0.0002663161,-0.0005326323,-0.0010652647,4000,0,0.019153617,1.70636e-07,-9.776724,4000,0
