timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
951000,1310988,1310988,0,0,0,0,0,243.95163,243.95163,243.95163,243.95163,0.009309945,2.4814444e-06,5.4612478e-12,0.0018954098,0.00069848,-9.795478,4.438602e-05,0.0002663161,6.6579036e-05,14.675246,14.675246
1967000,1310988,1310988,0,0,0,0,0,243.95163,243.95163,243.95163,243.95163,0.011877061,2.6014131e-06,5.7181113e-12,-0.00010409482,0.0024984693,-9.810086,-0.00018526339,0.000301053,9.26317e-05,14.675506,14.675506
2984000,1310988,1310988,0,0,0,0,0,243.95163,243.95163,243.95163,243.95163,0.011390147,2.535013e-06,5.2544475e-12,0.0032920279,0.0063847085,-9.802061,-0.00039947414,-0.00013315806,4.4386015e-05,14.675405,14.675405
3991000,1310988,1310988,0,0,0,0,0,243.95163,243.95163,243.95163,243.95163,0.009620132,2.5659258e-06,4.9455388e-12,0.007565677,0.0058420235,-9.806458,6.391587e-05,8.522115e-05,0.000106526444,14.675302,14.675302
5003000,1310988,1310988,0,0,0,0,0,232.80304,232.80304,232.80304,232.80304,0.009259134,2.6165487e-06,5.231449e-12,-0.011034147,0.006974586,-9.788017,2.3157923e-05,0.000301053,0.00016210547,14.675494,14.675494
5948000,1310988,1310988,0,0,0,0,0,230.11748,230.11748,230.11748,230.11748,0.011978647,2.7389162e-06,5.815924e-12,0.0017696274,-0.004996424,-9.810294,6.947377e-05,0.00025473716,0.000115789626,14.675677,14.675677
6907000,1310988,1310988,0,0,0,0,0,226.48929,226.48929,226.48929,226.48929,0.013189771,2.8244465e-06,5.677082e-12,-0.0015961345,0.0015963058,-9.81064,-0.0007101763,0.00035508815,0.00017754408,14.675293,14.675293
7920000,1310988,1310988,0,0,0,0,0,225.35199,225.35199,225.35199,225.35199,0.013812396,2.9324747e-06,6.27104e-12,0.0037001292,-0.00326465,-9.787606,9.6842225e-05,-4.8421116e-05,0.00019368445,14.6755705,14.6755705
8939000,1310988,1310988,0,0,0,0,0,226.03497,226.03497,226.03497,226.03497,0.011260632,2.7564936e-06,6.1409406e-12,-0.0044200653,0.018048769,-9.803151,0.00024583028,-0.00028680198,-5.0056387e-12,14.675501,14.675501
9948000,1310988,1310988,0,0,0,0,0,226.03497,226.03497,226.03497,226.03497,0.012555872,2.7228273e-06,5.661979e-12,0.0031922697,-0.0005983793,-9.796676,0.00015535107,-0.00015535107,-8.877204e-05,14.675387,14.675387
10924000,1310988,1310988,0,0,0,0,0,226.0119,226.0119,226.0119,226.0119,0.010985318,2.7643612e-06,5.5936232e-12,0.0027206833,-0.002611687,-9.7937,0.000121052784,-0.00014526334,7.263167e-05,14.675495,14.675495
11944000,1310988,1310988,0,0,0,0,0,226.0119,226.0119,226.0119,226.0119,0.010763632,2.7657952e-06,5.788829e-12,-0.0023942015,0.004164,-9.792286,9.263169e-05,6.947377e-05,-6.947377e-05,14.675367,14.675367
12976000,1310988,1310988,0,0,0,0,0,226.24785,226.24785,226.24785,226.24785,0.011750333,2.6163864e-06,5.296388e-12,-0.005006058,0.0027208552,-9.826349,-7.263167e-05,0.00021789501,0.00019368445,14.675504,14.675504
13976000,1310988,1310988,0,0,0,0,0,226.00377,226.00377,226.00377,226.00377,0.012957282,2.81673e-06,6.1974644e-12,-0.004163829,0.00031245797,-9.786768,0.0,-0.00023157924,-2.3157927e-05,14.675611,14.675611
