timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
20396000,20396000,2.6779451,3.5801747,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
20408000,20408000,-3.0172377,3.8070374,-2.5132744,-1.2566372,-1.23532e-07,1.256637,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
21396000,21396000,-2.352363,3.5789516,-2.5130496,-1.2564156,0.00022199907,1.2568626,2.5135016,-0.001840732,-0.00035375328,-0.00014147544,-0.0014972712,-0.0025474608,-0.001153301,-0.0008933549,0.00060118147,0.0012649,0.0001805647,0.20000151,0.20000078,0.19999886,0.1999986,0.20000024
22394000,22394000,0.30156544,3.619129,-2.508515,-1.2497805,0.004662045,1.2578459,2.5145411,-0.015911935,-0.0011849925,0.00789636,-0.0011354238,-0.015866345,-0.009673579,-0.01446336,-0.0019729214,0.010537834,0.00582686,0.19851008,0.20002398,0.20150878,0.20090519,0.19905196
23392000,23392000,0.19333303,3.5500088,-2.5079067,-1.2481872,0.004086483,1.2549441,2.5123603,0.026169002,0.0050592953,-0.008669592,0.0037518812,0.02532971,0.009358811,0.016995143,-0.0006307718,-0.019173957,-0.013117383,0.19750412,0.20033576,0.20271571,0.2013309,0.19811353
24396000,24396000,0.12266844,3.4894304,-2.5052538,-1.2433233,0.0040574498,1.2496747,2.5087113,0.006156668,-0.0041347547,-0.010892509,-0.0049880864,0.0056066923,0.0039548534,0.0077707428,-0.0007383522,-0.009844096,-0.0070621613,0.19522326,0.20103802,0.20546526,0.20229036,0.19598308
25396000,25396000,0.076184765,3.4766498,-2.504541,-1.2429059,0.003588796,1.2489465,2.508706,-0.015459033,-0.008938573,-0.002036459,-0.0041253013,-0.0124393925,0.0030778223,-0.0021240304,0.0024053298,0.010385322,0.010903151,0.19510892,0.20135385,0.20577769,0.20216127,0.19559824
26399000,26399000,0.06499986,3.4702344,-2.503994,-1.2422054,0.0035707643,1.2483242,2.5084245,-0.0058094803,-0.004755444,0.00042723567,0.0026547506,-0.0011657248,0.0007045978,-0.0044646496,-0.005067941,-0.00035367394,0.003275825,0.19484569,0.20150258,0.20613852,0.20222823,0.19528496
27396000,27396000,0.06283044,3.4681253,-2.5039465,-1.2420778,0.0034506305,1.2479696,2.5081704,-0.014296336,-0.0043698656,-0.0034896787,-0.012715033,-0.019515656,-0.007010332,-0.0046911114,0.0053509576,0.009394039,0.0018183308,0.1947434,0.20154649,0.20627017,0.20226297,0.19517697
28389000,28389000,0.068187274,3.4671335,-2.5039737,-1.2419521,0.0034572666,1.2477512,2.5079281,-0.0018881161,0.0026042447,0.0078234235,0.006690114,0.0006778493,0.0009848733,-0.0030975132,-0.00013607742,0.0057518203,0.0065283366,0.19464488,0.2015362,0.20636447,0.20232958,0.1951249
29384000,29384000,0.06213782,3.4647841,-2.5040088,-1.2419696,0.0031779094,1.2472898,2.5076146,0.005499794,-0.0033126015,-0.007794052,-0.0019436675,0.0063502467,0.0054939664,0.007373034,-0.00032328645,-0.007029705,-0.0035352434,0.19456534,0.20160103,0.20648597,0.20233716,0.1950106
30384000,30384000,0.06828346,3.4646065,-2.503872,-1.24171,0.0034107303,1.2473856,2.507649,0.0020469709,-0.00012901571,-0.0028297966,-0.0023914934,0.0006259824,7.0292626e-06,0.0021690219,0.00079211587,-0.0022051048,-0.002733848,0.19450553,0.20157436,0.2065306,0.2023904,0.1949991
31396000,31396000,0.061355103,3.4637237,-2.5040483,-1.2419697,0.003068331,1.2470733,2.507441,-0.012430775,-0.008736736,-0.006940555,-0.009444805,-0.012871498,-0.0060847825,-0.0067846766,-0.003531552,-0.00078956387,-0.0023261607,0.1945186,0.20161955,0.20654523,0.20235388,0.19496274
32396000,32396000,0.062287495,3.463408,-2.5040848,-1.2419662,0.003023236,1.2469577,2.5073287,0.003604249,0.004449835,0.0006845119,-0.0025244139,-0.0007688062,-0.00407926,0.0002085897,0.0023244505,-0.00056182535,-0.0045585157,0.19448774,0.2016212,0.20657761,0.20237172,0.19494173
33400000,33400000,0.053774834,3.4605021,-2.504021,-1.2419112,0.0027597358,1.2465022,2.5070732,0.008630526,0.007790451,-0.0011793316,-0.0060150833,-2.9162264e-05,-0.014336517,-0.0050582066,-0.0029860656,-0.0108124055,-0.017937697,0.19440375,0.20170847,0.20671754,0.20236781,0.19480245
34396000,34396000,0.05646414,3.4577184,-2.5038228,-1.2414999,0.0028135667,1.2461199,2.5067735,0.0108791115,0.00067500584,0.0029319199,0.0143962465,0.019479282,0.0118593685,0.006103218,-0.005246736,-0.0067518903,0.0037864142,0.19421317,0.2017446,0.20693505,0.20246114,0.19464609
35391000,35391000,0.0488865,3.4530609,-2.503529,-1.2411106,0.0026639062,1.2455367,2.506458,-0.010609911,-0.0063056066,0.0016172882,0.0023944874,-0.005143374,0.010192454,0.0031601773,0.005029114,0.01312656,0.016444206,0.19402301,0.20186186,0.20720251,0.20250264,0.19440988
36397000,36397000,0.02299765,3.4453897,-2.5027978,-1.2404801,0.0022923427,1.2446299,2.506223,-0.0053903675,-0.003692685,0.0035200978,0.006424091,0.0009683231,0.0045294994,-0.0026084268,-0.0032209912,0.00340715,0.008307197,0.19378866,0.20215684,0.20762543,0.20245843,0.19397067
37397000,37397000,0.014566201,3.4393144,-2.5022922,-1.2398086,0.0021008798,1.2437291,2.5057411,0.003034118,0.0015467289,-0.0072106374,-0.011311117,-0.005054574,-0.005516733,0.003346336,0.004690246,-0.0031610932,-0.009607319,0.19347765,0.2023405,0.20805845,0.2025309,0.1935925
38396000,38396000,-0.002952014,3.4327602,-2.5014474,-1.2389622,0.0019089178,1.2428758,2.505517,0.0018234324,0.0012064805,-0.0050702314,-0.008459711,-0.004262455,-0.005599321,0.0009068278,0.0023403496,-0.0031337894,-0.008143549,0.19318755,0.2026165,0.20852742,0.20253158,0.19313699
39392000,39392000,0.040108293,3.4260216,-2.5012941,-1.2375748,0.00275267,1.2421637,2.5043495,-0.0082892645,-0.0027676376,-0.005808262,-0.013150841,-0.0148309255,-0.010981618,-0.005906106,0.00081861205,0.00012767408,-0.0071727866,0.1925038,0.20241632,0.2091081,0.20307358,0.19289811
40391000,40391000,0.05692008,3.4083288,-2.5002754,-1.2351378,0.0030051013,1.2396382,2.5022397,-0.029214548,-0.013379648,-0.0030139703,-0.011857219,-0.028230418,-0.006048923,-0.0119363945,0.0010152068,0.015029268,0.010989983,0.19128124,0.20259891,0.21048537,0.20369749,0.19193694
41395000,41395000,0.060470484,3.393465,-2.4991384,-1.2330539,0.0032413711,1.2377741,2.5008833,0.0038107103,-0.0043348405,0.00013043452,0.0109195765,0.013468096,0.017990828,0.0104950005,0.00061126106,0.0015754938,0.012324739,0.1903539,0.2028222,0.21158695,0.20411462,0.19112231
42396000,42396000,0.060622055,3.380632,-2.498334,-1.2315166,0.0031918462,1.2359964,2.4995859,-0.0032715728,-0.009767465,-0.003899761,0.006178528,0.0068490915,0.0061386977,-0.002335126,-0.010972472,-0.008295292,0.0023371978,0.1895899,0.20303471,0.21251498,0.20443851,0.19042186
43396000,43396000,0.056214828,3.3768396,-2.4981017,-1.2312187,0.0030128332,1.2354472,2.4992795,0.010530019,0.0041921837,-0.0010742669,0.0016906864,0.0089308685,0.01234821,0.015920756,0.0111394,0.0045944704,0.0051544323,0.18942629,0.20314251,0.21275255,0.20446752,0.19021107
44395000,44395000,0.061874963,3.3765643,-2.4983058,-1.2312168,0.003012176,1.2352457,2.4989488,0.006255175,0.0009609022,-0.00078441284,0.0032300763,0.0076879766,-0.0021059024,-0.0019797697,-0.006853236,-0.010109271,-0.007274103,0.18933696,0.20308474,0.21280995,0.2045587,0.19020969
45393000,45393000,0.12839174,3.3610172,-2.4274433,-1.1596081,0.07270932,1.3029877,2.5673478,-0.011283381,-0.017020756,0.00022758322,0.016896507,0.010292565,0.046747226,0.026236266,0.014610084,0.027001105,0.04719534,0.18845938,0.20337847,0.21391086,0.20489648,0.18935479
46389000,46389000,0.041300654,3.3292227,-2.507169,-1.2377537,-0.009412605,1.2167683,2.4824789,0.006501153,0.004644377,-0.0035835602,-0.007140459,-0.0010487449,-0.00848555,-0.00018110195,0.0006598585,-0.0067923637,-0.012701864,0.18665956,0.20397422,0.21617538,0.2055873,0.18760368
47388000,47388000,0.039554436,3.328548,-2.505469,-1.2361437,-0.00792855,1.218259,2.484104,-0.00027174514,0.0020114353,0.002964113,0.0013838237,-0.00066952064,-0.002525617,-0.0027971119,-0.00077562395,0.0008000253,-0.00022275046,0.18666202,0.20403399,0.21620986,0.20554681,0.18754737
48144000,48144000,0.040694688,3.328803,-2.5053186,-1.2359688,-0.007713441,1.218477,2.4842825,-0.0023240075,0.0020701461,0.0040613706,0.0011224578,-0.0029227317,-0.0029997702,-0.0036934973,0.00014448081,0.003307415,0.0014817838,0.18666324,0.20401624,0.2161976,0.20555761,0.18756525
