timestamp,timestamp_sample,vibe[0],vibe[1],vibe[2],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
691000,691000,1.6118292e-11,4.0596406e-06,0.0075482745,1.8017801e-05,0.000705326,4.6419955e-06,512,0,0.70622146,3.5000029,0.0,nan,nan,1.1754944e-38,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
703000,703000,1.6287756e-11,4.120497e-06,0.007710911,2.6331594e-05,0.0013432506,1.7404585e-05,512,0,0.7097526,3.5000114,0.0,nan,nan,1.1754944e-38,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
887000,887000,1.7835816e-11,4.771606e-06,0.008128492,2.782463e-05,0.0014352207,0.00266151,512,0,1.3943677,1.5657496,0.0,nan,nan,0.0023452968,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1084000,1084000,2.0719313e-11,5.2136625e-06,0.008229606,7.383287e-06,0.00051176,8.4410836e-05,512,0,1.2424896,1.2407377,0.0,nan,nan,0.001746625,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1285000,1285000,2.2325475e-11,5.5341493e-06,0.010050645,1.8897503e-06,0.00060546445,0.0060857367,512,0,0.96972084,1.0187794,0.0,nan,nan,0.0016700643,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1487000,1487000,2.2558023e-11,5.45105e-06,0.0101043265,5.5120386e-06,0.00073844474,0.0059370087,512,0,0.8042647,0.89158815,0.0,nan,nan,0.0024231651,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1688000,1688000,2.2257127e-11,5.48461e-06,0.010679355,1.6153914e-05,0.0007787211,0.0050568166,512,0,0.7064711,0.8108461,0.0,nan,nan,0.00097072846,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1887000,1887000,2.2237682e-11,5.7154257e-06,0.0117073795,3.5017394e-05,0.00082571054,0.00070491416,512,0,0.65813667,0.75796777,0.0,nan,nan,0.00011812167,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2088000,2088000,2.3594238e-11,6.116896e-06,0.01152111,6.612074e-05,0.0009615818,0.0019883323,512,0,0.6710615,0.72972083,0.0,nan,nan,0.0006654593,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2292000,2292000,2.416867e-11,6.1510755e-06,0.01113671,9.242187e-05,0.00094468263,0.0012979388,512,0,0.6746864,0.7141028,0.0,nan,nan,0.00056430866,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2480000,2480000,2.4252577e-11,6.091698e-06,0.0110526895,0.00014652743,0.0011199454,0.00092073856,512,0,0.6648816,0.72081,0.0,nan,nan,0.00044946966,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2687000,2687000,2.3361318e-11,5.9914955e-06,0.012678575,0.000115310424,0.0013775711,0.0027467432,512,0,0.6819193,0.7257008,0.0,nan,nan,0.000115862575,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2889000,2889000,2.120086e-11,5.6880726e-06,0.011057737,9.0248424e-05,0.00178055,0.00392254,512,0,0.67413443,0.7322368,0.0,nan,nan,0.0009169932,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3084000,3084000,1.980119e-11,5.863865e-06,0.01284932,7.0581234e-05,0.0017101039,0.0037841154,512,0,0.6668602,0.7415401,0.0,nan,nan,0.0012067812,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3284000,3284000,2.2444002e-11,5.99918e-06,0.011431003,8.488639e-05,0.001121663,0.001975988,512,0,0.6460966,0.7476111,0.0,nan,nan,4.4719873e-05,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3484000,3484000,2.3182024e-11,5.9761164e-06,0.009891752,8.478551e-05,0.0017950315,0.002996483,512,0,0.64253,0.761173,0.0,nan,nan,0.00074467866,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3687000,3687000,2.0856797e-11,5.7764632e-06,0.011095067,8.711046e-05,0.001558297,0.0018753175,512,0,0.6233882,0.78841865,0.0,nan,nan,0.00028491483,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3891000,3891000,2.0047158e-11,5.8783767e-06,0.010150697,0.00011469138,0.002367582,0.003579146,512,0,0.604734,0.79526216,0.0,nan,nan,0.0007115441,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4088000,4088000,1.9787299e-11,5.851978e-06,0.008997126,0.00014429637,0.002875843,0.004303749,512,0,0.58744025,0.7997274,0.0,nan,nan,0.0029001546,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4288000,4276000,2.1309992e-11,5.9292715e-06,0.008912065,0.00013116281,0.0038596857,0.006623838,512,0,0.5621114,0.7973644,0.0,nan,nan,0.0026856062,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4491000,4479000,2.0792462e-11,6.078413e-06,0.011608318,0.00010201631,0.0018730399,0.0021721816,512,0,0.5476519,0.8190429,0.0,nan,nan,0.00065777515,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4687000,4676000,1.9547254e-11,5.7762204e-06,0.010287361,8.8556575e-05,0.0017545841,0.002366604,512,0,0.53826565,0.8173123,0.0,nan,nan,0.0020316702,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4884000,4871000,2.1733164e-11,5.9027557e-06,0.009976357,7.656606e-05,0.0017924407,0.0029331872,512,0,0.51951534,0.80960494,0.0,nan,nan,0.00055960525,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
5087000,5076000,2.1942765e-11,5.8932533e-06,0.009304001,5.4716857e-05,0.0011120208,0.0017348881,512,0,0.5160507,0.8099121,0.0,nan,nan,0.001144962,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
5288000,5276000,2.5912878e-11,6.260051e-06,0.010446983,6.684627e-05,0.0013317695,0.0021595685,512,0,0.50782615,0.80517143,0.0,nan,nan,0.0012709775,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
5491000,5480000,2.3359021e-11,6.0332545e-06,0.010364309,9.998409e-05,0.0016849285,0.0023853004,512,0,0.49813554,0.79940146,0.0,nan,nan,0.00079477025,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
5685000,5607000,2.2717057e-11,5.943282e-06,0.010788376,5.888443e-05,0.00096650515,0.00094591803,512,0,0.59753996,0.80829626,0.0,nan,nan,0.00043535253,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
5885000,5877000,2.2570066e-11,5.9662525e-06,0.011080044,5.4867876e-05,0.0009947892,0.0013339947,512,0,0.5975932,0.782468,0.0,nan,nan,0.0012383503,0.0,0.0,0.0,0.069,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
6083000,6076000,2.1844214e-11,5.8430765e-06,0.012240098,4.714237e-05,0.0014806137,0.0024806939,512,0,0.59008473,0.77865916,0.0,nan,nan,0.00078694324,0.0,0.0,0.0,0.069,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
6283000,6275000,2.93362e-11,6.756957e-06,0.01728638,5.458518e-05,0.0010854357,0.0016314687,512,0,0.55655485,0.7827387,0.0,nan,nan,0.0011650776,0.0,0.0,0.0,0.069,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
6491000,6479000,3.200577e-11,7.217793e-06,0.019084195,3.7941718e-05,0.0007736558,0.001180074,512,0,0.54392755,0.77065736,0.0,nan,nan,0.0018239646,0.0,0.0,0.0,0.069,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
6696000,6683000,2.7052728e-11,6.5785566e-06,0.016397923,1.2584808e-05,0.0003432051,0.0007738763,512,0,0.56079865,0.77414876,0.0,nan,nan,0.0017086742,0.0,0.0,0.0,0.069,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
6891000,6884000,2.4473295e-11,6.478994e-06,0.013241312,1.0223055e-05,0.0007212169,0.0015496513,512,0,0.5573758,0.7723735,0.0,nan,nan,0.00067965547,0.0,0.0,0.0,0.069,1311004,1311004,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
7087000,7087000,2.2283994e-11,6.2250824e-06,0.01287689,0.00034175446,0.0013243022,0.0028448792,531,0,0.5373091,0.76581883,0.0064814845,nan,nan,0.0005532344,0.0,0.0,0.0,0.069,1311004,1311004,6620172,197388,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
7276000,7276000,2.2252995e-11,6.090097e-06,0.015297991,0.0005217487,0.0013739151,0.0028350553,531,0,0.4980496,0.76777583,0.0049611563,nan,nan,0.0006534789,0.0,0.0,0.0,0.069,1311004,1311004,6620172,197388,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
7488000,7488000,2.435104e-11,6.3773496e-06,0.01616186,0.00011796652,0.0008906181,0.0011593894,531,0,0.4779267,0.75858456,0.0033186649,nan,nan,5.0242397e-05,0.0,0.0,0.0,0.069,1311004,1311004,6620172,197388,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
