timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
967000,967000,1310988,0.0,0.0005326322,-0.0005326322,14.674995,0,1
1976000,1976000,1310988,0.0010652645,0.0,0.0005326322,14.675344,0,1
2972000,2972000,1310988,-0.0005326322,-0.0010652645,-0.0005326322,14.675167,0,1
3971000,3971000,1310988,0.0,0.0005326322,0.0005326322,14.675202,0,1
4976000,4976000,1310988,-0.0005326322,0.0005326322,0.0005326322,14.675256,0,1
5967000,5967000,1310988,0.0,-0.0005326322,0.0,14.674923,0,1
6969000,6969000,1310988,0.0,0.0005326322,0.0,14.67549,0,1
7968000,7968000,1310988,-0.0010652645,0.0,0.0005326322,14.676138,0,1
8967000,8967000,1310988,-0.0005326322,-0.0005326322,0.0005326322,14.676149,0,1
9971000,9971000,1310988,0.0,0.0005326322,0.0005326322,14.674706,0,1
10972000,10972000,1310988,0.0,0.0,0.0010652645,14.674937,0,1
11976000,11976000,1310988,0.0,0.0005326322,0.0,14.674943,0,1
12972000,12972000,1310988,0.0005326322,0.0005326322,0.0010652645,14.675817,0,1
13976000,13976000,1310988,0.0005326322,0.0,0.0010652645,14.6752,0,1
14972000,14972000,1310988,0.0,-0.0005326322,-0.0010652645,14.675889,0,1
15968000,15968000,1310988,0.0005326322,0.0005326322,0.0005326322,14.676041,0,1
16964000,16964000,1310988,0.0005326322,0.0005326322,-0.0005326322,14.6756315,0,1
17972000,17972000,1310988,-0.0005326322,0.0005326322,-0.0005326322,14.675548,0,1
18972000,18972000,1310988,0.0,0.0005326322,0.0,14.675262,0,1
19967000,19967000,1310988,-0.0010652645,-0.0010652645,0.0,14.676217,0,1
20972000,20972000,1310988,-0.0026631611,-0.0010652645,0.0005326322,14.676044,0,1
21972000,21972000,1310988,0.0063915867,0.0053263223,0.0010652645,14.67496,0,1
22967000,22967000,1310988,-0.0026631611,0.0031957934,0.0,14.67263,0,1
23972000,23972000,1310988,0.0005326322,-0.009054748,0.0,14.671308,0,1
24976000,24976000,1310988,0.0037284256,-0.0015978967,0.0005326322,14.671027,0,1
25972000,25972000,1310988,0.0015978967,0.002130529,0.0005326322,14.671288,0,1
26976000,26976000,1310988,0.0010652645,0.0010652645,-0.0005326322,14.670763,0,1
27976000,27976000,1310988,-0.0005326322,0.0,0.0005326322,14.670413,0,1
28971000,28971000,1310988,0.0005326322,0.0037284256,-0.0005326322,14.670627,0,1
29965000,29965000,1310988,0.0005326322,-0.004261058,0.0,14.670803,0,1
30975000,30975000,1310988,0.0010652645,0.0,-0.0005326322,14.67088,0,1
31976000,31976000,1310988,-0.0010652645,-0.0031957934,0.0,14.670865,0,1
32971000,32971000,1310988,0.0,0.0037284256,0.0,14.670093,0,1
33972000,33972000,1310988,-0.002130529,0.004261058,0.0,14.67025,0,1
34968000,34968000,1310988,-0.0031957934,-0.0058589545,0.0,14.670424,0,1
35971000,35971000,1310988,0.0015978967,0.0005326322,-0.0010652645,14.670227,0,1
36967000,36967000,1310988,-0.0015978967,-0.0037284256,-0.0005326322,14.671313,0,1
37971000,37971000,1310988,0.004261058,0.0010652645,-0.0005326322,14.670161,0,1
38967000,38967000,1310988,-0.0053263223,-0.0053263223,-0.0005326322,14.670724,0,1
39968000,39968000,1310988,-0.0005326322,-0.0005326322,-0.0010652645,14.670088,0,1
40975000,40975000,1310988,-0.0010652645,0.0,0.0,14.670527,0,1
41971000,41971000,1310988,0.0015978967,0.0,0.0,14.670933,0,1
42971000,42971000,1310988,-0.009054748,-0.0010652645,0.0,14.670014,0,1
43967000,43967000,1310988,0.007989483,0.0015978967,-0.0005326322,14.670788,0,1
44971000,44971000,1310988,-0.36645097,-0.03089267,0.2647182,14.670227,0,1
45972000,45972000,1310988,-0.020240024,0.0015978967,-0.020772656,14.673966,0,1
46976000,46976000,1310988,-0.0005326322,-0.0005326322,0.002130529,14.675834,0,1
47972000,47972000,1310988,-0.0015978967,-0.0015978967,-0.0005326322,14.675872,0,1
48972000,48972000,1310988,0.0,0.0005326322,-0.0010652645,14.675505,0,1
49968000,49968000,1310988,-0.0005326322,-0.0005326322,0.0005326322,14.6756525,0,1
50968000,50968000,1310988,0.0005326322,0.0005326322,0.0005326322,14.6757965,0,1
