timestamp,speed_xy,speed_up,speed_down,want_takeoff
11116000,3.0,3.0,1.0,0
11135000,3.0,3.0,1.0,0
12112000,3.0,3.0,1.0,0
13117000,3.0,3.0,1.0,0
14116000,3.0,3.0,1.0,0
15115000,3.0,3.0,1.0,0
16117000,3.0,3.0,1.0,0
17116000,3.0,3.0,1.0,0
17932000,3.0,3.0,1.0,0
44653000,3.0,3.0,1.0,0
44672000,3.0,3.0,1.0,0
45656000,3.0,3.0,1.0,0
46656000,3.0,3.0,1.0,0
47657000,3.0,3.0,1.0,0
48651000,3.0,3.0,1.0,0
49656000,3.0,3.0,1.0,0
50656000,3.0,3.0,1.0,0
