gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],x,y,z,vx,vy,vz,ax,ay,az,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
-0.0043439884,0.0036971169,0.0017610963,-0.104037225,-0.08865011,-9.789341,-0.0011457804,-0.0010984319,-0.066291355,-0.004549163,0.0041975155,0.0019979405,0.030575946,-0.028775757,-0.0039401995,-0.699108,-0.18531097,0.87368095
-0.0070043947,0.011525386,-0.0016212682,0.27021784,0.011558345,-9.749265,-0.0010960308439412485,-0.0010925678654834761,-0.06629880246022031,-0.004422137007343941,0.004343508870869033,0.0020015410823745407,0.036813104660954714,0.01672570879314566,-0.0011648755152998775,-0.6989300720930232,-0.18480382198286413,0.873823911750306
0.0054493425,0.0116058905,-0.0075391084,-0.007680188,-0.27661827,-9.8417015,-0.001046281287882497,-0.0010867038309669524,-0.06630624992044064,-0.004295111014687883,0.0044895022417380664,0.002005141664749082,0.04305026332190943,0.06222717458629132,0.0016104484694002448,-0.6987521441860465,-0.18429667396572827,0.873966873500612
0.0027441075,-0.016545432,0.023620684,0.09379045,0.08148201,-9.669836,-0.0009965317318237454,-0.0010808397964504285,-0.06631369738066095,-0.004168085022031824,0.0046354956126070995,0.0020087422471236228,0.04928742198286414,0.10772864037943698,0.004385772454100368,-0.6985742162790697,-0.1837895259485924,0.874109835250918
0.0062525845,0.005412609,-0.014274509,-0.25578645,-0.44481882,-9.811958,-0.0009467821757649939,-0.0010749757619339046,-0.06632114484088127,-0.004041059029375765,0.0047814889834761325,0.002012342829498164,0.05552458064381885,0.15323010617258265,0.0071610964388004895,-0.698396288372093,-0.18328237793145655,0.874252797001224
-0.0095846625,-0.0046023265,0.014320122,0.20347928,0.108126864,-9.675254,-0.0008970326197062423,-0.0010691117274173806,-0.0663285923011016,-0.003914033036719706,0.004927482354345166,0.002015943411872705,0.061761739304773564,0.19873157196572827,0.009936420423500611,-0.6982183604651162,-0.18277522991432069,0.87439575875153
-0.0017664616,0.00896371,-0.013308793,-0.42725942,-0.435663,-9.818781,-0.0008472830636474908,-0.001063247692900857,-0.06633603976132191,-0.003787007044063648,0.005073475725214199,0.002019543994247246,0.06799889796572828,0.24423303775887395,0.012711744408200736,-0.6980404325581395,-0.18226808189718482,0.874538720501836
-0.016258538,0.003921151,0.0022711498,-0.4580912,-0.3083762,-9.886014,-0.0007975335075887393,-0.001057383658384333,-0.06634348722154222,-0.0036599810514075888,0.005219469096083232,0.002023144576621787,0.074236056626683,0.2897345035520196,0.015487068392900859,-0.6978625046511627,-0.18176093388004896,0.874681682252142
-0.017478019,0.016830377,0.0034730309,0.2626123,-0.057858612,-9.769809,-0.0007477839515299877,-0.001051519623867809,-0.06635093468176255,-0.0035329550587515305,0.005365462466952265,0.0020267451589963278,0.0804732152876377,0.33523596934516525,0.01826239237760098,-0.697684576744186,-0.1812537858629131,0.874824644002448
-0.01511593,-0.016460717,0.009429177,-0.18605942,-0.068709925,-9.736858,-0.0006980343954712362,-0.0010456555893512852,-0.06635838214198286,-0.0034059290660954714,0.005511455837821297,0.002030345741370869,0.08671037394859242,0.3807374351383109,0.021037716362301104,-0.6975066488372093,-0.1807466378457772,0.874967605752754
-0.012550509,0.019341584,-0.01405957,-0.020102808,-0.19039258,-9.757682,-0.0006482848394124848,-0.0010397915548347614,-0.06636582960220318,-0.003278903073439413,0.005657449208690331,0.00203394632374541,0.09294753260954713,0.4262389009314565,0.02381304034700122,-0.6973287209302325,-0.18023948982864135,0.87511056750306
-0.0071439357,-0.011576766,0.017121667,0.11248629,-0.02599575,-9.707198,-0.0005985352833537331,-0.0010339275203182375,-0.0663732770624235,-0.003151877080783354,0.005803442579559364,0.002037546906119951,0.09918469127050186,0.4717403667246022,0.02658836433170135,-0.6971507930232558,-0.1797323418115055,0.875253529253366
-0.004991021,0.017265368,-0.007458071,-0.32065162,-0.23364516,-9.947834,-0.0005487857272949816,-0.0010280634858017136,-0.06638072452264382,-0.0030248510881272952,0.005949435950428397,0.002041147488494492,0.10542184993145656,0.5172418325177479,0.029363688316401473,-0.696972865116279,-0.17922519379436963,0.875396491003672
0.0060874624,-0.006812763,0.0069411723,0.3361587,0.10351224,-9.5624895,-0.0004990361712362302,-0.0010221994512851897,-0.06638817198286413,-0.0028978250954712365,0.006095429321297429,0.002044748070869033,0.11165900859241126,0.5627432983108935,0.03213901230110159,-0.6967949372093023,-0.17871804577723377,0.8755394527539779
0.004981186,0.004553488,-0.0028549058,-0.43662605,-0.43698034,-9.922865,-0.00044928661517747853,-0.001016335416768666,-0.06639561944308446,-0.0027707991028151774,0.006241422692166463,0.002048348653243574,0.11789616725336599,0.6082447641040392,0.03491433628580172,-0.6966170093023255,-0.1782108977600979,0.875682414504284
0.0062973103,-0.00020959934,0.0047453907,0.41576192,0.2798269,-9.568708,-0.000399537059118727,-0.001010471382252142,-0.06640306690330477,-0.002643773110159119,0.006387416063035495,0.002051949235618115,0.12413332591432072,0.6537462298971849,0.03768966027050184,-0.6964390813953488,-0.17770374974296205,0.87582537625459
