x,y,z,vx,vy,vz,ax,ay,az,DTMode
-0.006968365,0.0057003875,-0.067152835,-0.011285396,0.011970675,0.00081536936,0.06628186,0.25743976,-0.22063938,2_3
-0.0064662667,0.005007444,-0.06729202,-0.010575055,0.01119343,0.001240675,0.3474256,0.6513431,0.18936238,2_3
-0.0058774105,0.0042018057,-0.06737841,-0.008642374,0.009977409,0.0015111471,0.6278184,0.5619155,0.35722148,2_3
-0.0053655314,0.003581249,-0.067477494,-0.011771295,0.007739454,-0.0006245844,-0.119229496,-0.16098054,0.004059035,2_3
-0.0050220233,0.0031438614,-0.06746953,-0.009253437,0.008412887,0.0016523191,0.1360783,0.22633854,0.15169972,2_3
-0.004668798,0.0028777965,-0.06741206,-0.007856272,0.007651683,0.0011259202,0.28349793,-0.56255126,0.09546859,2_3
-0.004387926,0.0028094952,-0.06735875,-0.009132194,0.009039707,0.000925626,0.10054702,-0.5220732,-0.052230943,2_3
-0.004289761,0.0028125434,-0.06730209,-0.0087103015,0.007901161,0.00067877176,0.763179,-0.6844323,-0.02283283,2_3
-0.0041520046,0.0028724594,-0.0672811,-0.007764865,0.011886557,0.0015482636,0.12068913,-0.2872724,0.05492345,2_3
-0.004128082,0.0029919136,-0.06728084,-0.011288162,0.008893802,0.0007215077,-0.4374047,-0.1842452,-0.15775438,2_3
-0.004245173,0.0028496243,-0.067223266,-0.0096257785,0.0050332076,0.0016114538,0.2877861,0.06368307,-0.019316876,2_3
-0.004380443,0.0028493588,-0.06710913,-0.009872396,0.0080004595,0.0014428169,-0.3287428,-0.23663276,-0.036506224,2_3
-0.00441192,0.0025851298,-0.06717728,-0.00992002,-0.00088200043,-0.0020954479,0.08421972,-0.053666413,0.5279856,2_3
-0.004887097,0.0009308412,-0.06889424,-0.018544588,-0.0069964505,-0.029802576,-0.07807627,0.7955355,-0.3822265,2_3
-0.0071312073,-0.002593911,-0.074285194,-0.048780914,-0.041647207,-0.08667236,-0.19876975,-0.9851922,-1.7456242,2_3
-0.013114759,-0.009462373,-0.087544054,-0.08118673,-0.06865674,-0.17694557,0.1324964,0.021917704,-1.317933,2_3
-0.022738805,-0.019293258,-0.11107899,-0.111891635,-0.09178623,-0.27264044,-0.16204792,0.23085995,0.41362864,2_3
-0.035644893,-0.031107165,-0.14527576,-0.12808916,-0.10515665,-0.37148046,-0.5349707,-2.065004,-1.1134485,2_3
-0.052113965,-0.043577086,-0.19477403,-0.13179396,-0.086852185,-0.45387298,1.6469789,0.90123206,0.054026384,2_3
-0.06862794,-0.054431766,-0.24914724,-0.14263634,-0.10223523,-0.47998115,-0.5967839,-1.2856457,0.38788402,2_3
-0.08334673,-0.06438106,-0.29896617,-0.13102125,-0.11596012,-0.45573387,0.7189953,-0.6529836,0.28156164,2_3
-0.097538486,-0.07429773,-0.34924895,-0.123866834,-0.10906977,-0.42692438,0.17709666,0.8005979,-0.35815772,2_3
-0.10909934,-0.08334648,-0.39535964,-0.10387478,-0.096556395,-0.38086325,-0.030579058,1.870552,2.3196676,2_3
-0.117557116,-0.0924017,-0.4389667,-0.07155213,-0.12270173,-0.34773397,0.30919844,-0.6448135,-1.7421013,2_3
-0.12118572,-0.09983436,-0.47039852,-0.04765987,-0.12086308,-0.3074289,-0.49387056,-0.5959014,-0.39690378,2_3
