magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],timestamp,DTMode
0.27390838,-0.034763396,0.4759329,44632000,2_7
0.27349147,-0.03303062,0.47380123,44653000,2_7
0.27468178,-0.03474553,0.47363934,44676000,2_7
0.2754525,-0.03563196,0.47264227,44696000,2_7
0.274708,-0.03646195,0.47451863,44716000,2_7
0.27482575,-0.03348712,0.47255343,44740000,2_7
0.27560812,-0.034498755,0.47294348,44764000,2_7
0.27690613,-0.032724205,0.4734334,44788000,2_7
0.27640045,-0.03097026,0.47409666,44812000,2_7
0.27517658,-0.030778637,0.47210407,44836000,2_7
0.27486172,-0.03055479,0.47213697,44859000,2_7
0.27516782,-0.030242655,0.4731938,44879000,2_7
0.2734336,-0.03259742,0.47387344,44904000,2_7
0.273331,-0.038634025,0.4753337,44924000,2_7
0.27399957,-0.040178537,0.47418392,44947000,2_7
0.27317026,-0.045191143,0.47338185,44967000,2_7
0.27292055,-0.051725328,0.46988937,44987000,2_7
0.27502307,-0.055457532,0.4728117,45008000,2_7
0.27294707,-0.058475442,0.47296166,45032000,2_7
0.2733888,-0.064323924,0.4711598,45056000,2_7
0.27341962,-0.06498541,0.47071785,45076000,2_7
0.27123103,-0.06615546,0.4720668,45096000,2_7
0.27201015,-0.06691096,0.4711735,45116000,2_7
0.2717292,-0.066015564,0.47176567,45136000,2_7
0.2723911,-0.06647589,0.47157145,45156000,2_7
0.27059063,-0.06487413,0.4726433,45176000,2_7
0.27037188,-0.064515054,0.4720517,45196000,2_7
0.27069393,-0.05999739,0.47334948,45216000,2_7
0.27309972,-0.059428737,0.47207466,45236000,2_7
0.27257624,-0.059249103,0.4732031,45256000,2_7
0.27236852,-0.057484664,0.4716609,45276000,2_7
0.27145952,-0.056020208,0.4741848,45296000,2_7
0.27164656,-0.05342281,0.4716053,45319000,2_7
0.27220556,-0.053279515,0.47263533,45340000,2_7
0.27289736,-0.05248338,0.47304338,45363000,2_7
0.27258998,-0.048897784,0.47361514,45384000,2_7
0.27164823,-0.049489122,0.4759159,45404000,2_7
0.27269542,-0.046031427,0.47174138,45427000,2_7
0.27295595,-0.045473628,0.4739345,45448000,2_7
0.27378184,-0.044407945,0.47356436,45472000,2_7
0.27330363,-0.041514665,0.47369894,45496000,2_7
0.27373466,-0.040246453,0.47298715,45516000,2_7
