magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],timestamp,DTMode
0.27383104,-0.034292255,0.47058278,19572000,2_3
0.27493727,-0.034851316,0.4738322,19592000,2_3
0.27594474,-0.031977262,0.47301012,19612000,2_3
0.2744664,-0.03467881,0.47231364,19636000,2_3
0.27609274,-0.035312682,0.47291714,19657000,2_3
0.27397963,-0.0332644,0.47400007,19679000,2_3
0.27300045,-0.033412702,0.4735492,19699000,2_3
0.27481642,-0.031311017,0.47347757,19719000,2_3
0.27338704,-0.033896964,0.47245607,19739000,2_3
0.2758488,-0.03249957,0.47373492,19759000,2_3
0.27522728,-0.03292839,0.47409973,19780000,2_3
0.27494052,-0.035810847,0.4727645,19800000,2_3
0.2747705,-0.03431492,0.47327065,19823000,2_3
0.27393803,-0.035411764,0.47411925,19847000,2_3
0.27665222,-0.0357566,0.47168323,19868000,2_3
0.27507275,-0.032414734,0.47466373,19888000,2_3
0.27488062,-0.034482766,0.4731025,19911000,2_3
0.2751691,-0.03512315,0.4722801,19932000,2_3
0.2752821,-0.033879634,0.47423106,19952000,2_3
0.2755486,-0.031417202,0.47333306,19973000,2_3
0.27456474,-0.03360714,0.47245717,19996000,2_3
0.27415535,-0.034878038,0.47042042,20017000,2_3
0.27418554,-0.032587953,0.47251007,20037000,2_3
0.27400154,-0.033114906,0.47416568,20059000,2_3
0.27384016,-0.032117855,0.47371078,20079000,2_3
0.2768317,-0.033982273,0.4738837,20099000,2_3
0.2766644,-0.032051884,0.47396573,20119000,2_3
0.27569842,-0.033880074,0.47481605,20139000,2_3
0.2759405,-0.032804076,0.4730383,20159000,2_3
0.2754221,-0.033490136,0.47304082,20180000,2_3
0.27674204,-0.033021055,0.4750205,20203000,2_3
0.27617106,-0.033191394,0.4743787,20224000,2_3
0.27504674,-0.03402564,0.4732721,20248000,2_3
0.2761937,-0.035095744,0.4741466,20272000,2_3
0.27525353,-0.033968206,0.47403908,20295000,2_3
0.2757053,-0.034330525,0.47260362,20316000,2_3
0.275729,-0.032846652,0.47410226,20336000,2_3
0.276035,-0.03469121,0.47206792,20359000,2_3
0.27582318,-0.034553185,0.4743934,20385000,2_3
0.27574822,-0.034125015,0.4743189,20408000,2_3
0.27411097,-0.034927517,0.47345302,20428000,2_3
0.27592978,-0.033449687,0.47274867,20448000,2_3
0.27613708,-0.03375866,0.47353792,20468000,2_3
0.2758437,-0.03509791,0.4715441,20488000,2_3
0.27581954,-0.0336393,0.4712917,20511000,2_3
0.27599669,-0.0335252,0.47278452,20532000,2_3
0.27618146,-0.03606277,0.47327504,20552000,2_3
0.27713948,-0.035078805,0.47379884,20575000,2_3
0.27423808,-0.033776935,0.47359797,20596000,2_3
0.27480665,-0.033277757,0.4725018,20616000,2_3
0.27503324,-0.034045544,0.47226697,20636000,2_3
0.27697608,-0.03286384,0.47226188,20660000,2_3
0.27421153,-0.03249962,0.4750768,20684000,2_3
0.2753325,-0.032916542,0.47210667,20709000,2_3
0.27629042,-0.034725364,0.47352564,20732000,2_3
0.2758934,-0.032710522,0.47309157,20752000,2_3
0.27445325,-0.033362206,0.47246182,20777000,2_3
0.27635166,-0.033381533,0.47234112,20799000,2_3
0.2757182,-0.034003142,0.4737153,20819000,2_3
