gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],timestamp,DTMode
-0.00025849344,-0.00087488396,-0.0016204915,0.027293682,-0.011599805,-9.810255,19561000,2_3
-0.0005075121,5.618012e-05,-0.0005714418,0.020501582,-0.023611428,-9.789396,19567000,2_3
-0.0015910899,0.0007842844,0.0013189908,0.0013289494,-0.02626492,-9.818968,19576000,2_3
-0.0008810987,-7.0562346e-05,0.0014748761,0.008654104,-0.007085821,-9.788582,19580000,2_3
-0.0007123684,-0.0009493558,0.0005747518,0.012964329,0.01058952,-9.797804,19584000,2_3
0.00013695312,0.00015370734,2.68993e-05,0.013094423,0.008178325,-9.82159,19588000,2_3
0.001800312,0.0006867022,-0.00046503881,0.022885375,0.0031927254,-9.848718,19592000,2_3
0.0010497305,0.00023489045,-0.0007578932,0.022096932,0.014127006,-9.871457,19596000,2_3
0.0010587892,0.000155885,-0.0010838918,0.020845814,0.019358765,-9.840862,19600000,2_3
0.0007238884,0.00041676126,-0.00015399644,0.007757864,0.014058045,-9.813109,19605000,2_3
-0.0011251189,0.00090734864,0.0010317431,0.010490909,-0.003603036,-9.795955,19612000,2_3
-0.0007202746,0.0006953579,0.0003084976,0.034948584,0.00787461,-9.8093815,19615000,2_3
-0.0007153132,0.0001565009,-0.00032089287,-0.0061111157,0.0015488557,-9.765921,19623000,2_3
0.00032952125,-0.001187924,-0.0018193048,-0.020885162,0.00831725,-9.738462,19628000,2_3
0.0010051456,0.00013757427,-0.00021468,-0.008154886,0.025263175,-9.740554,19631000,2_3
0.0010555313,0.0009303518,-2.3656834e-05,0.007472931,0.026756547,-9.719986,19636000,2_3
0.0005364426,-9.6250835e-05,-0.0010082648,0.017900592,0.043254286,-9.736265,19640000,2_3
-0.00019334079,0.0013785987,-0.000257909,0.023648322,0.016546655,-9.82509,19648000,2_3
0.0010247207,-0.0006571332,0.00019270537,0.0028711248,-0.0118755475,-9.7634735,19657000,2_3
0.00016057941,0.00040240225,-0.0003952125,0.031153947,0.016272608,-9.821329,19668000,2_3
0.0013586562,-0.0006143935,-0.0011546066,0.020626651,0.011289072,-9.824932,19672000,2_3
-0.0003121988,-0.00023476977,-0.0011489321,0.03381474,0.012876628,-9.800596,19679000,2_3
-2.2341903e-05,0.0014423731,-0.0008885844,0.02729824,0.00995277,-9.795625,19684000,2_3
0.0014112005,0.0006247078,0.00080730097,0.015013477,0.00763996,-9.804049,19688000,2_3
-0.00073113554,0.0011073125,0.0011279267,0.034973145,-0.008807182,-9.770967,19695000,2_3
-8.5705935e-05,0.0010723578,0.0013912143,0.03242392,-0.008701391,-9.754138,19699000,2_3
6.129189e-05,7.756372e-05,-5.7217705e-05,0.040712368,-0.008925051,-9.7431555,19708000,2_3
0.00048673304,7.971252e-06,0.00033188288,0.044405874,0.0046610655,-9.795288,19712000,2_3
0.00086251163,-6.360858e-05,-0.0007517325,0.028678786,0.0048375186,-9.806057,19716000,2_3
0.00075800746,0.0010504986,-0.0007430097,0.020542324,-0.007733676,-9.776304,19719000,2_3
-0.0008603869,0.00064024946,0.00046749637,0.04713794,0.009692787,-9.78393,19727000,2_3
-0.00050308375,-0.00050774147,0.00060289435,0.022817235,-0.007401284,-9.779125,19731000,2_3
-2.0190286e-05,-0.00083380064,-4.1891813e-05,0.0067085237,-0.004691328,-9.820446,19736000,2_3
0.00095481257,-0.00042651585,0.0003172648,-0.001423138,-0.007729624,-9.826598,19739000,2_3
0.0015539106,0.00022395227,8.311178e-05,0.012843655,-0.008411657,-9.76515,19751000,2_3
0.0018718898,0.00073227903,-0.00087904354,-0.0049366406,-0.0123330215,-9.779388,19756000,2_3
3.6059206e-05,-0.0005627213,-0.001354873,-0.0086830715,-0.009126447,-9.760935,19759000,2_3
-0.0006559122,0.00030767173,0.0004110605,-0.01738917,-0.011446957,-9.790537,19763000,2_3
-0.00043606324,0.0006563271,0.0011238706,-0.015424714,0.0028649387,-9.789047,19768000,2_3
0.00074521446,-0.00022079602,-0.00052094116,-0.007957284,0.022549974,-9.826832,19776000,2_3
0.0011140794,-0.0007032607,-0.0012141486,-0.022308787,0.012280789,-9.842506,19780000,2_3
-0.0014596115,-0.00026599583,-0.0005348231,-0.013559878,-0.021050053,-9.856473,19788000,2_3
-0.00037805707,-0.00048434426,-0.00092105137,-0.02201957,-0.03641235,-9.816817,19795000,2_3
0.0007572425,-0.0005711516,0.00053152966,-0.005496881,-0.0061422274,-9.782101,19800000,2_3
0.0017242334,0.0010160742,0.0002163979,0.000527143,0.027754778,-9.750892,19812000,2_3
0.0010157082,0.0002314737,0.000761707,0.015820935,0.0037174937,-9.772345,19816000,2_3
0.0010050283,-0.00077589526,4.785123e-05,0.026917966,0.00043438215,-9.805809,19819000,2_3
0.0002702884,-0.001139594,0.00036418228,0.01987271,-0.027634526,-9.848074,19828000,2_3
0.00016352613,-0.00082833134,-0.00073380716,0.02096676,-0.05077684,-9.865663,19832000,2_3
0.0015291647,0.00045407008,-0.0011184656,-0.007840953,-0.040577766,-9.844814,19836000,2_3
-5.9568545e-05,-0.00018600732,-0.00024125175,-0.009537218,-0.03995318,-9.841822,19841000,2_3
-0.0007146982,-0.0001992655,0.0003578022,-0.0060159117,-0.035124283,-9.849131,19847000,2_3
-0.0009456791,-0.00050698017,0.00026416843,0.023224585,-0.023945047,-9.8377695,19855000,2_3
-0.00031712762,0.0003606358,-0.00017198265,0.012627842,-0.011249367,-9.692955,19859000,2_3
-0.0006577187,-0.00050194195,-0.0006277537,0.014245285,-0.024751984,-9.830568,19868000,2_3
-0.00034457713,0.00090930227,0.00032804382,-0.0028075112,0.018295947,-9.931751,19877000,2_3
0.0007828337,0.0016261743,0.00020135507,-0.0013676798,0.013774549,-9.864978,19883000,2_3
0.0011200467,0.001602344,6.7258143e-06,0.00026614824,0.014531365,-9.814804,19888000,2_3
0.00010533545,0.0016077528,-0.0007659591,0.0018104101,0.0070647956,-9.803075,19891000,2_3
-0.0010123218,-0.0005721222,0.00029817465,0.014043987,-0.01916968,-9.825619,19900000,2_3
-0.0016219242,-0.0010343237,-0.00081684144,0.0010196308,-0.025696179,-9.835306,19904000,2_3
-0.0002452632,-0.00019187595,-0.0009111954,0.008642433,-0.02100814,-9.8341675,19911000,2_3
0.0013483249,-0.0011237845,0.00055109995,-0.008961624,-0.0029260155,-9.79626,19916000,2_3
0.001901742,0.00079945714,0.0012698267,-0.010652808,0.0036757393,-9.780444,19919000,2_3
0.001054929,0.00040272748,0.0005620266,0.009025287,0.005253373,-9.784634,19924000,2_3
0.0017233497,0.0014998104,-3.1225027e-06,0.013176603,0.02261322,-9.857452,19932000,2_3
0.0014503055,0.0013011403,0.0015580183,0.02058626,0.0048955022,-9.857371,19935000,2_3
-0.00015632031,0.001068607,0.0011576989,0.021745142,0.007222192,-9.849867,19940000,2_3
0.0005467067,0.00082124915,-0.00043019583,-0.01182681,0.015361982,-9.83758,19947000,2_3
-0.00029666818,-0.00028066186,0.00029496083,-0.01945544,-0.005545696,-9.678326,19952000,2_3
-0.0007359767,-0.00020787952,-0.00061910244,-0.015097629,-0.008383036,-9.655219,19956000,2_3
-0.001330935,-0.00045585085,-0.00029097436,0.0006421055,0.013363869,-9.849623,19961000,2_3
-0.00018074292,-0.000263721,4.6557827e-05,0.014986713,0.023230145,-9.854865,19973000,2_3
-0.00039440542,0.00031048097,0.0010925404,0.021617664,-0.01276269,-9.78193,19979000,2_3
-0.00034608162,-0.00013840967,-5.4072967e-05,-0.004933342,-0.036715914,-9.762621,19983000,2_3
-0.0012415092,0.0003915906,0.0004665202,0.0012839925,0.010930327,-9.7511835,19991000,2_3
-0.0005595514,0.00082847755,-0.00070254947,0.01768042,0.018333456,-9.842703,20000000,2_3
0.0004351454,0.0008211485,-0.0014409495,0.005054996,-0.0042538824,-9.802534,20004000,2_3
4.996038e-05,-0.0010533067,-0.0007373519,0.011174471,-0.0127321575,-9.778426,20009000,2_3
0.001277382,-0.0011976379,-0.0009020651,0.014236459,0.0017750559,-9.778976,20024000,2_3
0.0011685512,-0.00157938,0.00086062483,-0.010621589,-0.010233075,-9.8742695,20027000,2_3
0.0007398233,-0.0012039114,-6.0730756e-05,-0.006298506,-0.0054782312,-9.896735,20033000,2_3
-0.00016168013,-0.0009865301,-6.746491e-05,0.015620734,0.017488435,-9.848316,20037000,2_3
-0.0007457589,-0.00081655936,0.0017747423,0.00685777,0.015851181,-9.807754,20045000,2_3
-0.001278495,-0.00083188363,0.0014789863,-0.01713049,0.0011746486,-9.793945,20056000,2_3
-0.0016781131,-0.0002661524,0.0005425107,-0.027708322,0.011120813,-9.80585,20059000,2_3
-0.00062159426,-0.0012585213,-0.0009305439,-0.0076556345,0.0038702635,-9.780014,20064000,2_3
0.0002745706,-0.00030710458,0.00056970934,0.004908338,0.012217934,-9.831034,20072000,2_3
-0.0006997805,0.0008267617,-0.0012217532,-0.0009504593,-0.020301327,-9.849318,20079000,2_3
0.00025058544,0.0015835132,-0.00095326756,0.0051074284,-0.039189927,-9.846769,20083000,2_3
-0.0015471744,-0.0009427161,0.00019877618,0.02952996,0.018605195,-9.850312,20093000,2_3
-0.0011858441,-0.0014052447,0.00097315904,0.021430766,0.019929448,-9.859858,20099000,2_3
-0.0010034696,-0.0010530793,7.0608716e-05,0.0010634521,0.001637231,-9.875719,20103000,2_3
-0.000961428,-3.229897e-06,-0.00070104765,0.00034039837,-0.033597253,-9.811449,20112000,2_3
0.00031180974,-0.0010150942,0.0012593941,0.03263189,-0.020469578,-9.844871,20119000,2_3
0.0005818078,-0.0014594867,0.0007917795,0.014102247,-0.01281733,-9.859178,20125000,2_3
-0.00017153105,-0.0014178193,0.00072508655,0.0016338025,-0.006797103,-9.828127,20132000,2_3
-0.0018986369,-0.00015947215,-0.001067236,0.0365112,-0.00064812286,-9.79196,20139000,2_3
-0.0010235803,-0.00063153554,-0.0010530087,0.028934084,-0.028498191,-9.787682,20143000,2_3
0.00071778725,0.00075456407,0.00039879317,0.019987633,-0.008589662,-9.801407,20152000,2_3
0.0010447047,0.00050342386,-0.00040997413,0.0033202586,-0.0036225328,-9.7945385,20156000,2_3
0.001353472,0.00080084754,-0.0008159602,-0.0011231307,-0.004217972,-9.7966,20159000,2_3
0.0011893784,0.00090152543,-0.000850775,0.0128775025,0.0013105166,-9.798792,20163000,2_3
0.000344323,0.0011423284,-0.0009179243,0.011794757,0.012473969,-9.812509,20169000,2_3
0.00067490735,0.00012425722,-3.4395614e-06,-0.006040342,0.006734376,-9.831442,20176000,2_3
0.0007246742,-0.0007877229,0.0019383619,0.0036000554,-0.005341181,-9.833287,20180000,2_3
0.000889613,-0.0006665131,0.0013938351,0.015410944,-0.0018191508,-9.801609,20184000,2_3
-0.00036539882,-0.00038107263,-0.00011558026,0.018848138,-0.0038348348,-9.78351,20191000,2_3
-0.00069502235,-0.0013371982,0.0001849487,0.011561416,-0.020783775,-9.827129,20195000,2_3
0.0005416202,-0.0011760558,-0.0008420196,-0.016387891,-0.020742904,-9.84178,20199000,2_3
-0.0001187434,0.00034524026,-0.0010425394,-0.028119368,0.0028600649,-9.820362,20203000,2_3
-0.00087007234,0.0007046139,-0.0017032438,-0.016445812,-0.0072923875,-9.847098,20207000,2_3
