magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],timestamp,DTMode
0.2763311,-0.03621519,0.471668,24604000,2_6
0.27715683,-0.03389856,0.47364345,24625000,2_6
0.27586618,-0.032321792,0.47204137,24647000,2_6
0.27679422,-0.035648566,0.4737787,24668000,2_6
0.27548388,-0.034456894,0.47105795,24688000,2_6
0.27554587,-0.032988675,0.47314918,24711000,2_6
0.2756539,-0.035880286,0.47007114,24736000,2_6
0.27556488,-0.03567514,0.47211352,24756000,2_6
0.27634525,-0.035283774,0.4731535,24776000,2_6
0.27543312,-0.035434917,0.47289902,24796000,2_6
0.2755887,-0.035326924,0.4735503,24820000,2_6
0.27734387,-0.035659302,0.47433335,24843000,2_6
0.27575666,-0.03606862,0.47190762,24863000,2_6
0.27616587,-0.033506013,0.4724175,24883000,2_6
0.27622646,-0.035226304,0.47270018,24904000,2_6
0.27594265,-0.03596211,0.4722889,24924000,2_6
0.27468553,-0.03606304,0.47391722,24944000,2_6
0.2737622,-0.036069583,0.4735991,24968000,2_6
0.2752105,-0.035894208,0.47183675,24991000,2_6
0.27598462,-0.035678864,0.47155038,25012000,2_6
0.27516952,-0.03564812,0.47049382,25032000,2_6
0.27822444,-0.035114776,0.4724725,25052000,2_6
0.27491745,-0.035559803,0.4724699,25072000,2_6
0.2752144,-0.034850907,0.47435156,25093000,2_6
0.27601126,-0.034006447,0.47114658,25115000,2_6
0.274683,-0.03385407,0.4753235,25136000,2_6
0.27541685,-0.034975514,0.47353768,25156000,2_6
0.27515617,-0.034121674,0.47351083,25176000,2_6
0.27508438,-0.033919353,0.47236395,25199000,2_6
0.27364492,-0.03674279,0.47151646,25220000,2_6
0.27451083,-0.03405698,0.47465333,25244000,2_6
0.2749242,-0.035905987,0.47057047,25265000,2_6
0.2749143,-0.03643924,0.47289202,25288000,2_6
0.27430162,-0.03417794,0.47159636,25308000,2_6
0.275987,-0.036103528,0.47406325,25332000,2_6
0.2760315,-0.033314027,0.4734945,25356000,2_6
