gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],x,y,z,vx,vy,vz,ax,ay,az,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
0.00155599,-0.0053120246,0.0017443621,-0.0011935802,-0.0029078124,-9.743956,0.07963324,0.033180494,-0.70713353,-0.010629994,-0.00513599,0.0015850146,-0.01402365,0.025356606,0.063131556,0.27390838,-0.034763396,0.4759329
0.0028545787,-0.004871741,0.0009442541,0.016377788,0.02632448,-9.8675785,0.07960493219626168,0.03310085056775701,-0.7070343754088785,-0.010562667828271028,-0.004946476180373832,0.0028547926661214953,-0.01066669932593458,0.029709700971962617,0.08673231921962618,0.27379441161214957,-0.03428971657943925,0.4753501771261682
0.0018408893,-0.0036112976,0.0017721541,0.005644583,0.033503737,-9.881977,0.07957662439252336,0.033021207135514014,-0.7069352208177571,-0.010495341656542057,-0.0047569623607476635,0.00412457073224299,-0.00730974865186916,0.034062795943925236,0.11033308243925234,0.2736804432242991,-0.0338160371588785,0.47476745425233646
0.0022549173,-0.003312702,0.0011882613,-0.01861845,0.021346288,-9.858422,0.07954831658878504,0.032941563703271025,-0.7068360662266355,-0.010428015484813084,-0.004567448541121496,0.005394348798364486,-0.003952797977803738,0.03841589091588785,0.1339338456588785,0.27356647483644864,-0.03334235773831776,0.4741847313785047
0.0023900357,-0.0029981087,0.0011177174,-0.010937227,-0.00044793362,-9.815976,0.07952000878504673,0.032861920271028036,-0.706736911635514,-0.010360689313084112,-0.004377934721495327,0.006664126864485981,-0.0005958473037383193,0.04276898588785047,0.15753460887850468,0.27360271392523366,-0.03319089196261682,0.47378610009345795
0.0023697035,-0.0048016314,0.00037434738,0.0035919405,0.010784321,-9.783539,0.07949170098130841,0.03278227683878505,-0.7066377570443926,-0.010293363141355141,-0.004188420901869159,0.007933904930607475,0.0027611033703271014,0.04712208085981308,0.18113537209813085,0.2739281024065421,-0.033659687453271026,0.47374184511682244
0.0026202528,-0.004457296,0.00033656566,-0.007378364,0.023789711,-9.754557,0.07946339317757009,0.03270263340654205,-0.706538602453271,-0.010226036969626168,-0.0039989070822429905,0.009203682996728971,0.006118054044392524,0.0514751758317757,0.20473613531775703,0.27425349088785045,-0.03412848294392523,0.4736975901401869
0.002979895,-0.004440201,0.0009198172,0.003892949,0.024767682,-9.760347,0.07943508537383177,0.03262298997429906,-0.7064394478621495,-0.010158710797897196,-0.0038093932626168227,0.010473461062850466,0.009475004718457943,0.05582827080373831,0.22833689853738318,0.27457887936915887,-0.03459727843457944,0.4736533351635514
0.003910673,-0.006327596,-0.00033000304,-0.00037150737,0.012078087,-9.799496,0.07940677757009346,0.032543346542056074,-0.706340293271028,-0.010091384626168225,-0.003619879442990654,0.011743239128971962,0.012831955392523362,0.060181365775700935,0.2519376617570094,0.2748258398130841,-0.03491121785046729,0.47345297177570095
0.0028858834,-0.0056377742,-0.00067666656,-0.017003935,-0.0050747087,-9.823105,0.07937846976635514,0.03246370310981308,-0.7062411386799066,-0.010024058454439252,-0.0034303656233644862,0.013013017195093457,0.016188906066588786,0.06453446074766356,0.2755384249766355,0.2750365272897196,-0.035153536331775696,0.47318040824766355
0.00090819283,-0.004875692,0.00047124946,0.00077562465,-0.014621918,-9.809249,0.07935016196261682,0.03238405967757009,-0.706141984088785,-0.00995673228271028,-0.0032408518037383175,0.014282795261214952,0.019545856740654205,0.06888755571962617,0.29913918819626173,0.2752472147663551,-0.03539585481308411,0.47290784471962616
-0.0009823579,-0.009552335,0.00011695186,-0.005384608,-0.0015781202,-9.791626,0.0793218541588785,0.0323044162453271,-0.7060428294976635,-0.009889406110981309,-0.0030513379841121497,0.015552573327336446,0.022902807414719624,0.07324065069158878,0.32273995141588785,0.27544728154205605,-0.03563777768691589,0.47265542205607475
-0.007926752,-0.00802899,-0.0032067036,-0.018168263,0.001718102,-9.808481,0.07929354635514019,0.03222477281308411,-0.7059436749065421,-0.009822079939252337,-0.0028618241644859815,0.016822351393457943,0.02625975808878505,0.0775937456635514,0.3463407146355141,0.27524376168224296,-0.03586466747663551,0.47316835224299064
-0.010532359,-0.009387497,-0.0051523224,-0.013645145,0.02624236,-9.73945,0.07926523855140187,0.03214512938084112,-0.7058445203154206,-0.009754753767523364,-0.0026723103448598132,0.01809212945957944,0.02961670876285047,0.08194684063551401,0.3699414778551402,0.2750402418224299,-0.036091557266355136,0.47368128242990654
