timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
21232000,21232000,2.6779451,3.5801747,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
21245000,21245000,2.9441972,3.7387488,-2.5132694,-1.2566321,4.9152554e-06,1.2566421,2.5132792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
22228000,22228000,0.94484705,3.6502986,-2.5130346,-1.2563635,0.0002735856,1.256877,2.5134933,0.0007372152,-0.00027065453,-0.0029090643,-0.003531838,-0.0012784132,-0.0005298229,0.0019169741,0.0017144881,-0.0008572751,-0.002244378,0.19998536,0.19999096,0.20000903,0.20001459,0.20000005
23232000,23232000,-1.2672286,3.5509944,-2.5092037,-1.252881,0.003447915,1.2602097,2.5172322,-0.0035251668,-0.0069852965,-0.0060681896,-0.002039425,-0.00046705827,0.0014528522,-0.0006370988,-0.004573945,-0.0049188654,-0.0011926768,0.2000534,0.20016591,0.20004913,0.19986437,0.19986716
24228000,24228000,-0.1294646,3.563391,-2.510181,-1.2533481,0.0023372415,1.2581904,2.5152955,0.011855281,0.0025985609,-0.007451331,-0.0044220868,0.0075108004,-0.011547655,-0.0039811637,-0.010440972,-0.021995813,-0.02269013,0.19966133,0.20020135,0.20046335,0.20008455,0.19958943
25232000,25232000,-0.29879746,3.6267014,-2.5086193,-1.2519498,0.0021305743,1.257153,2.5153508,0.009504802,-0.0012539597,-0.0038678218,0.0052531604,0.013543788,0.011232445,0.0104758935,3.0749317e-05,-0.005704899,0.001212016,0.19930176,0.20067362,0.20111525,0.20001368,0.19889562
26231000,26231000,-0.06541274,3.5345283,-2.5088701,-1.251332,0.0021659646,1.2559593,2.5139778,-0.008548862,0.0010422589,0.0015222053,-0.007740782,-0.013997374,-0.010143913,-0.0075224107,0.002382135,0.005926707,-0.0018047715,0.19877006,0.20059593,0.20160134,0.20038936,0.19864322
27228000,27228000,-0.110692896,3.5315442,-2.508202,-1.2504854,0.0014302428,1.2540596,2.512942,-0.010804604,-0.0025178795,8.431263e-05,-0.006543723,-0.013309591,-0.0056444816,-0.005684224,0.0021492094,0.007075374,0.0022797983,0.19826551,0.20097037,0.20234047,0.2004668,0.19795677
28230000,28230000,-0.042610727,3.5204182,-2.5084,-1.2503037,0.0017386395,1.254069,2.512637,-0.0046380702,-0.008175834,-0.0070132157,-0.0027675754,-0.0012772335,0.0060772216,0.0036932451,-0.00039288914,-0.0005688241,0.0034301993,0.19813554,0.2008338,0.20238705,0.20063178,0.19801179
29232000,29232000,-0.038928512,3.512936,-2.508011,-1.2495941,0.0015250612,1.2529598,2.5118957,0.0010757648,-0.010772696,-0.0075911134,0.006179299,0.011620845,0.020747455,0.013508454,6.1858445e-05,-0.0011395197,0.011643321,0.1977467,0.20099358,0.20287795,0.20077114,0.19761063
