timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
6844000,0.0,-0.0,-0.0007692442,0.0,0.99999994,0.0,-0.0,-0.0003846221,0.0,0.0,-0.0,0,0,0,0,0
6848000,0.0,-0.0,-0.00074653566,0.0,0.99999994,0.0,-0.0,-0.00037326783,0.0,0.0,-0.0,0,0,0,0,0
6887000,0.0,-0.0,-0.00057193334,0.0,0.99999994,0.0,-0.0,-0.00028596667,0.0,0.0,-0.0,0,0,0,0,0
6944000,0.0,-0.0,-0.00034639565,0.0,1.0,0.0,-0.0,-0.00017319783,0.0,0.0,-0.0,0,0,0,0,0
6991000,0.0,-0.0,-0.0002093829,0.0,1.0,0.0,-0.0,-0.00010469145,0.0,0.0,-0.0,0,0,0,0,0
7039000,0.0,-0.0,-0.00019477206,0.0,1.0,0.0,-0.0,-9.738603e-05,0.0,0.0,-0.0,0,0,0,0,0
7096000,0.0,-0.0,-0.00026635453,0.0,1.0,0.0,-0.0,-0.00013317727,0.0,0.0,-0.0,0,0,0,0,0
7152000,0.0,-0.0,-0.00031430795,0.0,1.0,0.0,-0.0,-0.00015715398,0.0,0.0,-0.0,0,0,0,0,0
7195000,0.0,-0.0,-0.0003122026,0.0,1.0,0.0,-0.0,-0.0001561013,0.0,0.0,-0.0,0,0,0,0,0
7240000,0.0,-0.0,-0.0002908008,0.0,1.0,0.0,-0.0,-0.0001454004,0.0,0.0,-0.0,0,0,0,0,0
7295000,0.0,-0.0,-0.00028450447,0.0,1.0,0.0,-0.0,-0.00014225223,0.0,0.0,-0.0,0,0,0,0,0
7344000,0.0,-0.0,-0.00027197445,0.0,1.0,0.0,-0.0,-0.00013598723,0.0,0.0,-0.0,0,0,0,0,0
7396000,0.0,-0.0,-0.0003182792,0.0,1.0,0.0,-0.0,-0.0001591396,0.0,0.0,-0.0,0,0,0,0,0
7447000,0.0,-0.0,-0.00039672386,0.0,1.0,0.0,-0.0,-0.00019836193,0.0,0.0,-0.0,0,0,0,0,0
7495000,0.0,-0.0,-0.00045449988,0.0,1.0,0.0,-0.0,-0.00022724994,0.0,0.0,-0.0,0,0,0,0,0
7544000,0.0,-0.0,-0.0004967648,0.0,0.99999994,0.0,-0.0,-0.0002483824,0.0,0.0,-0.0,0,0,0,0,0
7596000,0.0,-0.0,-0.0005593303,0.0,0.99999994,0.0,-0.0,-0.00027966514,0.0,0.0,-0.0,0,0,0,0,0
7640000,0.0,-0.0,-0.00060637563,0.0,0.99999994,0.0,-0.0,-0.00030318782,0.0,0.0,-0.0,0,0,0,0,0
7696000,0.0,-0.0,-0.0006601491,0.0,0.99999994,0.0,-0.0,-0.00033007454,0.0,0.0,-0.0,0,0,0,0,0
7745000,0.0,-0.0,-0.00072220067,0.0,0.99999994,0.0,-0.0,-0.00036110033,0.0,0.0,-0.0,0,0,0,0,0
7788000,0.0,-0.0,-0.00072618463,0.0,0.99999994,0.0,-0.0,-0.00036309232,0.0,0.0,-0.0,0,0,0,0,0
7842000,0.0,-0.0,-0.00068505073,0.0,0.99999994,0.0,-0.0,-0.00034252537,0.0,0.0,-0.0,0,0,0,0,0
7896000,0.0,-0.0,-0.0006196025,0.0,0.99999994,0.0,-0.0,-0.00030980125,0.0,0.0,-0.0,0,0,0,0,0
7943000,0.0,-0.0,-0.0005378824,0.0,0.99999994,0.0,-0.0,-0.0002689412,0.0,0.0,-0.0,0,0,0,0,0
7991000,0.0,-0.0,-0.0004913393,0.0,0.99999994,0.0,-0.0,-0.00024566965,0.0,0.0,-0.0,0,0,0,0,0
8046000,0.0,-0.0,-0.0004716807,0.0,1.0,0.0,-0.0,-0.00023584034,0.0,0.0,-0.0,0,0,0,0,0
8096000,0.0,-0.0,-0.00045021484,0.0,1.0,0.0,-0.0,-0.00022510742,0.0,0.0,-0.0,0,0,0,0,0
8147000,0.0,-0.0,-0.00044677,0.0,1.0,0.0,-0.0,-0.000223385,0.0,0.0,-0.0,0,0,0,0,0
8192000,0.0,-0.0,-0.00046460316,0.0,1.0,0.0,-0.0,-0.00023230158,0.0,0.0,-0.0,0,0,0,0,0
8240000,0.0,-0.0,-0.0005106718,0.0,0.99999994,0.0,-0.0,-0.0002553359,0.0,0.0,-0.0,0,0,0,0,0
8292000,0.0,-0.0,-0.00055047055,0.0,0.99999994,0.0,-0.0,-0.00027523527,0.0,0.0,-0.0,0,0,0,0,0
8340000,0.0,-0.0,-0.0005806989,0.0,0.99999994,0.0,-0.0,-0.00029034945,0.0,0.0,-0.0,0,0,0,0,0
8395000,0.0,-0.0,-0.0006253293,0.0,0.99999994,0.0,-0.0,-0.00031266466,0.0,0.0,-0.0,0,0,0,0,0
8447000,0.0,-0.0,-0.0006995882,0.0,0.99999994,0.0,-0.0,-0.0003497941,0.0,0.0,-0.0,0,0,0,0,0
8491000,0.0,-0.0,-0.0007744728,0.0,0.99999994,0.0,-0.0,-0.0003872364,0.0,0.0,-0.0,0,0,0,0,0
8544000,0.0,-0.0,-0.00087661267,0.0,0.9999999,0.0,-0.0,-0.00043830634,0.0,0.0,-0.0,0,0,0,0,0
8591000,0.0,-0.0,-0.0010071428,0.0,0.9999999,0.0,-0.0,-0.0005035714,0.0,0.0,-0.0,0,0,0,0,0
8643000,0.0,-0.0,-0.0011337865,0.0,0.9999998,0.0,-0.0,-0.0005668932,0.0,0.0,-0.0,0,0,0,0,0
8692000,0.0,-0.0,-0.0012285104,0.0,0.9999998,0.0,-0.0,-0.00061425514,0.0,0.0,-0.0,0,0,0,0,0
8745000,0.0,-0.0,-0.0013509059,0.0,0.99999976,0.0,-0.0,-0.0006754529,0.0,0.0,-0.0,0,0,0,0,0
8792000,0.0,-0.0,-0.0013969291,0.0,0.99999976,0.0,-0.0,-0.0006984645,0.0,0.0,-0.0,0,0,0,0,0
8844000,0.0,-0.0,-0.001480067,0.0,0.9999997,0.0,-0.0,-0.00074003346,0.0,0.0,-0.0,0,0,0,0,0
8896000,0.0,-0.0,-0.0015388937,0.0,0.9999997,0.0,-0.0,-0.0007694468,0.0,0.0,-0.0,0,0,0,0,0
8943000,0.0,-0.0,-0.001564702,0.0,0.9999997,0.0,-0.0,-0.00078235095,0.0,0.0,-0.0,0,0,0,0,0
8996000,0.0,-0.0,-0.0015459133,0.0,0.9999997,0.0,-0.0,-0.0007729566,0.0,0.0,-0.0,0,0,0,0,0
9047000,0.0,-0.0,-0.0015172719,0.0,0.9999997,0.0,-0.0,-0.00075863587,0.0,0.0,-0.0,0,0,0,0,0
9092000,0.0,-0.0,-0.0014747386,0.0,0.9999997,0.0,-0.0,-0.00073736924,0.0,0.0,-0.0,0,0,0,0,0
9147000,0.0,-0.0,-0.0014240108,0.0,0.99999976,0.0,-0.0,-0.00071200536,0.0,0.0,-0.0,0,0,0,0,0
9196000,0.0,-0.0,-0.0014141394,0.0,0.99999976,0.0,-0.0,-0.00070706964,0.0,0.0,-0.0,0,0,0,0,0
9247000,0.0,-0.0,-0.0013933765,0.0,0.99999976,0.0,-0.0,-0.0006966882,0.0,0.0,-0.0,0,0,0,0,0
9296000,0.0,-0.0,-0.0013862855,0.0,0.99999976,0.0,-0.0,-0.0006931427,0.0,0.0,-0.0,0,0,0,0,0
9347000,0.0,-0.0,-0.0013570556,0.0,0.99999976,0.0,-0.0,-0.00067852775,0.0,0.0,-0.0,0,0,0,0,0
9391000,0.0,-0.0,-0.0013499275,0.0,0.99999976,0.0,-0.0,-0.0006749637,0.0,0.0,-0.0,0,0,0,0,0
9435000,0.0,-0.0,-0.0013428428,0.0,0.99999976,0.0,-0.0,-0.00067142135,0.0,0.0,-0.0,0,0,0,0,0
9496000,0.0,-0.0,-0.0013399376,0.0,0.99999976,0.0,-0.0,-0.0006699687,0.0,0.0,-0.0,0,0,0,0,0
9548000,0.0,-0.0,-0.0013481668,0.0,0.99999976,0.0,-0.0,-0.00067408336,0.0,0.0,-0.0,0,0,0,0,0
9596000,0.0,-0.0,-0.0013659929,0.0,0.99999976,0.0,-0.0,-0.0006829964,0.0,0.0,-0.0,0,0,0,0,0
9650000,0.0,-0.0,-0.0013846692,0.0,0.99999976,0.0,-0.0,-0.00069233455,0.0,0.0,-0.0,0,0,0,0,0
9696000,0.0,-0.0,-0.0014028916,0.0,0.99999976,0.0,-0.0,-0.00070144574,0.0,0.0,-0.0,0,0,0,0,0
9747000,0.0,-0.0,-0.001433592,0.0,0.99999976,0.0,-0.0,-0.00071679597,0.0,0.0,-0.0,0,0,0,0,0
9795000,0.0,-0.0,-0.0014562043,0.0,0.99999976,0.0,-0.0,-0.0007281021,0.0,0.0,-0.0,0,0,0,0,0
9839000,0.0,-0.0,-0.0014996117,0.0,0.9999997,0.0,-0.0,-0.00074980577,0.0,0.0,-0.0,0,0,0,0,0
9890000,0.0,-0.0,-0.0015249501,0.0,0.9999997,0.0,-0.0,-0.000762475,0.0,0.0,-0.0,0,0,0,0,0
9944000,0.0,-0.0,-0.0015496674,0.0,0.9999997,0.0,-0.0,-0.00077483366,0.0,0.0,-0.0,0,0,0,0,0
9991000,0.0,-0.0,-0.0015763231,0.0,0.9999997,0.0,-0.0,-0.0007881615,0.0,0.0,-0.0,0,0,0,0,0
10043000,0.0,-0.0,-0.0016122903,0.0,0.9999997,0.0,-0.0,-0.000806145,0.0,0.0,-0.0,0,0,0,0,0
10100000,0.0,-0.0,-0.0016228503,0.0,0.99999964,0.0,-0.0,-0.00081142504,0.0,0.0,-0.0,0,0,0,0,0
10139000,0.0,-0.0,-0.0016169777,0.0,0.9999997,0.0,-0.0,-0.00080848875,0.0,0.0,-0.0,0,0,0,0,0
10192000,0.0,-0.0,-0.0016227092,0.0,0.99999964,0.0,-0.0,-0.0008113545,0.0,0.0,-0.0,0,0,0,0,0
10240000,0.0,-0.0,-0.0016058692,0.0,0.9999997,0.0,-0.0,-0.0008029345,0.0,0.0,-0.0,0,0,0,0,0
10294000,0.0,-0.0,-0.0016223888,0.0,0.99999964,0.0,-0.0,-0.0008111943,0.0,0.0,-0.0,0,0,0,0,0
10342000,0.0,-0.0,-0.0016292774,0.0,0.99999964,0.0,-0.0,-0.00081463857,0.0,0.0,-0.0,0,0,0,0,0
10396000,0.0,-0.0,-0.0016482335,0.0,0.99999964,0.0,-0.0,-0.00082411664,0.0,0.0,-0.0,0,0,0,0,0
10440000,0.0,-0.0,-0.0016251368,0.0,0.99999964,0.0,-0.0,-0.0008125683,0.0,0.0,-0.0,0,0,0,0,0
10495000,0.0,-0.0,-0.001641269,0.0,0.99999964,0.0,-0.0,-0.00082063436,0.0,0.0,-0.0,0,0,0,0,0
10540000,0.0,-0.0,-0.001633783,0.0,0.99999964,0.0,-0.0,-0.0008168914,0.0,0.0,-0.0,0,0,0,0,0
10595000,0.0,-0.0,-0.0016310603,0.0,0.99999964,0.0,-0.0,-0.00081553,0.0,0.0,-0.0,0,0,0,0,0
10647000,0.0,-0.0,-0.0016460071,0.0,0.99999964,0.0,-0.0,-0.0008230034,0.0,0.0,-0.0,0,0,0,0,0
10696000,0.0,-0.0,-0.0016538324,0.0,0.99999964,0.0,-0.0,-0.0008269161,0.0,0.0,-0.0,0,0,0,0,0
10748000,0.0,-0.0,-0.0016727737,0.0,0.99999964,0.0,-0.0,-0.00083638675,0.0,0.0,-0.0,0,0,0,0,0
10792000,0.0,-0.0,-0.0017037593,0.0,0.99999964,0.0,-0.0,-0.00085187954,0.0,0.0,-0.0,0,0,0,0,0
10845000,0.0,-0.0,-0.0017411091,0.0,0.99999964,0.0,-0.0,-0.0008705544,0.0,0.0,-0.0,0,0,0,0,0
10895000,0.0,-0.0,-0.001802223,0.0,0.9999996,0.0,-0.0,-0.0009011114,0.0,0.0,-0.0,0,0,0,0,0
10944000,0.0,-0.0,-0.0017747072,0.0,0.9999996,0.0,-0.0,-0.0008873535,0.0,0.0,-0.0,0,0,0,0,0
10997000,0.0,-0.0,-0.0017608793,0.0,0.9999996,0.0,-0.0,-0.00088043953,0.0,0.0,-0.0,0,0,0,0,0
11036000,-0.0,-0.0,-0.001740051,0.0,0.99999964,-0.0,0.0,-0.00087002537,0.0,0.0,-0.001,0,0,0,0,0
11086000,-0.0,-0.0,-0.0017103056,0.0,0.99999964,-0.0,0.0,-0.0008551527,0.0,0.0,-0.001,0,0,0,0,0
11144000,-0.0,-0.0,-0.0016845051,0.0,0.99999964,-0.0,0.0,-0.00084225246,0.0,0.0,-0.001,0,0,0,0,0
11185000,-0.0,-0.0,-0.0016872401,0.0,0.99999964,-0.0,0.0,-0.0008436199,0.0,0.0,-0.001,0,0,0,0,0
11240000,-0.0,-0.0,-0.0016974286,0.0,0.99999964,-0.0,0.0,-0.0008487142,0.0,0.0,-0.001,0,0,0,0,0
11293000,-0.0,-0.0,-0.0017585574,0.0,0.9999996,-0.0,0.0,-0.0008792787,0.0,0.0,-0.001,0,0,0,0,0
11336000,-0.0,-0.0,-0.0018203361,0.0,0.9999996,-0.0,0.0,-0.00091016793,0.0,0.0,-0.001,0,0,0,0,0
11396000,-0.0,-0.0,-0.0018650736,0.0,0.9999996,-0.0,0.0,-0.0009325367,0.0,0.0,-0.001,0,0,0,0,0
11443000,-0.0,-0.0,-0.0018843499,0.0,0.9999995,-0.0,0.0,-0.0009421748,0.0,0.0,-0.001,0,0,0,0,0
11493000,-0.0,-0.0,-0.0019110925,0.0,0.9999996,-0.0,0.0,-0.0009555463,0.0,0.0,-0.001,0,0,0,0,0
11539000,-0.0,-0.0,-0.0019439084,0.0,0.9999995,-0.0,0.0,-0.00097195414,0.0,0.0,-0.001,0,0,0,0,0
11583000,-0.0,-0.0,-0.001958442,0.0,0.9999995,-0.0,0.0,-0.0009792208,0.0,0.0,-0.001,0,0,0,0,0
11643000,-0.0,-0.0,-0.001974789,0.0,0.9999995,-0.0,0.0,-0.0009873944,0.0,0.0,-0.001,0,0,0,0,0
11687000,-0.0,-0.0,-0.0019389658,0.0,0.9999995,-0.0,0.0,-0.0009694828,0.0,0.0,-0.001,0,0,0,0,0
11743000,-0.0,-0.0,-0.0019172431,0.0,0.9999995,-0.0,0.0,-0.00095862144,0.0,0.0,-0.001,0,0,0,0,0
11791000,-0.0,-0.0,-0.001918489,0.0,0.9999995,-0.0,0.0,-0.0009592444,0.0,0.0,-0.001,0,0,0,0,0
11840000,-0.0,-0.0,-0.0019364839,0.0,0.9999995,-0.0,0.0,-0.00096824183,0.0,0.0,-0.001,0,0,0,0,0
11892000,-0.0,-0.0,-0.0019647048,0.0,0.9999995,-0.0,0.0,-0.0009823523,0.0,0.0,-0.001,0,0,0,0,0
11942000,-0.0,-0.0,-0.001994068,0.0,0.9999995,-0.0,0.0,-0.0009970338,0.0,0.0,-0.001,0,0,0,0,0
11985000,-0.0,-0.0,-0.0019954084,0.0,0.9999995,-0.0,0.0,-0.000997704,0.0,0.0,-0.001,0,0,0,0,0
12043000,-0.0,-0.0,-0.001978905,0.0,0.9999995,-0.0,0.0,-0.0009894522,0.0,0.0,-0.001,0,0,0,0,0
12089000,-0.0,-0.0,-0.0019509053,0.0,0.9999995,-0.0,0.0,-0.0009754525,0.0,0.0,-0.001,0,0,0,0,0
12140000,-0.0,-0.0,-0.0018894108,0.0,0.9999995,-0.0,0.0,-0.0009447053,0.0,0.0,-0.001,0,0,0,0,0
12188000,-0.0,-0.0,-0.0018316105,0.0,0.9999996,-0.0,0.0,-0.0009158052,0.0,0.0,-0.001,0,0,0,0,0
12242000,-0.0,-0.0,-0.0017745674,0.0,0.9999996,-0.0,0.0,-0.00088728365,0.0,0.0,-0.001,0,0,0,0,0
12295000,-0.0,-0.0,-0.0017390247,0.0,0.99999964,-0.0,0.0,-0.0008695122,0.0,0.0,-0.001,0,0,0,0,0
12336000,-0.0,-0.0,-0.0017269491,0.0,0.99999964,-0.0,0.0,-0.00086347444,0.0,0.0,-0.001,0,0,0,0,0
12385000,-0.0,-0.0,-0.0016889581,0.0,0.99999964,-0.0,0.0,-0.00084447896,0.0,0.0,-0.001,0,0,0,0,0
12436000,-0.0,-0.0,-0.0016907565,0.0,0.99999964,-0.0,0.0,-0.00084537815,0.0,0.0,-0.001,0,0,0,0,0
12488000,-0.0,-0.0,-0.0016832942,0.0,0.99999964,-0.0,0.0,-0.000841647,0.0,0.0,-0.001,0,0,0,0,0
12536000,-0.0,-0.0,-0.0016986651,0.0,0.99999964,-0.0,0.0,-0.0008493324,0.0,0.0,-0.001,0,0,0,0,0
12588000,-0.0,-0.0,-0.0017165138,0.0,0.99999964,-0.0,0.0,-0.0008582568,0.0,0.0,-0.001,0,0,0,0,0
12644000,-0.0,-0.0,-0.0017392706,0.0,0.99999964,-0.0,0.0,-0.0008696352,0.0,0.0,-0.001,0,0,0,0,0
12692000,-0.0,-0.0,-0.0017490733,0.0,0.99999964,-0.0,0.0,-0.0008745366,0.0,0.0,-0.001,0,0,0,0,0
12740000,-0.0,-0.0,-0.0017300472,0.0,0.99999964,-0.0,0.0,-0.00086502347,0.0,0.0,-0.001,0,0,0,0,0
12787000,-0.0,-0.0,-0.0016884152,0.0,0.99999964,-0.0,0.0,-0.0008442075,0.0,0.0,-0.001,0,0,0,0,0
12840000,-0.0,-0.0,-0.001642888,0.0,0.9999997,-0.0,0.0,-0.000821444,0.0,0.0,-0.001,0,0,0,0,0
12892000,-0.0,-0.0,-0.0016242737,0.0,0.99999964,-0.0,0.0,-0.0008121368,0.0,0.0,-0.001,0,0,0,0,0
12936000,-0.0,-0.0,-0.0015704966,0.0,0.9999997,-0.0,0.0,-0.00078524835,0.0,0.0,-0.001,0,0,0,0,0
12984000,-0.0,-0.0,-0.0015063065,0.0,0.9999997,-0.0,0.0,-0.00075315323,0.0,0.0,-0.001,0,0,0,0,0
13036000,-0.0,-0.0,-0.0014504374,0.0,0.99999976,-0.0,0.0,-0.0007252187,0.0,0.0,-0.001,0,0,0,0,0
13091000,-0.0,-0.0,-0.0013909129,0.0,0.99999976,-0.0,0.0,-0.00069545646,0.0,0.0,-0.001,0,0,0,0,0
13145000,-0.0,-0.0,-0.0013526849,0.0,0.99999976,-0.0,0.0,-0.00067634246,0.0,0.0,-0.001,0,0,0,0,0
13187000,-0.0,-0.0,-0.0013352672,0.0,0.99999976,-0.0,0.0,-0.0006676336,0.0,0.0,-0.001,0,0,0,0,0
13240000,-0.0,-0.0,-0.001320468,0.0,0.9999998,-0.0,0.0,-0.0006602341,0.0,0.0,-0.001,0,0,0,0,0
13295000,-0.0,-0.0,-0.0012727095,0.0,0.9999998,-0.0,0.0,-0.0006363548,0.0,0.0,-0.001,0,0,0,0,0
13336000,-0.0,-0.0,-0.0012271602,0.0,0.9999998,-0.0,0.0,-0.00061358017,0.0,0.0,-0.001,0,0,0,0,0
13396000,-0.0,-0.0,-0.0011918499,0.0,0.9999998,-0.0,0.0,-0.00059592497,0.0,0.0,-0.001,0,0,0,0,0
13435000,-0.0,-0.0,-0.0011766988,0.0,0.9999998,-0.0,0.0,-0.0005883495,0.0,0.0,-0.001,0,0,0,0,0
13495000,-0.0,-0.0,-0.0011881734,0.0,0.9999998,-0.0,0.0,-0.0005940867,0.0,0.0,-0.001,0,0,0,0,0
13535000,-0.0,-0.0,-0.0011876051,0.0,0.9999998,-0.0,0.0,-0.00059380254,0.0,0.0,-0.001,0,0,0,0,0
13593000,-0.0,-0.0,-0.0011526723,0.0,0.9999998,-0.0,0.0,-0.00057633617,0.0,0.0,-0.001,0,0,0,0,0
