timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
419000,1310988,1310988,1310996,1311004,0,0.0004954789,0.00055419136,0.0009436558,0.0,1310988,1310988,1310996,1311004,0,0.00010996413,5.57313e-05,5.4234402e-05,0.0,1,1,1,0,1,1,1,0
423000,1310988,1310988,1310996,1311004,0,0.00069230044,0.00088200957,0.00065674726,0.0,1310988,1310988,1310996,1311004,0,9.474879e-05,4.810697e-05,4.6642843e-05,0.0,1,1,1,0,1,1,1,0
615000,1310988,1310988,1310996,1311004,0,0.0008754507,0.00050466676,0.00037365462,0.0,1310988,1310988,1310996,1311004,0,0.00014204237,7.09922e-05,7.105026e-05,0.0,1,1,1,0,1,1,1,0
816000,1310988,1310988,1310996,1311004,0,0.0018779841,0.0009387087,0.0009387087,0.0,1310988,1310988,1310996,1311004,0,0.00012971024,6.485509e-05,6.485509e-05,0.0,1,1,1,0,1,1,1,0
1016000,1310988,1310988,1310996,1311004,0,0.001980159,0.0011459228,0.000974243,0.0,1310988,1310988,1310996,1311004,0,0.00019191428,9.602225e-05,0.00010509979,0.0,1,1,1,0,1,1,1,0
1216000,1310988,1310988,1310996,1311004,0,0.0013705735,0.0008667498,0.0013388536,0.0,1310988,1310988,1310996,1311004,0,0.00013697008,7.001391e-05,0.00012322403,0.0,1,1,1,0,1,1,1,0
1421000,1310988,1310988,1310996,1311004,0,0.002405159,0.0032779628,0.001711653,0.0,1310988,1310988,1310996,1311004,0,0.00019573858,0.00010819271,8.758611e-05,0.0,1,1,1,0,1,1,1,0
1622000,1310988,1310988,1310996,1311004,0,0.002532641,0.0012447196,0.0013065167,0.0,1310988,1310988,1310996,1311004,0,8.583387e-05,5.0685107e-05,5.2268202e-05,0.0,1,1,1,0,1,1,1,0
1828000,1310988,1310988,1310996,1311004,0,0.002163019,0.00059522584,0.0020947994,0.0,1310988,1310988,1310996,1311004,0,7.2247654e-05,2.8405024e-05,9.567935e-05,0.0,1,1,1,0,1,1,1,0
2016000,1310988,1310988,1310996,1311004,0,0.0018807112,0.00116924,0.0015402123,0.0,1310988,1310988,1310996,1311004,0,0.00021234505,0.00014170987,8.448145e-05,0.0,1,1,1,0,1,1,1,0
2215000,1310988,1310988,1310996,1311004,0,0.0021788075,0.0008514785,0.0013450682,0.0,1310988,1310988,1310996,1311004,0,0.00014733091,7.01103e-05,7.791493e-05,0.0,1,1,1,0,1,1,1,0
2420000,1310988,1310988,1310996,1311004,0,0.0020998288,0.0009315013,0.0013070637,0.0,1310988,1310988,1310996,1311004,0,0.000100094614,2.1708034e-05,0.000116921576,0.0,1,1,1,0,1,1,1,0
2619000,1310988,1310988,1310996,1311004,0,0.00186892,0.0011722192,0.0007550571,0.0,1310988,1310988,1310996,1311004,0,0.00011170245,6.771428e-05,6.641571e-05,0.0,1,1,1,0,1,1,1,0
2820000,1310988,1310988,1310996,1311004,0,0.0010983408,0.00057933555,0.0006672466,0.0,1310988,1310988,1310996,1311004,0,0.00010449401,6.0919774e-05,5.73956e-05,0.0,1,1,1,0,1,1,1,0
3020000,1310988,1310988,1310996,1311004,0,0.0012762086,0.0009908228,0.001239701,0.0,1310988,1310988,1310996,1311004,0,6.0267896e-05,2.8516042e-05,6.3022926e-05,0.0,1,1,1,0,1,1,1,0
3220000,1310988,1310988,1310996,1311004,0,0.0014092621,0.0014043481,0.0013517269,0.0,1310988,1310988,1310996,1311004,0,8.338631e-05,3.381047e-05,5.455887e-05,0.0,1,1,1,0,1,1,1,0
3420000,1310988,1310988,1310996,1311004,0,0.0030369374,0.0006131077,0.0026119498,0.0,1310988,1310988,1310996,1311004,0,0.00015221265,5.382094e-05,0.00010591717,0.0,1,1,1,0,1,1,1,0
3619000,1310988,1310988,1310996,1311004,0,0.0018548813,0.0018128166,0.0008010522,0.0,1310988,1310988,1310996,1311004,0,0.000112928596,4.276146e-05,7.079617e-05,0.0,1,1,1,0,1,1,1,0
3820000,1310988,1310988,1310996,1311004,0,0.0016580324,0.00051353656,0.001236792,0.0,1310988,1310988,1310996,1311004,0,0.00015442076,6.5491804e-05,9.595559e-05,0.0,1,1,1,0,1,1,1,0
4019000,1310988,1310988,1310996,1311004,0,0.0012562518,0.0006409017,0.0010110791,0.0,1310988,1310988,1310996,1311004,0,0.00010429817,5.691671e-05,4.887798e-05,0.0,1,1,1,0,1,1,1,0
4216000,1310988,1310988,1310996,1311004,0,0.0013975627,0.0020526645,0.00078405143,0.0,1310988,1310988,1310996,1311004,0,0.000108144086,0.00011260198,2.6198617e-05,0.0,1,1,1,0,1,1,1,0
4420000,1310988,1310988,1310996,1311004,0,0.0010167146,0.0015383257,0.0006083007,0.0,1310988,1310988,1310996,1311004,0,0.00015364715,0.00014934535,4.071445e-05,0.0,1,1,1,0,1,1,1,0
4620000,1310988,1310988,1310996,1311004,0,0.0028839558,0.0025034877,0.0004628361,0.0,1310988,1310988,1310996,1311004,0,0.00015941467,6.743167e-05,0.000106639716,0.0,1,1,1,0,1,1,1,0
4819000,1310988,1310988,1310996,1311004,0,0.0022901671,0.00048682187,0.0018597759,0.0,1310988,1310988,1310996,1311004,0,0.00020906671,9.066883e-05,0.00011877016,0.0,1,1,1,0,1,1,1,0
5020000,1310988,1310988,1310996,1311004,0,0.002813838,0.002639533,0.0007607699,0.0,1310988,1310988,1310996,1311004,0,7.824649e-05,4.7286936e-05,7.211497e-05,0.0,1,1,1,0,1,1,1,0
5223000,1310988,1310988,1310996,1311004,0,0.002352541,0.00072771637,0.0019159941,0.0,1310988,1310988,1310996,1311004,0,0.0001603058,9.423381e-05,8.917186e-05,0.0,1,1,1,0,1,1,1,0
5423000,1310988,1310988,1310996,1311004,0,0.00179433,0.0011402492,0.0012939943,0.0,1310988,1310988,1310996,1311004,0,0.00014493364,5.2940988e-05,0.00010681412,0.0,1,1,1,0,1,1,1,0
