timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
5612000,0.0,0.0,49.84859,0.0,0.0,0.0,0.0,1,0,0,0
11016000,40.15403045391189,116.25948587311574,49.85774,-0.02736375,-0.019282393,-0.009145926,-0.001754294,1,1,1,0
18696000,40.15403013406532,116.25948546053765,49.869137,-0.062929064,-0.054346498,-0.020546133,-0.0020413436,1,1,1,0
21202000,40.15403011787961,116.2594855377427,49.87411,-0.064728834,-0.04778501,-0.02551903,-0.0022399724,1,1,1,0
