timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_x[3],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_y[3],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_frequencies_z[3],peak_magnitude_x[0],peak_magnitude_x[1],peak_magnitude_x[2],peak_magnitude_x[3],peak_magnitude_y[0],peak_magnitude_y[1],peak_magnitude_y[2],peak_magnitude_y[3],peak_magnitude_z[0],peak_magnitude_z[1],peak_magnitude_z[2],peak_magnitude_z[3],total_energy[0],total_energy[1],total_energy[2]
22116000,22116000,1310988,208.95976,0.20406227,42.44495,51.42369,35.91496,38.363705,nan,nan,nan,nan,nan,nan,nan,nan,4.0,4.0,2.0,2.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,28.0,103.0,0.0
36607000,36604000,1310988,210.22023,0.2052932,nan,nan,nan,nan,nan,nan,nan,nan,49.270367,51.733883,48.449192,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,2.0,1.0,nan,419.0,534.0,10.0
