timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
740000,740000,0.0,0.0,0.0,100.25,100.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.27000102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996000,996000,0.0,0.0,0.0,1.309715,1.309715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.703435,0.0,0.0,nan,0.0,0.0,0.2574902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500000,1500000,0.0,0.0,0.0,0.7718196,0.7718196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.148628,0.0,0.0,nan,0.0,0.0,0.25450465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996000,1996000,0.0,0.0,0.0,0.5234832,0.5234832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8414955,0.0,0.0,nan,0.0,0.0,0.25440666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2501000,2501000,0.0,0.0,0.0,0.5211334,0.5211333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.782259,0.0,0.0,nan,0.0,0.0,0.25421056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2996000,2996000,0.0,0.0,0.0,0.54727817,0.54727817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.799554,0.0,0.0,nan,0.0,0.0,0.25375882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500000,3500000,0.0,0.0,0.0,0.5459548,0.5459548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.866483,0.0,0.0,nan,0.0,0.0,0.25329337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3996000,3996000,0.0,0.0,0.0,0.5248042,0.52480423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.898485,0.0,0.0,nan,0.0,0.0,0.2528965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4496000,4492000,0.0,0.0,0.0,0.4950832,0.4950834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.915309,0.0,0.0,nan,0.0,0.0,0.2525618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4996000,4988000,0.0,0.0,0.0,0.48155436,0.48155445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.92902,0.0,0.0,nan,0.0,0.0,0.25228828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5500000,5496000,0.0,0.0,0.0,0.46781117,0.4678112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.927881,0.0,0.0,nan,0.0,0.0,0.25205943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6000000,5996000,0.0,0.0,0.0,0.4431358,0.4431358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9062395,0.0,0.0,nan,0.0,0.0,0.2518734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6500000,6496000,0.0,0.0,0.0,0.4302015,0.43020147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.886546,0.0,0.0,nan,0.0,0.0,0.25171706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7003000,6999000,0.0,0.0,0.0,0.4117603,0.4117602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.878712,0.0,0.0,nan,0.0,0.0,0.09508133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7503000,7499000,0.0,0.0,0.0,0.38530415,0.38530403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.862147,0.0,0.0,nan,0.0,0.0,0.09223743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7996000,7991000,0.0,0.0,0.0,0.3726589,0.37265873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.846722,0.0,0.0,nan,0.0,0.0,0.09147708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8496000,8491000,0.0,0.0,0.0,0.38075733,0.3807571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.824905,0.0,0.0,nan,0.0,0.0,0.09114365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8996000,8992000,0.0,0.0,0.0,0.38247102,0.38247082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.806639,0.0,0.0,nan,0.0,0.0,0.09099231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9496000,9491000,0.0,0.0,0.0,0.3795827,0.37958252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.782824,0.0,0.0,nan,0.0,0.0,0.09092348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10004000,9999000,0.0,0.0,0.0,0.3737491,0.37374896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.78022,0.0,0.0,nan,0.0,0.0,0.09089858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10495000,10490000,0.1089613,0.10896124,0.23107146,0.28827345,0.28827345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.647247,0.0,0.0,nan,0.0,0.0,0.09089092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11004000,10997000,0.1067216,0.10672141,0.2204099,0.27411568,0.27411568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.55809,0.0,0.0,nan,0.0,0.0,0.09088657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11500000,11493000,0.10839402,0.108393855,0.21659556,0.26930466,0.26930466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.505518,0.0,0.0,nan,0.0,0.0,0.09089534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11999000,11992000,0.108549625,0.10854953,0.21493822,0.2671809,0.2671809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.471386,0.0,0.0,nan,0.0,0.0,0.09089438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12503000,12499000,0.10680574,0.10680571,0.21431531,0.2662905,0.2662905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.447835,0.0,0.0,nan,0.0,0.0,0.0908842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13003000,12999000,0.10520601,0.105206005,0.21409947,0.26570758,0.26570758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.430006,0.0,0.0,nan,0.0,0.0,0.09086984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13491000,13487000,0.104069605,0.104069605,0.21399724,0.265387,0.265387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.416357,0.0,0.0,nan,0.0,0.0,0.09084789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13996000,13992000,0.103135884,0.10313588,0.21391071,0.26509395,0.26509392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.405881,0.0,0.0,nan,0.0,0.0,0.090827085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14503000,14499000,0.102726996,0.10272697,0.21388343,0.2651796,0.2651796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.398449,0.0,0.0,nan,0.0,0.0,0.09080037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14995000,14992000,0.10214924,0.10214922,0.21347412,0.2645063,0.2645063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.389907,0.0,0.0,nan,0.0,0.0,0.0907716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15496000,15492000,0.10152182,0.1015218,0.2133743,0.26475668,0.26475668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.385718,0.0,0.0,nan,0.0,0.0,0.09075273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15999000,15995000,0.10126724,0.101267226,0.2129667,0.264485,0.264485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.381059,0.0,0.0,nan,0.0,0.0,0.09073392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16498000,16491000,0.10063229,0.100632265,0.21133159,0.2637524,0.2637524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.377189,0.0,0.0,nan,0.0,0.0,0.09072871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003000,16995000,0.100356475,0.10035645,0.20993674,0.26395407,0.26395404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.373769,0.0,0.0,nan,0.0,0.0,0.09070958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17496000,17483000,0.100043386,0.10004337,0.20965701,0.26487857,0.26487857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.373774,0.0,0.0,nan,0.0,0.0,0.09069464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17998000,17991000,0.09952522,0.099525206,0.20985307,0.26608607,0.26608607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.37393,0.0,0.0,nan,0.0,0.0,0.09067826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18499000,18487000,0.09890058,0.09890056,0.21010874,0.26586077,0.26586077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.372853,0.0,0.0,nan,0.0,0.0,0.09065786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18996000,18988000,0.09874526,0.09874524,0.21045925,0.2656657,0.2656657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.371345,0.0,0.0,nan,0.0,0.0,0.09062938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19503000,19495000,0.098480426,0.0984804,0.21095352,0.26586595,0.26586592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.370868,0.0,0.0,nan,0.0,0.0,0.09061116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19995000,19988000,0.098205246,0.09820524,0.21119659,0.2655222,0.2655222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.369296,0.0,0.0,nan,0.0,0.0,0.090587325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20496000,20485000,0.097940765,0.097940765,0.21130826,0.26506552,0.26506552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367755,0.0,0.0,nan,0.0,0.0,0.09056429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20991000,20991000,0.09788572,0.09788573,0.21145183,0.26509637,0.26509637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.366632,0.0,0.0,nan,0.0,0.0,0.09054552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21500000,21500000,0.09946377,0.099463776,0.21136408,0.26471046,0.26471046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.365537,0.0,0.0,nan,0.0,0.0,0.0905259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22004000,22004000,0.10705845,0.107058465,0.21139514,0.2648613,0.2648613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.365565,0.0,0.0,nan,0.0,0.0,0.09051067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22495000,22495000,0.10727353,0.10727357,0.21128552,0.26482603,0.26482603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.364904,0.0,0.0,nan,0.0,0.0,0.09049622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22996000,22996000,0.103427015,0.10342704,0.21100217,0.2647221,0.26472214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.363723,0.0,0.0,nan,0.0,0.0,0.09048001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23496000,23496000,0.099935286,0.099935316,0.21002251,0.2650478,0.2650478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3643265,0.0,0.0,nan,0.0,0.0,0.09046752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
