timestamp,last_instance_change,instance_changed_count,accel_device_id,baro_device_id,gyro_device_id,mag_device_id,combined_test_ratio[0],combined_test_ratio[1],combined_test_ratio[2],combined_test_ratio[3],combined_test_ratio[4],combined_test_ratio[5],combined_test_ratio[6],combined_test_ratio[7],combined_test_ratio[8],relative_test_ratio[0],relative_test_ratio[1],relative_test_ratio[2],relative_test_ratio[3],relative_test_ratio[4],relative_test_ratio[5],relative_test_ratio[6],relative_test_ratio[7],relative_test_ratio[8],accumulated_gyro_error[0],accumulated_gyro_error[1],accumulated_gyro_error[2],accumulated_gyro_error[3],accumulated_accel_error[0],accumulated_accel_error[1],accumulated_accel_error[2],accumulated_accel_error[3],primary_instance,instances_available,healthy[0],healthy[1],healthy[2],healthy[3],healthy[4],healthy[5],healthy[6],healthy[7],healthy[8],gyro_fault_detected,accel_fault_detected
10792000,703000,1,1310988,6620172,1310988,197388,0.011382844,0.011346156,0.011346474,0.011372652,0.011350312,0.011355883,nan,nan,nan,0.0,0.011947182,0.02475175,1.0,0.017576158,0.018037999,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
11804000,703000,1,1310988,6620172,1310988,197388,0.009570937,0.00955678,0.0095651895,0.009593431,0.009549589,0.009557207,nan,nan,nan,0.0,0.01429593,0.035122447,1.0,0.025294203,0.034153115,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
12808000,703000,1,1310988,6620172,1310988,197388,0.013028858,0.012888596,0.012887941,0.013050763,0.012910839,0.012911121,nan,nan,nan,0.0,0.0299025,0.05000217,1.0,0.0395971,0.048958562,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
13819000,703000,1,1310988,6620172,1310988,197388,0.0021677767,0.002326822,0.0023296685,0.0021698654,0.0023294669,0.0023222365,nan,nan,nan,0.0,0.04288529,0.07348015,1.0,0.07216999,0.06830857,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
14821000,703000,1,1310988,6620172,1310988,197388,0.015525019,0.015412572,0.015413988,0.015534144,0.015427693,0.0154205095,nan,nan,nan,0.0,0.061054863,0.10748714,1.0,0.09359582,0.08054197,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
15855000,703000,1,1310988,6620172,1310988,197388,0.016052142,0.015917577,0.01591748,0.016059559,0.015923869,0.015928494,nan,nan,nan,0.0,0.06722626,0.11694433,1.0,0.101523735,0.09503154,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,0,1,1,0,0,0,0,0,0
15859000,703000,1,1310988,6620172,1310988,197388,0.016052142,0.015917577,0.01591748,0.016059559,0.015923869,0.015928494,nan,nan,nan,0.0,0.06722626,0.11694433,1.0,0.101523735,0.09503154,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
16860000,703000,1,1310988,6620172,1310988,197388,0.014768593,0.014586739,0.014582046,0.014778063,0.014591571,0.014588917,nan,nan,nan,0.0,0.06934339,0.12924513,1.0,0.11824001,0.109425046,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
17868000,703000,1,1310988,6620172,1310988,197388,0.0021897648,0.0021130159,0.002116732,0.0022075758,0.0021323143,0.0021301128,nan,nan,nan,0.0,0.08108258,0.15187371,1.0,0.14236048,0.14030859,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
18875000,703000,1,1310988,6620172,1310988,197388,0.011480168,0.011398164,0.011394748,0.011461702,0.011394632,0.011396895,nan,nan,nan,0.0,0.09365131,0.16349289,1.0,0.15286857,0.15051949,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
19882000,703000,1,1310988,6620172,1310988,197388,0.011164417,0.011453513,0.011486687,0.011173025,0.011509867,0.011511868,nan,nan,nan,0.0,0.11462924,0.18412557,1.0,0.17795806,0.17498063,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
20891000,703000,1,1310988,6620172,1310988,197388,0.016664127,0.016682195,0.016682757,0.016712582,0.016667603,0.016669806,nan,nan,nan,0.0,0.12369567,0.20233676,1.0,0.19014299,0.18856074,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
21893000,703000,1,1310988,6620172,1310988,197388,0.009553594,0.009616115,0.009602504,0.009588045,0.009671595,0.009673583,nan,nan,nan,0.0,0.13719557,0.22394153,1.0,0.20385295,0.2044813,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
22900000,703000,1,1310988,6620172,1310988,197388,0.022559145,0.022290133,0.022285834,0.023259087,0.022280017,0.022280954,nan,nan,nan,0.0,0.14916663,0.23394784,1.0,0.22515361,0.20997229,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
23910000,703000,1,1310988,6620172,1310988,197388,0.014388989,0.014705113,0.014674124,0.01436945,0.014707396,0.014716705,nan,nan,nan,0.0,0.1633481,0.24181119,1.0,0.23596887,0.23539545,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
24916000,703000,1,1310988,6620172,1310988,197388,0.017641772,0.017741328,0.017683752,0.017658627,0.017621458,0.017620236,nan,nan,nan,0.0,0.17983359,0.25693116,1.0,0.24536827,0.2407595,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
25919000,703000,1,1310988,6620172,1310988,197388,0.030230638,0.030131057,0.030125637,0.030294724,0.030010175,0.030176878,nan,nan,nan,0.0,0.21941479,0.26209423,1.0,0.2846793,0.24968088,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
26928000,703000,1,1310988,6620172,1310988,197388,0.013009591,0.01384707,0.013858825,0.012936478,0.013880542,0.01390985,nan,nan,nan,0.0,0.24267921,0.29620385,1.0,0.32788888,0.2905491,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
27932000,703000,1,1310988,6620172,1310988,197388,0.014877088,0.015058318,0.01501203,0.014812691,0.015032284,0.01502874,nan,nan,nan,0.0,0.2753758,0.33667257,1.0,0.36140752,0.32454664,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
28939000,703000,1,1310988,6620172,1310988,197388,0.021422613,0.021233922,0.021231156,0.021456977,0.02126291,0.02123715,nan,nan,nan,0.0,0.30492067,0.3703781,1.0,0.3820288,0.3391554,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
29948000,703000,1,1310988,6620172,1310988,197388,0.017547194,0.017996848,0.017991282,0.01754048,0.017978627,0.017978854,nan,nan,nan,0.0,0.3501346,0.424977,1.0,0.4257689,0.39446726,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
30952000,703000,1,1310988,6620172,1310988,197388,0.017570961,0.018513426,0.018517664,0.017610978,0.018554837,0.018557653,nan,nan,nan,0.0,0.4004916,0.47677076,1.0,0.47824836,0.44710195,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
31960000,703000,1,1310988,6620172,1310988,197388,0.014083289,0.014315279,0.014308451,0.014160229,0.014331965,0.014332293,nan,nan,nan,0.0,0.43096468,0.51439583,1.0,0.5300925,0.47705632,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
32972000,703000,1,1310988,6620172,1310988,197388,0.012576761,0.012495802,0.012514999,0.012592932,0.012518413,0.012492993,nan,nan,nan,0.0,0.46090296,0.52903336,1.0,0.558844,0.49206358,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
33980000,703000,1,1310988,6620172,1310988,197388,0.015276983,0.015639022,0.015604097,0.015246095,0.015538826,0.015539841,nan,nan,nan,0.0,0.4893849,0.5580568,1.0,0.5888983,0.5204544,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
34981000,703000,1,1310988,6620172,1310988,197388,0.012924362,0.01341112,0.013318924,0.012910755,0.013437082,0.013434374,nan,nan,nan,0.0,0.5100832,0.58277744,1.0,0.6015411,0.53822374,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
35992000,703000,1,1310988,6620172,1310988,197388,0.0067508477,0.016929349,0.016939044,0.016577065,0.006975498,0.016896436,nan,nan,nan,0.0,0.5527431,0.62824935,1.0,0.6303227,0.5840584,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
36999000,703000,1,1310988,6620172,1310988,197388,0.019207137,0.019840533,0.019718114,0.019230478,0.01971156,0.019708231,nan,nan,nan,0.0,0.57923925,0.6460943,1.0,0.6498599,0.6116161,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
38003000,703000,1,1310988,6620172,1310988,197388,0.021812076,0.022274032,0.012991332,0.02182244,0.022277039,0.013038125,nan,nan,nan,0.0,0.60133266,0.6774954,1.0,0.67757875,0.6361147,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
39008000,703000,1,1310988,6620172,1310988,197388,0.018949501,0.018930927,0.01893377,0.01895151,0.018942237,0.018947203,nan,nan,nan,0.0,0.61821383,0.69814783,1.0,0.7014017,0.66137004,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
40012000,703000,1,1310988,6620172,1310988,197388,0.012812165,0.012301695,0.012351475,0.012767251,0.012411797,0.012411566,nan,nan,nan,0.0,0.6393485,0.7119537,1.0,0.7257036,0.6833021,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
41024000,703000,1,1310988,6620172,1310988,197388,0.019083684,0.018870546,0.018872902,0.01909256,0.01889967,0.01888804,nan,nan,nan,0.0,0.66125405,0.7456742,1.0,0.7627709,0.70967317,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
42028000,703000,1,1310988,6620172,1310988,197388,0.007039733,0.00740416,0.007392277,0.0070133014,0.0074007916,0.0074077295,nan,nan,nan,0.0,0.68789846,0.7731583,1.0,0.77971166,0.7280548,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
43032000,703000,1,1310988,6620172,1310988,197388,0.016438764,0.015630856,0.015641717,0.016443107,0.015660226,0.015654022,nan,nan,nan,0.0,0.72951233,0.8126527,1.0,0.80820876,0.7533423,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
44040000,703000,1,1310988,6620172,1310988,197388,0.013352045,0.01087965,0.010876293,0.010581014,0.010943124,0.010946059,nan,nan,nan,0.0,0.748342,0.83894694,1.0,0.8444311,0.7905799,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
45047000,703000,1,1310988,6620172,1310988,197388,0.011067794,0.01091316,0.018705351,0.01870521,0.010939138,0.018698322,nan,nan,nan,0.0,0.7575655,0.8563061,1.0,0.8700404,0.8168979,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
46051000,703000,1,1310988,6620172,1310988,197388,0.05963066,0.05468157,0.054719176,0.060979307,0.05996366,0.058595464,nan,nan,nan,0.0,0.7718113,0.880789,1.0,0.8787808,0.82651323,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
47056000,703000,1,1310988,6620172,1310988,197388,0.14288998,0.14321966,0.14280681,0.14286432,0.1428781,0.1427808,nan,nan,nan,0.0,0.78547907,0.9111676,1.0,0.9072542,0.8711558,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
48065000,703000,1,1310988,6620172,1310988,197388,0.018963043,0.013424998,0.012085464,0.018537853,0.012489028,0.013445022,nan,nan,nan,0.0,0.8994565,1.0,1.0,0.9138142,0.9882454,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
49072000,703000,1,1310988,6620172,1310988,197388,0.021453047,0.017342685,0.015710343,0.021009121,0.016600305,0.017394388,nan,nan,nan,0.0,0.9042684,1.0,1.0,0.9138142,0.9930839,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
50079000,703000,1,1310988,6620172,1310988,197388,0.014376518,0.012167472,0.013299662,0.0139357615,0.012148503,0.0121680405,nan,nan,nan,0.0,0.9042684,1.0,1.0,0.91971874,0.9972027,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
51087000,703000,1,1310988,6620172,1310988,197388,0.012353632,0.010531846,0.010109536,0.011942631,0.010080215,0.01053614,nan,nan,nan,0.0,0.9111589,1.0,1.0,0.9221346,0.999468,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,6,1,1,1,1,1,1,0,0,0,0,0
