timestamp,timestamp_sample,vibe[0],vibe[1],vibe[2],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
691000,691000,3.4454412e-12,1.70095e-06,0.0063066604,5.8180085e-06,0.0007742078,6.480962e-06,512,0,0.70622146,3.5000029,0.0,nan,nan,1.1754944e-38,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
703000,703000,3.5958834e-12,1.7493451e-06,0.0062178597,5.241955e-06,0.0011424919,1.6390915e-05,512,0,0.7097526,3.5000114,0.0,nan,nan,1.1754944e-38,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
891000,891000,4.062934e-12,2.0373425e-06,0.0076720384,3.571926e-05,0.00019262244,0.0022658105,512,0,1.3943846,1.5657727,0.0,nan,nan,1.5011404e-05,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1092000,1092000,4.254371e-12,2.172042e-06,0.0075489725,8.514525e-06,0.00014901825,0.005071583,512,0,1.2025496,1.1692942,0.0,nan,nan,1.4382069e-05,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1285000,1285000,5.4613523e-12,2.5037345e-06,0.008719714,1.9158692e-06,8.5635744e-05,0.0017121148,512,0,0.94970036,1.0181495,0.0,nan,nan,0.00042468138,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1491000,1491000,6.69776e-12,2.866245e-06,0.01073867,2.3517766e-06,0.00026706068,0.0017076468,512,0,0.82501423,0.8916917,0.0,nan,nan,0.0018126379,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1692000,1692000,6.760176e-12,2.9273147e-06,0.012079144,8.003327e-06,0.00042174495,0.0020811888,512,0,0.741312,0.81361675,0.0,nan,nan,0.0006834931,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1892000,1892000,6.924448e-12,3.074123e-06,0.016291495,4.965143e-06,0.0002840062,0.0010497334,512,0,0.68041193,0.76268774,0.0,nan,nan,0.00050537783,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2092000,2092000,7.773876e-12,3.1559882e-06,0.016039796,7.316983e-06,0.00079982594,0.0026853322,512,0,0.67511487,0.7354195,0.0,nan,nan,0.00123694,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2291000,2291000,6.5487494e-12,2.9444432e-06,0.015226082,2.1438334e-05,0.00047779217,0.0011478019,512,0,0.65958977,0.7179851,0.0,nan,nan,0.000847119,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2490000,2490000,6.531956e-12,2.9183973e-06,0.016864737,2.9223695e-05,0.001902625,0.004349379,512,0,0.6613945,0.7127838,0.0,nan,nan,0.0022822546,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2696000,2696000,6.4120024e-12,2.9700952e-06,0.01637928,4.6992656e-05,0.00095675036,0.0016949589,512,0,0.6727779,0.73334503,0.0,nan,nan,0.0004433684,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2887000,2887000,6.3954315e-12,3.0171364e-06,0.016743619,6.991487e-05,0.000902843,0.0010430485,512,0,0.6580468,0.735955,0.0,nan,nan,0.0005308819,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3091000,3091000,6.602015e-12,3.1861118e-06,0.016992863,8.905155e-05,0.0010031012,0.0017608961,512,0,0.6591073,0.74866754,0.0,nan,nan,0.00055007526,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3292000,3292000,7.0500064e-12,3.1931565e-06,0.015776,7.595222e-05,0.000939673,0.00062634225,512,0,0.6409072,0.7579167,0.0,nan,nan,0.0002071187,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3495000,3495000,7.463418e-12,3.1853551e-06,0.015218021,6.87584e-05,0.001466253,0.0017213683,512,0,0.6213131,0.7658877,0.0,nan,nan,0.0017900806,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3684000,3684000,6.5615473e-12,2.9684122e-06,0.016487176,0.00010007707,0.0016462734,0.0018825581,512,0,0.5873821,0.783938,0.0,nan,nan,0.0010379567,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3896000,3896000,6.1771586e-12,2.8803267e-06,0.014610459,0.00011488456,0.0013953386,0.0011015995,512,0,0.5933778,0.7985288,0.0,nan,nan,0.00017126021,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4092000,4092000,6.8197106e-12,2.9628757e-06,0.015871324,8.776642e-05,0.0014605648,0.00145869,512,0,0.57283115,0.79775214,0.0,nan,nan,0.0010403972,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4292000,4285000,6.5161496e-12,2.9073974e-06,0.014751698,5.773082e-05,0.0018575401,0.0027375165,512,0,0.5604318,0.79980814,0.0,nan,nan,0.0013492337,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4488000,4484000,7.075127e-12,2.9277862e-06,0.015757257,5.0433187e-05,0.0030394027,0.0054843347,512,0,0.5516869,0.79985625,0.0,nan,nan,0.0019750136,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4688000,4680000,7.284976e-12,2.8859833e-06,0.0119028045,6.058385e-05,0.0014089367,0.0022983458,512,0,0.5402607,0.81999266,0.0,nan,nan,0.00070736825,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4885000,4880000,6.5065414e-12,2.7574877e-06,0.010042204,9.2216666e-05,0.0014002596,0.0017563318,512,0,0.5278669,0.81684595,0.0,nan,nan,0.00013326781,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
5088000,5084000,6.1771955e-12,2.684325e-06,0.009858665,0.0001227789,0.0023722781,0.0036515282,512,0,0.5193431,0.81245124,0.0,nan,nan,0.0010650821,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
5291000,5287000,6.64556e-12,2.8006662e-06,0.009565907,0.00014201012,0.002184282,0.0025515067,512,0,0.51282597,0.80748004,0.0,nan,nan,0.001119888,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
5488000,5483000,7.361444e-12,2.932488e-06,0.010667667,0.00014786373,0.0021305685,0.0018204087,512,0,0.5040809,0.8021044,0.0,nan,nan,0.00011906617,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
5683000,5680000,6.3976645e-12,2.8178756e-06,0.011431245,0.00013287319,0.002220158,0.0025079898,512,0,0.49678236,0.795887,0.0,nan,nan,0.0017839344,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
5884000,5880000,6.3171642e-12,2.7905976e-06,0.01084069,0.00011201331,0.0017570339,0.0016385616,512,0,0.48764405,0.7894281,0.0,nan,nan,0.00029221506,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
6083000,6080000,6.4053754e-12,2.911179e-06,0.0125168385,8.419569e-05,0.0012814878,0.0012903737,512,0,0.47772342,0.8031723,0.0,nan,nan,0.00029542847,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
6288000,6281000,6.4099147e-12,2.9514774e-06,0.013996973,4.4254633e-05,0.0005954742,0.0006571438,512,0,0.4641912,0.79225063,0.0,nan,nan,0.0014385859,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
6484000,6480000,6.3880867e-12,2.9499581e-06,0.012250663,2.2534075e-05,0.0011819695,0.0024549568,512,0,0.46163514,0.7889653,0.0,nan,nan,0.0020517462,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
6687000,6683000,6.613056e-12,2.958122e-06,0.011139468,8.7587694e-05,0.0014422862,0.002016125,531,0,0.45459214,0.7811205,0.00054958824,nan,nan,0.00021104766,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
6883000,6879000,6.8642817e-12,2.884464e-06,0.011969758,0.001071374,0.0018709901,0.0019239691,531,0,0.44305423,0.77346885,0.009962489,nan,nan,2.1897105e-05,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
7084000,7080000,5.85047e-12,2.737666e-06,0.011758997,0.0003496394,0.0024763553,0.0033084778,531,0,0.42905745,0.7663358,0.0003037872,nan,nan,0.0004575036,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
7282000,7280000,6.1586534e-12,2.77139e-06,0.012114655,0.00020450026,0.0014907214,0.0024892415,531,0,0.51517403,0.7778651,0.0031736572,nan,nan,0.00088194624,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
7491000,7488000,5.4314543e-12,2.7034803e-06,0.012859488,0.00020203981,0.0013422755,0.0019051518,531,0,0.49621412,0.7703463,0.0054368237,nan,nan,0.00034576203,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
7692000,7688000,6.2698193e-12,2.9219775e-06,0.014997349,0.00025472775,0.001262164,0.001781009,531,0,0.4864064,0.76316553,0.0032353238,nan,nan,0.0024927398,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
7884000,7880000,6.7404927e-12,3.0059787e-06,0.012565055,0.00032752656,0.0012094994,0.0016527178,531,0,0.48288393,0.75568295,0.0056732036,nan,nan,0.001824475,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
8087000,8083000,5.9420194e-12,2.985995e-06,0.01323759,5.6942557e-05,0.0011379396,0.0014654621,531,0,0.48359472,0.7658607,0.011563937,nan,nan,0.0013929196,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
8284000,8280000,6.5309216e-12,3.000643e-06,0.014144513,0.0001690146,0.0015357158,0.0026611225,531,0,0.48600054,0.7579323,0.006034605,nan,nan,0.001613115,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
8485000,8480000,5.933892e-12,2.9498592e-06,0.011967692,0.00046652896,0.0016078887,0.0030496712,531,0,0.4874764,0.75040716,0.007747115,nan,nan,0.0008498076,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
8688000,8683000,5.9110243e-12,2.821356e-06,0.0115420045,0.00051269337,0.0019545127,0.004449268,531,0,0.4884251,0.743113,0.009805169,nan,nan,0.0015763314,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
8892000,8887000,6.629824e-12,3.0062345e-06,0.012137899,0.00016480482,0.0007437038,0.0012727459,531,0,0.4856045,0.73613894,0.007723805,nan,nan,0.0020649063,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
