timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
6783000,6779000,0.99813443,0.0002539007,2.392293e-05,0.061055694,0.9981448,-1.8397468e-11,4.639092e-12,0.060885135,1
6791000,6787000,1.0,0.00025297794,9.181013e-06,-9.502486e-05,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
7282000,7280000,1.0,0.0002700256,2.0525453e-05,-0.0001633666,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
7780000,7776000,1.0,0.00025997078,1.6989066e-05,-0.00038320094,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
8280000,8271000,1.0,0.00021391292,8.6990935e-05,-0.00023174395,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
8785000,8780000,0.99999976,9.506683e-05,0.0001368807,-0.0006506423,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
9284000,9280000,0.9999999,4.2624597e-05,0.00012080709,-0.00063758815,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
9787000,9782000,0.9999999,-3.5126122e-06,8.591046e-05,-0.0006654373,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
10284000,10279000,0.99999976,3.1237912e-05,0.00011156221,-0.00075530633,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
10779000,10775000,0.99999976,0.00010334275,3.454357e-05,-0.0007859842,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
11288000,11279000,0.99999964,0.0002211935,2.0653465e-06,-0.0007912832,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
11779000,11775000,0.99999964,0.00026368455,-7.737131e-05,-0.0008868723,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
12283000,12279000,0.99999964,0.00028692957,-0.00021036388,-0.00078223,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
12783000,12779000,0.99999976,0.00026216765,-0.00019214718,-0.0007389964,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
13283000,13278000,0.9999999,0.00020141978,-0.00020777438,-0.0005358557,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
13778000,13776000,0.9999999,0.00015393386,-0.00027732426,-0.0004395006,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
14284000,14275000,0.9999999,0.00019141295,-0.0003652008,-0.0004477675,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
14785000,14780000,0.99999976,0.0002236094,-0.00038389547,-0.0005176384,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
15280000,15276000,0.99999976,0.00026080105,-0.0004056727,-0.00056976575,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
15768000,15764000,0.99999976,0.00010427854,-0.00032518266,-0.0006115561,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
16283000,16279000,0.99999976,8.926286e-05,-0.00029723093,-0.00073592865,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
16784000,16768000,0.99999964,-2.2656579e-05,-0.00029154995,-0.0008402493,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
17283000,17272000,0.99999964,-6.6927685e-05,-0.0002718213,-0.000860935,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
17780000,17772000,0.99999964,-0.0001080802,-0.00010671269,-0.0009302817,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
18283000,18275000,0.9999995,-0.00018317127,-1.6943697e-07,-0.0010492444,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
18785000,18773000,0.9999994,-0.00018522902,-1.7255925e-05,-0.0011230252,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
19284000,19276000,0.9999993,-0.00016049486,-1.8711546e-05,-0.0011847329,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
19780000,19772000,0.9999993,-0.00013634298,4.170778e-05,-0.0011961987,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
20280000,20272000,0.9999993,-0.00010547046,8.323537e-05,-0.0012385842,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
20784000,20784000,0.9999994,-0.00011419232,0.00018059221,-0.0011382885,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
21283000,21283000,0.99999917,-0.00013021016,0.00023213052,-0.0012568169,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
21779000,21779000,0.9999993,-5.2016567e-05,-0.0004762846,-0.0011538354,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
22287000,22287000,0.9999973,0.00020467563,-0.0021338712,-0.00087884715,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
22780000,22780000,0.99999946,-0.00073893013,0.0005581602,0.00057820824,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
23284000,23284000,0.99999887,3.9755392e-05,0.0013353643,0.00067005336,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
23783000,23783000,0.99999946,0.000771916,0.0007239086,0.00022436948,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
24276000,24276000,0.99999994,0.00023313156,0.00019516889,1.44874675e-05,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
24785000,24785000,0.9999993,-0.00049834326,0.0010709901,0.00018422757,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
25283000,25283000,0.99999946,-0.0010253731,-0.00012378537,0.00024172013,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
25780000,25780000,0.9999992,0.0010703357,-0.0007205319,0.00015746678,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
26284000,26284000,0.99999964,0.00035237815,-0.00088566775,9.045441e-05,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
26784000,26784000,0.99999994,-0.00025856888,-0.00037388992,7.101535e-05,0.99812853,-1.5347723e-11,-2.728484e-12,-0.061151702,2
