timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
6700000,6696000,0.99999994,0.00027697117,-6.209489e-06,-0.00048672053,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
6704000,6700000,0.99999994,0.00027701474,-6.245118e-06,-0.00048810148,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
7203000,7199000,1.0,0.00029326841,7.901312e-07,-6.896755e-05,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
7700000,7696000,1.0,0.00031572804,2.8718545e-05,-0.00025884964,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
8200000,8196000,1.0,0.00023432053,7.4918265e-05,-0.00017369364,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
8700000,8696000,0.9999999,0.00014341516,0.00013597835,-0.00056639174,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
9200000,9196000,0.9999999,6.423085e-05,0.00013093943,-0.0006290379,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
9700000,9696000,0.9999999,-2.8899851e-06,8.6429085e-05,-0.00063054514,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
10204000,10199000,0.99999976,3.0192537e-05,0.000102743295,-0.00074494665,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
10700000,10696000,0.99999976,0.00010665942,4.91832e-05,-0.000752857,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
11203000,11198000,0.99999976,0.00022277603,2.1447551e-05,-0.00076164847,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
11702000,11695000,0.99999964,0.0002950019,-4.877806e-05,-0.0008967726,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
12200000,12196000,0.99999964,0.00029863423,-0.00022571207,-0.00082430104,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
12700000,12696000,0.99999964,0.00025423756,-0.00018575213,-0.0007704389,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
13208000,13199000,0.99999976,0.00024785608,-0.00020718088,-0.0005638226,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
13701000,13695000,0.9999999,0.00013130016,-0.0002647068,-0.0004549472,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
14200000,14195000,0.9999999,0.0001610631,-0.00035103963,-0.00043375161,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
14700000,14691000,0.99999976,0.00020832718,-0.00035686948,-0.00051050744,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
15200000,15196000,0.99999976,0.00026043187,-0.00038431454,-0.00052146276,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
15703000,15699000,0.99999976,0.00013368734,-0.00033944048,-0.0005774763,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
16203000,16199000,0.99999976,9.550364e-05,-0.00030520538,-0.0006851248,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
16700000,16692000,0.99999964,1.3878209e-05,-0.0002896691,-0.00079843437,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
17202000,17192000,0.99999964,-5.240209e-05,-0.0002977435,-0.0008174839,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
17701000,17692000,0.99999964,-0.0001075489,-0.00014459273,-0.0008963321,0.9981509,1.0686564e-11,1.8189896e-12,-0.060785085,2
