timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
480000,472000,197644,0.27539137,-0.033357006,0.4735348,0
996000,988250,197644,0.27522448,-0.034219347,0.4737081,0
1491000,1480600,197644,0.2759726,-0.034722768,0.47370243,0
2000000,1992000,197644,0.27442643,-0.03460018,0.47429046,0
2490000,2479600,197644,0.27501833,-0.03442586,0.47468653,0
2996000,2989000,197644,0.27514783,-0.034573846,0.47182697,0
3495000,3484000,197644,0.27498642,-0.035163764,0.4737111,0
3985000,3977750,197644,0.2733543,-0.03536357,0.47262585,0
4492000,4483600,197644,0.27433917,-0.033297535,0.47222662,0
4996000,4987000,197644,0.2745305,-0.03278756,0.47255632,0
5496000,5487600,197644,0.27284667,-0.03321138,0.473186,0
5996000,5987200,197644,0.27500704,-0.03433775,0.4723567,0
6488000,6480000,197644,0.2731527,-0.034082573,0.47289225,0
6991000,6981500,197644,0.27363843,-0.03409608,0.47421336,0
7488000,7479400,197644,0.27462116,-0.03362912,0.47602507,0
7983000,7974000,197644,0.27558827,-0.03350097,0.47307628,0
8496000,8488000,197644,0.27608976,-0.03494299,0.47592673,0
8996000,8988000,197644,0.27659893,-0.03338206,0.4732758,0
9484000,9476000,197644,0.2745833,-0.03578542,0.4737424,0
9995000,9986600,197644,0.27643356,-0.034549754,0.4735509,0
10495000,10487000,197644,0.27463514,-0.032443322,0.47219354,0
11004000,10992600,197644,0.2756083,-0.03154212,0.47465345,0
11493000,11482500,197644,0.27540255,-0.034218844,0.4727586,0
12003000,11994750,197644,0.27387136,-0.035646014,0.47410524,0
12488000,12479750,197644,0.2741795,-0.032346778,0.47338474,0
12995000,12984400,197644,0.27568874,-0.03415617,0.47491476,0
13487000,13476200,197644,0.27429995,-0.033657428,0.4733998,0
13992000,13983000,197644,0.27581778,-0.032748364,0.4733944,0
14495000,14485800,197644,0.2749067,-0.034233626,0.47535458,0
14980000,14973250,197644,0.2747206,-0.03264312,0.47385398,0
15483000,15473200,197644,0.27354246,-0.03424352,0.474502,0
15995000,15986600,197644,0.27567336,-0.033010595,0.4736131,0
16491000,16482000,197644,0.27487582,-0.034618434,0.47439757,0
16984000,16975750,197644,0.2742718,-0.033512257,0.4722984,0
17483000,17472833,197644,0.2752644,-0.033085678,0.47399792,0
18003000,17994800,197644,0.27373445,-0.0343152,0.47305027,0
18487000,18479200,197644,0.27454156,-0.034727063,0.47383928,0
18996000,18988000,197644,0.2762886,-0.03455698,0.47471568,0
19499000,19490200,197644,0.27471223,-0.034458328,0.4733861,0
19995000,19986200,197644,0.2762816,-0.0327704,0.47384426,0
20491000,20480800,197644,0.27460665,-0.03401451,0.47435775,0
21000000,20992250,197644,0.2739512,-0.033167496,0.47360513,0
21485000,21476200,197644,0.27548605,-0.033790976,0.47227764,0
21992000,21981333,197644,0.27500206,-0.034365084,0.47171172,0
22499000,22489800,197644,0.275842,-0.035147097,0.4720664,0
22991000,22980600,197644,0.27536255,-0.03507551,0.47435433,0
23484000,23476000,197644,0.2742704,-0.034998775,0.4743983,0
24003000,23993166,197644,0.27391607,-0.035610937,0.47264093,0
24487000,24479000,197644,0.27401516,-0.03254051,0.47268787,0
24988000,24978750,197644,0.27659413,-0.038704626,0.4729971,0
25499000,25488250,197644,0.2757295,-0.037719086,0.47387767,0
25996000,25989000,197644,0.27694532,-0.035854314,0.4727975,0
26504000,26492200,197644,0.2761221,-0.03486527,0.4748462,0
27000000,26992000,197644,0.27415398,-0.0354407,0.47325203,0
27492000,27483250,197644,0.27480075,-0.03485831,0.4724927,0
27995000,27985166,197644,0.27376676,-0.034547113,0.47453284,0
28492000,28483250,197644,0.27721268,-0.03582278,0.4742281,0
28992000,28983250,197644,0.2728714,-0.036802277,0.47507864,0
29495000,29486750,197644,0.27516082,-0.033422843,0.47419494,0
29988000,29979000,197644,0.27492082,-0.03320236,0.47337362,0
30501000,30493250,197644,0.27601862,-0.03516786,0.47365347,0
31000000,30990250,197644,0.27469498,-0.033934068,0.47308075,0
31483000,31475200,197644,0.27484122,-0.032872256,0.47191164,0
31992000,31984000,197644,0.2761088,-0.036053613,0.4722842,0
32496000,32488000,197644,0.27526325,-0.03498336,0.47250724,0
32984000,32974250,197644,0.27547827,-0.035036143,0.47079372,0
33484000,33475000,197644,0.2777704,-0.034906883,0.47261846,0
34000000,33992250,197644,0.2743467,-0.034791123,0.4740742,0
34503000,34495000,197644,0.27479902,-0.035113513,0.47281933,0
34988000,34979250,197644,0.27567405,-0.03688129,0.47206756,0
35503000,35495200,197644,0.27584752,-0.033921894,0.47278443,0
35992000,35983250,197644,0.27558544,-0.035229035,0.4716879,0
36496000,36486500,197644,0.27563196,-0.03469856,0.4717692,0
36980000,36974000,197644,0.27531037,-0.033520922,0.4739218,0
37500000,37492750,197644,0.27383742,-0.035259627,0.4732049,0
37994000,37984000,197644,0.27762732,-0.035827067,0.47337013,0
38480000,38473000,197644,0.27470446,-0.03395335,0.47347298,0
38999000,38991200,197644,0.27446988,-0.032805856,0.47468296,0
39487000,39475800,197644,0.27427185,-0.03356496,0.47377297,0
39991000,39980800,197644,0.27429494,-0.035876364,0.4747502,0
40492000,40483000,197644,0.27396592,-0.034126975,0.47314906,0
41000000,40993250,197644,0.2772045,-0.036306933,0.47448167,0
41496000,41488250,197644,0.27645487,-0.034145724,0.47346255,0
41985000,41978250,197644,0.27660212,-0.034475364,0.47500792,0
42504000,42495200,197644,0.2746857,-0.035383254,0.4738083,0
42981000,42972200,197644,0.27502772,-0.0347054,0.47152582,0
43492000,43481000,197644,0.27234587,-0.035307717,0.47575033,0
44001000,43991400,197644,0.27518025,-0.034631032,0.4733807,0
44503000,44491800,197644,0.2748532,-0.035508405,0.47315058,0
44989000,44979400,197644,0.2751746,-0.033998795,0.4740787,0
45503000,45493666,197644,0.2767738,-0.03518815,0.4737937,0
46000000,45991400,197644,0.27141187,-0.06274227,0.4733574,0
46492000,46483000,197644,0.27473715,-0.034122806,0.47273022,0
47003000,46995000,197644,0.27445194,-0.02843532,0.4736271,0
47499000,47491750,197644,0.27622366,-0.031388562,0.47259077,0
47983000,47975000,197644,0.27603108,-0.032245945,0.47451082,0
48492000,48480750,197644,0.2762766,-0.031554352,0.4751328,0
48990000,48980400,197644,0.2760638,-0.0335893,0.47393474,0
49499000,49489000,197644,0.27493143,-0.033014357,0.4712801,0
49995000,49987750,197644,0.2774906,-0.03283579,0.47470474,0
50500000,50491400,197644,0.2760666,-0.031584244,0.4725773,0
50996000,50988250,197644,0.27643603,-0.030631684,0.47392786,0
51495000,51485200,197644,0.27584156,-0.031785995,0.47433287,0
