timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
968000,968000,1310996,-0.0019823103,0.00088206463,0.0006075461,14.67484,0,1
1971000,1971000,1310996,-0.0010600341,0.0010190526,-0.0010291898,14.675728,0,1
2960000,2960000,1310996,-0.00016925053,0.0010378631,0.0016398921,14.676134,0,1
3965000,3965000,1310996,-0.0013983028,-0.0006731094,-0.0016019334,14.675458,0,1
4967000,4967000,1310996,5.1334184e-05,0.0009312837,8.6448345e-05,14.6758175,0,1
5972000,5972000,1310996,0.000507955,6.568826e-05,0.00036272104,14.675279,0,1
6976000,6976000,1310996,-0.00034361958,1.7342172e-05,-0.00071383745,14.676221,0,1
7967000,7967000,1310996,-0.00097402534,7.915569e-05,0.0007641955,14.67591,0,1
8971000,8971000,1310996,-0.0018642453,-0.000302083,0.00091378094,14.674859,0,1
9975000,9975000,1310996,-0.0018863895,-0.0015666675,-0.00090238947,14.67535,0,1
10967000,10967000,1310996,0.001366235,0.0018257357,-0.00082073256,14.676037,0,1
11963000,11963000,1310996,-0.0005888171,-0.0015640674,0.00026842524,14.675864,0,1
12972000,12972000,1310996,7.8943965e-05,4.7373105e-05,0.0019615311,14.67468,0,1
13968000,13968000,1310996,-0.0019654208,-0.00048484825,0.00094124983,14.676036,0,1
14976000,14976000,1310996,-0.0009488018,0.00034290768,-0.0018865896,14.67548,0,1
15975000,15975000,1310996,-5.1773917e-05,0.0015000503,-0.001961797,14.67584,0,1
16968000,16968000,1310996,-0.0005222347,-5.2841144e-05,0.00097099465,14.675223,0,1
17968000,17968000,1310996,-0.0016135236,0.0005815532,0.0005774151,14.67606,0,1
18972000,18972000,1310996,-0.0013258931,0.0005244246,-0.0003582513,14.675882,0,1
19972000,19972000,1310996,-0.0018422223,0.00050322607,-0.0009617078,14.675564,0,1
20963000,20963000,1310996,-0.00021439146,-0.0015906416,1.7567982e-05,14.675696,0,1
21971000,21971000,1310996,0.0018695219,-0.004864693,-0.0011872171,14.675637,0,1
22965000,22965000,1310996,0.007986275,0.0040464965,-3.715082e-05,14.673657,0,1
23973000,23973000,1310996,-0.0043431893,0.00029276952,-0.0021711397,14.672853,0,1
24967000,24967000,1310996,-0.0027017705,-0.006351342,-0.00026439497,14.671582,0,1
25972000,25972000,1310996,-0.00080374174,-0.008166281,0.0013721042,14.67142,0,1
26966000,26966000,1310996,-0.0005065353,0.0013851913,-0.002085744,14.671329,0,1
27976000,27976000,1310996,-0.00044883022,-0.002717901,0.0015681328,14.671576,0,1
28963000,28963000,1310996,0.00055376487,0.005681186,0.0012098919,14.670389,0,1
29960000,29960000,1310996,-0.0017949173,0.008912199,-0.002068979,14.671344,0,1
30967000,30967000,1310996,0.00016869429,0.006648142,-0.00051863136,14.670714,0,1
31964000,31964000,1310996,-0.0012970736,0.0011648352,-0.0012671698,14.670196,0,1
32965000,32965000,1310996,0.005970947,0.0021992007,0.0010424588,14.671722,0,1
33968000,33968000,1310996,-0.002085249,0.008108958,0.0019414307,14.671049,0,1
34965000,34965000,1310996,0.002982657,-0.0060614673,-0.0018265625,14.6701355,0,1
35972000,35972000,1310996,-0.0007632283,0.00235157,0.0009628676,14.670367,0,1
36976000,36976000,1310996,0.0025319958,0.0009324873,-0.00048553792,14.670211,0,1
37968000,37968000,1310996,0.004658749,-0.0027088472,1.6610127e-05,14.670144,0,1
38975000,38975000,1310996,-0.0007680982,-0.002713582,-0.0019921628,14.670393,0,1
39968000,39968000,1310996,-0.005629543,-0.0035276248,0.0010677641,14.670775,0,1
40960000,40960000,1310996,-0.00021357907,-0.0039209714,0.0007848696,14.670908,0,1
41965000,41965000,1310996,0.00026462105,0.013608392,-0.0021956256,14.671727,0,1
42964000,42964000,1310996,-0.00024300543,0.0053216936,0.00059609476,14.670527,0,1
43970000,43970000,1310996,-0.0095043825,-0.0026691665,0.00052039797,14.670348,0,1
44967000,44967000,1310996,0.002283142,-0.0016375391,-0.0020197239,14.671005,0,1
45962000,45962000,1310996,0.06768047,0.031808376,0.06752842,14.671039,0,1
46976000,46976000,1310996,-0.004206709,0.00016856496,0.008015893,14.675088,0,1
47963000,47963000,1310996,0.0013526953,-0.0021933364,0.0022454173,14.675196,0,1
48965000,48965000,1310996,-0.0009478819,-0.0015302924,-0.0014826778,14.675304,0,1
49958000,49958000,1310996,0.0018624938,0.0015376266,-0.0008424172,14.674945,0,1
50964000,50964000,1310996,0.00075217104,0.00020686701,-0.00034690672,14.676176,0,1
