timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
12863000,4000000.0,1.0,19347.22,0.0,2744,0,20.833332,34,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13858000,4000000.0,1.0,19290.838,0.0,3154,0,20.916336,35,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14872000,4000000.0,1.0,19273.18,0.0,3567,0,20.93719,36,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15886000,4000000.0,1.0,19033.865,0.0,3965,0,20.916336,37,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16865000,4000000.0,1.0,18206.76,0.0,4313,0,20.874752,38,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17875000,4000000.0,1.0,16754.473,0.0,4725,0,62.624252,40,254,0,0,0,6.35,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18867000,4000000.0,1.0,19265.734,0.0,5145,0,63.936066,85,11430,0,0,0,134.47058,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19868000,4000000.0,1.0,19530.408,0.0,5560,0,4077.7668,185,36576,0,0,0,197.70811,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20871000,4000000.0,1.0,19296.703,0.0,5976,0,6318.6816,283,60960,0,0,0,215.40636,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21884000,4000000.0,1.0,19801.2,0.0,6388,0,6258.741,380,85344,0,0,0,224.58948,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22868000,4000000.0,1.0,19226.64,0.0,6793,0,6159.046,474,108966,0,0,0,229.88608,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23872000,4000000.0,1.0,18902.39,0.0,7204,0,6171.315,570,133096,0,0,0,233.50175,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24872000,4000000.0,1.0,19207.793,0.0,7617,0,6124.8755,667,157480,0,0,0,236.10194,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25872000,4000000.0,1.0,19249.252,0.0,8030,0,6307.0786,765,182118,0,0,0,238.06274,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26864000,4000000.0,1.0,19238.762,0.0,8435,0,6275.7246,860,205994,0,0,0,239.52791,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27871000,4000000.0,1.0,19076.693,0.0,8854,0,6171.315,956,230124,0,0,0,240.71548,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28863000,4000000.0,1.0,19454.184,0.0,9259,0,6171.315,1052,254254,0,0,0,241.68631,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29871000,4000000.0,1.0,19199.203,0.0,9678,0,6171.315,1148,278384,0,0,0,242.49477,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30867000,4000000.0,1.0,18875.498,0.0,10093,0,6236.056,1245,302514,0,0,0,242.98314,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31867000,4000000.0,1.0,19254.98,0.0,10504,0,6197.2114,1341,326644,0,0,0,243.5824,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32872000,4000000.0,1.0,18990.049,0.0,10917,0,6165.174,1437,350774,0,0,0,244.1016,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33865000,4000000.0,1.0,19652.045,0.0,11320,0,6242.2734,1533,374904,0,0,0,244.55577,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34867000,4000000.0,1.0,19131.475,0.0,11741,0,6300.797,1631,399542,0,0,0,244.9675,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35868000,4000000.0,1.0,18846.46,0.0,12152,0,6242.2734,1727,423672,0,0,0,245.32253,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36870000,4000000.0,1.0,19108.893,0.0,12565,0,6254.7456,1826,448564,0,0,0,245.65388,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37872000,4000000.0,1.0,19141.576,0.0,12976,0,6307.0786,1922,472694,0,0,0,245.9386,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38868000,4000000.0,1.0,19061.754,0.0,13389,0,6236.056,2019,497078,0,0,0,246.2001,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39868000,4000000.0,1.0,18921.158,0.0,13800,0,6118.7627,2115,521208,0,0,0,246.43404,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40867000,4000000.0,1.0,19346.959,0.0,14215,0,6177.468,2211,545084,0,0,0,246.53279,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41872000,4000000.0,1.0,19005.977,0.0,14626,0,6326.6934,2310,569976,0,0,0,246.74286,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42870000,4000000.0,1.0,18770.916,0.0,15039,0,6300.797,2406,594106,0,0,0,246.92685,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43866000,4000000.0,1.0,18813.746,0.0,15450,0,6171.315,2502,618236,0,0,0,247.09673,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44867000,4000000.0,1.0,18852.59,0.0,15863,0,6236.056,2596,641858,0,0,0,247.24884,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45868000,4000000.0,1.0,19077.922,0.0,16278,0,6059.9404,2697,667258,0,0,0,247.40749,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46873000,4000000.0,1.0,19446.871,0.0,16691,0,6410.1294,2792,691134,0,0,0,247.54083,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47863000,4000000.0,1.0,19285.857,0.0,17094,0,6171.315,2888,715264,0,0,0,247.66759,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48868000,4000000.0,1.0,19201.195,0.0,17516,0,6171.315,2985,739648,0,0,0,247.78827,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49866000,4000000.0,1.0,19403.193,0.0,17927,0,6378.2437,3082,764032,0,0,0,247.90137,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50868000,4000000.0,1.0,19553.234,0.0,18344,0,6229.8506,3181,788670,0,0,0,247.93147,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
