timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
29504000,29504000,1310988,1310988,9.587386e-06,-4.554005e-05,-2.3968264e-06,-3.232172e-05,-2.1546275e-05,-0.08818443,9000,9000,0,0
30000000,30000000,1310988,1310988,-1.6777914e-05,3.7284256e-06,4.202322e-12,8.379705e-05,-5.0277034e-05,-0.06877225,7000,7000,0,0
30501000,30501000,1310988,1310988,4.2610576e-05,2.263687e-05,9.851663e-12,-4.189853e-05,8.5119506e-10,-0.048769888,5000,5000,0,0
31000000,31000000,1310988,1310988,1.6777914e-05,4.314321e-05,9.587379e-06,1.0773907e-05,-2.1546282e-05,-0.087753475,9000,9000,0,0
31500000,31500000,1310988,1310988,-1.81095e-05,-6.3915895e-06,-2.830319e-12,-0.0001197101,-8.140218e-05,-0.039173935,4000,4000,0,0
32000000,32000000,1310988,1310988,-7.456853e-06,-2.1305304e-06,3.1957907e-06,5.267244e-05,-5.746016e-05,-0.03914042,4000,4000,0,0
32500000,32500000,1310988,1310988,4.261058e-06,-3.1957939e-06,2.1305298e-06,-3.8307233e-05,0.00015322962,-0.03921224,4000,4000,0,0
33000000,33000000,1310988,1310988,1.0652647e-05,1.1717909e-05,2.1305316e-06,-1.43652105e-05,0.000114922375,-0.039288856,4000,4000,0,0
33503000,33503000,1310988,1310988,-7.456851e-06,7.4568516e-06,2.1160263e-12,1.6759412e-05,-3.351762e-05,-0.06888956,7000,7000,0,0
34000000,34000000,1310988,1310988,-1.5978967e-06,3.0360035e-05,-2.307089e-12,-2.1547818e-05,5.027927e-05,-0.05886863,6000,6000,0,0
34503000,34503000,1310988,1310988,-7.4568516e-06,6.391588e-06,1.0652652e-06,4.3095635e-05,0.00010534556,-0.039149992,4000,4000,0,0
35000000,35000000,1310988,1310988,8.522117e-06,-1.3848439e-05,3.195791e-06,9.097968e-05,4.788472e-05,-0.039159562,4000,4000,0,0
35503000,35503000,1310988,1310988,1.3848439e-05,-1.4913703e-05,-2.1305316e-06,-0.0001388637,-0.000110132605,-0.03920266,4000,4000,0,0
36003000,36003000,1310988,1310988,-7.456851e-06,-7.456853e-06,-1.0652648e-06,-3.8307233e-05,2.8731101e-05,-0.03904464,4000,4000,0,0
36500000,36500000,1310988,1310988,2.8762139e-05,1.9174757e-05,-3.1958393e-06,1.9153616e-05,-6.224856e-05,-0.039403778,4000,4000,0,0
37008000,37008000,1310988,1310988,2.3968449e-05,-6.075385e-12,-2.3968446e-06,0.0001508347,-0.00016160708,-0.08851842,9000,9000,0,0
37500000,37500000,1310988,1310988,-8.522117e-06,-1.0652631e-06,1.0216305e-12,4.7884034e-05,-1.436453e-05,-0.039011125,4000,4000,0,0
38003000,38003000,1310988,1310988,3.1158987e-05,-4.79368e-06,-4.7936824e-06,7.541735e-05,4.3097167e-05,-0.08816288,9000,9000,0,0
38500000,38500000,1310988,1310988,-2.1305288e-05,-1.2783179e-05,-1.0652691e-06,4.788404e-06,-8.6190594e-05,-0.039011125,4000,4000,0,0
39003000,39003000,1310988,1310988,5.3263234e-06,-9.587379e-06,1.0652669e-06,9.097968e-05,9.577491e-06,-0.03908774,4000,4000,0,0
39500000,39500000,1310988,1310988,-6.3915904e-06,9.587379e-06,-2.1305254e-06,0.00011013329,3.830792e-05,-0.039418142,4000,4000,0,0
40000000,40000000,1310988,1310988,-1.3848438e-05,-1.1717911e-05,-5.8784574e-12,2.8730421e-05,-6.703698e-05,-0.039173935,4000,4000,0,0
40500000,40500000,1310988,1310988,2.130529e-06,2.1305295e-06,-2.1305293e-06,-4.788404e-06,0.00017238322,-0.03938941,4000,4000,0,0
41000000,41000000,1310988,1310988,3.1957918e-06,-2.130529e-05,2.5596903e-12,0.0,2.8731103e-05,-0.039121255,4000,4000,0,0
41500000,41500000,1310988,1310988,1.0652649e-06,4.261059e-06,-3.1957927e-06,5.267244e-05,5.7461533e-05,-0.039413355,4000,4000,0,0
42000000,42000000,1310988,1310988,1.0652647e-06,3.834952e-05,4.2155385e-12,0.0,-3.3518143e-05,-0.039207447,4000,4000,0,0
42504000,42504000,1310988,1310988,-1.33158055e-05,1.1820714e-12,2.0631036e-20,-2.3942017e-05,-0.00010773822,-0.0490931,5000,5000,0,0
43000000,43000000,1310988,1310988,1.677791e-05,3.8349513e-05,-4.793698e-06,0.0,0.00012928843,-0.088604614,9000,9000,0,0
43505000,43505000,1310988,1310988,2.6365295e-05,4.0849452e-20,-2.3405013e-12,-0.00017238251,-7.541581e-05,-0.08815211,9000,9000,0,0
44001000,44001000,1310988,1310988,-3.8615835e-05,-1.5978963e-05,-4.5638953e-12,2.3942017e-05,-5.985419e-05,-0.04887164,5000,5000,0,0
44503000,44503000,1310988,1310988,-4.048005e-05,3.8198134e-12,-2.1305327e-06,0.00013407532,0.000105346255,-0.07875967,8000,8000,0,0
45000000,45000000,1310988,1310988,2.0240019e-05,-1.8109506e-05,2.1305198e-06,2.8730421e-05,-9.576122e-06,-0.039308008,4000,4000,0,0
45503000,45503000,1310988,1310988,8.522118e-06,-1.0652637e-06,-4.2610573e-06,-8.619127e-05,-1.4364527e-05,-0.039226606,4000,4000,0,0
46000000,46000000,1310988,1310988,0.00046019434,4.4742275e-05,0.00011824373,-8.619127e-05,3.3519376e-05,-0.0315891,4000,4000,0,0
46500000,46500000,1310988,1310988,2.6631478e-05,8.5223555e-06,-0.0005155881,6.703766e-05,-9.5767355e-05,-0.04077326,4000,4000,0,0
47003000,47003000,1310988,1310988,-3.1957925e-06,4.2974535e-12,1.3848438e-05,0.00025378537,-0.00052672374,-0.036626495,4000,4000,0,0
47503000,47503000,1310988,1310988,0.0,-2.1305289e-06,6.3915877e-06,3.3518827e-05,4.789091e-06,-0.039346315,4000,4000,0,0
48000000,48000000,1310988,1310988,4.261057e-06,-2.1305286e-06,1.0652646e-05,9.576808e-06,-0.0003447637,-0.078261666,8000,8000,0,0
48500000,48500000,1310988,1310988,-3.1957939e-06,-1.0652647e-06,6.433677e-13,-4.788404e-06,-2.8729739e-05,-0.039207447,4000,4000,0,0
49001000,49001000,1310988,1310988,-5.326322e-06,-5.326321e-06,-2.6631617e-06,-5.9855042e-06,-5.984653e-06,-0.048835725,5000,5000,0,0
49503000,49503000,1310988,1310988,-1.0652644e-06,1.0652647e-06,1.0652649e-06,-5.267244e-05,6.703834e-05,-0.03896324,4000,4000,0,0
50003000,50003000,1310988,1310988,2.1305293e-06,-2.1305293e-06,1.0466383e-13,6.7037654e-05,-0.00012449712,-0.07839574,8000,8000,0,0
50500000,50500000,1310988,1310988,4.261059e-06,1.0652637e-06,-2.1782194e-13,-6.2249244e-05,3.351951e-05,-0.039240967,4000,4000,0,0
51003000,51003000,1310988,1310988,-1.8642125e-06,-3.7284258e-06,1.8642125e-06,8.379706e-06,-0.00010893497,-0.06872197,7000,7000,0,0
51503000,51503000,1310988,1310988,-8.865534e-14,-2.3240465e-14,1.3315805e-06,2.992752e-05,4.788489e-05,-0.049081136,5000,5000,0,0
