timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
419000,-7.0924294e-11,0.00053263234,-0.0002663161,4000,0,-0.019153617,-0.01436504,-9.817425,4000,0
423000,-9.456571e-11,9.296187e-12,-0.00053263234,4000,0,-0.0023942022,-0.021547647,-9.836578,4000,0
432000,9.45657e-11,0.00053263217,-0.00053263217,9000,0,0.0107739065,-0.019153442,-9.853337,9000,0
436000,1.0638641e-10,0.00053263234,-0.00026631617,4000,0,0.0,-0.0047882325,-9.830593,4000,0
440000,9.456571e-11,-9.296187e-12,0.00053263234,4000,0,0.0035913025,0.008379878,-9.800665,4000,0
445000,-0.0002663161,-6.1227134e-11,0.00079894834,5000,0,0.009576807,0.003591473,-9.78989,5000,0
452000,-0.0007989481,-0.00053263246,0.0005326323,7000,0,-0.007182605,-0.016759241,-9.799467,7000,0
456000,-0.00079894846,-0.00053263234,0.00053263234,4000,0,-0.016759416,-0.03351866,-9.809044,4000,0
460000,-0.00026631626,0.0002663162,0.00026631606,4000,0,-0.0023942022,-0.02873025,-9.793484,4000,0
464000,-0.0002663162,0.00026631614,4.648093e-12,4000,0,0.017956514,-0.005985333,-9.7803135,4000,0
468000,-0.00053263234,-1.8993335e-11,-0.0002663161,4000,0,0.023942016,0.005985675,-9.76954,4000,0
472000,-0.00026631617,-1.8993335e-11,-0.00026631617,4000,0,0.019153617,0.0047885748,-9.770737,4000,0
476000,0.00026631617,-4.6480935e-12,0.00026631617,4000,0,0.010773908,1.7128373e-07,-9.813835,4000,0
480000,0.00026631617,-4.6480935e-12,0.00026631617,4000,0,0.0035913025,-0.0023940299,-9.855732,4000,0
484000,-0.00026631614,-0.0002663162,-2.8289524e-11,4000,0,0.005985504,0.017956685,-9.865309,4000,0
488000,0.0,-0.00053263234,3.798667e-11,4000,0,0.0047884043,0.038307402,-9.844959,4000,0
492000,0.0005326323,-0.00053263234,0.00026631626,4000,0,-0.0035913025,0.031124793,-9.813835,4000,0
496000,-9.456571e-11,-0.00053263246,0.00079894834,4000,0,-0.0035913025,0.014365382,-9.787498,4000,0
500000,-0.0007989485,-0.00026631638,0.00079894834,4000,0,0.0023942022,0.0035914734,-9.779117,4000,0
504000,-0.00053263234,-7.557239e-11,0.0002663161,4000,0,0.0,0.0011972721,-9.806652,4000,0
508000,0.0,-4.2634764e-11,-0.00026631617,4000,0,-0.005985504,0.0047885757,-9.829395,4000,0
511000,-0.0002663161,2.8289522e-11,-0.0002663161,3000,0,-0.008379707,0.0011972723,-9.817424,3000,0
516000,-0.0002663161,3.0814042e-11,0.0002663161,5000,0,-0.009576807,-0.010773737,-9.791088,5000,0
520000,0.00026631617,2.9551788e-11,5.1577596e-19,4000,0,-0.009576809,-0.017956343,-9.776724,4000,0
523000,0.0005326322,5.6579044e-11,-0.0005326322,3000,0,-0.020350713,-0.023941847,-9.775525,3000,0
527000,0.00026631617,4.4758332e-11,-0.00053263234,4000,0,-0.023942016,-0.029927356,-9.763554,4000,0
531000,4.7282855e-11,0.00026631623,-0.00053263234,4000,0,0.0,-0.019153448,-9.7324295,4000,0
535000,1.1820717e-10,0.00079894846,-0.00026631617,4000,0,0.023942016,-0.0023940324,-9.713276,4000,0
539000,0.0,0.00079894846,-0.00026631617,4000,0,0.03232173,0.0035914725,-9.720461,4000,0
543000,-0.00026631623,0.0002663162,-0.0002663161,4000,0,0.025139123,0.01556248,-9.736021,4000,0
548000,-0.00026631608,4.263476e-11,0.0002663161,5000,0,0.009576807,0.023942184,-9.753978,5000,0
553000,0.0002663161,5.4455458e-11,0.0002663161,5000,0,-0.0011971008,0.02035088,-9.758766,5000,0
560000,0.0002663161,2.955178e-11,5.1577586e-19,7000,0,-0.0023942017,0.016759582,-9.762358,7000,0
564000,0.0,4.6020594e-11,-0.00026631617,4000,0,0.0023942022,0.0059856754,-9.78989,4000,0
568000,0.00026631614,-0.0002663162,-0.00053263234,4000,0,-0.0035913023,-0.0071824337,-9.815032,4000,0
572000,0.0005326322,-0.0007989485,-0.00053263234,4000,0,-0.01436521,-0.013167939,-9.824609,4000,0
576000,0.00053263234,-0.00079894846,-0.00053263234,4000,0,-0.011971009,-0.010773738,-9.837775,4000,0
580000,0.0007989486,-0.00026631623,-0.00053263217,4000,0,-0.0047884043,-0.0071824337,-9.84017,4000,0
584000,0.00079894846,-0.00026631623,-0.00026631617,4000,0,-0.0011971011,-0.0119708385,-9.822214,4000,0
591000,0.00026631608,-0.0005326323,-1.2750331e-10,7000,0,0.0,-0.014365039,-9.809044,7000,0
596000,0.0002663162,-0.00026631606,-0.00026631606,5000,0,-0.0047884034,-0.004788232,-9.810242,5000,0
600000,0.0007989485,-2.0255598e-11,-0.0005326322,4000,0,-0.009576809,0.013168281,-9.829395,4000,0
604000,0.00053263234,5.6579044e-11,-0.00053263234,4000,0,-0.007182605,0.025139293,-9.843762,4000,0
610000,-0.00026631608,0.00026631623,-0.00026631608,6000,0,-0.001197101,0.011971182,-9.817426,6000,0
615000,7.092427e-11,0.0005326322,-6.1628085e-11,5000,0,0.01436521,-0.009576636,-9.7803135,5000,0
619000,0.0002663161,0.00026631617,-0.00026631623,4000,0,0.02274492,-0.0035911324,-9.779117,4000,0
623000,-0.0002663162,0.00026631623,-0.0005326323,4000,0,0.01316811,0.005985676,-9.806652,4000,0
631000,-0.0002663161,0.00026631623,4.6480944e-12,8000,0,0.0035913025,-0.0059853327,-9.821016,8000,0
636000,9.456571e-11,8.526952e-11,0.0005326322,5000,0,-0.008379706,-0.0011969297,-9.809044,5000,0
640000,-5.9103576e-11,0.00026631617,0.00026631617,4000,0,-0.010773908,0.002394373,-9.810242,4000,0
645000,0.00026631608,0.0002663161,-1.8993335e-11,5000,0,0.0,-0.013167938,-9.830592,5000,0
652000,0.0007989483,-0.00026631614,0.000266316,7000,0,-0.0011971008,-0.0071824333,-9.8437605,7000,0
656000,0.0007989484,-0.0005326326,0.00079894834,4000,0,-0.008379708,0.01197118,-9.823412,4000,0
660000,0.0005326322,-9.296189e-12,0.00053263246,4000,0,-0.01316811,0.022745091,-9.786301,4000,0
664000,0.0005326322,0.00053263246,-0.00026631608,4000,0,-0.016759416,0.021547988,-9.788693,4000,0
668000,0.0005326323,0.00026631623,-0.0005326324,4000,0,-0.010773908,0.0023943738,-9.801861,4000,0
676000,0.00026631614,4.648094e-12,-0.0002663162,8000,0,-0.0023942022,-0.009576637,-9.806652,8000,0
680000,-4.7282855e-11,-0.00026631626,0.0005326323,4000,0,0.007182605,0.0011972722,-9.810242,4000,0
684000,0.00026631623,-0.0005326323,0.00053263234,4000,0,0.01436521,0.0059856754,-9.803061,4000,0
691000,-0.00026631606,0.0005326322,-0.00079894834,5000,0,0.011971008,0.0047885743,-9.794679,5000,0
695000,-0.000266316,0.00053263246,9.296189e-12,4000,0,0.0047884043,0.013168281,-9.76954,4000,0
699000,0.00026631632,0.0005326324,0.00079894834,4000,0,-0.008379707,0.009576978,-9.759963,4000,0
703000,0.00026631632,-1.394428e-11,0.0007989484,4000,0,-0.0035913023,-0.0047882334,-9.775527,4000,0
712000,1.4184855e-10,-0.00053263217,0.00026631606,9000,0,0.0023942017,-0.010773735,-9.7719345,9000,0
716000,0.0,-0.00053263234,0.00026631617,4000,0,-0.007182605,-0.008379537,-9.752781,4000,0
720000,-2.3641427e-11,-0.00079894846,0.00053263234,4000,0,-0.010773908,-0.01077374,-9.727643,4000,0
724000,0.00026631623,-0.0007989484,0.00026631623,4000,0,-0.0047884043,-0.011970839,-9.704897,4000,0
728000,0.00053263246,-0.0002663161,-0.00026631606,4000,0,-0.0011971011,-0.005985334,-9.7396145,4000,0
