timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
6691000,6687000,0.9999999,0.0002470045,-1.8912706e-05,-0.0005953776,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
6696000,6691000,0.9999999,0.00024689443,-1.8143432e-05,-0.0005936936,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
7191000,7184000,1.0,0.00024813614,-6.7654582e-06,-0.00015791737,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
7692000,7688000,1.0,0.0002555017,1.6931854e-05,-0.0003270232,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
8192000,8188000,1.0,0.00018004232,4.110432e-05,-0.00023230899,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
8692000,8688000,0.9999999,9.8729055e-05,9.949999e-05,-0.00061426504,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
9196000,9189000,0.99999976,2.4201918e-05,0.000102983235,-0.00070707215,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
9692000,9688000,0.99999976,2.6215378e-07,8.940894e-05,-0.000702397,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
10192000,10188000,0.99999976,3.522796e-07,9.2099224e-05,-0.0008113546,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
10692000,10688000,0.99999964,5.6446428e-05,4.6194924e-05,-0.00082714384,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
11191000,11185000,0.99999964,0.00014485394,3.5136494e-05,-0.00084413623,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
11691000,11687000,0.9999995,0.00021129215,-2.8230863e-05,-0.0009678132,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
12196000,12188000,0.9999995,0.00022531288,-0.00020208627,-0.0009137474,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
12692000,12685000,0.99999964,0.00020178457,-0.0001612685,-0.0008745043,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
13191000,13187000,0.99999976,0.0001883157,-0.00020553515,-0.0006664753,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
13695000,13687000,0.9999999,0.00010015503,-0.00025424254,-0.00057435525,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
14191000,14187000,0.99999976,0.00014912836,-0.00030770886,-0.0005587087,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
14691000,14688000,0.99999976,0.00022190936,-0.00030648435,-0.00064347,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
15191000,15186000,0.99999976,0.00027368419,-0.00033715027,-0.00064243586,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
15692000,15687000,0.99999976,0.00018343041,-0.00030310548,-0.00066808437,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
16191000,16187000,0.99999976,0.00014472802,-0.00028267605,-0.0007166683,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
16692000,16679000,0.99999964,6.333485e-05,-0.0002564504,-0.0007977906,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
17192000,17179000,0.99999964,-2.8863662e-05,-0.0002522902,-0.0007845276,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
17692000,17684000,0.99999964,-6.957238e-05,-0.00010837245,-0.00086033845,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
18192000,18184000,0.9999995,-0.00011969424,-2.739842e-05,-0.0009924454,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
18691000,18680000,0.9999995,-0.00011271239,-5.287084e-05,-0.0010226064,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
19196000,19183000,0.9999995,-0.00012897872,-1.8657738e-05,-0.001058872,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
19692000,19680000,0.9999994,-9.899349e-05,-6.0423613e-06,-0.0010847952,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
20191000,20183000,0.9999994,-5.5029584e-05,4.8102207e-05,-0.0010698489,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
20691000,20691000,0.9999995,-7.651579e-05,0.000132522,-0.0010252424,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
21191000,21191000,0.9999994,-9.029894e-05,0.000184803,-0.0011265854,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
