timestamp,position,velocity,acceleration,attitude,body_rate
19264000,0,1,0,0,0
19284000,0,1,0,0,0
19376000,0,1,0,0,0
19468000,0,1,0,0,0
19580000,0,1,0,0,0
19665000,0,1,0,0,0
19776000,0,1,0,0,0
19872000,0,1,0,0,0
19976000,0,1,0,0,0
20072000,0,1,0,0,0
20175000,0,1,0,0,0
20272000,0,1,0,0,0
20379000,0,1,0,0,0
20476000,1,0,0,0,0
20580000,1,0,0,0,0
20675000,1,0,0,0,0
20780000,1,0,0,0,0
20871000,1,0,0,0,0
20983000,1,0,0,0,0
21076000,1,0,0,0,0
21183000,1,0,0,0,0
21274000,1,0,0,0,0
21368000,1,0,0,0,0
21480000,1,0,0,0,0
21582000,1,0,0,0,0
21671000,1,0,0,0,0
21767000,1,0,0,0,0
21873000,1,0,0,0,0
21983000,1,0,0,0,0
22083000,1,0,0,0,0
22178000,1,0,0,0,0
22272000,1,0,0,0,0
22379000,1,0,0,0,0
22467000,1,0,0,0,0
22580000,1,0,0,0,0
22671000,1,0,0,0,0
22780000,1,0,0,0,0
22876000,1,0,0,0,0
22965000,1,0,0,0,0
23076000,1,0,0,0,0
23167000,1,0,0,0,0
23272000,1,0,0,0,0
23380000,1,0,0,0,0
23476000,1,0,0,0,0
23583000,1,0,0,0,0
23676000,1,0,0,0,0
23783000,1,0,0,0,0
23876000,1,0,0,0,0
23973000,1,0,0,0,0
24079000,1,0,0,0,0
24172000,1,0,0,0,0
24276000,1,0,0,0,0
24376000,1,0,0,0,0
24479000,1,0,0,0,0
24576000,1,0,0,0,0
24683000,1,0,0,0,0
24776000,1,0,0,0,0
24872000,1,0,0,0,0
24980000,1,0,0,0,0
25072000,1,0,0,0,0
25179000,1,0,0,0,0
25275000,1,0,0,0,0
25384000,1,0,0,0,0
25483000,1,0,0,0,0
25567000,1,0,0,0,0
25675000,1,0,0,0,0
25768000,1,0,0,0,0
25876000,1,0,0,0,0
25972000,1,0,0,0,0
26080000,1,0,0,0,0
26176000,1,0,0,0,0
26284000,1,0,0,0,0
26375000,1,0,0,0,0
26468000,1,0,0,0,0
26576000,1,0,0,0,0
26671000,1,0,0,0,0
26775000,1,0,0,0,0
26872000,1,0,0,0,0
26979000,1,0,0,0,0
27072000,1,0,0,0,0
27181000,1,0,0,0,0
27271000,1,0,0,0,0
27365000,1,0,0,0,0
27476000,1,0,0,0,0
27583000,1,0,0,0,0
27679000,1,0,0,0,0
27783000,1,0,0,0,0
27880000,1,0,0,0,0
27972000,1,0,0,0,0
28079000,1,0,0,0,0
28183000,1,0,0,0,0
28275000,1,0,0,0,0
28368000,1,0,0,0,0
28476000,1,0,0,0,0
28580000,1,0,0,0,0
28675000,1,0,0,0,0
28768000,1,0,0,0,0
28875000,1,0,0,0,0
28963000,1,0,0,0,0
29076000,1,0,0,0,0
29168000,1,0,0,0,0
29276000,1,0,0,0,0
29368000,1,0,0,0,0
29483000,1,0,0,0,0
29579000,1,0,0,0,0
29676000,1,0,0,0,0
29779000,1,0,0,0,0
29876000,1,0,0,0,0
29980000,1,0,0,0,0
30075000,1,0,0,0,0
30183000,1,0,0,0,0
30280000,1,0,0,0,0
30368000,1,0,0,0,0
30476000,1,0,0,0,0
30565000,1,0,0,0,0
30675000,1,0,0,0,0
30779000,1,0,0,0,0
30876000,1,0,0,0,0
30983000,1,0,0,0,0
31075000,1,0,0,0,0
31183000,1,0,0,0,0
31275000,1,0,0,0,0
31383000,1,0,0,0,0
31475000,1,0,0,0,0
31571000,1,0,0,0,0
31676000,1,0,0,0,0
31781000,1,0,0,0,0
31875000,1,0,0,0,0
31980000,1,0,0,0,0
32076000,1,0,0,0,0
32183000,1,0,0,0,0
32276000,1,0,0,0,0
32383000,1,0,0,0,0
32471000,1,0,0,0,0
32583000,1,0,0,0,0
32675000,1,0,0,0,0
32767000,1,0,0,0,0
32880000,1,0,0,0,0
32965000,1,0,0,0,0
33080000,1,0,0,0,0
33164000,1,0,0,0,0
33279000,1,0,0,0,0
33371000,1,0,0,0,0
33476000,1,0,0,0,0
33575000,1,0,0,0,0
33680000,1,0,0,0,0
33772000,1,0,0,0,0
33882000,1,0,0,0,0
33972000,1,0,0,0,0
34079000,1,0,0,0,0
34172000,1,0,0,0,0
34279000,1,0,0,0,0
34376000,1,0,0,0,0
34483000,1,0,0,0,0
34576000,1,0,0,0,0
34680000,1,0,0,0,0
34775000,1,0,0,0,0
34871000,1,0,0,0,0
34981000,1,0,0,0,0
35072000,1,0,0,0,0
35175000,1,0,0,0,0
35271000,1,0,0,0,0
35375000,1,0,0,0,0
35483000,1,0,0,0,0
35576000,1,0,0,0,0
35679000,1,0,0,0,0
35776000,1,0,0,0,0
35868000,1,0,0,0,0
35976000,1,0,0,0,0
36088000,1,0,0,0,0
36180000,1,0,0,0,0
36272000,1,0,0,0,0
36376000,1,0,0,0,0
36472000,1,0,0,0,0
36580000,1,0,0,0,0
36671000,1,0,0,0,0
36780000,1,0,0,0,0
36870000,1,0,0,0,0
36982000,1,0,0,0,0
37076000,1,0,0,0,0
37165000,1,0,0,0,0
37276000,1,0,0,0,0
37383000,1,0,0,0,0
37480000,1,0,0,0,0
37570000,1,0,0,0,0
37676000,1,0,0,0,0
37763000,1,0,0,0,0
37877000,1,0,0,0,0
37982000,1,0,0,0,0
38074000,1,0,0,0,0
38183000,1,0,0,0,0
38279000,1,0,0,0,0
38368000,1,0,0,0,0
38480000,1,0,0,0,0
38575000,1,0,0,0,0
38680000,1,0,0,0,0
38783000,1,0,0,0,0
38881000,1,0,0,0,0
38975000,1,0,0,0,0
39080000,1,0,0,0,0
39176000,1,0,0,0,0
39281000,1,0,0,0,0
39376000,1,0,0,0,0
39479000,1,0,0,0,0
