timestamp,position,velocity,acceleration,attitude,body_rate
39575000,1,0,0,0,0
39668000,1,0,0,0,0
39776000,1,0,0,0,0
39872000,1,0,0,0,0
39976000,1,0,0,0,0
40083000,1,0,0,0,0
40179000,1,0,0,0,0
40272000,1,0,0,0,0
40382000,1,0,0,0,0
40476000,1,0,0,0,0
40567000,1,0,0,0,0
40680000,1,0,0,0,0
40772000,1,0,0,0,0
40882000,1,0,0,0,0
40972000,1,0,0,0,0
41082000,1,0,0,0,0
41176000,1,0,0,0,0
41279000,1,0,0,0,0
41371000,1,0,0,0,0
41480000,1,0,0,0,0
41572000,1,0,0,0,0
41668000,1,0,0,0,0
41776000,1,0,0,0,0
41868000,1,0,0,0,0
41980000,1,0,0,0,0
42083000,1,0,0,0,0
42180000,1,0,0,0,0
42276000,1,0,0,0,0
42363000,1,0,0,0,0
42476000,1,0,0,0,0
42583000,1,0,0,0,0
42683000,1,0,0,0,0
42780000,1,0,0,0,0
42870000,1,0,0,0,0
42981000,1,0,0,0,0
43067000,1,0,0,0,0
43180000,1,0,0,0,0
43271000,1,0,0,0,0
43380000,1,0,0,0,0
43483000,1,0,0,0,0
43583000,1,0,0,0,0
43675000,1,0,0,0,0
43783000,1,0,0,0,0
43875000,1,0,0,0,0
43983000,1,0,0,0,0
44076000,1,0,0,0,0
44182000,1,0,0,0,0
44280000,1,0,0,0,0
44372000,1,0,0,0,0
44479000,1,0,0,0,0
44572000,1,0,0,0,0
44679000,1,0,0,0,0
44776000,1,0,0,0,0
44867000,1,0,0,0,0
44971000,1,0,0,0,0
45075000,1,0,0,0,0
45183000,1,0,0,0,0
45276000,1,0,0,0,0
45383000,1,0,0,0,0
45476000,0,1,0,0,0
45583000,0,1,0,0,0
45675000,0,1,0,0,0
45772000,0,1,0,0,0
45878000,0,1,0,0,0
45983000,0,1,0,0,0
46075000,0,1,0,0,0
46181000,0,1,0,0,0
46276000,0,1,0,0,0
46382000,0,1,0,0,0
46479000,0,1,0,0,0
46572000,0,1,0,0,0
46680000,0,1,0,0,0
46772000,0,1,0,0,0
46879000,0,1,0,0,0
46967000,0,1,0,0,0
47079000,0,1,0,0,0
47172000,0,1,0,0,0
47280000,0,1,0,0,0
47376000,0,1,0,0,0
47477000,0,1,0,0,0
47573000,0,1,0,0,0
47680000,0,1,0,0,0
47778000,0,1,0,0,0
47871000,0,1,0,0,0
47979000,0,1,0,0,0
48083000,0,1,0,0,0
48180000,0,1,0,0,0
48269000,0,1,0,0,0
48380000,0,1,0,0,0
48472000,0,1,0,0,0
48578000,0,1,0,0,0
48672000,0,1,0,0,0
48779000,0,1,0,0,0
48871000,0,1,0,0,0
48980000,0,1,0,0,0
49072000,0,1,0,0,0
49175000,0,1,0,0,0
49276000,0,1,0,0,0
49382000,0,1,0,0,0
49476000,0,1,0,0,0
49581000,0,1,0,0,0
49671000,0,1,0,0,0
49779000,0,1,0,0,0
49876000,0,1,0,0,0
49983000,0,1,0,0,0
50074000,0,1,0,0,0
50180000,0,1,0,0,0
50275000,0,1,0,0,0
50380000,0,1,0,0,0
50475000,0,1,0,0,0
50568000,0,1,0,0,0
50671000,0,1,0,0,0
50782000,0,1,0,0,0
50880000,0,1,0,0,0
50968000,0,1,0,0,0
51080000,0,1,0,0,0
51172000,0,1,0,0,0
51280000,0,1,0,0,0
51371000,0,1,0,0,0
51480000,0,1,0,0,0
51583000,0,1,0,0,0
51679000,0,1,0,0,0
51775000,0,1,0,0,0
