timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
6783000,6779000,0.9980865,0.00025409766,2.408388e-05,0.061832853,0.99809706,-1.5215001e-11,8.277225e-12,0.061662517,1
6787000,6783000,0.9980864,0.0002523941,2.5652118e-05,0.061834894,0.99809706,-1.5215001e-11,8.277225e-12,0.061662517,1
7282000,7280000,1.0,0.0002700366,2.036467e-05,-0.00016480933,0.99808043,1.0686564e-11,2.7284845e-12,-0.061932396,2
7780000,7776000,1.0,0.00025959802,1.6937802e-05,-0.0003838336,0.99808043,1.0686564e-11,2.7284845e-12,-0.061932396,2
8280000,8271000,1.0,0.00021302233,8.7130036e-05,-0.00023260589,0.99808043,1.0686564e-11,2.7284845e-12,-0.061932396,2
8785000,8780000,0.9999999,9.4435985e-05,0.00013692699,-0.0006513588,0.99808043,1.0686564e-11,2.7284845e-12,-0.061932396,2
9284000,9280000,0.9999999,4.2113712e-05,0.00012076592,-0.0006387596,0.99808043,1.0686564e-11,2.7284845e-12,-0.061932396,2
9787000,9782000,0.99999976,-3.2703567e-06,8.571759e-05,-0.0006671962,0.99808043,1.0686564e-11,2.7284845e-12,-0.061932396,2
10284000,10279000,0.99999976,3.1502932e-05,0.00011091176,-0.00075572124,0.99808043,1.0686564e-11,2.7284845e-12,-0.061932396,2
10779000,10775000,0.99999976,0.00010301048,3.264545e-05,-0.000786868,0.99808043,1.0686564e-11,2.7284845e-12,-0.061932396,2
11288000,11279000,0.99999964,0.00021968887,4.861209e-07,-0.00079253234,0.99808043,1.0686564e-11,2.7284845e-12,-0.061932396,2
11787000,11779000,0.99999964,0.00026085172,-8.180577e-05,-0.0008889704,0.99808043,1.0686564e-11,2.7284845e-12,-0.061932396,2
12283000,12279000,0.99999964,0.00028631956,-0.00021213031,-0.0007837222,0.99808043,1.0686564e-11,2.7284845e-12,-0.061932396,2
12783000,12779000,0.99999976,0.00026244612,-0.00019236284,-0.0007406217,0.99808043,1.0686564e-11,2.7284845e-12,-0.061932396,2
13283000,13278000,0.9999999,0.00019906672,-0.00020712725,-0.0005359531,0.99808043,1.0686564e-11,2.7284845e-12,-0.061932396,2
13783000,13778000,0.9999999,0.00015498043,-0.00027666782,-0.0004415355,0.99808043,1.0686564e-11,2.7284845e-12,-0.061932396,2
