timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
968000,1311004,1311004,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0084488485,5.3889703e-06,2.039194e-11,-0.013576332,-0.0046864576,-9.79557,0.00012098042,-0.00027654105,-0.00021121695,14.675353,14.675353
1992000,1311004,1311004,0,0,0,0,0,250.0,250.0,250.0,250.0,0.017063608,6.963202e-06,2.8873699e-11,0.0010271792,0.004878597,-9.807734,0.00038037347,0.0005587079,-0.00011004934,14.675295,14.675295
2916000,1311004,1311004,0,0,0,0,0,250.0,250.0,250.0,250.0,0.016581086,6.5915788e-06,2.531603e-11,0.0058032735,-0.0048030023,-9.792772,-0.0003652456,-2.8799752e-05,-9.285658e-05,14.675537,14.675537
3924000,1311004,1311004,0,0,0,0,0,250.0,250.0,250.0,250.0,0.015104749,6.530584e-06,2.5543501e-11,0.00039435967,0.0012244341,-9.789708,-0.0001625622,0.00025862682,-0.00016729203,14.675586,14.675586
4916000,1311004,1311004,0,0,0,0,0,213.33026,213.33026,213.33026,213.33026,0.00994235,6.1311084e-06,2.606168e-11,-0.010193615,-0.018255306,-9.800164,5.433856e-05,0.00040451926,-7.6274584e-05,14.675409,14.675409
5996000,1311004,1311004,0,0,0,0,0,213.88156,213.88156,213.88156,213.88156,0.011637424,6.2568047e-06,2.5524185e-11,0.00361613,0.009613949,-9.8176365,-0.00013821182,0.00019400805,0.00023576897,14.675466,14.675466
6983000,1311004,1311004,0,0,0,0,0,214.11815,214.11815,214.11815,214.11815,0.012555706,6.268823e-06,2.5601566e-11,0.001678074,-0.0052363006,-9.79522,-0.00010182359,-0.00038409504,-6.990118e-05,14.675573,14.675573
7983000,1311004,1311004,0,0,0,0,0,214.35039,214.35039,214.35039,214.35039,0.013129788,6.482174e-06,2.4559852e-11,-0.0027188375,-0.0012208695,-9.799025,0.0001063424,7.529523e-05,5.1665218e-05,14.675297,14.675297
8928000,1311004,1311004,0,0,0,0,0,214.79306,214.79306,214.79306,214.79306,0.01249142,6.400713e-06,2.4869709e-11,0.0032898665,0.003120968,-9.78771,0.0001872112,-9.622609e-05,1.3844477e-05,14.675775,14.675775
9959000,1311004,1311004,0,0,0,0,0,214.76166,214.76166,214.76166,214.76166,0.013067264,6.6905855e-06,2.6773516e-11,0.024860188,-0.015592782,-9.794729,0.0012693799,-0.00050783716,-0.0009015804,14.675537,14.675537
10925000,1311004,1311004,0,0,0,0,0,214.25949,214.25949,214.25949,214.25949,0.01532839,6.6086795e-06,2.8596311e-11,-0.002055834,-0.0039283796,-9.7956085,0.00049308734,4.0320483e-05,-0.00020300507,14.675532,14.675532
11924000,1311004,1311004,0,0,0,0,0,213.76973,213.76973,213.76973,213.76973,0.016399559,6.762007e-06,2.6817938e-11,-0.0005304245,-0.005400674,-9.828406,0.0002792508,0.00026856238,0.000107662745,14.675522,14.675522
12995000,1311004,1311004,0,0,0,0,0,213.74977,213.74977,213.74977,213.74977,0.011792436,6.4708543e-06,2.6259288e-11,-0.019247524,-0.009047633,-9.801798,-7.879385e-05,0.00020062865,9.454451e-05,14.6754265,14.6754265
13944000,1311004,1311004,0,0,0,0,0,213.72124,213.72124,213.72124,213.72124,0.014873464,7.082087e-06,2.8946278e-11,0.0036311902,0.0009289107,-9.811686,-0.00015399762,-0.00032610056,-0.0005952056,14.675387,14.675387
14951000,1311004,1311004,0,0,0,0,0,212.78908,212.78908,212.78908,212.78908,0.019478604,7.2640037e-06,2.904586e-11,0.0076718405,0.0047191675,-9.790115,0.00019419061,-3.7524864e-05,-0.00022870954,14.675429,14.675429
