timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
419000,0.0,0.0,0.0,0.0
423000,0.0,0.0,0.0,0.0
619000,0.0,0.0,0.0,0.0
820000,0.0,0.0,0.0,0.0
1020000,0.0,0.0,0.0,0.0
1220000,0.0,0.0,0.0,0.0
1416000,0.0,0.0,0.0,0.0
1622000,0.0,0.0,0.0,0.0
1828000,0.0,0.0,0.0,0.0
2025000,0.0,0.0,0.0,0.0
2219000,0.0,0.0,0.0,0.0
2420000,0.0,0.0,0.0,0.0
2619000,0.0,0.0,0.0,0.0
2820000,0.0,0.0,0.0,0.0
3020000,0.0,0.0,0.0,0.0
3220000,0.0,0.0,0.0,0.0
3420000,0.0,0.0,0.0,0.0
3619000,0.0,0.0,0.0,0.0
3820000,0.0,0.0,0.0,0.0
4019000,0.0,0.0,0.0,0.0
4220000,0.0,0.0,0.0,0.0
4420000,0.0,0.0,0.0,0.0
4620000,0.0,0.0,0.0,0.0
4819000,0.0,0.0,0.0,0.0
5020000,0.0,0.0,0.0,0.0
5223000,0.0,0.0,0.0,0.0
5423000,0.0,0.0,0.0,0.0
5623000,0.0,0.0,0.0,0.0
5820000,0.0,0.0,0.0,0.0
6019000,0.0,0.0,0.0,0.0
6220000,0.0,0.0,0.0,0.0
6420000,0.0,0.0,0.0,0.0
6620000,0.0,0.0,0.0,0.0
6820000,0.0,0.0,0.0,0.0
7019000,0.0,0.0,0.0,0.0
7220000,0.0,0.0,0.0,0.0
7420000,0.0,0.0,0.0,0.0
7619000,0.0,0.0,0.0,0.0
7820000,0.0,0.0,0.0,0.0
8020000,0.0,0.0,0.0,0.0
8220000,0.0,0.0,0.0,0.0
8420000,0.0,0.0,0.0,0.0
8620000,0.0,0.0,0.0,0.0
8820000,0.0,0.0,0.0,0.0
9020000,0.0,0.0,0.0,0.0
9220000,0.0,0.0,0.0,0.0
9420000,0.0,0.0,0.0,0.0
9619000,0.0,0.0,0.0,0.0
9820000,0.0,0.0,0.0,0.0
10019000,0.0,0.0,0.0,0.0
10220000,0.0,0.0,0.0,0.0
10420000,0.0,0.0,0.0,0.0
10619000,0.0,0.0,0.0,0.0
10823000,0.0,0.0,0.0,0.0
11023000,0.0,0.0,0.0,0.0
11219000,0.0,0.0,0.0,0.0
11420000,0.0,0.0,0.0,0.0
11619000,0.0,0.0,0.0,0.0
11820000,0.0,0.0,0.0,0.0
12020000,0.0,0.0,0.0,0.0
12220000,0.0,0.0,0.0,0.0
12420000,0.0,0.0,0.0,0.0
12620000,0.0,0.0,0.0,0.0
12820000,0.0,0.0,0.0,0.0
13020000,0.0,0.0,0.0,0.0
13220000,0.0,0.0,0.0,0.0
13420000,0.0,0.0,0.0,0.0
13622000,0.0,0.0,0.0,0.0
13819000,0.0,0.0,0.0,0.0
14020000,0.0,0.0,0.0,0.0
14220000,0.0,0.0,0.0,0.0
14420000,0.0,0.0,0.0,0.0
14624000,0.0,0.0,0.0,0.0
14821000,0.0,0.0,0.0,0.0
15020000,0.0,0.0,0.0,0.0
15223000,0.0,0.0,0.0,0.0
15419000,0.0,0.0,0.0,0.0
15620000,0.0,0.0,0.0,0.0
15800000,0.0,0.0,0.0,0.0
16023000,0.0,0.0,0.0,0.0
16223000,0.0,0.0,0.0,0.0
16399000,0.0,0.0,0.0,0.0
16630000,0.0,0.0,0.0,0.0
16825000,0.0,0.0,0.0,0.0
17019000,0.0,0.0,0.0,0.0
17219000,0.0,0.0,0.0,0.0
17419000,0.0,0.0,0.0,0.0
17620000,0.0,0.0,0.0,0.0
17820000,0.0,0.0,0.0,0.0
18016000,0.0,0.0,0.0,0.0
18219000,0.0,0.0,0.0,0.0
18420000,0.0,0.0,0.0,0.0
18624000,0.0,0.0,0.0,0.0
18819000,0.0,0.0,0.0,0.0
19019000,0.0,0.0,0.0,0.0
19221000,0.0,0.0,0.0,0.0
19420000,0.0,0.0,0.0,0.0
19620000,0.0,0.0,0.0,0.0
19820000,0.0,0.0,0.0,0.0
20020000,0.0,0.0,0.0,0.0
20220000,0.0,0.0,0.0,0.0
20419000,0.0,0.0,0.0,0.0
20620000,0.0,0.0,0.0,0.0
20819000,0.0,0.0,0.0,0.0
21016000,0.0,0.0,0.0,0.0
21219000,-7.821535e-06,-9.9456774e-05,1.8027775e-05,0.0
21419000,-2.7749736e-06,-0.00094531686,0.00014591924,0.0
21622000,-2.9677936e-05,-0.0017896615,0.00027354792,0.0
21816000,2.9230789e-05,-0.002306834,0.00038453308,0.0
22023000,0.000116160336,-0.0024978316,0.0004987258,0.0
22220000,4.2524032e-05,-0.0022156776,0.00059107813,0.0
22419000,-8.54088e-05,-0.0014906753,0.00061307073,0.0
22623000,-1.4313569e-05,-0.0012381935,0.00051306403,0.0
22820000,3.9563678e-05,-0.0010105978,0.00039816092,0.0
23021000,0.00017486514,-0.0007699994,0.00030691782,0.0
23220000,0.00014633164,-0.0006623095,0.00024529506,0.0
23419000,5.3038493e-05,-0.00045910824,0.00022553226,0.0
23620000,8.2875114e-05,-0.00041138622,0.00021155829,0.0
23823000,-2.8664523e-05,-0.00022218197,0.00019637414,0.0
24019000,1.0261423e-05,-0.0002265198,0.00018683057,0.0
24220000,-9.5328745e-05,-0.00015404543,0.00018624954,0.0
24419000,-8.578347e-05,-4.680059e-05,0.00017731861,0.0
24624000,-3.597679e-07,-3.4195327e-05,0.00015768272,0.0
24823000,-0.000119815566,-7.5439486e-05,0.00013779326,0.0
25024000,3.8172002e-05,-8.167885e-05,0.000120190976,0.0
25223000,2.1602886e-05,-8.429482e-05,9.663746e-05,0.0
25419000,5.221359e-05,-1.8176488e-05,8.21557e-05,0.0
25619000,9.305814e-05,2.0924555e-05,7.3305084e-05,0.0
25819000,-5.3319684e-05,3.6326333e-06,6.5589986e-05,0.0
26019000,-4.6167e-05,-3.781701e-05,6.314018e-05,0.0
26219000,-7.228763e-05,9.2534814e-05,5.7909023e-05,0.0
26420000,-5.7116456e-05,3.5989385e-06,5.6134e-05,0.0
26623000,-4.2538635e-05,2.1236317e-05,5.0073002e-05,0.0
26819000,6.650982e-05,-4.240313e-05,4.195112e-05,0.0
27023000,5.046645e-06,1.48381405e-05,3.9030034e-05,0.0
27220000,-4.006608e-05,1.65937e-05,4.0509913e-05,0.0
27419000,-8.396027e-05,9.892523e-05,4.5197543e-05,0.0
27620000,-3.25039e-05,3.159434e-05,4.7323418e-05,0.0
27819000,-3.196862e-05,-5.819646e-06,4.6994457e-05,0.0
28020000,-8.30793e-05,3.2166034e-05,4.6932488e-05,0.0
28219000,-7.4184056e-05,1.0738773e-05,3.2350523e-05,0.0
28420000,-1.5081097e-05,5.459173e-05,1.6333608e-05,0.0
28620000,-4.8632188e-05,-8.676246e-05,1.3453838e-05,0.0
28819000,-6.222212e-05,1.0349401e-05,1.9246558e-05,0.0
29020000,-1.6912252e-05,3.138013e-05,2.3677361e-05,0.0
29220000,-2.1115047e-05,1.2318512e-06,1.640807e-05,0.0
29420000,-3.1169173e-05,-6.0457714e-05,7.104535e-06,0.0
29619000,-3.2039054e-05,-4.1801973e-06,4.186407e-06,0.0
