timestamp,timestamp_sample,vibe[0],vibe[1],vibe[2],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
740000,740000,1.5901901e-11,4.18009e-06,0.006452268,1.3432953e-05,0.0004454551,3.868939e-06,512,0,0.70622146,3.5000029,0.0,nan,nan,1.1754944e-38,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
752000,752000,1.6181704e-11,4.2221795e-06,0.0062626014,1.6454784e-05,0.00024125681,5.3001368e-06,512,0,0.7097526,3.5000114,0.0,nan,nan,1.1754944e-38,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
939000,939000,1.8205064e-11,4.8690445e-06,0.0075856782,5.8768324e-05,0.00100049,0.0012381346,512,0,1.3943788,1.5657727,0.0,nan,nan,0.0014935372,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1147000,1147000,1.9468288e-11,5.2945434e-06,0.007927693,1.4023918e-05,0.00046501937,0.0010404256,512,0,1.2425522,1.1695364,0.0,nan,nan,0.0017866174,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1347000,1347000,2.5952487e-11,6.1936757e-06,0.009533127,3.6826557e-06,0.00033939932,0.00018603458,512,0,0.97346926,1.0185326,0.0,nan,nan,0.00065973756,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1541000,1541000,2.6855957e-11,6.661578e-06,0.010697637,3.971386e-06,0.0004893717,0.0029133584,512,0,0.82493955,0.8913589,0.0,nan,nan,0.0014134519,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1748000,1748000,2.7323735e-11,6.8240724e-06,0.012827331,7.875982e-06,0.00047069357,0.0020687245,512,0,0.75126296,0.81310886,0.0,nan,nan,7.804339e-05,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1947000,1947000,2.7704231e-11,6.992952e-06,0.017298307,1.7607419e-05,0.00042571136,0.0010871325,512,0,0.7001035,0.7622393,0.0,nan,nan,0.000111730005,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2140000,2140000,2.8741206e-11,6.699042e-06,0.016559046,3.9264538e-05,0.00067217357,0.0019167222,512,0,0.6865969,0.7328164,0.0,nan,nan,0.0010075327,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2348000,2348000,2.508757e-11,6.6632824e-06,0.015993824,7.261504e-05,0.00089432154,0.0018733225,512,0,0.6892628,0.7199487,0.0,nan,nan,0.001182383,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2547000,2547000,2.5976865e-11,6.787412e-06,0.015997365,9.921082e-05,0.001661997,0.003611087,512,0,0.68812114,0.7150731,0.0,nan,nan,0.0002147038,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2744000,2744000,2.5061002e-11,6.5896456e-06,0.016178573,0.00013033439,0.0013448612,0.0018454887,512,0,0.6850917,0.7324242,0.0,nan,nan,0.00054399704,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2940000,2940000,2.5490554e-11,6.5524387e-06,0.016516656,0.00012520415,0.0012572148,0.0011245073,512,0,0.6839695,0.7388244,0.0,nan,nan,0.00033908823,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3143000,3143000,2.888663e-11,7.0666642e-06,0.01695992,0.00013300813,0.0011933725,0.0009882896,512,0,0.6636843,0.747683,0.0,nan,nan,0.0016592758,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3344000,3344000,2.805825e-11,7.027442e-06,0.015763255,8.2042214e-05,0.0010038787,0.0007920087,512,0,0.6423411,0.7567311,0.0,nan,nan,0.00093622506,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3540000,3540000,2.8120348e-11,6.915386e-06,0.014528262,8.5520274e-05,0.0015049019,0.0017734233,512,0,0.6216695,0.7649076,0.0,nan,nan,0.0009895427,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3740000,3740000,2.44283e-11,6.4500896e-06,0.01584604,0.00012651893,0.0019671572,0.0021630223,512,0,0.59779376,0.7871741,0.0,nan,nan,0.0013131065,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3952000,3952000,2.5454e-11,6.5454624e-06,0.015567489,0.00013948751,0.0019363135,0.0015748607,512,0,0.6033585,0.8018153,0.0,nan,nan,0.0009432145,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4143000,4143000,2.531983e-11,6.2601775e-06,0.015612919,0.000115950745,0.0018631131,0.0015505344,512,0,0.5826309,0.8012339,0.0,nan,nan,0.00025506993,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4347000,4343000,2.6095629e-11,6.2275103e-06,0.016951548,9.66571e-05,0.0029156576,0.0044501224,512,0,0.5606731,0.79916745,0.0,nan,nan,0.0031614373,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4544000,4540000,2.5790838e-11,6.052358e-06,0.013793186,0.000101205136,0.0029056133,0.004811402,512,0,0.5562184,0.8034367,0.0,nan,nan,0.0011420952,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4745000,4740000,2.6098165e-11,6.2041427e-06,0.0122095505,0.00011419029,0.0022124615,0.0031080483,512,0,0.54197776,0.80143535,0.0,nan,nan,0.0017807074,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4947000,4942000,2.6950627e-11,6.17294e-06,0.010027439,0.0001506614,0.0024830007,0.0031515972,512,0,0.5284375,0.8200741,0.0,nan,nan,0.0025586907,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
