timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
419000,0.2778863,0.27857578,14.675117,1.0
423000,0.22997557,0.23054622,14.675235,1.0
432000,0.16231963,0.1627225,14.675536,1.0
436000,-0.28692898,-0.28764117,14.675667,1.0
440000,-0.29153728,-0.29226047,14.674796,1.0
445000,-0.18687871,-0.1873427,14.676114,1.0
452000,0.26178658,0.26243648,14.675869,1.0
456000,0.21187197,0.21239774,14.675362,1.0
460000,0.15329109,0.15367155,14.675574,1.0
464000,-0.28998908,-0.29070863,14.675239,1.0
468000,0.25410748,0.2547384,14.67507,1.0
472000,0.24250764,0.24310967,14.674849,1.0
476000,0.17000383,0.17042606,14.675482,1.0
480000,0.1720423,0.17246942,14.674916,1.0
484000,-0.21595511,-0.21649133,14.675126,1.0
488000,-0.21164183,-0.21216741,14.6753235,1.0
492000,0.12464546,0.12495494,14.675052,1.0
496000,0.15241829,0.15279698,14.676029,1.0
500000,-0.027325857,-0.02739375,14.676045,1.0
504000,-0.25665772,-0.2572952,14.675555,1.0
508000,0.20864482,0.20916307,14.675635,1.0
511000,0.24490353,0.24551198,14.675958,1.0
516000,0.2542933,0.25492477,14.675264,1.0
520000,0.28229064,0.28299165,14.675287,1.0
523000,-0.15491228,-0.15529715,14.67597,1.0
527000,-0.22555806,-0.22611822,14.675457,1.0
531000,-0.17902136,-0.179466,14.675543,1.0
535000,0.26407057,0.2647265,14.675614,1.0
539000,-0.22809781,-0.22866413,14.674981,1.0
543000,-0.2934766,-0.2942053,14.675138,1.0
548000,0.12886406,0.12918419,14.675829,1.0
553000,0.14928496,0.14965574,14.67553,1.0
560000,-0.2569073,-0.25754505,14.674843,1.0
564000,0.24172856,0.24232888,14.675413,1.0
568000,-0.22285521,-0.22340864,14.675353,1.0
572000,0.07177551,0.07195381,14.675774,1.0
576000,-0.24068803,-0.2412854,14.674734,1.0
580000,0.27745256,0.2781418,14.676038,1.0
584000,-0.22210644,-0.2226579,14.675277,1.0
591000,0.26581275,0.26647273,14.675251,1.0
596000,0.28542045,0.28612888,14.674841,1.0
600000,-0.2339003,-0.23448132,14.675941,1.0
604000,0.22457238,0.22513032,14.67618,1.0
610000,-0.31086522,-0.31163722,14.675544,1.0
615000,0.24895878,0.24957687,14.675163,1.0
619000,-0.13832475,-0.13866818,14.675202,1.0
623000,-0.24582557,-0.24643616,14.675781,1.0
631000,-0.29127553,-0.2919987,14.675142,1.0
636000,-0.23045862,-0.23103121,14.676178,1.0
640000,0.13084002,0.1311649,14.675304,1.0
645000,-0.26924345,-0.26991183,14.67493,1.0
652000,0.2302955,0.23086762,14.676062,1.0
656000,0.12838905,0.12870789,14.675488,1.0
660000,-0.20914291,-0.2096624,14.675796,1.0
664000,0.20440915,0.2049168,14.675512,1.0
668000,0.18013099,0.18057846,14.675862,1.0
676000,0.22404325,0.22459929,14.674951,1.0
680000,0.25877735,0.2594201,14.676117,1.0
684000,0.2985658,0.29930744,14.676207,1.0
691000,-0.23199798,-0.23257425,14.67621,1.0
695000,-0.16141221,-0.16181275,14.674823,1.0
699000,-0.16576391,-0.16617563,14.676115,1.0
703000,0.1524581,0.15283671,14.67591,1.0
712000,0.045974974,0.046089098,14.675263,1.0
716000,0.22813189,0.22869837,14.675761,1.0
720000,-0.2920383,-0.29276296,14.674785,1.0
724000,-0.21576199,-0.21629778,14.675769,1.0
728000,0.26830393,0.26896977,14.674888,1.0
732000,0.18679962,0.18726322,14.67551,1.0
736000,0.17622899,0.17666638,14.675618,1.0
740000,0.1480465,0.14841397,14.675735,1.0
744000,-0.20790577,-0.2084218,14.675659,1.0
748000,0.2083803,0.20889731,14.675155,1.0
752000,0.1751877,0.17562224,14.67475,1.0
756000,0.2224562,0.22300814,14.67511,1.0
761000,-0.31250778,-0.3132832,14.675286,1.0
765000,-0.0765927,-0.07678288,14.676217,1.0
772000,-0.05073651,-0.05086247,14.676029,1.0
776000,-0.17286876,-0.17329793,14.676062,1.0
780000,-0.27201402,-0.27268922,14.675202,1.0
784000,0.251538,0.25216237,14.675229,1.0
788000,-0.23475936,-0.23534204,14.675149,1.0
790000,-0.22097236,-0.2215211,14.675811,1.0
795000,-0.25413835,-0.2547696,14.676166,1.0
804000,0.15798278,0.1583749,14.675161,1.0
808000,0.27734175,0.27803043,14.6757555,1.0
812000,0.23808005,0.23867096,14.67507,1.0
816000,0.08409506,0.08430378,14.675087,1.0
