timestamp,load,ram_usage
5008000,0.0,0.46766257
5508000,0.02,0.46764573
6008000,0.0,0.46760568
6512000,0.04,0.46740147
7011000,0.0,0.46738103
7511000,0.0,0.46709633
8008000,0.0,0.46708527
8511000,0.0,0.46690053
9008000,0.0,0.4668791
9512000,0.0,0.4668874
10008000,0.0,0.46678203
10512000,0.0,0.4667653
11008000,0.0,0.4667231
11508000,0.0,0.4667717
12008000,0.0,0.46679047
12511000,0.0,0.4660895
13011000,0.0,0.46610212
13508000,0.04,0.46611464
14008000,0.0,0.46666405
14515000,0.0,0.46656242
15012000,0.0,0.4673578
15508000,0.0,0.46736118
16016000,0.0,0.46731678
16524000,0.0,0.46731678
17011000,0.0,0.46736887
17508000,0.0,0.46735564
18008000,0.0,0.46735227
18511000,0.0,0.46735096
19011000,0.0,0.46732953
19511000,0.0,0.46754903
20008000,0.02,0.46757743
20508000,0.0,0.46756226
21008000,0.0,0.467515
21512000,0.0,0.46794367
22008000,0.0,0.4679943
22511000,0.0,0.46799058
23008000,0.0,0.46811998
23511000,0.0,0.46814957
24011000,0.0,0.4682648
24512000,0.0,0.4682968
25011000,0.0,0.46819708
25508000,0.0,0.46820045
26008000,0.0,0.46819144
26508000,0.0,0.46816558
27008000,0.0,0.46822512
27508000,0.0,0.46823448
28012000,0.0,0.46820214
28508000,0.0,0.46824002
29008000,0.0,0.46808368
29508000,0.0,0.46805674
30008000,0.04,0.468075
30512000,0.0,0.46806708
31008000,0.0,0.46804374
31512000,0.0,0.46803436
32011000,0.0,0.46802497
32512000,0.0,0.4679107
33012000,0.0,0.4678353
33512000,0.0,0.4668797
34008000,0.0,0.4670255
34512000,0.0,0.46700996
35012000,0.0,0.4669776
35510000,0.0,0.46692458
36011000,0.02,0.4669741
36508000,0.0,0.4673483
37008000,0.0,0.46745175
37512000,0.0,0.46737802
38012000,0.0,0.46739835
38508000,0.0,0.46741506
39008000,0.0,0.46738476
39511000,0.0,0.4673898
40008000,0.0,0.46704498
40508000,0.04,0.46721792
41012000,0.0,0.4671911
41508000,0.0,0.46719015
42008000,0.02,0.4671733
42508000,0.0,0.46721974
43012000,0.0,0.4672018
43509000,0.0,0.46719292
44011000,0.0,0.46709308
44508000,0.0,0.46716273
45012000,0.0,0.46715152
45508000,0.0,0.46708766
46008000,0.0,0.46718472
46511000,0.0,0.46751297
47011000,0.0,0.46746966
47511000,0.0,0.46751705
48008000,0.0,0.46751043
48512000,0.0,0.46752727
49012000,0.0,0.46750563
49512000,0.0,0.4674989
50011000,0.0,0.4671869
50508000,0.0,0.46737704
51011000,0.0,0.46749023
51512000,0.0,0.467521
