timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
419000,411000,197388,0.27592045,-0.033770807,0.4717095,0
440000,432750,197388,0.27470395,-0.033596992,0.47071224,0
460000,453250,197388,0.2760526,-0.033930503,0.47466314,0
480000,472000,197388,0.27539137,-0.033357006,0.4735348,0
500000,492000,197388,0.27397665,-0.031119466,0.4737153,0
520000,511800,197388,0.27406526,-0.032650344,0.4722878,0
543000,533000,197388,0.27470788,-0.033420846,0.4724035,0
564000,556250,197388,0.27478597,-0.03421832,0.47429353,0
584000,576000,197388,0.27528697,-0.03338895,0.4746488,0
604000,597750,197388,0.2762598,-0.035836697,0.4727636,0
631000,619600,197388,0.27374086,-0.0343045,0.47408515,0
652000,643250,197388,0.2770471,-0.0327172,0.47331673,0
676000,664800,197388,0.27487972,-0.03418824,0.47390628,0
699000,689166,197388,0.27330512,-0.033950537,0.4730378,0
720000,712750,197388,0.27531236,-0.035116542,0.47329286,0
740000,732000,197388,0.2754895,-0.034263045,0.47355348,0
761000,752200,197388,0.2763284,-0.035095926,0.47257432,0
784000,775400,197388,0.27639404,-0.035425376,0.47505924,0
804000,794250,197388,0.2728192,-0.033109847,0.47350922,0
824000,816000,197388,0.27563465,-0.032443747,0.47256908,0
844000,835000,197388,0.27770835,-0.033332657,0.4725243,0
867000,857666,197388,0.27505308,-0.033376336,0.47382116,0
887000,879200,197388,0.2757612,-0.03636105,0.47274622,0
911000,899800,197388,0.27471122,-0.034678824,0.47410002,0
932000,924000,197388,0.27494234,-0.032292392,0.4718523,0
955000,945166,197388,0.27402312,-0.03314367,0.47326654,0
976000,967600,197388,0.27689722,-0.03364216,0.47308826,0
996000,988250,197388,0.27522448,-0.034219347,0.4737081,0
1016000,1008000,197388,0.27434227,-0.03506476,0.4720501,0
1039000,1030400,197388,0.2740054,-0.034155678,0.4758063,0
1060000,1051400,197388,0.27384144,-0.035525702,0.4745895,0
1080000,1074000,197388,0.27405757,-0.03328043,0.47279382,0
1100000,1092000,197388,0.2753385,-0.033504643,0.47086224,0
1120000,1111400,197388,0.27518114,-0.035622265,0.47404835,0
1143000,1135500,197388,0.2756092,-0.032695297,0.47256666,0
1164000,1155200,197388,0.27521524,-0.03530651,0.47274515,0
1187000,1178800,197388,0.27625793,-0.03410203,0.47307473,0
1208000,1199500,197388,0.27477157,-0.032882378,0.4737829,0
1232000,1221000,197388,0.27495942,-0.033962917,0.4736999,0
1259000,1246200,197388,0.27647755,-0.033075213,0.47351885,0
1285000,1272400,197388,0.27503616,-0.03547162,0.47461143,0
1309000,1301250,197388,0.27629977,-0.03235594,0.4734951,0
1331000,1324333,197388,0.27564043,-0.03365939,0.47502774,0
1351000,1343000,197388,0.2755933,-0.033986896,0.4724579,0
1379000,1366166,197388,0.27671698,-0.0344508,0.47280687,0
1400000,1392000,197388,0.27418017,-0.033232328,0.47285777,0
1421000,1411600,197388,0.27482954,-0.035417594,0.47271076,0
1444000,1436000,197388,0.27619132,-0.036266055,0.47389612,0
1468000,1456800,197388,0.27549428,-0.03386366,0.4718159,0
1491000,1480600,197388,0.2759726,-0.034722768,0.47370243,0
1513000,1504000,197388,0.27548787,-0.032389354,0.47302642,0
1536000,1528000,197388,0.27449548,-0.03352437,0.472963,0
1559000,1550250,197388,0.27437204,-0.034073584,0.47564375,0
1579000,1571000,197388,0.27489504,-0.032700602,0.47331658,0
1602000,1593250,197388,0.27493906,-0.03498113,0.47221452,0
1622000,1613750,197388,0.27473497,-0.03249141,0.47235146,0
1643000,1634800,197388,0.27555293,-0.034656662,0.47370204,0
1663000,1657750,197388,0.27508125,-0.03484144,0.4708672,0
1683000,1676750,197388,0.27437848,-0.033253383,0.47277728,0
1707000,1696800,197388,0.27520043,-0.033055123,0.47428447,0
1736000,1721800,197388,0.2759586,-0.03466697,0.4731352,0
1760000,1751000,197388,0.27535507,-0.03346352,0.474487,0
1782000,1774200,197388,0.27638862,-0.03365658,0.4733576,0
1808000,1796400,197388,0.2740128,-0.03427979,0.47366935,0
1828000,1818500,197388,0.27326542,-0.03385482,0.47225925,0
1848000,1840750,197388,0.27517414,-0.034794793,0.47468588,0
1871000,1860800,197388,0.27455902,-0.03395354,0.4740282,0
1892000,1884666,197388,0.27338457,-0.035448954,0.4758798,0
1916000,1904200,197388,0.2748996,-0.03287187,0.4732266,0
1939000,1929333,197388,0.27627602,-0.035344683,0.47384506,0
1960000,1953333,197388,0.27395183,-0.03537979,0.47337937,0
1980000,1972750,197388,0.2781255,-0.033831365,0.47426286,0
2000000,1992000,197388,0.27442643,-0.03460018,0.47429046,0
2025000,2013000,197388,0.27364245,-0.032746054,0.47314054,0
2052000,2040600,197388,0.2755943,-0.034283157,0.47341752,0
2076000,2064800,197388,0.27649948,-0.034537606,0.4725282,0
2096000,2088000,197388,0.2735606,-0.034280412,0.47405043,0
2116000,2109333,197388,0.2784452,-0.032103106,0.47340637,0
2136000,2127500,197388,0.27677175,-0.035000112,0.4743037,0
2159000,2149800,197388,0.2769356,-0.033165064,0.4729165,0
2180000,2172250,197388,0.27454334,-0.03234403,0.47583425,0
2200000,2191400,197388,0.27632183,-0.03428293,0.47366896,0
2228000,2213833,197388,0.27403817,-0.036571793,0.47405857,0
2251000,2243200,197388,0.2775086,-0.033531573,0.4726512,0
2272000,2264000,197388,0.27550673,-0.033652112,0.47458744,0
2300000,2286000,197388,0.27710027,-0.03360056,0.47386876,0
2328000,2313833,197388,0.27494177,-0.034206197,0.47286177,0
2348000,2341000,197388,0.27347958,-0.033948306,0.4726312,0
2371000,2362200,197388,0.2746615,-0.034241024,0.4722004,0
2396000,2385750,197388,0.27497667,-0.03682614,0.47366482,0
2420000,2409400,197388,0.2763232,-0.035955977,0.474143,0
2441000,2432000,197388,0.27549884,-0.03532691,0.4739491,0
2468000,2456500,197388,0.27657664,-0.035794877,0.47475818,0
2490000,2479600,197388,0.27501833,-0.03442586,0.47468653,0
2512000,2504250,197388,0.2746715,-0.035762522,0.4727072,0
2535000,2525000,197388,0.27666548,-0.034237858,0.47287256,0
2555000,2546000,197388,0.27881417,-0.035671785,0.47474456,0
2575000,2567750,197388,0.27524364,-0.034580115,0.47366795,0
2596000,2587000,197388,0.27644968,-0.032614414,0.4750053,0
2619000,2610000,197388,0.2754236,-0.034398932,0.4720357,0
