timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
6696000,6691000,0.9999999,0.00024689443,-1.8143432e-05,-0.0005936936,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
6700000,6696000,0.9999999,0.00024814229,-1.8589184e-05,-0.0005930888,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
6750000,6743000,0.9999999,0.00024069441,-1.8797156e-05,-0.00056814647,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
6799000,6795000,0.9999999,0.0002469814,-1.561246e-05,-0.00048491752,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
6844000,6840000,1.0,0.00025914764,-1.4385552e-05,-0.00038461847,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
6887000,6883000,0.9999999,0.00025886646,-1.52239045e-05,-0.00028596274,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
6944000,6940000,1.0,0.00025707643,-2.4233428e-05,-0.00017319161,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
6999000,6995000,1.0,0.00025931813,-1.9995872e-05,-9.869488e-05,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
7044000,7039000,1.0,0.00026259653,-1.12905145e-05,-9.8262986e-05,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
7096000,7092000,1.0,0.00026071013,-7.906554e-06,-0.00013317521,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
7152000,7143000,1.0,0.00025153634,-9.840772e-06,-0.00015715152,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
7195000,7191000,1.0,0.00025100255,-7.702613e-06,-0.00015609938,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
7250000,7245000,1.0,0.00025246362,-2.339064e-06,-0.00014761517,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
7295000,7291000,1.0,0.0002603377,8.7154285e-07,-0.00014225248,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
7344000,7340000,1.0,0.0002702191,8.298901e-06,-0.00013598948,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
7396000,7392000,1.0,0.00027545114,6.1313444e-06,-0.0001591413,0.99812263,2.2168933e-11,9.094947e-13,-0.061247326,2
