gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],timestamp,DTMode
0.003728426,1.3239201e-09,2.3106764e-17,0.0035913025,0.003591473,-9.75757,45480000,2_7
0.0039947424,0.00026631716,-0.00079894805,0.0047884043,0.016759586,-9.794682,45484000,2_7
0.0039947424,0.00053263234,-0.00079894805,0.005985504,0.01077408,-9.841368,45488000,2_7
0.0034621095,-9.2201574e-10,-6.146771e-10,0.0035913025,0.007182777,-9.856929,45492000,2_7
0.002396845,-0.00079894875,0.0002663152,-0.011971008,0.011971181,-9.862916,45496000,2_7
0.0021305296,-0.00026631594,-0.0010652643,-0.021547817,-0.0035911317,-9.806652,45503000,2_7
0.0018642126,-0.0005326321,-0.0010652646,-0.009576807,-0.0047882325,-9.785102,45508000,2_7
0.00133158,-0.0021305294,-0.00079894986,0.0,0.0011972715,-9.7719345,45516000,2_7
-0.0007989497,-0.002929477,-0.00026631996,0.0071826046,0.0035914734,-9.779117,45520000,2_7
-0.005326322,-0.0029294775,-0.0007989529,0.010773908,0.0071827765,-9.807848,45528000,2_7
-0.015978966,-0.0047936947,-0.005592643,0.009576809,0.013168281,-9.779117,45536000,2_7
-0.027696872,-0.0071905474,-0.012250543,-0.023942016,-0.0011969301,-9.787497,45547000,2_7
-0.031425297,-0.0069242157,-0.013582137,-0.015562311,-0.0023940315,-9.770737,45551000,2_7
-0.03275688,-0.0066578854,-0.012516864,0.007182605,-0.008379536,-9.743204,45556000,2_7
-0.031957943,-0.0071905325,-0.011984218,0.02274492,-0.019153448,-9.709686,45560000,2_7
-0.017310565,-0.010120033,-0.009321008,-0.005985504,-0.021547645,-9.700107,45572000,2_7
-0.0053263553,-0.011717934,-0.005326236,-0.011971008,-0.025138952,-9.688137,45576000,2_7
0.025566302,-0.015180051,0.0063917106,0.009576809,-0.005985336,-9.633072,45587000,2_7
0.05379584,-0.019973734,0.01810953,0.0035913028,0.029927693,-9.572018,45595000,2_7
0.068176925,-0.023169506,0.023169544,-0.01316811,0.026336387,-9.598354,45599000,2_7
0.08815061,-0.025832677,0.030626448,-0.01436521,0.020350883,-9.606736,45607000,2_7
0.11584739,-0.030093892,0.04314344,-0.008379705,0.008379873,-9.568427,45616000,2_7
0.1427453,-0.034887746,0.05699185,-0.0035913025,-0.011970843,-9.515755,45620000,2_7
0.16085486,-0.037817053,0.067644365,-0.010773907,-0.026336053,-9.469069,45625000,2_7
0.17656752,-0.041012898,0.077498026,-0.016759412,-0.029927358,-9.441533,45632000,2_7
0.19281273,-0.04420892,0.088949636,-0.0047884043,-0.026336055,-9.431957,45636000,2_7
0.20426433,-0.044741455,0.09960236,0.007182605,-0.019153453,-9.417593,45640000,2_7
0.2197106,-0.042611055,0.11930978,0.011971008,0.0023943651,-9.361329,45651000,2_7
0.22636835,-0.04234555,0.13289197,-0.0047884043,0.0011972634,-9.307459,45655000,2_7
0.23089573,-0.037551425,0.15419738,-0.025139121,-0.0095766485,-9.202114,45664000,2_7
0.22903149,-0.033290476,0.1653826,-0.023942016,-0.0059853443,-9.144653,45671000,2_7
0.22530276,-0.028497936,0.17843239,-0.020350713,-0.0011969424,-9.083603,45675000,2_7
0.21997666,-0.022904385,0.19015007,-0.0035913028,0.0011972586,-9.044097,45680000,2_7
0.21251962,-0.015980538,0.20080292,0.01316811,1.5734784e-07,-9.015368,45684000,2_7
0.19121453,-0.0029308605,0.21837962,0.010773908,-0.003591148,-8.854958,45692000,2_7
0.17923027,0.0034607074,0.22663543,0.019153617,0.003591456,-8.780737,45696000,2_7
0.16618074,0.010384879,0.23435864,0.03351883,0.008379859,-8.670601,45700000,2_7
0.1486039,0.017042441,0.24181543,0.03112462,-0.0047882544,-8.549694,45705000,2_7
0.12436885,0.025297109,0.24953888,0.005985505,-0.017956369,-8.4503355,45711000,2_7
0.09613908,0.034350812,0.2567297,-0.0011971011,-0.013167965,-8.342598,45715000,2_7
0.03994697,0.046336256,0.26605037,0.01436521,1.4307766e-07,-8.197746,45727000,2_7
-0.029561458,0.05832031,0.27483884,0.0035913025,0.0035914439,-8.08881,45735000,2_7
-0.056991767,0.059918627,0.27617034,0.0047884043,0.0059856456,-8.110358,45739000,2_7
-0.084688514,0.059918582,0.276703,0.0035913025,1.4159427e-07,-8.112755,45743000,2_7
-0.11371686,0.0588532,0.277502,-0.008379706,-0.0035911612,-8.081628,45748000,2_7
-0.1411473,0.056988534,0.27856743,-0.019153615,0.002394342,-8.033744,45751000,2_7
-0.19600812,0.04899848,0.2753719,-0.009576807,0.015562448,-7.9236107,45763000,2_7
-0.25859225,0.035682965,0.27137727,-0.008379708,1.3752003e-07,-7.8793178,45772000,2_7
-0.27936512,0.029559068,0.26977903,0.016759416,-0.014365074,-7.863755,45776000,2_7
-0.2974746,0.023434088,0.2687137,0.029927526,-0.014365074,-7.8589673,45780000,2_7
-0.33103004,0.008519821,0.26232252,0.0023942017,0.009576944,-7.819463,45790000,2_7
-0.34567747,0.00053054915,0.25886044,0.0011971008,0.013168245,-7.7883377,45795000,2_7
-0.36698312,-0.011719162,0.25113678,0.01316811,0.008379841,-7.7033453,45803000,2_7
-0.37310836,-0.01784409,0.24794103,0.008379708,-0.0023940674,-7.705738,45807000,2_7
