magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],timestamp,DTMode
0.2728459,-0.03263589,0.47332916,45480000,2_7
0.2767738,-0.03518815,0.4737937,45503000,2_7
0.2778328,-0.036292356,0.47293285,45528000,2_7
0.27559498,-0.033447977,0.47230655,45551000,2_7
0.27543598,-0.03578312,0.47576812,45572000,2_7
0.27330184,-0.032985326,0.4722383,45595000,2_7
0.2752392,-0.032405905,0.47328967,45616000,2_7
0.27646908,-0.034825705,0.4735988,45636000,2_7
0.27646285,-0.030909676,0.47309145,45660000,2_7
0.27618986,-0.028202213,0.47440952,45680000,2_7
0.2751615,-0.027569642,0.47251496,45700000,2_7
0.2770106,-0.029039312,0.47276288,45727000,2_7
0.2734974,-0.034855183,0.47287297,45748000,2_7
0.27357295,-0.03530131,0.47543806,45768000,2_7
0.27353543,-0.040025763,0.47272596,45790000,2_7
0.27421746,-0.045595895,0.473592,45811000,2_7
0.27176175,-0.04980368,0.47252414,45836000,2_7
0.27256975,-0.056078453,0.47176144,45859000,2_7
0.2715561,-0.06077848,0.4708179,45888000,2_7
0.2742377,-0.062930465,0.47298142,45911000,2_7
0.27293652,-0.06573058,0.47235662,45932000,2_7
0.27161965,-0.06380724,0.47142988,45953000,2_7
0.27127424,-0.06277314,0.47266906,45978000,2_7
0.27141187,-0.06274227,0.4733574,46000000,2_7
0.27204415,-0.062341657,0.4734497,46020000,2_7
0.27110654,-0.061366852,0.47193384,46043000,2_7
0.27296916,-0.0605316,0.4735114,46063000,2_7
0.27291498,-0.05963796,0.47341537,46083000,2_7
0.27099586,-0.057255656,0.47207594,46103000,2_7
0.2729113,-0.056095313,0.47065935,46124000,2_7
0.2726922,-0.054241695,0.4719913,46145000,2_7
0.2710811,-0.055054188,0.47367963,46172000,2_7
0.27390665,-0.052791607,0.4728229,46192000,2_7
0.27308115,-0.048519786,0.47237325,46212000,2_7
0.2726182,-0.049298655,0.4726208,46234000,2_7
0.27381217,-0.044313915,0.47306758,46256000,2_7
0.2736606,-0.04488287,0.47507676,46276000,2_7
0.27265906,-0.043870825,0.47361705,46296000,2_7
0.27496973,-0.042333923,0.4731558,46319000,2_7
0.27355647,-0.0419831,0.47312868,46339000,2_7
0.27566028,-0.04052454,0.47382367,46360000,2_7
0.27358228,-0.03821414,0.47171527,46382000,2_7
0.27381295,-0.038943034,0.47359124,46403000,2_7
0.27485976,-0.036320552,0.4722847,46425000,2_7
0.27576837,-0.03737788,0.47435427,46447000,2_7
0.2748444,-0.036586024,0.47567493,46468000,2_7
0.27473715,-0.034122806,0.47273022,46492000,2_7
