magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],timestamp,DTMode
0.2753486,-0.035907563,0.47268835,25475000,2_6
0.2757295,-0.037719086,0.47387767,25499000,2_6
0.27482334,-0.03455528,0.47270423,25520000,2_6
0.2738064,-0.034217693,0.47233817,25544000,2_6
0.27488708,-0.035647593,0.4732102,25567000,2_6
0.2768588,-0.03480456,0.4734634,25587000,2_6
0.27641112,-0.035416033,0.47264528,25607000,2_6
0.27505556,-0.034443922,0.47277495,25627000,2_6
0.2779393,-0.034615137,0.47326443,25652000,2_6
0.2756597,-0.03400208,0.4735858,25675000,2_6
0.27576792,-0.03285563,0.4743759,25696000,2_6
0.27621543,-0.03656807,0.4724667,25716000,2_6
0.27433473,-0.033970676,0.47376403,25744000,2_6
0.27766883,-0.033231102,0.47555068,25764000,2_6
0.2744764,-0.032380357,0.47165772,25785000,2_6
0.27547094,-0.03289964,0.4752364,25808000,2_6
0.276577,-0.035021335,0.47290903,25832000,2_6
0.27599007,-0.033606824,0.47270113,25852000,2_6
0.27624902,-0.035593387,0.47236523,25872000,2_6
0.27717516,-0.03436392,0.47509852,25892000,2_6
0.27579936,-0.033736024,0.47140208,25915000,2_6
0.2775304,-0.031862825,0.47255206,25935000,2_6
0.27574202,-0.035317007,0.47310206,25956000,2_6
0.27678746,-0.03307609,0.46981373,25976000,2_6
0.27694532,-0.035854314,0.4727975,25996000,2_6
0.27750614,-0.03359688,0.47191557,26016000,2_6
0.27655077,-0.032793142,0.47065803,26036000,2_6
0.2761492,-0.03383797,0.4708999,26056000,2_6
0.27740923,-0.03250031,0.4726182,26080000,2_6
0.2780853,-0.03538035,0.47217354,26100000,2_6
0.27443025,-0.035410766,0.4716354,26120000,2_6
0.27675262,-0.033766165,0.47279665,26140000,2_6
0.27635172,-0.035393734,0.47481558,26160000,2_6
0.27875087,-0.031934332,0.47302625,26180000,2_6
0.276894,-0.03510466,0.47358713,26207000,2_6
0.2768763,-0.03531095,0.47091195,26231000,2_6
0.27576014,-0.03458897,0.47150236,26252000,2_6
0.27480578,-0.03525657,0.47109517,26276000,2_6
0.2755352,-0.0340719,0.4720287,26300000,2_6
0.27510935,-0.033755172,0.47417995,26324000,2_6
0.27734315,-0.03428233,0.47280794,26345000,2_6
0.27534986,-0.03344658,0.47217828,26368000,2_6
0.2765393,-0.033824522,0.47093406,26392000,2_6
0.2769675,-0.0340201,0.47256824,26415000,2_6
0.27892256,-0.035218086,0.47590455,26436000,2_6
0.2747618,-0.03634459,0.47271258,26460000,2_6
0.27685547,-0.034787662,0.47321293,26480000,2_6
0.2761221,-0.03486527,0.4748462,26504000,2_6
0.2756056,-0.036257535,0.47275686,26524000,2_6
0.27705097,-0.03414036,0.47254217,26547000,2_6
0.2768389,-0.03527731,0.47252813,26568000,2_6
0.2762276,-0.034298386,0.47283432,26588000,2_6
0.2771183,-0.03590293,0.47376797,26609000,2_6
0.2758171,-0.033476442,0.47151357,26631000,2_6
0.27747175,-0.038085792,0.47089309,26651000,2_6
0.27657893,-0.035077844,0.47185034,26671000,2_6
0.27579722,-0.03443828,0.47250333,26692000,2_6
0.27582338,-0.035019256,0.47115517,26715000,2_6
0.27740142,-0.03474338,0.47443175,26739000,2_6
0.27644438,-0.03507889,0.47376737,26760000,2_6
0.27451164,-0.03608673,0.47336406,26784000,2_6
0.27698493,-0.034914788,0.47125277,26806000,2_6
0.27415785,-0.036856513,0.47177058,26831000,2_6
0.2761501,-0.033170365,0.47454572,26852000,2_6
0.2763541,-0.03501736,0.47538954,26872000,2_6
0.27663657,-0.034145564,0.4726532,26892000,2_6
0.2757257,-0.035447747,0.470537,26915000,2_6
0.27761993,-0.034797627,0.4736224,26935000,2_6
0.27487683,-0.03463469,0.47047463,26956000,2_6
0.274436,-0.034028746,0.47182083,26979000,2_6
0.27415398,-0.0354407,0.47325203,27000000,2_6
0.27446303,-0.03550872,0.4712243,27023000,2_6
0.27551222,-0.035640825,0.47289535,27047000,2_6
0.27840817,-0.033429444,0.47251526,27072000,2_6
0.27612567,-0.032157697,0.472782,27092000,2_6
0.2739649,-0.033356156,0.47458297,27112000,2_6
0.27362296,-0.033550795,0.4723669,27132000,2_6
0.27597365,-0.035747763,0.47439557,27152000,2_6
0.27545032,-0.0338034,0.4717663,27172000,2_6
0.27370703,-0.03201631,0.47353166,27196000,2_6
0.27716136,-0.033071544,0.47288707,27216000,2_6
0.27829576,-0.033634357,0.47257182,27236000,2_6
0.27425903,-0.036205903,0.4731873,27256000,2_6
0.27678758,-0.036142744,0.47339618,27280000,2_6
0.27582586,-0.034936003,0.47467846,27303000,2_6
0.2753019,-0.034435987,0.47330323,27324000,2_6
0.2745692,-0.03499068,0.47184244,27344000,2_6
0.27618337,-0.03440389,0.47351217,27365000,2_6
0.27522337,-0.033255648,0.47299567,27388000,2_6
0.27231702,-0.034502447,0.474722,27408000,2_6
0.27504283,-0.035202056,0.47571582,27430000,2_6
0.27569398,-0.03396897,0.47311556,27452000,2_6
0.27526554,-0.034497164,0.47152367,27472000,2_6
0.27480075,-0.03485831,0.4724927,27492000,2_6
0.27508828,-0.033707913,0.4725109,27512000,2_6
0.27653956,-0.03661453,0.47543678,27532000,2_6
0.27636907,-0.03360837,0.4741627,27552000,2_6
0.27443174,-0.034482785,0.47375384,27572000,2_6
0.2745988,-0.03484488,0.47418642,27592000,2_6
0.27434286,-0.03338225,0.47390842,27612000,2_6
0.27505472,-0.03416344,0.47110614,27632000,2_6
0.27455446,-0.034225147,0.47421905,27652000,2_6
0.27469933,-0.035377875,0.47349283,27675000,2_6
0.27493915,-0.03599758,0.47146544,27695000,2_6
0.27505803,-0.033686858,0.4730892,27716000,2_6
0.27452657,-0.03496801,0.47519898,27736000,2_6
0.2737091,-0.036081713,0.4743828,27756000,2_6
0.27242333,-0.036930233,0.471761,27779000,2_6
0.275461,-0.03686067,0.4753588,27800000,2_6
0.2731623,-0.035244957,0.4743147,27823000,2_6
0.27533534,-0.034839068,0.47198468,27844000,2_6
0.27539307,-0.034072306,0.47256747,27865000,2_6
0.2727705,-0.035794303,0.4734044,27885000,2_6
0.2729276,-0.034095492,0.47383794,27907000,2_6
0.27336717,-0.03655842,0.4716903,27928000,2_6
0.27420557,-0.035268035,0.4728794,27948000,2_6
0.27544484,-0.035581943,0.4735326,27972000,2_6
0.27376676,-0.034547113,0.47453284,27995000,2_6
0.27366695,-0.03431129,0.47285834,28016000,2_6
0.27283734,-0.036903348,0.47375685,28036000,2_6
0.27377477,-0.03615456,0.47477075,28059000,2_6
0.2750193,-0.03785306,0.47334695,28079000,2_6
0.27576894,-0.033803754,0.4750725,28099000,2_6
0.27420545,-0.034039795,0.47202197,28121000,2_6
0.27616197,-0.035311807,0.4721418,28144000,2_6
0.27432632,-0.03422552,0.4736967,28164000,2_6
0.27467948,-0.03427498,0.4726983,28192000,2_6
0.27423736,-0.036167126,0.4727326,28215000,2_6
0.27381867,-0.034612346,0.4742545,28235000,2_6
0.27506095,-0.033790994,0.47305435,28256000,2_6
0.27399564,-0.03509841,0.47449246,28280000,2_6
0.2750498,-0.034475684,0.47416785,28300000,2_6
0.27361274,-0.03442117,0.47433946,28320000,2_6
0.27144617,-0.03212162,0.47406834,28344000,2_6
0.2752724,-0.034877423,0.47446674,28368000,2_6
0.2744275,-0.03551166,0.473704,28388000,2_6
0.27423948,-0.035761453,0.471883,28408000,2_6
0.2752702,-0.036437295,0.4735481,28431000,2_6
0.27384904,-0.033998396,0.4736157,28451000,2_6
0.27247125,-0.035987437,0.4734006,28471000,2_6
0.27721268,-0.03582278,0.4742281,28492000,2_6
0.27408853,-0.0352811,0.4744161,28512000,2_6
0.2745131,-0.03557205,0.47419098,28532000,2_6
0.27451375,-0.035217427,0.47357967,28552000,2_6
0.27509266,-0.03739417,0.4717542,28572000,2_6
0.27152872,-0.034368347,0.47452903,28592000,2_6
0.27578124,-0.035885792,0.47201797,28612000,2_6
0.27524623,-0.036792625,0.47328565,28635000,2_6
0.27527028,-0.036358822,0.47229815,28656000,2_6
0.27741826,-0.03617081,0.47478294,28679000,2_6
0.2773971,-0.03525944,0.47407147,28701000,2_6
0.27537924,-0.03894729,0.47530192,28721000,2_6
0.27439865,-0.034232985,0.4736289,28743000,2_6
0.27552038,-0.03685626,0.47465187,28764000,2_6
0.27396834,-0.038431846,0.47288582,28785000,2_6
0.27534828,-0.035920113,0.47485113,28807000,2_6
0.2739323,-0.036260206,0.4719006,28827000,2_6
0.2757462,-0.03593597,0.47301936,28847000,2_6
0.27319857,-0.035777733,0.47475842,28867000,2_6
0.2751306,-0.03540422,0.47183633,28891000,2_6
0.27669352,-0.037160758,0.47432214,28911000,2_6
0.27496657,-0.035365704,0.47351232,28936000,2_6
0.27590048,-0.035801683,0.47253543,28956000,2_6
0.27494138,-0.036744885,0.47408164,28976000,2_6
0.2723779,-0.035475727,0.47443554,28996000,2_6
0.27592325,-0.03608761,0.47467077,29016000,2_6
0.27543932,-0.037478343,0.47410038,29036000,2_6
0.27527982,-0.03489769,0.47367385,29056000,2_6
0.27365053,-0.036501892,0.474795,29076000,2_6
0.2758518,-0.03509889,0.47200355,29096000,2_6
0.27477032,-0.037349947,0.472268,29116000,2_6
0.27470803,-0.035245694,0.47289556,29136000,2_6
0.27398863,-0.036544766,0.47511545,29156000,2_6
0.27608475,-0.033588093,0.4737526,29176000,2_6
0.27390236,-0.034572404,0.4760263,29196000,2_6
0.27465543,-0.035591643,0.47531977,29216000,2_6
0.2734908,-0.034835182,0.4751279,29237000,2_6
0.27499384,-0.03655368,0.47322348,29260000,2_6
0.2741007,-0.034102347,0.47297034,29280000,2_6
0.2741922,-0.035934668,0.47408628,29300000,2_6
0.2748438,-0.03442543,0.47474802,29322000,2_6
0.2753031,-0.036423888,0.47481537,29345000,2_6
0.2744545,-0.03555896,0.47536603,29368000,2_6
0.2741556,-0.036768675,0.47164026,29392000,2_6
0.27216467,-0.03613779,0.477099,29412000,2_6
0.273514,-0.035082497,0.47455144,29432000,2_6
0.27405164,-0.035739653,0.47387847,29455000,2_6
0.27481732,-0.03689671,0.47508222,29475000,2_6
0.27516082,-0.033422843,0.47419494,29495000,2_6
0.2753886,-0.034178093,0.47455397,29516000,2_6
0.27390712,-0.038011745,0.4744402,29536000,2_6
0.27214438,-0.034630246,0.4732034,29556000,2_6
0.27293754,-0.033553105,0.4739147,29579000,2_6
0.2735681,-0.03409282,0.4736793,29600000,2_6
0.27578357,-0.035284698,0.47249842,29624000,2_6
0.27599612,-0.034278657,0.47401485,29648000,2_6
0.27518916,-0.032878038,0.4738224,29672000,2_6
0.2758838,-0.03564754,0.47280577,29692000,2_6
0.27602282,-0.03402569,0.4754417,29712000,2_6
0.27507076,-0.034913972,0.47293693,29735000,2_6
0.27295688,-0.03406482,0.47190824,29759000,2_6
0.27558577,-0.03617302,0.4726126,29779000,2_6
0.27423465,-0.03474607,0.4714769,29799000,2_6
0.27635396,-0.03602904,0.47465613,29820000,2_6
0.2751098,-0.03553858,0.47195476,29840000,2_6
0.27446252,-0.03475316,0.47168136,29863000,2_6
0.2754984,-0.036265973,0.47256476,29887000,2_6
0.27392244,-0.03452706,0.47489244,29907000,2_6
0.27647716,-0.037242,0.4745419,29927000,2_6
0.2737352,-0.034819018,0.47553882,29948000,2_6
0.27609348,-0.033423968,0.47414494,29968000,2_6
0.27492082,-0.03320236,0.47337362,29988000,2_6
0.27378252,-0.0349435,0.47400486,30008000,2_6
0.27411038,-0.034343407,0.47456932,30031000,2_6
0.2751663,-0.035284564,0.47195083,30055000,2_6
0.2749013,-0.034069777,0.47276065,30075000,2_6
0.2761956,-0.036046218,0.47185922,30096000,2_6
0.27463064,-0.03413461,0.4733268,30116000,2_6
0.27500996,-0.0337759,0.4745185,30136000,2_6
0.27610454,-0.03399945,0.4728912,30158000,2_6
0.27428022,-0.03357033,0.47354952,30179000,2_6
0.27506196,-0.033159096,0.4728349,30203000,2_6
0.2756028,-0.03511966,0.4730909,30223000,2_6
0.27560586,-0.03411386,0.47479892,30248000,2_6
0.27298042,-0.03295334,0.4723135,30272000,2_6
0.27502152,-0.03507898,0.47367007,30292000,2_6
0.27458897,-0.034718137,0.47310328,30312000,2_6
0.27576953,-0.035344176,0.47407475,30332000,2_6
0.27470705,-0.03509545,0.4719267,30352000,2_6
0.2753785,-0.034490135,0.47201037,30372000,2_6
0.27639866,-0.03237453,0.47342196,30392000,2_6
0.27639854,-0.036400896,0.47328806,30420000,2_6
0.27335617,-0.033239532,0.472694,30440000,2_6
0.274691,-0.033395335,0.47454178,30460000,2_6
0.27734208,-0.034141514,0.47326273,30480000,2_6
0.27601862,-0.03516786,0.47365347,30501000,2_6
0.2750557,-0.03249642,0.47247058,30523000,2_6
0.27363297,-0.035251364,0.47482926,30543000,2_6
0.27494383,-0.03463592,0.4739027,30565000,2_6
