gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],x,y,z,vx,vy,vz,ax,ay,az
0.004793691,-0.0015978962,-0.0013315786,-0.01316811,0.0059856744,-9.7444,0.2753486,-0.035907563,0.47268835,-0.05428936,-0.038612112,-0.7100322,-0.011863009,-0.0075400528,-0.13716553,-0.007653214,-0.019664029,0.76179576
0.006391587,-0.0018642148,-0.000532632,-0.015562311,0.0023943726,-9.76954,0.2754532453516091,-0.0364052460172824,0.4730150940524433,-0.0543612703933253,-0.0387416554853992,-0.7101831790941597,-0.0117246420941597,-0.0075754474167461,-0.1257140450551251,-0.0053820413498212,-0.018615394556764,0.8381719445828367
0.0066579035,-0.002929476,-0.00053263124,-0.0023942017,0.0023943717,-9.736021,0.2755578907032181,-0.0369029290345649,0.4733418381048867,-0.0544331807866507,-0.0388711989707985,-0.7103341581883195,-0.0115862751883194,-0.0076108420334922,-0.1142625601102503,-0.0031108686996424,-0.017566760113528,0.9145481291656736
0.0066579026,-0.0026631623,0.00026631443,-0.008379708,-0.01197084,-9.6845455,0.2756625360548272,-0.0374006120518474,0.4736685821573301,-0.0545050911799761,-0.0390007424561978,-0.7104851372824791,-0.0114479082824791,-0.0076462366502383,-0.1028110751653754,-0.0008396960494636,-0.016518125670292,0.9909243137485102
0.0053263223,-0.0034621102,0.0005326292,-0.0047884034,-0.013167942,-9.599552,0.2756398560429082,-0.0374060992324195,0.4737615847556615,-0.0545770015733015,-0.0391302859415971,-0.7106361163766388,-0.0113095413766388,-0.0076816312669845,-0.0913595902205006,0.0014314766007151,-0.015469491227056,1.067300498331347
0.0069242194,-0.0023968439,6.122668e-09,-0.022744916,-0.01077375,-9.035717,0.2753909050536353,-0.0365369010405244,0.4734392034445768,-0.0546489119666269,-0.0392598294269964,-0.7107870954707985,-0.0111711744707985,-0.0077170258837306,-0.0799081052756257,0.0037026492508939,-0.01442085678382,1.1436766829141836
0.0071905362,-0.00133158,-0.00026631283,-0.021547817,-0.0011969476,-8.785522,0.2751419540643623,-0.0356677028486293,0.4731168221334922,-0.0547208223599523,-0.0393893729123957,-0.7109380745649583,-0.0110328075649582,-0.0077524205004767,-0.0684566203307509,0.0059738219010727,-0.013372222340584,1.2200528674970204
0.007456852,-0.0010652641,-0.00053263153,-0.016759416,0.0047885547,-8.628704,0.2748930030750894,-0.0347985046567342,0.4727944408224076,-0.0547927327532777,-0.0395189163977949,-0.711089053659118,-0.0108944406591179,-0.0077878151172228,-0.057005135385876,0.0082449945512514,-0.012323587897348,1.2964290520798571
0.008788433,-0.0015978978,-0.00026631702,-0.015562311,0.0047885524,-8.492233,0.2746221337544696,-0.034488486862932,0.4726318033492253,-0.0548646431466031,-0.0396484598831942,-0.7112400327532777,-0.0107560737532777,-0.007823209733969,-0.0455536504410011,0.0105161672014302,-0.011274953454112,1.372805236662694
0.009321064,-0.0021305303,-1.3138225e-09,-0.008379708,0.00478855,-8.380905,0.2743427479737783,-0.0343957409707985,0.4725312350178784,-0.0549365535399284,-0.0397780033685935,-0.7113910118474374,-0.0106177068474374,-0.0078586043507151,-0.0341021654961263,0.012787339851609,-0.010226319010876,1.4491814212455305
0.010918962,-0.002130531,0.000266318,0.011971008,0.009576951,-8.183382,0.274063362193087,-0.034302995078665,0.4724306666865316,-0.0550084639332538,-0.0399075468539928,-0.7115419909415971,-0.0104793399415971,-0.0078939989674612,-0.0226506805512514,0.0150585125017878,-0.00917768456764,1.5255576058283673
0.012250543,-0.0021305291,0.00026631705,0.009576809,0.010774051,-8.090008,0.2738302290584029,-0.0342492223802145,0.4723573983134684,-0.0550803743265792,-0.0400370903393921,-0.7116929700357568,-0.0103409730357568,-0.0079293935842073,-0.0111991956063766,0.0173296851519666,-0.008129050124404,1.601933790411204
0.013848439,-0.0023968415,-0.00053263234,0.0035913025,0.0047885436,-7.99903,0.2741271262455304,-0.0346420614147795,0.4725969727056019,-0.0551522847199046,-0.0401666338247914,-0.7118439491299166,-0.0102026061299165,-0.0079647882009535,0.0002522893384982,0.0196008578021454,-0.007080415681168,1.6783099749940409
0.015446336,-0.0026631544,-0.0013315805,0.0035913025,-0.0071824673,-7.8900933,0.2744240234326579,-0.0350349004493444,0.4728365470977354,-0.05522419511323,-0.0402961773101907,-0.7119949282240763,-0.0100642392240762,-0.0080001828176996,0.011703774283373,0.0218720304523241,-0.006031781237932,1.7546861595768777
0.016245283,-0.0029294773,-0.0013315812,0.0,-0.0107737705,-7.7871404,0.2747209206197855,-0.0354277394839094,0.4730761214898689,-0.0552961055065554,-0.0404257207955899,-0.712145907318236,-0.0099258723182359,-0.0080355774344457,0.0231552592282479,0.0241432031025029,-0.004983146794696,1.8310623441597145
0.017310549,-0.0023968494,-0.0007989435,-0.001197101,0.00837984,-7.712921,0.2751256134684148,-0.0355456050983313,0.473240831466031,-0.0553680158998808,-0.0405552642809892,-0.7122968864123956,-0.0097875054123957,-0.0080709720511918,0.0346067441731227,0.0264143757526817,-0.00393451235146,1.9074385287425508
0.018375812,-0.001331581,-0.00079893786,0.0035913025,0.025139254,-7.666235,0.2756673076996424,-0.0353139971048867,0.4733103935637664,-0.0554399262932062,-0.0406848077663885,-0.7124478655065554,-0.0096491385065554,-0.008106366667938,0.0460582291179976,0.0286855484028605,-0.002885877908224,1.983814713325388
0.018375812,-0.0015979,-0.00026631792,0.009576809,-0.00359117,-7.607577,0.2762090019308701,-0.0350823891114421,0.4733799556615017,-0.0555189311296185,-0.0408181998137663,-0.7124213693206197,-0.0095211158268772,-0.0081384757869487,0.0570840304216329,0.0304597365849523,-0.0018597668392431,2.0385524295858164
0.018375812,-0.002130531,-3.2997027e-09,0.01316811,0.0035914353,-7.603986,0.2767506961620977,-0.0348507811179976,0.4734495177592371,-0.0556431301960667,-0.0409761086263408,-0.7112642898688916,-0.0094589896990464,-0.0081496550685339,0.0653980692699642,0.0290679496370083,-0.0009771380062574,1.9554450883849823
0.01917476,-0.0023968434,-0.0002663172,0.01556231,0.019153748,-7.6363063,0.2767603530870083,-0.0349390257550655,0.4732834916090583,-0.0557673292625149,-0.0411340174389153,-0.7101072104171633,-0.0093968635712157,-0.0081608343501191,0.0737121081182956,0.0276761626890643,-9.45091732717498e-05,1.872337747184148
0.019707395,-0.0013315768,-0.00053261593,0.014365212,0.01795665,-7.673417,0.2766373611442193,-0.0351070168474374,0.4730587280095351,-0.055891528328963,-0.0412919262514898,-0.708950130965435,-0.0093347374433849,-0.0081720136317044,0.0820261469666269,0.0262843757411203,0.0007881196597139,1.7892304059833135
0.01917476,-0.0015978987,-5.418135e-09,0.021547817,-0.0011969667,-7.692571,0.2765143692014303,-0.0352750079398093,0.4728339644100119,-0.0560157273954112,-0.0414498350640643,-0.7077930515137068,-0.0092726113155542,-0.0081831929132896,0.0903401858149582,0.0248925887931764,0.0016707484926996,1.7061230647824792
0.01917476,-0.0013315806,3.61754e-09,0.01316811,0.0011972354,-7.703345,0.2763513396424314,-0.0353731627890345,0.4726509984624553,-0.0561399264618593,-0.0416077438766388,-0.7066359720619785,-0.0092104851877234,-0.0081943721948748,0.0986542246632896,0.0235008018452324,0.0025533773256853,1.6230157235816447
0.019973708,-0.0010652619,-0.00053263066,0.016759412,-0.005985369,-7.7500305,0.2759789241716329,-0.0351060929612634,0.4726866229380214,-0.0562641255283075,-0.0417656526892133,-0.7054788926102503,-0.0091483590598927,-0.00820555147646,0.1069682635116209,0.0221090148972884,0.003436006158671,1.5399083823808106
0.0181095,-0.0007989533,-3.6856523e-10,0.0011971011,-0.005985368,-7.788339,0.2756065087008343,-0.0348390231334922,0.4727222474135876,-0.0563883245947556,-0.0419235615017878,-0.704321813158522,-0.0090862329320619,-0.0082167307580452,0.1152823023599523,0.0207172279493444,0.0043186349916567,1.4568010411799763
0.017310549,-0.0015978985,0.0002663111,-0.009576809,-0.013167974,-7.833829,0.2752340932300357,-0.0345719533057211,0.4727578718891538,-0.0565125236612038,-0.0420814703143623,-0.7031647337067938,-0.0090241068042312,-0.0082279100396305,0.1235963412082837,0.0193254410014004,0.0052012638246424,1.3736936999791416
0.017044235,-0.0021305261,-0.00026631937,-0.019153617,-0.010773771,-7.8936834,0.2754680138736591,-0.0344684104386174,0.4728449590584029,-0.0566367227276519,-0.0422393791269368,-0.7020076542550655,-0.0089619806764004,-0.0082390893212157,0.131910380056615,0.0179336540534564,0.0060838926576281,1.2905863587783075
