timestamp,speed_xy,speed_up,speed_down,want_takeoff
11203000,3.0,3.0,1.0,0
37939000,3.0,3.0,1.0,0
37961000,3.0,3.0,1.0,0
38939000,3.0,3.0,1.0,0
39939000,3.0,3.0,1.0,0
40937000,3.0,3.0,1.0,0
41923000,3.0,3.0,1.0,0
42937000,3.0,3.0,1.0,0
43924000,3.0,3.0,1.0,0
