timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
515000,515000,1310988,1310988,9.456571e-14,1.0652642e-06,4.2610586e-06,-8.140285e-05,6.8120687e-10,-0.03903028,4000,4000,0,0
1003000,1003000,1310988,1310988,3.1957936e-06,6.9409566e-13,-3.195794e-06,-4.3095635e-05,0.000134076,-0.039059013,4000,4000,0,0
1503000,1503000,1310988,1310988,0.0,2.1305293e-06,3.208819e-13,3.351883e-05,-9.576124e-06,-0.039149992,4000,4000,0,0
2003000,2003000,1310988,1310988,-1.7731067e-13,2.663161e-06,5.326322e-06,-0.00011971008,-5.386868e-05,-0.04900931,5000,5000,0,0
2503000,2503000,1310988,1310988,-3.1957939e-06,4.793691e-06,-3.195793e-06,3.5913028e-05,-1.4364185e-05,-0.058645975,6000,6000,0,0
3000000,3000000,1310988,1310988,-1.8642123e-06,3.728425e-06,3.7284262e-06,-0.00010893617,2.514031e-05,-0.0683365,7000,7000,0,0
3500000,3500000,1310988,1310988,1.3315803e-06,3.9947417e-06,1.3315805e-06,7.781155e-05,-7.182519e-05,-0.04901529,5000,5000,0,0
4004000,4004000,1310988,1310988,-2.6631608e-06,6.541487e-14,1.3315808e-06,0.00011971008,0.00020350797,-0.049057197,5000,5000,0,0
4503000,4488000,1310988,1310988,2.1305295e-06,2.130529e-06,-9.557551e-13,4.7884034e-05,2.3942706e-05,-0.039485183,4000,4000,0,0
5003000,4992000,1310988,1310988,2.1305293e-06,3.1957939e-06,5.5777065e-14,9.097968e-05,5.267312e-05,-0.038939297,4000,4000,0,0
5500000,5483000,1310988,1310988,2.1305293e-06,-1.9762569e-13,3.1957939e-06,8.619127e-05,4.789088e-06,-0.03919787,4000,4000,0,0
6003000,5992000,1310988,1310988,4.964701e-13,1.0652642e-06,3.195794e-06,1.43652105e-05,-3.8306553e-05,-0.039135627,4000,4000,0,0
6504000,6504000,1310988,1310988,2.663161e-06,-1.3315805e-06,1.33158e-06,-0.0001316811,2.9928377e-05,-0.049146976,5000,5000,0,0
7004000,7004000,1310988,1310988,-2.663161e-06,-1.3315805e-06,1.3315804e-06,0.0,-1.7955657e-05,-0.04903325,5000,5000,0,0
7503000,7503000,1310988,1310988,-4.2610586e-06,3.195794e-06,-3.1957939e-06,0.00010534488,1.4365897e-05,-0.039331954,4000,4000,0,0
8003000,8003000,1310988,1310988,1.3315805e-06,1.3315805e-06,6.14276e-13,5.9855042e-06,-8.97817e-05,-0.049039233,5000,5000,0,0
8504000,8504000,1310988,1310988,-3.5462136e-13,-1.3315805e-06,2.663161e-06,1.19710085e-05,-5.9846516e-06,-0.048847698,5000,5000,0,0
9001000,9001000,1310988,1310988,1.5978964e-06,3.1957939e-06,-1.5978969e-06,-3.5913028e-05,0.00017238354,-0.059199028,6000,6000,0,0
9504000,9504000,1310988,1310988,3.546214e-13,-6.9721396e-14,3.9947417e-06,5.9855042e-06,-1.7955657e-05,-0.04902726,5000,5000,0,0
10003000,10003000,1310988,1310988,1.0652645e-06,2.1305293e-06,1.0652648e-06,3.8307233e-05,-2.3941333e-05,-0.039149992,4000,4000,0,0
10503000,10503000,1310988,1310988,-1.0652647e-06,-2.1305293e-06,-2.1305293e-06,-6.703766e-05,-6.703697e-05,-0.039298434,4000,4000,0,0
11000000,11000000,1310988,1310988,1.0652649e-06,-1.0652644e-06,-2.5500665e-13,4.788404e-06,-4.7877215e-06,-0.039106894,4000,4000,0,0
11503000,11503000,1310988,1310988,1.0652647e-06,2.1305293e-06,1.0652645e-06,-3.8307233e-05,4.7890867e-06,-0.039111685,4000,4000,0,0
12003000,12003000,1310988,1310988,1.0652647e-06,0.0,0.0,4.7884034e-05,-3.8306553e-05,-0.039063804,4000,4000,0,0
12503000,12503000,1310988,1310988,-3.195794e-06,-1.9986213e-12,4.7936896e-06,-0.00017238253,-7.181582e-06,-0.058681887,6000,6000,0,0
13001000,13001000,1310988,1310988,-1.5978969e-06,1.5978969e-06,-3.1957934e-06,6.464344e-05,-0.00012928588,-0.058696255,6000,6000,0,0
13503000,13503000,1310988,1310988,-1.065263e-06,-1.0652641e-06,4.261059e-06,-2.3942017e-05,1.9154304e-05,-0.039418142,4000,4000,0,0
14001000,14001000,1310988,1310988,-9.321063e-06,5.326322e-06,2.6631628e-06,-5.9855042e-06,0.00013168194,-0.048602294,5000,5000,0,0
14504000,14504000,1310988,1310988,-1.3315805e-05,-1.3315805e-06,3.9947436e-06,0.00010773907,0.00018555147,-0.04903325,5000,5000,0,0
15000000,15000000,1310988,1310988,6.524745e-05,-3.8615846e-05,2.2636843e-05,-1.19710085e-05,5.9855905e-05,-0.049404353,5000,5000,0,0
15503000,15503000,1310988,1310988,3.0360034e-05,3.3555836e-05,-3.1958077e-06,2.8730423e-05,-3.5911995e-05,-0.05928523,6000,6000,0,0
16003000,16003000,1310988,1310988,-1.4913701e-05,-8.522121e-06,-6.3915895e-06,9.576808e-06,-1.9152936e-05,-0.03891536,4000,4000,0,0
16500000,16500000,1310988,1310988,-1.0652645e-05,-2.130528e-06,-1.0652697e-06,9.57681e-06,-1.4364529e-05,-0.03904943,4000,4000,0,0
17003000,17003000,1310988,1310988,2.1305295e-06,1.8592368e-14,-1.0652643e-06,0.0,-2.3941338e-05,-0.038896203,4000,4000,0,0
17500000,17500000,1310988,1310988,1.1717911e-05,-2.1305295e-06,2.130528e-06,2.8730421e-05,-7.661379e-05,-0.039020706,4000,4000,0,0
18003000,18003000,1310988,1310988,-2.9827414e-05,-1.5978958e-05,2.1305261e-06,-3.8307233e-05,1.4365745e-05,-0.030650573,4000,4000,0,0
18503000,18503000,1310988,1310988,-2.1305292e-05,2.2370554e-05,4.261066e-06,3.351883e-05,-2.872973e-05,-0.03961925,4000,4000,0,0
19000000,19000000,1310988,1310988,-5.5926266e-06,-5.4062166e-05,-1.864206e-06,-4.1898526e-05,-0.0001508335,-0.068973355,7000,7000,0,0
19503000,19503000,1310988,1310988,-3.1957939e-06,1.81095e-05,-5.263308e-12,4.3095635e-05,6.877256e-10,-0.039403778,4000,4000,0,0
20003000,20003000,1310988,1310988,1.2783183e-05,-3.4088465e-05,-5.326333e-06,-1.43652105e-05,-5.7460158e-05,-0.03931279,4000,4000,0,0
20503000,20503000,1310988,1310988,-9.5873775e-06,2.1305292e-05,-9.0479116e-13,-1.9153616e-05,3.8307913e-05,-0.039106894,4000,4000,0,0
21003000,21003000,1310988,1310988,-1.81095e-05,-6.391586e-06,-1.065268e-06,1.9153616e-05,-5.7460158e-05,-0.039274484,4000,4000,0,0
21503000,21503000,1310988,1310988,4.633901e-05,-1.2783174e-05,-4.7936614e-06,-3.5913028e-05,4.3096657e-05,-0.058681887,6000,6000,0,0
22004000,22004000,1310988,1310988,6.6579028e-06,3.3568745e-13,-3.9947417e-06,2.3942017e-05,2.9928377e-05,-0.048979383,5000,5000,0,0
22503000,22503000,1310988,1310988,5.326323e-06,7.4568516e-06,1.3358594e-12,-5.7460842e-05,2.3942706e-05,-0.039494753,4000,4000,0,0
23000000,23000000,1310988,1310988,4.6605317e-05,-1.9973704e-05,-3.99472e-06,0.0,4.189938e-05,-0.048919525,5000,5000,0,0
23503000,23503000,1310988,1310988,2.7696877e-05,-1.0652648e-05,2.1305216e-06,1.9153616e-05,-4.7877215e-06,-0.039106894,4000,4000,0,0
24003000,24003000,1310988,1310988,-3.3555836e-05,1.2783171e-05,-1.5978958e-06,0.00012928688,-0.00012928587,-0.058890186,6000,6000,0,0
