timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,device_id
1003000,0,0.005850684,0.005850684,14.676101,0
2003000,0,-0.023289401,-0.023289401,14.676174,0
3000000,0,0.038383394,0.038383394,14.675837,0
4004000,0,-0.03713049,-0.03713049,14.674684,0
5003000,0,0.054500367,0.054500367,14.675434,0
6003000,0,-0.019258577,-0.019258577,14.676114,0
6999000,0,0.010661463,0.010661463,14.675331,0
8003000,0,0.02714142,0.02714142,14.675973,0
9001000,0,-0.032639056,-0.032639056,14.674993,0
10003000,0,-0.035772253,-0.035772253,14.67606,0
11000000,0,-0.013146906,-0.013146906,14.67491,0
12003000,0,-0.047468208,-0.047468208,14.676217,0
13001000,0,-0.009480538,-0.009480538,14.675882,0
14001000,0,0.019411957,0.019411957,14.675103,0
15000000,0,0.109669074,0.109669074,14.675192,0
16003000,0,0.01698565,0.01698565,14.673346,0
17003000,0,0.044834062,0.044834062,14.672287,0
18003000,0,0.04975237,0.04975237,14.670614,0
19000000,0,0.05727517,0.05727517,14.671687,0
20003000,0,-0.022983314,-0.022983314,14.671913,0
21003000,0,-0.049646243,-0.049646243,14.671371,0
22004000,0,-0.010968048,-0.010968048,14.6710415,0
23000000,0,0.006980313,0.006980313,14.671204,0
24003000,0,-0.054570626,-0.054570626,14.670504,0
25003000,0,-0.025412118,-0.025412118,14.670992,0
25997000,0,-0.057706337,-0.057706337,14.670511,0
27000000,0,-0.011784755,-0.011784755,14.670826,0
28000000,0,-0.047574546,-0.047574546,14.671415,0
29001000,0,0.04524149,0.04524149,14.670792,0
30003000,0,-0.03063959,-0.03063959,14.670112,0
31000000,0,0.0066794804,0.0066794804,14.671457,0
32003000,0,0.023856191,0.023856191,14.671541,0
33004000,0,-0.04368685,-0.04368685,14.670844,0
34003000,0,0.04189566,0.04189566,14.670203,0
35003000,0,0.036652748,0.036652748,14.671238,0
36001000,0,-0.018549329,-0.018549329,14.670212,0
37003000,0,0.035661682,0.035661682,14.670284,0
37995000,0,0.036000308,0.036000308,14.67087,0
39001000,0,0.09633259,0.09633259,14.674173,0
40000000,0,0.039856933,0.039856933,14.6749,0
41000000,0,-0.055457983,-0.055457983,14.675606,0
42003000,0,0.0060979184,0.0060979184,14.676103,0
43003000,0,-0.007876499,-0.007876499,14.675569,0
44003000,0,0.03905547,0.03905547,14.675162,0
